code,area,date,median_salary,life_satisfaction,mean_salary,recycling_pct,population_size,number_of_jobs,area_size,no_of_houses,borough_flag
E09000001,city of london,1999-12-01,33020.0,,48922,0,6581.0,,,,1
E09000002,barking and dagenham,1999-12-01,21480.0,,23620,3,162444.0,,,,1
E09000003,barnet,1999-12-01,19568.0,,23128,8,313469.0,,,,1
E09000004,bexley,1999-12-01,18621.0,,21386,18,217458.0,,,,1
E09000005,brent,1999-12-01,18532.0,,20911,6,260317.0,,,,1
E09000006,bromley,1999-12-01,16720.0,,21293,13,294902.0,,,,1
E09000007,camden,1999-12-01,23677.0,,30249,13,190003.0,,,,1
E09000008,croydon,1999-12-01,19563.0,,22205,13,332066.0,,,,1
E09000009,ealing,1999-12-01,20580.0,,25046,12,302252.0,,,,1
E09000010,enfield,1999-12-01,19289.0,,21006,9,272731.0,,,,1
E09000011,greenwich,1999-12-01,21236.0,,22263,4,212168.0,,,,1
E09000012,hackney,1999-12-01,23249.0,,39629,2,199087.0,,,,1
E09000013,hammersmith and fulham,1999-12-01,25000.0,,28555,7,160634.0,,,,1
E09000014,haringey,1999-12-01,18783.0,,21683,5,218559.0,,,,1
E09000015,harrow,1999-12-01,20596.0,,22824,10,207909.0,,,,1
E09000016,havering,1999-12-01,17165.0,,18786,8,225712.0,,,,1
E09000017,hillingdon,1999-12-01,24002.0,,28854,11,245053.0,,,,1
E09000018,hounslow,1999-12-01,20155.0,,24602,14,214298.0,,,,1
E09000019,islington,1999-12-01,25113.0,,34180,2,175717.0,,,,1
E09000020,kensington and chelsea,1999-12-01,20646.0,,28074,13,147678.0,,,,1
E09000021,kingston upon thames,1999-12-01,19302.0,,22967,18,146003.0,,,,1
E09000022,lambeth,1999-12-01,23151.0,,27930,8,266817.0,,,,1
E09000023,lewisham,1999-12-01,20580.0,,23283,4,250310.0,,,,1
E09000024,merton,1999-12-01,18962.0,,21867,11,185062.0,,,,1
E09000025,newham,1999-12-01,18862.0,,20580,3,240517.0,,,,1
E09000026,redbridge,1999-12-01,19580.0,,22087,8,238138.0,,,,1
E09000027,richmond upon thames,1999-12-01,22321.0,,25832,na,172782.0,,,,1
E09000028,southwark,1999-12-01,22784.0,,26994,3,247853.0,,,,1
E09000029,sutton,1999-12-01,19582.0,,22725,27,179375.0,,,,1
E09000030,tower hamlets,1999-12-01,26376.0,,37524,3,193507.0,,,,1
E09000031,waltham forest,1999-12-01,18547.0,,19888,9,221057.0,,,,1
E09000032,wandsworth,1999-12-01,21321.0,,24707,7,264220.0,,,,1
E09000033,westminster,1999-12-01,24447.0,,36167,7,189233.0,,,,1
E12000001,north east,1999-12-01,16282.0,,18351,5,2550314.0,,,,0
E12000002,north west,1999-12-01,16977.0,,19609,7,6773115.0,,,,0
E12000003,yorkshire and the humber,1999-12-01,16527.0,,18977,7,4956325.0,,,,0
E12000004,east midlands,1999-12-01,16392.0,,18864,11,4152443.0,,,,0
E12000005,west midlands,1999-12-01,17000.0,,19686,9,5271959.0,,,,0
E12000006,east,1999-12-01,18000.0,,20866,14,5338722.0,,,,0
E12000007,london,1999-12-01,22487.0,,29640,9,7153912.0,,,,0
E12000008,south east,1999-12-01,18737.0,,22361,15,7955124.0,,,,0
E12000009,south west,1999-12-01,16727.0,,19203,14,4880958.0,,,,0
E13000001,inner london,1999-12-01,,,-,,2750716.0,,,,0
E13000002,outer london,1999-12-01,,,-,,4403196.0,,,,0
E92000001,england,1999-12-01,17939.0,,21561,10,49032872.0,,,,0
K02000001,united kingdom,1999-12-01,17803.0,,21314,,58684427.0,,,,0
K03000001,great britain,1999-12-01,17866.0,,21379,,57005421.0,,,,0
K04000001,england and wales,1999-12-01,17974.0,,21549,,51933471.0,,,,0
N92000002,northern ireland,1999-12-01,15798.0,,19093,,1679006.0,,,,0
S92000003,scotland,1999-12-01,16914.0,,19667,,5071950.0,,,,0
W92000004,wales,1999-12-01,16457.0,,18486,,2900599.0,,,,0
E09000001,city of london,2000-12-01,34903.0,,52203,0,7014.0,361000.0,,,1
E09000002,barking and dagenham,2000-12-01,22618.0,,24696,4,163893.0,57000.0,,,1
E09000003,barnet,2000-12-01,21761.0,,25755,8,315784.0,138000.0,,,1
E09000004,bexley,2000-12-01,19363.0,,22580,17,218717.0,76000.0,,,1
E09000005,brent,2000-12-01,22348.0,,23726,7,264945.0,122000.0,,,1
E09000006,bromley,2000-12-01,16401.0,,21178,13,295317.0,115000.0,,,1
E09000007,camden,2000-12-01,25484.0,,34864,16,196174.0,291000.0,,,1
E09000008,croydon,2000-12-01,21339.0,,23440,12,334241.0,160000.0,,,1
E09000009,ealing,2000-12-01,22512.0,,26615,12,304370.0,134000.0,,,1
E09000010,enfield,2000-12-01,22467.0,,25198,8,275068.0,113000.0,,,1
E09000011,greenwich,2000-12-01,22121.0,,23689,5,214438.0,84000.0,,,1
E09000012,hackney,2000-12-01,24083.0,,#,1,203381.0,102000.0,,,1
E09000013,hammersmith and fulham,2000-12-01,25264.0,,28742,8,164393.0,120000.0,,,1
E09000014,haringey,2000-12-01,19772.0,,#,5,219845.0,74000.0,,,1
E09000015,harrow,2000-12-01,22238.0,,24973,11,209114.0,81000.0,,,1
E09000016,havering,2000-12-01,17418.0,,19309,6,225141.0,89000.0,,,1
E09000017,hillingdon,2000-12-01,25038.0,,29755,13,245911.0,177000.0,,,1
E09000018,hounslow,2000-12-01,23230.0,,27632,13,214731.0,146000.0,,,1
E09000019,islington,2000-12-01,26598.0,,35135,5,177852.0,173000.0,,,1
E09000020,kensington and chelsea,2000-12-01,22952.0,,28782,8,154661.0,147000.0,,,1
E09000021,kingston upon thames,2000-12-01,20983.0,,25225,20,147328.0,85000.0,,,1
E09000022,lambeth,2000-12-01,24264.0,,28750,9,270028.0,140000.0,,,1
E09000023,lewisham,2000-12-01,22357.0,,22659,5,252106.0,76000.0,,,1
E09000024,merton,2000-12-01,18906.0,,22987,18,188196.0,84000.0,,,1
E09000025,newham,2000-12-01,19437.0,,21609,3,245463.0,79000.0,,,1
E09000026,redbridge,2000-12-01,20256.0,,22421,9,239868.0,83000.0,,,1
E09000027,richmond upon thames,2000-12-01,22574.0,,27702,15,172920.0,82000.0,,,1
E09000028,southwark,2000-12-01,24857.0,,29101,3,252726.0,182000.0,,,1
E09000029,sutton,2000-12-01,22019.0,,26891,25,180485.0,78000.0,,,1
E09000030,tower hamlets,2000-12-01,28445.0,,47253,3,197133.0,152000.0,,,1
E09000031,waltham forest,2000-12-01,19776.0,,22009,9,221296.0,74000.0,,,1
E09000032,wandsworth,2000-12-01,22840.0,,26862,7,267695.0,127000.0,,,1
E09000033,westminster,2000-12-01,25951.0,,40903,7,196478.0,616000.0,,,1
E12000001,north east,2000-12-01,17430.0,,19560,4,2543421.0,1069000.0,,,0
E12000002,north west,2000-12-01,17863.0,,20670,8,6774223.0,3196000.0,,,0
E12000003,yorkshire and the humber,2000-12-01,17503.0,,20018,7,4958609.0,2360000.0,,,0
E12000004,east midlands,2000-12-01,17352.0,,20144,13,4168076.0,1995000.0,,,0
E12000005,west midlands,2000-12-01,17812.0,,20631,9,5269626.0,2588000.0,,,0
E12000006,east,2000-12-01,19020.0,,22424,15,5374972.0,2621000.0,,,0
E12000007,london,2000-12-01,24204.0,,33000,9,7236712.0,4618000.0,,,0
E12000008,south east,2000-12-01,19992.0,,23867,16,7990598.0,4300000.0,,,0
E12000009,south west,2000-12-01,17847.0,,20482,15,4917074.0,2464000.0,,,0
E13000001,inner london,2000-12-01,,,-,,2804949.0,,,,0
E13000002,outer london,2000-12-01,,,-,,4431763.0,,,,0
E92000001,england,2000-12-01,19107.0,,23319,11,49233311.0,25210000.0,,,0
K02000001,united kingdom,2000-12-01,18848.0,,22801,,58886065.0,29735000.0,,,0
K03000001,great britain,2000-12-01,18915.0,,22908,,57203121.0,28973000.0,,,0
K04000001,england and wales,2000-12-01,19000.0,,23131,,52140181.0,26464000.0,,,0
N92000002,northern ireland,2000-12-01,16599.0,,19112,,1682944.0,762000.0,,,0
S92000003,scotland,2000-12-01,18029.0,,20678,,5062940.0,2509000.0,,,0
W92000004,wales,2000-12-01,17157.0,,19507,,2906870.0,1255000.0,,,0
E09000001,city of london,2001-12-01,39104.0,,62819,0,7359.0,339000.0,315.0,5009.0,1
E09000002,barking and dagenham,2001-12-01,22323.0,,26050,3,165654.0,54000.0,3780.0,68298.0,1
E09000003,barnet,2001-12-01,20916.0,,26068,8,319481.0,138000.0,8675.0,130515.0,1
E09000004,bexley,2001-12-01,20217.0,,23559,20,218757.0,75000.0,6429.0,91606.0,1
E09000005,brent,2001-12-01,21878.0,,24164,7,269620.0,116000.0,4323.0,101427.0,1
E09000006,bromley,2001-12-01,15684.0,,19749,14,296218.0,114000.0,15013.0,128717.0,1
E09000007,camden,2001-12-01,27386.0,,40033,12,202567.0,294000.0,2179.0,93112.0,1
E09000008,croydon,2001-12-01,20889.0,,23994,12,335112.0,156000.0,8650.0,141300.0,1
E09000009,ealing,2001-12-01,23862.0,,29516,13,307276.0,134000.0,5554.0,120331.0,1
E09000010,enfield,2001-12-01,24136.0,,27605,13,277266.0,111000.0,8220.0,112948.0,1
E09000011,greenwich,2001-12-01,20761.0,,23932,7,217460.0,71000.0,5044.0,95406.0,1
E09000012,hackney,2001-12-01,24095.0,,#,1,207246.0,108000.0,1905.0,87208.0,1
E09000013,hammersmith and fulham,2001-12-01,26319.0,,30968,8,169374.0,123000.0,1715.0,77095.0,1
E09000014,haringey,2001-12-01,20349.0,,21748,5,221251.0,75000.0,2960.0,93638.0,1
E09000015,harrow,2001-12-01,22960.0,,26650,13,210044.0,80000.0,5046.0,80734.0,1
E09000016,havering,2001-12-01,17940.0,,20002,9,224717.0,88000.0,11446.0,93792.0,1
E09000017,hillingdon,2001-12-01,26051.0,,30465,20,245616.0,185000.0,11570.0,99060.0,1
E09000018,hounslow,2001-12-01,22853.0,,28795,16,215976.0,150000.0,5659.0,85810.0,1
E09000019,islington,2001-12-01,28323.0,,44989,6,179387.0,168000.0,1486.0,83244.0,1
E09000020,kensington and chelsea,2001-12-01,24979.0,,32475,9,162199.0,149000.0,1238.0,83751.0,1
E09000021,kingston upon thames,2001-12-01,21427.0,,27219,18,149045.0,82000.0,3726.0,62474.0,1
E09000022,lambeth,2001-12-01,24019.0,,30242,8,273372.0,130000.0,2725.0,120390.0,1
E09000023,lewisham,2001-12-01,21990.0,,24850,6,254336.0,75000.0,3532.0,108964.0,1
E09000024,merton,2001-12-01,21014.0,,25615,15,191106.0,81000.0,3762.0,80789.0,1
E09000025,newham,2001-12-01,21054.0,,27763,3,249411.0,79000.0,3857.0,93390.0,1
E09000026,redbridge,2001-12-01,21106.0,,24321,10,241893.0,82000.0,5644.0,93989.0,1
E09000027,richmond upon thames,2001-12-01,23799.0,,29854,19,174311.0,85000.0,5876.0,78411.0,1
E09000028,southwark,2001-12-01,27114.0,,29423,4,256712.0,190000.0,2991.0,107119.0,1
E09000029,sutton,2001-12-01,22972.0,,25235,16,181461.0,77000.0,4385.0,77701.0,1
E09000030,tower hamlets,2001-12-01,31232.0,,55045,3,201090.0,167000.0,2158.0,80225.0,1
E09000031,waltham forest,2001-12-01,21245.0,,23023,8,222015.0,69000.0,3881.0,91992.0,1
E09000032,wandsworth,2001-12-01,22054.0,,25861,8,271742.0,124000.0,3522.0,120744.0,1
E09000033,westminster,2001-12-01,26829.0,,41566,9,203329.0,612000.0,2203.0,101213.0,1
E12000001,north east,2001-12-01,17844.0,,20103,5,2540090.0,1075000.0,,,0
E12000002,north west,2001-12-01,18567.0,,21594,9,6772985.0,3259000.0,,,0
E12000003,yorkshire and the humber,2001-12-01,18270.0,,20875,9,4976643.0,2400000.0,,,0
E12000004,east midlands,2001-12-01,18291.0,,20932,14,4189622.0,2011000.0,,,0
E12000005,west midlands,2001-12-01,18756.0,,22024,10,5280727.0,2609000.0,,,0
E12000006,east,2001-12-01,19978.0,,23615,17,5400463.0,2654000.0,,,0
E12000007,london,2001-12-01,25215.0,,35140,9,7322403.0,4580000.0,159471.0,3090402.0,0
E12000008,south east,2001-12-01,20907.0,,25259,18,8023449.0,4299000.0,,,0
E12000009,south west,2001-12-01,18465.0,,21524,17,4943364.0,2543000.0,,,0
E13000001,inner london,2001-12-01,,,-,,2859375.0,,32796.0,1255102.0,0
E13000002,outer london,2001-12-01,,,-,,4463028.0,,126676.0,1835300.0,0
E92000001,england,2001-12-01,19997.0,,24505,13,49449746.0,25430000.0,13303728.0,21206812.0,0
K02000001,united kingdom,2001-12-01,19722.0,,23925,,59113497.0,30056000.0,,,0
K03000001,great britain,2001-12-01,19779.0,,24035,,57424178.0,29283000.0,,,0
K04000001,england and wales,2001-12-01,19898.0,,24292,,52359978.0,26702000.0,,,0
N92000002,northern ireland,2001-12-01,17529.0,,20131,,1688838.0,773000.0,,,0
S92000003,scotland,2001-12-01,18610.0,,21523,,5064200.0,2581000.0,,,0
W92000004,wales,2001-12-01,18018.0,,20161,,2910232.0,1272000.0,,,0
E09000001,city of london,2002-12-01,39750.0,,56450,1,7280.0,344000.0,315.0,5117.0,1
E09000002,barking and dagenham,2002-12-01,24813.0,,26653,3,166357.0,52000.0,3780.0,68526.0,1
E09000003,barnet,2002-12-01,23112.0,,30210,13,320552.0,135000.0,8675.0,130801.0,1
E09000004,bexley,2002-12-01,21101.0,,23517,23,219123.0,79000.0,6429.0,91908.0,1
E09000005,brent,2002-12-01,21350.0,,24071,8,269871.0,116000.0,4323.0,102828.0,1
E09000006,bromley,2002-12-01,16635.0,,21513,15,296668.0,119000.0,15013.0,128974.0,1
E09000007,camden,2002-12-01,27432.0,,34486,14,203972.0,287000.0,2179.0,93884.0,1
E09000008,croydon,2002-12-01,22675.0,,25815,13,335415.0,149000.0,8650.0,141424.0,1
E09000009,ealing,2002-12-01,24542.0,,29470,15,309242.0,133000.0,5554.0,120590.0,1
E09000010,enfield,2002-12-01,24654.0,,26835,14,280745.0,104000.0,8220.0,114131.0,1
E09000011,greenwich,2002-12-01,21846.0,,23853,7,221476.0,73000.0,5044.0,95972.0,1
E09000012,hackney,2002-12-01,24582.0,,32321,3,210961.0,108000.0,1905.0,88557.0,1
E09000013,hammersmith and fulham,2002-12-01,28012.0,,37855,10,171989.0,119000.0,1715.0,77287.0,1
E09000014,haringey,2002-12-01,21972.0,,23632,5,224474.0,75000.0,2960.0,94321.0,1
E09000015,harrow,2002-12-01,23176.0,,26303,12,212336.0,80000.0,5046.0,80963.0,1
E09000016,havering,2002-12-01,16123.0,,19520,5,225054.0,91000.0,11446.0,94194.0,1
E09000017,hillingdon,2002-12-01,26159.0,,30463,28,247063.0,182000.0,11570.0,99328.0,1
E09000018,hounslow,2002-12-01,24399.0,,32582,20,216888.0,136000.0,5659.0,86521.0,1
E09000019,islington,2002-12-01,33497.0,,54080,6,180118.0,169000.0,1486.0,84255.0,1
E09000020,kensington and chelsea,2002-12-01,26649.0,,35481,9,163827.0,140000.0,1238.0,83819.0,1
E09000021,kingston upon thames,2002-12-01,22575.0,,29702,18,149642.0,79000.0,3726.0,62621.0,1
E09000022,lambeth,2002-12-01,24952.0,,31630,10,273041.0,137000.0,2725.0,121455.0,1
E09000023,lewisham,2002-12-01,23254.0,,25909,7,253662.0,79000.0,3532.0,109435.0,1
E09000024,merton,2002-12-01,22429.0,,27052,15,190561.0,77000.0,3762.0,80602.0,1
E09000025,newham,2002-12-01,21420.0,,24900,5,255282.0,74000.0,3857.0,94609.0,1
E09000026,redbridge,2002-12-01,22133.0,,24512,13,244273.0,83000.0,5644.0,94682.0,1
E09000027,richmond upon thames,2002-12-01,23311.0,,30680,23,175441.0,80000.0,5876.0,78676.0,1
E09000028,southwark,2002-12-01,28062.0,,30906,4,256269.0,166000.0,2991.0,107540.0,1
E09000029,sutton,2002-12-01,23311.0,,25965,19,181265.0,73000.0,4385.0,77734.0,1
E09000030,tower hamlets,2002-12-01,31168.0,,49998,3,207031.0,160000.0,2158.0,82185.0,1
E09000031,waltham forest,2002-12-01,21799.0,,23817,11,223776.0,70000.0,3881.0,92409.0,1
E09000032,wandsworth,2002-12-01,23720.0,,27665,10,274917.0,127000.0,3522.0,121620.0,1
E09000033,westminster,2002-12-01,28879.0,,43576,10,208100.0,598000.0,2203.0,103124.0,1
E12000001,north east,2002-12-01,18076.0,,20798,7,2540600.0,1101000.0,,,0
E12000002,north west,2002-12-01,19234.0,,22738,11,6784880.0,3325000.0,,,0
E12000003,yorkshire and the humber,2002-12-01,18863.0,,21805,11,5000111.0,2441000.0,,,0
E12000004,east midlands,2002-12-01,19125.0,,22065,15,4221753.0,2022000.0,,,0
E12000005,west midlands,2002-12-01,19225.0,,22571,13,5301243.0,2616000.0,,,0
E12000006,east,2002-12-01,20495.0,,24434,19,5432688.0,2699000.0,,,0
E12000007,london,2002-12-01,26467.0,,35739,11,7376671.0,4491000.0,159471.0,3110090.0,0
E12000008,south east,2002-12-01,21940.0,,26691,20,8045192.0,4363000.0,,,0
E12000009,south west,2002-12-01,19233.0,,22706,19,4976129.0,2571000.0,,,0
E13000001,inner london,2002-12-01,,,-,,2890923.0,,32796.0,1267207.0,0
E13000002,outer london,2002-12-01,,,-,,4485748.0,,126676.0,1842883.0,0
E92000001,england,2002-12-01,20706.0,,25542,15,49679267.0,25628000.0,13303728.0,21353516.0,0
K02000001,united kingdom,2002-12-01,20376.0,,24911,,59365677.0,30266000.0,,,0
K03000001,great britain,2002-12-01,20435.0,,25016,,57668143.0,29477000.0,,,0
K04000001,england and wales,2002-12-01,20562.0,,25301,,52602143.0,26906000.0,,,0
N92000002,northern ireland,2002-12-01,18325.0,,21225,,1697534.0,789000.0,,,0
S92000003,scotland,2002-12-01,19167.0,,22317,,5066000.0,2570000.0,,,0
W92000004,wales,2002-12-01,18189.0,,20951,,2922876.0,1278000.0,,,0
E09000001,city of london,2003-12-01,41795.0,,64272,8,7115.0,344000.0,315.0,5126.0,1
E09000002,barking and dagenham,2003-12-01,25358.0,,27792,5,166210.0,55000.0,3780.0,68837.0,1
E09000003,barnet,2003-12-01,23828.0,,30518,16,321802.0,138000.0,8675.0,131883.0,1
E09000004,bexley,2003-12-01,22247.0,,24723,21,220016.0,77000.0,6429.0,92223.0,1
E09000005,brent,2003-12-01,23018.0,,29790,10,268323.0,119000.0,4323.0,103846.0,1
E09000006,bromley,2003-12-01,19042.0,,25474,20,297253.0,125000.0,15013.0,129314.0,1
E09000007,camden,2003-12-01,30002.0,,38106,19,204254.0,279000.0,2179.0,94460.0,1
E09000008,croydon,2003-12-01,22838.0,,26920,14,335919.0,153000.0,8650.0,141819.0,1
E09000009,ealing,2003-12-01,24349.0,,30117,15,308108.0,137000.0,5554.0,120922.0,1
E09000010,enfield,2003-12-01,22463.0,,25595,16,281835.0,111000.0,8220.0,115274.0,1
E09000011,greenwich,2003-12-01,23600.0,,26002,12,224303.0,76000.0,5044.0,96746.0,1
E09000012,hackney,2003-12-01,25149.0,,31035,6,212405.0,98000.0,1905.0,90216.0,1
E09000013,hammersmith and fulham,2003-12-01,29831.0,,35226,16,171510.0,125000.0,1715.0,77609.0,1
E09000014,haringey,2003-12-01,22422.0,,24551,9,225027.0,78000.0,2960.0,95142.0,1
E09000015,harrow,2003-12-01,22796.0,,27980,16,213728.0,83000.0,5046.0,81524.0,1
E09000016,havering,2003-12-01,18250.0,,21167,8,225248.0,92000.0,11446.0,94553.0,1
E09000017,hillingdon,2003-12-01,26774.0,,30875,34,248054.0,182000.0,11570.0,99766.0,1
E09000018,hounslow,2003-12-01,26019.0,,33322,20,216498.0,135000.0,5659.0,87433.0,1
E09000019,islington,2003-12-01,33579.0,,49632,7,180899.0,177000.0,1486.0,85984.0,1
E09000020,kensington and chelsea,2003-12-01,26213.0,,35812,15,165268.0,133000.0,1238.0,83965.0,1
E09000021,kingston upon thames,2003-12-01,23813.0,,32569,19,149683.0,79000.0,3726.0,62868.0,1
E09000022,lambeth,2003-12-01,26034.0,,32702,12,272195.0,140000.0,2725.0,122013.0,1
E09000023,lewisham,2003-12-01,22069.0,,25320,8,251936.0,80000.0,3532.0,109746.0,1
E09000024,merton,2003-12-01,22959.0,,30607,15,189298.0,77000.0,3762.0,80475.0,1
E09000025,newham,2003-12-01,22792.0,,26461,2,256224.0,77000.0,3857.0,95491.0,1
E09000026,redbridge,2003-12-01,23407.0,,26086,9,247412.0,84000.0,5644.0,95500.0,1
E09000027,richmond upon thames,2003-12-01,25549.0,,29463,24,177182.0,84000.0,5876.0,78957.0,1
E09000028,southwark,2003-12-01,29307.0,,32241,7,255242.0,178000.0,2991.0,108467.0,1
E09000029,sutton,2003-12-01,24455.0,,27147,25,181267.0,72000.0,4385.0,77856.0,1
E09000030,tower hamlets,2003-12-01,34281.0,,55530,5,208651.0,164000.0,2158.0,83659.0,1
E09000031,waltham forest,2003-12-01,22918.0,,25374,12,224115.0,70000.0,3881.0,92700.0,1
E09000032,wandsworth,2003-12-01,24299.0,,29446,18,276828.0,127000.0,3522.0,122821.0,1
E09000033,westminster,2003-12-01,29254.0,,43694,11,211009.0,605000.0,2203.0,104540.0,1
E12000001,north east,2003-12-01,18228.0,,21359,12,2540461.0,1113000.0,,,0
E12000002,north west,2003-12-01,19916.0,,23261,14,6814660.0,3353000.0,,,0
E12000003,yorkshire and the humber,2003-12-01,19659.0,,22694,15,5026314.0,2498000.0,,,0
E12000004,east midlands,2003-12-01,19847.0,,22817,19,4255080.0,2050000.0,,,0
E12000005,west midlands,2003-12-01,19786.0,,23132,16,5325475.0,2636000.0,,,0
E12000006,east,2003-12-01,21511.0,,25609,23,5474133.0,2728000.0,,,0
E12000007,london,2003-12-01,27455.0,,37416,13,7394817.0,4554000.0,159471.0,3131738.0,0
E12000008,south east,2003-12-01,22843.0,,27576,23,8087924.0,4309000.0,,,0
E12000009,south west,2003-12-01,20000.0,,23715,21,5006653.0,2597000.0,,,0
E13000001,inner london,2003-12-01,,,-,,2898563.0,,32796.0,1279240.0,0
E13000002,outer london,2003-12-01,,,-,,4496254.0,,126676.0,1852498.0,0
E92000001,england,2003-12-01,21500.0,,26462,18,49925517.0,25838000.0,13303728.0,21513391.0,0
K02000001,united kingdom,2003-12-01,21124.0,,25818,,59636662.0,30548000.0,,,0
K03000001,great britain,2003-12-01,21200.0,,25939,,57931738.0,29747000.0,,,0
K04000001,england and wales,2003-12-01,21359.0,,26225,,52863238.0,27147000.0,,,0
N92000002,northern ireland,2003-12-01,18502.0,,21610,,1704924.0,801000.0,,,0
S92000003,scotland,2003-12-01,19799.0,,23080,,5068500.0,2600000.0,,,0
W92000004,wales,2003-12-01,19130.0,,21837,,2937721.0,1309000.0,,,0
E09000001,city of london,2004-12-01,43347.0,,66628,14,7118.0,332000.0,315.0,5263.0,1
E09000002,barking and dagenham,2004-12-01,26089.0,,29088,14,165610.0,53000.0,3780.0,68899.0,1
E09000003,barnet,2004-12-01,,,30795,20,323723.0,135000.0,8675.0,132856.0,1
E09000004,bexley,2004-12-01,20946.0,,24617,30,220917.0,85000.0,6429.0,92950.0,1
E09000005,brent,2004-12-01,23323.0,,25416,14,268335.0,119000.0,4323.0,104454.0,1
E09000006,bromley,2004-12-01,21192.0,,27617,23,297307.0,126000.0,15013.0,129809.0,1
E09000007,camden,2004-12-01,30510.0,,38595,25,207341.0,278000.0,2179.0,94841.0,1
E09000008,croydon,2004-12-01,24371.0,,28816,13,337134.0,153000.0,8650.0,142177.0,1
E09000009,ealing,2004-12-01,26722.0,,31153,15,310073.0,136000.0,5554.0,121428.0,1
E09000010,enfield,2004-12-01,27414.0,,31068,24,282217.0,110000.0,8220.0,116338.0,1
E09000011,greenwich,2004-12-01,25387.0,,27369,19,227190.0,77000.0,5044.0,98182.0,1
E09000012,hackney,2004-12-01,26687.0,,31862,12,213581.0,96000.0,1905.0,91588.0,1
E09000013,hammersmith and fulham,2004-12-01,29830.0,,37273,20,172083.0,128000.0,1715.0,78198.0,1
E09000014,haringey,2004-12-01,23481.0,,26260,14,226472.0,78000.0,2960.0,95714.0,1
E09000015,harrow,2004-12-01,24750.0,,29745,19,216267.0,81000.0,5046.0,82053.0,1
E09000016,havering,2004-12-01,18240.0,,21505,16,225769.0,92000.0,11446.0,95182.0,1
E09000017,hillingdon,2004-12-01,28003.0,,31685,27,248691.0,196000.0,11570.0,100306.0,1
E09000018,hounslow,2004-12-01,27457.0,,34015,17,219440.0,130000.0,5659.0,88608.0,1
E09000019,islington,2004-12-01,30410.0,,40812,11,180831.0,179000.0,1486.0,87263.0,1
E09000020,kensington and chelsea,2004-12-01,26846.0,,37784,18,165752.0,131000.0,1238.0,84363.0,1
E09000021,kingston upon thames,2004-12-01,23708.0,,30786,18,151055.0,84000.0,3726.0,63405.0,1
E09000022,lambeth,2004-12-01,27186.0,,37154,16,274262.0,142000.0,2725.0,122819.0,1
E09000023,lewisham,2004-12-01,25238.0,,26340,10,252455.0,79000.0,3532.0,110808.0,1
E09000024,merton,2004-12-01,23208.0,,30224,20,188908.0,91000.0,3762.0,80333.0,1
E09000025,newham,2004-12-01,,,29224,6,254434.0,81000.0,3857.0,96805.0,1
E09000026,redbridge,2004-12-01,,,27206,16,248774.0,85000.0,5644.0,96196.0,1
E09000027,richmond upon thames,2004-12-01,26770.0,,30582,24,179312.0,82000.0,5876.0,79248.0,1
E09000028,southwark,2004-12-01,29609.0,,34875,11,257257.0,195000.0,2991.0,110145.0,1
E09000029,sutton,2004-12-01,24514.0,,27747,28,181094.0,73000.0,4385.0,78054.0,1
E09000030,tower hamlets,2004-12-01,39128.0,,66095,7,211154.0,192000.0,2158.0,85341.0,1
E09000031,waltham forest,2004-12-01,23857.0,,25435,18,225002.0,69000.0,3881.0,92991.0,1
E09000032,wandsworth,2004-12-01,26137.0,,30740,17,278615.0,127000.0,3522.0,124138.0,1
E09000033,westminster,2004-12-01,31482.0,,46350,15,214557.0,597000.0,2203.0,106760.0,1
E12000001,north east,2004-12-01,19247.0,,22377,15,2540502.0,1117000.0,,,0
E12000002,north west,2004-12-01,20717.0,,24490,19,6840369.0,3411000.0,,,0
E12000003,yorkshire and the humber,2004-12-01,20433.0,,24051,19,5063199.0,2551000.0,,,0
E12000004,east midlands,2004-12-01,20691.0,,23665,26,4291476.0,2067000.0,,,0
E12000005,west midlands,2004-12-01,20765.0,,24341,20,5346376.0,2661000.0,,,0
E12000006,east,2004-12-01,22242.0,,26634,30,5508564.0,2707000.0,,,0
E12000007,london,2004-12-01,28750.0,,39489,18,7432730.0,4613000.0,159471.0,3157513.0,0
E12000008,south east,2004-12-01,23748.0,,28574,26,8133100.0,4308000.0,,,0
E12000009,south west,2004-12-01,20694.0,,24449,27,5038284.0,2616000.0,,,0
E13000001,inner london,2004-12-01,31339.0,,46107,,2915912.0,,32796.0,1294046.0,0
E13000002,outer london,2004-12-01,25000.0,,29207,,4516818.0,,126676.0,1863467.0,0
E92000001,england,2004-12-01,22418.0,,27736,23,50194600.0,26050000.0,13303728.0,21684360.0,0
K02000001,united kingdom,2004-12-01,22056.0,,27027,,59950364.0,30862000.0,,,0
K03000001,great britain,2004-12-01,22103.0,,27138,,58236322.0,30042000.0,,,0
K04000001,england and wales,2004-12-01,22284.0,,27478,,53152022.0,27405000.0,,,0
N92000002,northern ireland,2004-12-01,19622.0,,23094,,1714042.0,820000.0,,,0
S92000003,scotland,2004-12-01,20598.0,,23850,,5084300.0,2637000.0,,,0
W92000004,wales,2004-12-01,20085.0,,22751,,2957422.0,1355000.0,,,0
E09000001,city of london,2005-12-01,45000.0,,74004,18,7131.0,343000.0,315.0,5374.0,1
E09000002,barking and dagenham,2005-12-01,26680.0,,28728,17,166275.0,53000.0,3780.0,69261.0,1
E09000003,barnet,2005-12-01,27033.0,,31652,27,327541.0,136000.0,8675.0,133902.0,1
