code,area,date,median_salary,life_satisfaction,mean_salary,recycling_pct,population_size,number_of_jobs,area_size,no_of_houses,borough_flag
E09000015,harrow,2017-12-01,31255.0,7.79,39293,41,248880.0,97000.0,5046.0,89980.0,1
E09000016,havering,2017-12-01,29134.0,7.58,33432,37,256039.0,103000.0,11446.0,101716.0,1
E09000017,hillingdon,2017-12-01,33596.0,7.55,41156,40,302343.0,216000.0,11570.0,108935.0,1
E09000018,hounslow,2017-12-01,34119.0,7.34,42932,30,269100.0,186000.0,5659.0,99824.0,1
E09000019,islington,2017-12-01,39348.0,7.38,52752,29,235000.0,247000.0,1486.0,102457.0,1
E09000020,kensington and chelsea,2017-12-01,31678.0,7.31,38625,26,155741.0,166000.0,1238.0,87276.0,1
E09000021,kingston upon thames,2017-12-01,31308.0,7.6,36139,48,174609.0,100000.0,3726.0,66924.0,1
E09000022,lambeth,2017-12-01,35036.0,7.42,40458,30,324048.0,188000.0,2725.0,138745.0,1
E09000023,lewisham,2017-12-01,33294.0,7.31,35454,22,301307.0,88000.0,3532.0,125961.0,1
E09000024,merton,2017-12-01,29627.0,7.55,35907,37,206052.0,104000.0,3762.0,83649.0,1
E09000025,newham,2017-12-01,30770.0,7.47,38661,14,347996.0,125000.0,3857.0,112628.0,1
E09000026,redbridge,2017-12-01,29189.0,7.55,32792,24,301785.0,97000.0,5644.0,103462.0,1
E09000027,richmond upon thames,2017-12-01,32141.0,7.73,39407,42,195680.0,106000.0,5876.0,84759.0,1
E09000028,southwark,2017-12-01,37601.0,7.47,44008,35,314232.0,317000.0,2991.0,132152.0,1
E09000029,sutton,2017-12-01,27945.0,7.91,35113,50,203243.0,85000.0,4385.0,82281.0,1
E09000030,tower hamlets,2017-12-01,49369.0,7.51,75103,26,307964.0,317000.0,2158.0,118012.0,1
E09000031,waltham forest,2017-12-01,28284.0,7.73,31049,32,275505.0,88000.0,3881.0,102317.0,1
E09000032,wandsworth,2017-12-01,33137.0,7.64,40076,22,323257.0,151000.0,3522.0,143915.0,1
E09000033,westminster,2017-12-01,42152.0,7.57,59878,19,244796.0,754000.0,2203.0,123366.0,1
E12000001,north east,2017-12-01,25904.0,7.66,30415,35,2644727.0,1208000.0,,,0
E12000002,north west,2017-12-01,26754.0,7.68,31733,45,7258627.0,3778000.0,,,0
E12000003,yorkshire and the humber,2017-12-01,26309.0,7.66,30484,42,,2759000.0,,,0
E12000004,east midlands,2017-12-01,25882.0,7.72,30566,44,4771666.0,2389000.0,,,0
E12000005,west midlands,2017-12-01,26837.0,7.67,31930,40,5860706.0,2990000.0,,,0
E12000006,east,2017-12-01,28456.0,,33887,49,6168432.0,3218000.0,,,0
E12000007,london,2017-12-01,37171.0,7.52,50285,33,8825001.0,6125000.0,159471.0,3524438.0,0
E12000008,south east,2017-12-01,30236.0,7.76,36442,47,9080825.0,4897000.0,,,0
E12000009,south west,2017-12-01,27119.0,7.76,31645,49,5559316.0,2993000.0,,,0
E13000001,inner london,2017-12-01,40675.0,,56859,,3545507.0,,32796.0,1497650.0,0
E13000002,outer london,2017-12-01,31298.0,,36752,,5279494.0,,126676.0,2026789.0,0
E92000001,england,2017-12-01,29083.0,7.68,36076,43,55619430.0,30359000.0,13303728.0,23949972.0,0
K02000001,united kingdom,2017-12-01,28759.0,,35398,,66040229.0,35547000.0,,,0
K03000001,great britain,2017-12-01,28869.0,,35564,,64169395.0,34656000.0,,,0
K04000001,england and wales,2017-12-01,28939.0,,35779,,58744595.0,31823000.0,,,0
N92000002,northern ireland,2017-12-01,25935.0,7.92,30254,,1870834.0,891000.0,,,0
S92000003,scotland,2017-12-01,28335.0,7.71,33383,,5424800.0,2833000.0,,,0
W92000004,wales,2017-12-01,26026.0,7.69,29976,,3125165.0,1464000.0,,,0
E09000001,city of london,2018-12-01,61203.0,,90028,30,8706.0,640000.0,315.0,6451.0,1
E09000002,barking and dagenham,2018-12-01,29995.0,7.52,32671,24,211998.0,66000.0,3780.0,74923.0,1
E09000003,barnet,2018-12-01,29927.0,7.55,36776,35,392140.0,170000.0,8675.0,150737.0,1
E09000004,bexley,2018-12-01,,7.54,34496,54,247258.0,87000.0,6429.0,97905.0,1
E09000005,brent,2018-12-01,30366.0,7.71,35830,37,330795.0,157000.0,4323.0,118707.0,1
E09000006,bromley,2018-12-01,30762.0,7.57,35201,50,331096.0,127000.0,15013.0,138976.0,1
E09000007,camden,2018-12-01,39198.0,7.48,46502,31,262226.0,403000.0,2179.0,104771.0,1
E09000008,croydon,2018-12-01,33804.0,7.69,36880,47,385346.0,149000.0,8650.0,159470.0,1
E09000009,ealing,2018-12-01,29928.0,7.53,36304,53,341982.0,148000.0,5554.0,133551.0,1
E09000010,enfield,2018-12-01,29238.0,7.37,37030,33,333869.0,133000.0,8220.0,125755.0,1
E09000011,greenwich,2018-12-01,33163.0,7.54,36288,33,286186.0,106000.0,5044.0,112884.0,1
E09000012,hackney,2018-12-01,35286.0,7.5,40439,28,279665.0,152000.0,1905.0,110037.0,1
E09000013,hammersmith and fulham,2018-12-01,40972.0,7.72,44781,24,185426.0,155000.0,1715.0,88140.0,1
E09000014,haringey,2018-12-01,29801.0,7.35,34178,29,270624.0,91000.0,2960.0,108820.0,1
E09000015,harrow,2018-12-01,30553.0,7.65,35325,40,250149.0,91000.0,5046.0,90680.0,1
E09000016,havering,2018-12-01,30181.0,7.68,34484,37,257810.0,108000.0,11446.0,101993.0,1
E09000017,hillingdon,2018-12-01,31886.0,7.76,39670,37,304824.0,209000.0,11570.0,109777.0,1
E09000018,hounslow,2018-12-01,35935.0,7.85,46102,31,270782.0,178000.0,5659.0,100735.0,1
E09000019,islington,2018-12-01,40000.0,7.51,53489,29,239142.0,255000.0,1486.0,102824.0,1
E09000020,kensington and chelsea,2018-12-01,32976.0,7.23,42099,27,156197.0,164000.0,1238.0,87611.0,1
E09000021,kingston upon thames,2018-12-01,,7.78,36282,49,175470.0,96000.0,3726.0,67141.0,1
E09000022,lambeth,2018-12-01,36200.0,7.22,44814,30,325917.0,180000.0,2725.0,140288.0,1
E09000023,lewisham,2018-12-01,29966.0,7.49,33493,28,303536.0,84000.0,3532.0,126487.0,1
E09000024,merton,2018-12-01,31182.0,7.84,#,39,206186.0,108000.0,3762.0,84297.0,1
E09000025,newham,2018-12-01,30392.0,7.54,37849,17,352005.0,139000.0,3857.0,114474.0,1
E09000026,redbridge,2018-12-01,,7.54,31990,25,303858.0,92000.0,5644.0,103924.0,1
E09000027,richmond upon thames,2018-12-01,34027.0,7.7,40427,43,196904.0,111000.0,5876.0,85141.0,1
E09000028,southwark,2018-12-01,39998.0,7.34,48333,35,317256.0,329000.0,2991.0,132970.0,1
E09000029,sutton,2018-12-01,28853.0,7.88,32442,49,204525.0,78000.0,4385.0,82978.0,1
E09000030,tower hamlets,2018-12-01,49237.0,7.82,69806,23,317705.0,333000.0,2158.0,120015.0,1
E09000031,waltham forest,2018-12-01,30298.0,7.46,32875,32,276700.0,88000.0,3881.0,103029.0,1
E09000032,wandsworth,2018-12-01,34501.0,7.65,45317,23,326474.0,147000.0,3522.0,146162.0,1
E09000033,westminster,2018-12-01,43015.0,7.66,63792,22,255324.0,775000.0,2203.0,124509.0,1
E12000001,north east,2018-12-01,26355.0,7.67,31093,35,2657909.0,1206000.0,,,0
E12000002,north west,2018-12-01,27376.0,7.69,32710,45,7292093.0,3814000.0,,,0
E12000003,yorkshire and the humber,2018-12-01,26892.0,7.7,31719,43,,2773000.0,,,0
E12000004,east midlands,2018-12-01,26711.0,7.76,31553,44,4804149.0,2387000.0,,,0
E12000005,west midlands,2018-12-01,27682.0,7.7,33067,40,5900757.0,2960000.0,,,0
E12000006,east,2018-12-01,29153.0,,34939,49,6201214.0,3257000.0,,,0
E12000007,london,2018-12-01,38146.0,7.58,52629,33,8908081.0,6148000.0,159471.0,3556161.0,0
E12000008,south east,2018-12-01,30849.0,7.79,37020,47,9133625.0,4937000.0,,,0
E12000009,south west,2018-12-01,27956.0,7.77,32848,50,5599735.0,3011000.0,,,0
E13000001,inner london,2018-12-01,42153.0,,59567,,3600203.0,,32796.0,1513559.0,0
E13000002,outer london,2018-12-01,31031.0,,37173,,5307878.0,,126676.0,2042603.0,0
E92000001,england,2018-12-01,29856.0,7.71,37313,44,55977178.0,30493000.0,13303728.0,24172166.0,0
K02000001,united kingdom,2018-12-01,29559.0,,36593,,66435550.0,35750000.0,,,0
K03000001,great britain,2018-12-01,29633.0,,36757,,64553909.0,34850000.0,,,0
K04000001,england and wales,2018-12-01,29667.0,,36973,,59115809.0,31989000.0,,,0
N92000002,northern ireland,2018-12-01,27101.0,7.89,31158,,1881641.0,900000.0,,,0
S92000003,scotland,2018-12-01,29289.0,7.69,34604,,5438100.0,2861000.0,,,0
W92000004,wales,2018-12-01,26353.0,7.68,30347,,3138631.0,1496000.0,,,0
E09000001,city of london,2019-12-01,61636.0,,88342,,,,,,1
E09000002,barking and dagenham,2019-12-01,28738.0,,32010,,,,,,1
E09000003,barnet,2019-12-01,31624.0,,37328,,,,,,1
E09000004,bexley,2019-12-01,31642.0,,33978,,,,,,1
E09000005,brent,2019-12-01,31739.0,,36816,,,,,,1
E09000006,bromley,2019-12-01,,,37564,,,,,,1
E09000007,camden,2019-12-01,40196.0,,49115,,,,,,1
E09000008,croydon,2019-12-01,35237.0,,38363,,,,,,1
E09000009,ealing,2019-12-01,31021.0,,36420,,,,,,1
E09000010,enfield,2019-12-01,28258.0,,36320,,,,,,1
E09000011,greenwich,2019-12-01,33081.0,,36425,,,,,,1
E09000012,hackney,2019-12-01,35020.0,,42067,,,,,,1
E09000013,hammersmith and fulham,2019-12-01,37990.0,,48362,,,,,,1
E09000014,haringey,2019-12-01,30452.0,,35251,,,,,,1
E09000015,harrow,2019-12-01,32809.0,,37172,,,,,,1
E09000016,havering,2019-12-01,32321.0,,37161,,,,,,1
E09000017,hillingdon,2019-12-01,35231.0,,41686,,,,,,1
E09000018,hounslow,2019-12-01,36487.0,,50418,,,,,,1
E09000019,islington,2019-12-01,41076.0,,53466,,,,,,1
E09000020,kensington and chelsea,2019-12-01,33000.0,,41741,,,,,,1
E09000021,kingston upon thames,2019-12-01,32138.0,,37666,,,,,,1
E09000022,lambeth,2019-12-01,36825.0,,48004,,,,,,1
E09000023,lewisham,2019-12-01,32334.0,,36036,,,,,,1
E09000024,merton,2019-12-01,31699.0,,#,,,,,,1
E09000025,newham,2019-12-01,33944.0,,41592,,,,,,1
E09000026,redbridge,2019-12-01,29108.0,,34096,,,,,,1
E09000027,richmond upon thames,2019-12-01,35191.0,,42092,,,,,,1
E09000028,southwark,2019-12-01,40303.0,,47811,,,,,,1
E09000029,sutton,2019-12-01,32947.0,,37392,,,,,,1
E09000030,tower hamlets,2019-12-01,46142.0,,69434,,,,,,1
E09000031,waltham forest,2019-12-01,30718.0,,33119,,,,,,1
E09000032,wandsworth,2019-12-01,34168.0,,39617,,,,,,1
E09000033,westminster,2019-12-01,43556.0,,60010,,,,,,1
E12000001,north east,2019-12-01,27187.0,,31852,,,,,,0
E12000002,north west,2019-12-01,28137.0,,33479,,,,,,0
E12000003,yorkshire and the humber,2019-12-01,27835.0,,32653,,,,,,0
E12000004,east midlands,2019-12-01,28000.0,,32639,,,,,,0
E12000005,west midlands,2019-12-01,28536.0,,34247,,,,,,0
E12000006,east,2019-12-01,30345.0,,36143,,,,,,0
E12000007,london,2019-12-01,38992.0,,53100,,,,,,0
E12000008,south east,2019-12-01,32120.0,,38715,,,,,,0
E12000009,south west,2019-12-01,28654.0,,33543,,,,,,0
E13000001,inner london,2019-12-01,,,59987,,,,,,0
E13000002,outer london,2019-12-01,,,38614,,,,,,0
E92000001,england,2019-12-01,30667.0,,38206,,,,,,0
K02000001,united kingdom,2019-12-01,30353.0,,37428,,,,,,0
K03000001,great britain,2019-12-01,30446.0,,37603,,,,,,0
K04000001,england and wales,2019-12-01,30500.0,,37865,,,,,,0
N92000002,northern ireland,2019-12-01,27434.0,,32083,,,,,,0
S92000003,scotland,2019-12-01,30000.0,,34916,,,,,,0
W92000004,wales,2019-12-01,27500.0,,31251,,,,,,0
