Unnamed: 0,price,brand,model,year,title_status,mileage,color,vin,lot,state,country,condition
0.0,6300.0,toyota,cruiser,2008.0,clean vehicle,274117.0,black,  jtezu11f88k007763,1.59348797E8,new jersey, usa,10 days left
1.0,2899.0,ford,se,2011.0,clean vehicle,190552.0,silver,  2fmdk3gc4bbb02217,1.66951262E8,tennessee, usa,6 days left
2.0,5350.0,dodge,mpv,2018.0,clean vehicle,39590.0,silver,  3c4pdcgg5jt346413,1.67655728E8,georgia, usa,2 days left
3.0,25000.0,ford,door,2014.0,clean vehicle,64146.0,blue,  1ftfw1et4efc23745,1.67753855E8,virginia, usa,22 hours left
4.0,27700.0,chevrolet,1500,2018.0,clean vehicle,6654.0,red,  3gcpcrec2jg473991,1.67763266E8,florida, usa,22 hours left
5.0,5700.0,dodge,mpv,2018.0,clean vehicle,45561.0,white,  2c4rdgeg9jr237989,1.67655771E8,texas, usa,2 days left
6.0,7300.0,chevrolet,pk,2010.0,clean vehicle,149050.0,black,  1gcsksea1az121133,1.67753872E8,georgia, usa,22 hours left
7.0,13350.0,gmc,door,2017.0,clean vehicle,23525.0,gray,  1gks2gkc3hr326762,1.67692494E8,california, usa,20 hours left
8.0,14600.0,chevrolet,malibu,2018.0,clean vehicle,9371.0,silver,  1g1zd5st5jf191860,1.67763267E8,florida, usa,22 hours left
9.0,5250.0,ford,mpv,2017.0,clean vehicle,63418.0,black,  2fmpk3j92hbc12542,1.67656121E8,texas, usa,2 days left
10.0,10400.0,dodge,coupe,2009.0,clean vehicle,107856.0,orange,  2b3lj54t49h509675,1.67753874E8,georgia, usa,22 hours left
11.0,12920.0,gmc,mpv,2017.0,clean vehicle,39650.0,white,  1gks2bkc6hr136280,1.67692496E8,california, usa,20 hours left
12.0,31900.0,chevrolet,1500,2018.0,clean vehicle,22909.0,black,  3gcukrec0jg176059,1.67763273E8,tennessee, usa,22 hours left
13.0,5430.0,chrysler,wagon,2017.0,clean vehicle,138650.0,gray,  2c4rc1cg5hr616095,1.67656123E8,texas, usa,2 days left
14.0,20700.0,ford,door,2013.0,clean vehicle,100757.0,black,  1ftfw1et7dfa47790,1.67753916E8,virginia, usa,22 hours left
15.0,12710.0,gmc,door,2017.0,clean vehicle,25747.0,white,  1gks2gkc6hr328389,1.67692497E8,california, usa,20 hours left
16.0,5200.0,kia,forte,2018.0,clean vehicle,46194.0,blue,  3kpfk4a77je198723,1.67801757E8,north carolina, usa,2 days left
17.0,16500.0,buick,encore,2018.0,clean vehicle,20002.0,red,  kl4cj1sb6jb688844,1.67763275E8,tennessee, usa,22 hours left
18.0,5210.0,ford,mpv,2017.0,clean vehicle,35714.0,white,  2fmpk3j95hbb73607,1.67656124E8,texas, usa,2 days left
19.0,38100.0,ford,door,2013.0,clean vehicle,54380.0,gray,  1ft8w3dt5deb68569,1.67753923E8,virginia, usa,22 hours left
20.0,12520.0,gmc,door,2017.0,clean vehicle,30114.0,white,  1gks2gkcxhr328380,1.67692498E8,california, usa,20 hours left
21.0,7300.0,kia,forte,2018.0,clean vehicle,38823.0,black,  3kpfl4a79je272611,1.67801773E8,north carolina, usa,2 days left
22.0,15000.0,chevrolet,door,2015.0,clean vehicle,61578.0,black,  2gnflhe33f6214023,1.6776328E8,ohio, usa,2 days left
23.0,6180.0,ford,mpv,2017.0,clean vehicle,46010.0,blue,  2fmpk3j84hbc09276,1.67656125E8,texas, usa,2 days left
24.0,20800.0,ford,door,2013.0,clean vehicle,105510.0,silver,  1ftfw1efxdfa01008,1.67753937E8,virginia, usa,22 hours left
25.0,11900.0,gmc,door,2017.0,clean vehicle,28040.0,silver,  1gks2gkc2hr327918,1.67692503E8,california, usa,20 hours left
26.0,21500.0,kia,sorento,2020.0,clean vehicle,11451.0,blue,  5xypg4a59lg616029,1.67801828E8,north carolina, usa,2 days left
27.0,12000.0,buick,door,2014.0,clean vehicle,31039.0,brown,  1g4ps5sk1e4188639,1.67763299E8,ohio, usa,2 days left
28.0,4190.0,ford,doors,2017.0,clean vehicle,44174.0,white,  1fadp5auxhl109013,1.67656126E8,texas, usa,2 days left
29.0,13000.0,ford,chassis,2008.0,clean vehicle,93698.0,white,  1fdwf37r28eb95687,1.67754098E8,tennessee, usa,22 hours left
30.0,12710.0,gmc,door,2017.0,clean vehicle,26364.0,silver,  1gks2gkc6hr326335,1.67692504E8,california, usa,20 hours left
31.0,18500.0,infiniti,q70,2016.0,clean vehicle,71967.0,gray,  jn1by1ar7gm271292,1.6780192E8,new york, usa,19 hours left
32.0,29800.0,chevrolet,camaro,1973.0,clean vehicle,46226.0,red,  1q87t3n166389,1.6776337E8,pennsylvania, usa,22 hours left
33.0,5330.0,ford,mpv,2017.0,clean vehicle,37792.0,no_color,  2fmpk3j9xhbb56401,1.67656127E8,texas, usa,2 days left
34.0,13000.0,ford,convertible,2003.0,clean vehicle,58817.0,gray,  1fahp60a63y107799,1.67754173E8,virginia, usa,22 hours left
35.0,11900.0,gmc,door,2017.0,clean vehicle,27965.0,black,  1gks2gkc2hr328793,1.67692507E8,california, usa,20 hours left
36.0,16600.0,mercedes-benz,vans,2016.0,clean vehicle,110907.0,white,  8btpe7dd4ge127040,1.67802259E8,new york, usa,19 hours left
37.0,19200.0,chevrolet,1500,2018.0,clean vehicle,2430.0,white,  1gcncneh5jz302471,1.67763391E8,tennessee, usa,22 hours left
38.0,7320.0,ford,mpv,2017.0,clean vehicle,32366.0,gold,  2fmpk4k96hbb16692,1.67656128E8,texas, usa,2 days left
39.0,7000.0,ford,pk,2003.0,clean vehicle,176567.0,white,  1ftnx20p73ed69682,1.67754187E8,tennessee, usa,22 hours left
40.0,12710.0,gmc,door,2017.0,clean vehicle,30049.0,white,  1gks2gkc6hr325461,1.67692508E8,california, usa,20 hours left
41.0,16600.0,mercedes-benz,vans,2016.0,clean vehicle,97983.0,white,  wd4pe7dd1gp253504,1.67802269E8,new york, usa,19 hours left
42.0,30500.0,chevrolet,1500,2018.0,clean vehicle,30442.0,red,  3gcukrec4jg204915,1.67763393E8,tennessee, usa,22 hours left
43.0,6330.0,ford,mpv,2017.0,clean vehicle,38123.0,red,  2fmpk3j85hbb79415,1.67656129E8,texas, usa,2 days left
44.0,55000.0,ford,srw,2017.0,clean vehicle,15273.0,black,  1ft7w3bt5hee88155,1.6775431E8,pennsylvania, usa,3 days left
45.0,12520.0,gmc,door,2017.0,clean vehicle,28972.0,black,  1gks2gkcxhr324555,1.67692509E8,california, usa,20 hours left
46.0,16200.0,jeep,compass,2019.0,clean vehicle,30061.0,red,  3c4njccb3kt676336,1.6780253E8,north carolina, usa,2 days left
47.0,19000.0,chevrolet,malibu,2017.0,clean vehicle,18414.0,white,  1g1zh5sx9hf118136,1.67763675E8,tennessee, usa,22 hours left
48.0,5580.0,dodge,mpv,2017.0,clean vehicle,46829.0,gray,  3c4pddeg7ht595704,1.6765613E8,texas, usa,2 days left
49.0,54000.0,ford,srw,2017.0,clean vehicle,26241.0,black,  1ft7w3bt0hef02785,1.67754311E8,pennsylvania, usa,3 days left
50.0,12710.0,gmc,mpv,2017.0,clean vehicle,39886.0,red,  1gks2bkc7hr133811,1.67692513E8,california, usa,20 hours left
51.0,16000.0,jeep,compass,2019.0,clean vehicle,31594.0,silver,  3c4njccb0kt676343,1.67802531E8,north carolina, usa,2 days left
52.0,27000.0,buick,enclave,2017.0,clean vehicle,32107.0,no_color,  5gakrckdxhj113512,1.67763677E8,tennessee, usa,22 hours left
53.0,7760.0,ford,mpv,2017.0,clean vehicle,44794.0,gray,  2fmpk4j87hbb21750,1.67656131E8,texas, usa,2 days left
54.0,19600.0,chrysler,300,2019.0,clean vehicle,42648.0,gray,  2c3ccabgxkh559658,1.67754404E8,south carolina, usa,22 hours left
55.0,12920.0,gmc,mpv,2017.0,clean vehicle,39165.0,silver,  1gks2bkc6hr134450,1.67692514E8,california, usa,20 hours left
56.0,20000.0,jeep,cherokee,2019.0,clean vehicle,38355.0,charcoal,  1c4pjmbx6kd298806,1.67802532E8,north carolina, usa,2 days left
57.0,18100.0,buick,door,2017.0,clean vehicle,46766.0,silver,  1g4zp5ss8hu149142,1.67763681E8,florida, usa,2 days left
58.0,23000.0,chrysler,pacifica,2020.0,clean vehicle,2473.0,white,  2c4rc1fg5lr143335,1.67656205E8,ohio, usa,2 days left
59.0,18500.0,chrysler,300,2019.0,clean vehicle,38586.0,gray,  2c3ccaeg5kh585628,1.6775441E8,south carolina, usa,22 hours left
60.0,13490.0,gmc,door,2017.0,clean vehicle,27842.0,white,  1gks2gkc0hr323625,1.67692515E8,california, usa,20 hours left
61.0,20700.0,jeep,cherokee,2019.0,clean vehicle,31156.0,white,  1c4pjmbx2kd360704,1.67802533E8,north carolina, usa,2 days left
62.0,17800.0,chevrolet,door,2017.0,clean vehicle,52435.0,black,  1g1fb1rsxh0185712,1.67763683E8,florida, usa,22 hours left
63.0,6650.0,ford,door,2017.0,clean vehicle,29942.0,black,  1fmcu0gd8huc93883,1.67656254E8,texas, usa,2 days left
64.0,29100.0,chrysler,pacifica,2019.0,clean vehicle,25281.0,red,  2c4rc1gg3kr730663,1.67754412E8,south carolina, usa,22 hours left
65.0,12710.0,gmc,door,2017.0,clean vehicle,32504.0,silver,  1gks2gkc6hr327937,1.67692524E8,california, usa,20 hours left
66.0,21100.0,jeep,cherokee,2019.0,clean vehicle,28649.0,silver,  1c4pjmbx6kd298174,1.67802534E8,north carolina, usa,2 days left
67.0,18600.0,chevrolet,door,2017.0,clean vehicle,35200.0,white,  1g1fb1rsxh0104806,1.67763684E8,florida, usa,22 hours left
68.0,4340.0,ford,door,2017.0,clean vehicle,25602.0,silver,  1fmcu0gd7huc86259,1.67656255E8,texas, usa,2 days left
69.0,19300.0,chrysler,300,2019.0,clean vehicle,34801.0,gray,  2c3ccakg4kh594972,1.67754413E8,south carolina, usa,22 hours left
70.0,12780.0,gmc,door,2017.0,clean vehicle,31009.0,black,  1gks2gkc7hr321306,1.67692525E8,california, usa,20 hours left
71.0,15800.0,jeep,compass,2019.0,clean vehicle,35595.0,charcoal,  3c4njccb4kt662767,1.67802541E8,north carolina, usa,2 days left
72.0,29400.0,bmw,x3,2017.0,clean vehicle,23765.0,black,  5uxwx7c3xh0u44145,1.67763685E8,tennessee, usa,22 hours left
73.0,4430.0,ford,door,2017.0,clean vehicle,31792.0,black,  1fmcu0gd9huc37922,1.67656256E8,texas, usa,2 days left
74.0,19400.0,chrysler,300,2019.0,clean vehicle,33135.0,gray,  2c3ccakg6kh578112,1.67754417E8,south carolina, usa,22 hours left
75.0,12520.0,gmc,door,2017.0,clean vehicle,30636.0,red,  1gks2gkcxhr323969,1.67692526E8,california, usa,20 hours left
76.0,15900.0,jeep,compass,2019.0,clean vehicle,34502.0,red,  3c4njccb7kt660088,1.67802543E8,north carolina, usa,2 days left
77.0,26400.0,buick,door,2017.0,clean vehicle,25434.0,white,  5gakvckd2hj308564,1.6776369E8,florida, usa,22 hours left
78.0,4140.0,ford,door,2017.0,clean vehicle,36732.0,black,  1fmcu0gd5hud08310,1.67656257E8,texas, usa,2 days left
79.0,18300.0,chrysler,300,2019.0,clean vehicle,41792.0,gray,  2c3ccaeg0kh555632,1.6775442E8,south carolina, usa,22 hours left
80.0,12520.0,gmc,door,2017.0,clean vehicle,31992.0,black,  1gks2gkcxhr328718,1.67692527E8,california, usa,20 hours left
81.0,17900.0,jeep,compass,2019.0,clean vehicle,32501.0,red,  3c4njddb7kt682015,1.67802544E8,north carolina, usa,2 days left
82.0,18300.0,chevrolet,camaro,2017.0,clean vehicle,28395.0,black,  1g1fb3dx5h0143964,1.67763691E8,florida, usa,22 hours left
83.0,4640.0,ford,door,2017.0,clean vehicle,36139.0,blue,  1fmcu0g95huc13712,1.67656258E8,texas, usa,2 days left
84.0,24000.0,ford,door,2016.0,clean vehicle,84413.0,black,  1ftfw1ef1gfb13670,1.67754527E8,pennsylvania, usa,3 days left
85.0,13200.0,gmc,door,2017.0,clean vehicle,33457.0,white,  1gks2gkc5hr326410,1.67692528E8,california, usa,20 hours left
86.0,18000.0,jeep,compass,2019.0,clean vehicle,29245.0,gray,  3c4njddb0kt686052,1.67802545E8,north carolina, usa,2 days left
87.0,14900.0,chevrolet,equinox,2017.0,clean vehicle,12783.0,silver,  2gnalcek7h1548351,1.67763692E8,florida, usa,22 hours left
88.0,4140.0,ford,door,2017.0,clean vehicle,17617.0,white,  1fmcu0gd5huc78080,1.67656259E8,texas, usa,2 days left
89.0,11500.0,ford,door,2016.0,clean vehicle,36855.0,black,  1fmcu9gx9gua57286,1.67754531E8,pennsylvania, usa,2 days left
90.0,9110.0,ford,door,2017.0,clean vehicle,110316.0,white,  1ftfw1ef5hkc50264,1.67656356E8,texas, usa,2 days left
91.0,7350.0,chrysler,door,2015.0,clean vehicle,88227.0,black,  1c3cccab7fn613884,1.67755375E8,pennsylvania, usa,2 days left
92.0,24500.0,bmw,door,2017.0,clean vehicle,17626.0,gray,  wba4f9c51hg439932,1.67765094E8,michigan, usa,2 days left
93.0,9300.0,ford,door,2017.0,clean vehicle,120353.0,white,  1ftfw1ef4hkc50286,1.67656357E8,texas, usa,2 days left
94.0,39800.0,dodge,challenger,2015.0,clean vehicle,3641.0,white,  2c3cdzc95fh757310,1.67755377E8,pennsylvania, usa,2 days left
95.0,53500.0,bmw,m,2017.0,clean vehicle,29355.0,blue,  5ymkt6c37h0x20696,1.67765095E8,michigan, usa,2 days left
96.0,15110.0,ford,door,2017.0,clean vehicle,39333.0,black,  1ft7w2bt7hec41164,1.67656358E8,texas, usa,2 days left
97.0,34000.0,ford,door,2015.0,clean vehicle,42930.0,white,  1ft8w3b61fec52078,1.67755448E8,pennsylvania, usa,2 days left
98.0,26502.0,chevrolet,colorado,2017.0,clean vehicle,24993.0,black,  1gcgtcen4h1158648,1.67765108E8,michigan, usa,20 hours left
99.0,5990.0,ford,mpv,2017.0,clean vehicle,44929.0,black,  1fm5k7b86hga87008,1.67656359E8,texas, usa,2 days left
100.0,13600.0,ford,focus,2018.0,clean vehicle,16971.0,black,  1fadp3m26jl307477,1.6775549E8,south carolina, usa,21 hours left
101.0,23605.0,cadillac,door,2017.0,clean vehicle,35598.0,gray,  1gyknbrsxhz114969,1.67765109E8,michigan, usa,2 days left
102.0,10780.0,ford,mpv,2017.0,clean vehicle,40455.0,white,  1fm5k8ht0hga07252,1.6765636E8,texas, usa,2 days left
103.0,13800.0,ford,focus,2018.0,clean vehicle,23164.0,white,  1fadp3j2xjl279400,1.67755491E8,south carolina, usa,21 hours left
104.0,25201.0,cadillac,door,2017.0,clean vehicle,19011.0,no_color,  1gyknbrs8hz257399,1.67765111E8,michigan, usa,2 days left
105.0,7070.0,ford,mpv,2017.0,clean vehicle,45191.0,white,  1fm5k7d82hgb39148,1.67656361E8,texas, usa,2 days left
106.0,8700.0,ford,focus,2018.0,clean vehicle,21405.0,white,  1fadp3k23jl219764,1.67755494E8,south carolina, usa,21 hours left
107.0,18003.0,chevrolet,malibu,2017.0,clean vehicle,19117.0,no_color,  1g1zh5sx7hf141060,1.67765112E8,michigan, usa,17 hours left
108.0,8530.0,ford,door,2017.0,clean vehicle,42104.0,black,  1fm5k7f80hga03159,1.67656362E8,texas, usa,2 days left
109.0,23100.0,dodge,durango,2018.0,clean vehicle,49496.0,white,  1c4rdjdg2jc329601,1.67755496E8,south carolina, usa,21 hours left
110.0,24500.0,cadillac,door,2017.0,clean vehicle,32418.0,white,  1gykndrs1hz125239,1.67765114E8,michigan, usa,2 days left
111.0,7000.0,ford,mpv,2017.0,clean vehicle,29882.0,white,  1fm5k7d84hgc31359,1.67656363E8,texas, usa,2 days left
112.0,17000.0,ford,escape,2018.0,clean vehicle,34819.0,gold,  1fmcu9hd6juc54783,1.67755501E8,south carolina, usa,21 hours left
113.0,34002.0,chevrolet,1500,2017.0,clean vehicle,31923.0,white,  3gcuktej3hg475034,1.67765115E8,michigan, usa,2 days left
114.0,6980.0,ford,mpv,2017.0,clean vehicle,29168.0,gray,  1fm5k7d8xhga68751,1.67656364E8,texas, usa,2 days left
115.0,25000.0,dodge,charger,2018.0,clean vehicle,28307.0,silver,  2c3cdxjg6jh224431,1.67755814E8,michigan, usa,21 hours left
116.0,20802.0,chevrolet,colorado,2017.0,clean vehicle,33791.0,turquoise,  1gcgtben3h1180134,1.67765116E8,michigan, usa,2 days left
117.0,9200.0,ford,door,2017.0,clean vehicle,21770.0,black,  1ftew1ep8hfa10123,1.67656365E8,texas, usa,2 days left
118.0,26500.0,chrysler,pacifica,2017.0,clean vehicle,18375.0,gray,  2c4rc1eg2hr669530,1.67755839E8,michigan, usa,21 hours left
119.0,24802.0,chevrolet,colorado,2017.0,clean vehicle,14158.0,gray,  1gcgtcen9h1202076,1.67765119E8,michigan, usa,2 days left
120.0,7070.0,ford,mpv,2017.0,clean vehicle,30318.0,black,  1fm5k7d82hgb21314,1.67656366E8,texas, usa,2 days left
121.0,28500.0,ford,door,2017.0,clean vehicle,48086.0,red,  1ftew1ep2hkd15978,1.6775589E8,south carolina, usa,21 hours left
122.0,47500.0,cadillac,door,2017.0,clean vehicle,26562.0,black,  1gys4ckj7hr359884,1.6776512E8,michigan, usa,2 days left
123.0,23500.0,ford,explorer,2017.0,clean vehicle,57611.0,black,  1fm5k8f80hgc67231,1.67755891E8,south carolina, usa,21 hours left
124.0,23505.0,chevrolet,colorado,2017.0,clean vehicle,47357.0,black,  1gcptce16h1176629,1.67765121E8,michigan, usa,2 hours left
125.0,10940.0,ford,door,2017.0,clean vehicle,84916.0,white,  1ftew1ef1hke25038,1.67656368E8,texas, usa,2 days left
126.0,32100.0,ford,f-150,2017.0,clean vehicle,24521.0,gray,  1ftfw1eg1hfb38806,1.67755893E8,south carolina, usa,21 hours left
127.0,53000.0,chevrolet,3500,2018.0,clean vehicle,16105.0,black,  1gc4k1ey0jf149152,1.67765123E8,washington, usa,21 hours left
128.0,6830.0,ford,mpv,2017.0,clean vehicle,35888.0,gold,  1fm5k7dh9hgb05630,1.67656369E8,texas, usa,2 days left
129.0,11900.0,dodge,caravan,2017.0,clean vehicle,59537.0,gray,  2c4rdgcg3hr864989,1.67755906E8,south carolina, usa,21 hours left
130.0,26414.0,chevrolet,1500,2017.0,clean vehicle,55222.0,black,  3gcukrec3hg429109,1.6776514E8,michigan, usa,20 hours left
131.0,4160.0,dodge,mpv,2018.0,clean vehicle,32870.0,gray,  3c4pdcab8jt166940,1.67656464E8,florida, usa,17 hours left
132.0,19405.0,chevrolet,door,2017.0,clean vehicle,39687.0,silver,  1gnkvgkd0hj145877,1.67765141E8,michigan, usa,3 hours left
133.0,5690.0,dodge,mpv,2018.0,clean vehicle,47085.0,silver,  2c4rdgeg8jr337145,1.67656466E8,florida, usa,17 hours left
134.0,25900.0,chrysler,van,2017.0,clean vehicle,32224.0,silver,  2c4rc1gg4hr635019,1.67756044E8,south carolina, usa,21 hours left
135.0,24005.0,chevrolet,1500,2017.0,clean vehicle,51293.0,beige,  1gcukrecxhf153500,1.67765146E8,michigan, usa,20 hours left
136.0,5090.0,dodge,mpv,2018.0,clean vehicle,42989.0,gray,  2c4rdgcg2jr218218,1.67656467E8,florida, usa,17 hours left
137.0,19500.0,chrysler,300,2017.0,clean vehicle,31311.0,gray,  2c3ccabg5hh538726,1.67756093E8,arizona, usa,34 minutes
138.0,32012.0,chevrolet,1500,2017.0,clean vehicle,46091.0,white,  3gcuksej6hg353147,1.67765148E8,michigan, usa,2 days left
139.0,6800.0,dodge,dart,2016.0,clean vehicle,49033.0,black,  1c3cdffh0gd823262,1.67756148E8,michigan, usa,2 days left
140.0,4260.0,dodge,mpv,2018.0,clean vehicle,33957.0,gray,  3c4pdcabxjt311007,1.67656471E8,florida, usa,16 hours left
141.0,0.0,dodge,van,2008.0,salvage insurance,177948.0,orange,  2d8hn44h88r669549,1.67756157E8,utah, usa,2 days left
142.0,31802.0,chevrolet,2500,2017.0,clean vehicle,19845.0,silver,  1gc1kveg3hf189737,1.67765152E8,michigan, usa,20 hours left
143.0,7210.0,dodge,doors,2018.0,clean vehicle,38910.0,black,  2c3cdxct1jh233225,1.67656472E8,florida, usa,16 hours left
144.0,0.0,dodge,door,2014.0,salvage insurance,123660.0,silver,  1c3cdzab0en111068,1.67756167E8,utah, usa,2 days left
145.0,28402.0,chevrolet,1500,2017.0,clean vehicle,31234.0,black,  3gcukrec4hg196549,1.67765157E8,michigan, usa,2 days left
146.0,6800.0,dodge,doors,2018.0,clean vehicle,36767.0,gray,  2c3cdxhgxjh125388,1.67656473E8,florida, usa,16 hours left
147.0,33300.0,cadillac,esv,2015.0,clean vehicle,57932.0,gray,  1gys4tkj0fr538846,1.67765183E8,washington, usa,21 hours left
148.0,10780.0,dodge,mpv,2018.0,clean vehicle,19420.0,white,  1c4sdjct1jc174166,1.67656474E8,florida, usa,16 hours left
149.0,6700.0,ford,cutaway,2014.0,clean vehicle,204155.0,beige,  1fdfe4fs7eda23699,1.67756194E8,pennsylvania, usa,3 days left
150.0,20000.0,chevrolet,1500,2016.0,clean vehicle,93493.0,white,  3gcuknec9gg342967,1.67765203E8,washington, usa,21 hours left
151.0,6440.0,chrysler,doors,2018.0,clean vehicle,20942.0,gray,  2c3ccakg8jh168457,1.67656475E8,florida, usa,17 hours left
152.0,19900.0,ford,door,2016.0,clean vehicle,86826.0,gray,  1fm5k8f8xggc51519,1.67756205E8,south carolina, usa,21 hours left
153.0,37000.0,chevrolet,door,2015.0,clean vehicle,45787.0,white,  1gc1kwegxff145382,1.67765217E8,washington, usa,21 hours left
154.0,4040.0,dodge,mpv,2018.0,clean vehicle,50765.0,red,  3c4pdcab6jt273002,1.67656476E8,florida, usa,16 hours left
155.0,22300.0,ford,explorer,2016.0,clean vehicle,62774.0,black,  1fm5k8fh9ggc37790,1.67756208E8,south carolina, usa,21 hours left
156.0,31200.0,chevrolet,door,2011.0,clean vehicle,76326.0,gray,  1gc1kxc86bf208814,1.6776532E8,washington, usa,21 hours left
157.0,4290.0,dodge,mpv,2018.0,clean vehicle,39029.0,white,  3c4pdcab0jt474412,1.67656477E8,florida, usa,16 hours left
158.0,22800.0,ford,el,2016.0,clean vehicle,72885.0,silver,  1fmjk1ht3gef52975,1.6775621E8,south carolina, usa,21 hours left
159.0,19002.0,cadillac,door,2016.0,clean vehicle,46467.0,white,  1g6ah1rx1g0193887,1.67765761E8,michigan, usa,20 hours left
160.0,4160.0,dodge,mpv,2018.0,clean vehicle,6743.0,gray,  3c4pdcab8jt384019,1.67656478E8,florida, usa,16 hours left
161.0,18500.0,ford,edge,2016.0,clean vehicle,33514.0,white,  2fmpk3j98gbb59781,1.67756214E8,south carolina, usa,21 hours left
162.0,39000.0,bmw,series,2016.0,clean vehicle,39917.0,blue,  wba7f2c57gg421020,1.67765766E8,michigan, usa,2 days left
163.0,6060.0,dodge,doors,2018.0,clean vehicle,32504.0,black,  3c4pddgg1jt523058,1.67656479E8,florida, usa,18 hours left
164.0,28800.0,ford,door,2016.0,clean vehicle,77638.0,white,  1ftew1ep1gfc64335,1.67756219E8,south carolina, usa,21 hours left
165.0,40000.0,bmw,series,2016.0,clean vehicle,31727.0,gray,  wba7f2c55gg415264,1.67765767E8,michigan, usa,2 days left
166.0,6140.0,dodge,doors,2018.0,clean vehicle,52966.0,silver,  2c3cdxbg0jh187083,1.6765648E8,florida, usa,16 hours left
167.0,21000.0,ford,flex,2016.0,clean vehicle,24157.0,gray,  2fmhk6c89gba05297,1.67756222E8,south carolina, usa,21 hours left
168.0,20105.0,buick,door,2016.0,clean vehicle,51393.0,beige,  5gakvbkd8gj196085,1.6776577E8,michigan, usa,20 hours left
169.0,6760.0,dodge,doors,2018.0,clean vehicle,35461.0,white,  2c3cdzag7jh321665,1.67656483E8,florida, usa,16 hours left
170.0,25800.0,ford,door,2014.0,clean vehicle,47055.0,brown,  1ft7x2b62eea29551,1.67756277E8,pennsylvania, usa,1 days left
171.0,39000.0,bmw,series,2016.0,clean vehicle,33110.0,black,  wba7f2c57gg419607,1.67765776E8,michigan, usa,2 days left
172.0,5470.0,dodge,mpv,2018.0,clean vehicle,39721.0,black,  3c4pdcgg9jt216280,1.67656495E8,florida, usa,16 hours left
173.0,14600.0,ford,door,2014.0,clean vehicle,75785.0,black,  1fm5k8f81egb23411,1.67756284E8,pennsylvania, usa,21 hours left
174.0,24502.0,chevrolet,1500,2016.0,clean vehicle,33624.0,black,  3gcuknec6gg150809,1.67765812E8,michigan, usa,20 hours left
175.0,15110.0,ford,door,2017.0,clean vehicle,42289.0,white,  1ft7w2bt7hec67263,1.67656516E8,texas, usa,2 days left
176.0,7900.0,ford,door,2014.0,clean vehicle,79422.0,white,  1fmcu0g9xeud52262,1.6775629E8,new york, usa,21 hours left
177.0,27305.0,chevrolet,door,2016.0,clean vehicle,28844.0,blue,  3gcukrec5gg383569,1.67765813E8,michigan, usa,3 hours left
178.0,15290.0,ford,door,2017.0,clean vehicle,66582.0,white,  1ft7w2bt0hef21363,1.67656517E8,texas, usa,2 days left
179.0,26500.0,ford,door,2015.0,clean vehicle,61436.0,silver,  1ftew1cf3fke12825,1.67756321E8,south carolina, usa,21 hours left
180.0,25502.0,chevrolet,door,2016.0,clean vehicle,58303.0,silver,  3gcukrec0gg380000,1.67765816E8,michigan, usa,20 hours left
181.0,7320.0,ford,mpv,2017.0,clean vehicle,55618.0,white,  1fmzk1cmxhkb51025,1.67656518E8,texas, usa,2 days left
182.0,3800.0,chevrolet,van,2009.0,clean vehicle,261648.0,white,  1gbhg396191112177,1.6775642E8,michigan, usa,2 days left
183.0,24502.0,chevrolet,door,2016.0,clean vehicle,33045.0,white,  3gcukrec4gg223800,1.67765817E8,michigan, usa,20 hours left
184.0,4140.0,ford,door,2017.0,clean vehicle,40747.0,white,  3fa6p0h73hr358945,1.67656519E8,texas, usa,2 days left
185.0,1400.0,dodge,pk,2002.0,clean vehicle,185460.0,black,  1b7hg38n62s587845,1.67756423E8,michigan, usa,2 days left
186.0,18402.0,cadillac,srx,2016.0,clean vehicle,26667.0,gray,  3gyfnae36gs538333,1.67765819E8,michigan, usa,2 days left
187.0,4160.0,ford,door,2017.0,clean vehicle,37176.0,white,  3fa6p0hd3hr199785,1.6765652E8,texas, usa,2 days left
188.0,175.0,chrysler,door,2000.0,salvage insurance,231240.0,red,  2c3hd46r3yh208325,1.67756464E8,north carolina, usa,3 days left
189.0,24503.0,chevrolet,colorado,2016.0,clean vehicle,18006.0,brown,  1gchtde32g1339478,1.67765821E8,michigan, usa,20 hours left
190.0,15840.0,ford,door,2017.0,clean vehicle,72445.0,white,  1ft7w2bt8hec67434,1.67656521E8,texas, usa,2 days left
191.0,20500.0,ford,door,2014.0,clean vehicle,123355.0,black,  1ftfw1et9efb99877,1.67756547E8,south carolina, usa,21 hours left
192.0,21003.0,chevrolet,1500,2016.0,clean vehicle,44116.0,silver,  1gcvknec1gz396932,1.67765826E8,michigan, usa,32 minutes
193.0,4200.0,ford,door,2017.0,clean vehicle,60219.0,red,  3fa6p0hd7hr273550,1.67656522E8,texas, usa,2 days left
194.0,17400.0,ford,door,2011.0,clean vehicle,135077.0,red,  1ftfw1ef1bfa03548,1.67756635E8,georgia, usa,21 hours left
195.0,32001.0,chevrolet,door,2016.0,clean vehicle,32058.0,black,  3gcuktec5gg350066,1.67765832E8,michigan, usa,2 days left
196.0,0.0,ford,mpv,2017.0,clean vehicle,76858.0,white,  1fbax2cv0hkb32599,1.67656523E8,texas, usa,2 days left
197.0,15700.0,ford,cab,2011.0,clean vehicle,309564.0,white,  1fduf5gt8bea80212,1.6775664E8,south carolina, usa,21 hours left
198.0,31009.0,chevrolet,door,2016.0,clean vehicle,33928.0,white,  3gcuksec3gg369662,1.67765835E8,michigan, usa,2 days left
