MSN,YYYYMM,Value,Column_Order,Description,Unit
NNEIEUS,201310.0,34.547,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201311.0,32.614,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201312.0,36.308,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201313.0,444.416,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201401.0,36.133,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201402.0,30.036,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201403.0,30.554,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201404.0,29.885,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201405.0,35.211,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201406.0,39.228,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201407.0,45.901,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201408.0,48.871,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201409.0,41.961,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201410.0,38.286,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201411.0,32.703,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201412.0,34.8,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201413.0,443.643,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201501.0,39.155,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201502.0,35.668,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201503.0,38.872,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201504.0,36.61,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201505.0,40.44,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201506.0,48.92,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201507.0,57.712,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201508.0,56.662,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201509.0,49.384,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201510.0,43.68,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201511.0,40.394,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201512.0,42.27,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201513.0,529.83,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201601.0,42.566,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201602.0,37.918,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201603.0,40.525,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201604.0,39.763,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201605.0,44.21,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201606.0,53.567,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
NNEIEUS,201607.0,62.881,2.0,Natural Gas Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197301.0,2.375,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197302.0,2.061,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197303.0,1.171,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197304.0,1.022,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197305.0,.949,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197306.0,1.787,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197307.0,1.965,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197308.0,2.536,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197309.0,1.432,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197310.0,1.473,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197311.0,1.537,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197312.0,1.606,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197313.0,19.914,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197401.0,1.835,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197402.0,1.837,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197403.0,1.868,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197404.0,1.669,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197405.0,1.927,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197406.0,1.68,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197407.0,2.544,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197408.0,2.029,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197409.0,1.622,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197410.0,1.65,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197411.0,1.926,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197412.0,1.939,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197413.0,22.525,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197501.0,2.243,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197502.0,1.579,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197503.0,1.266,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197504.0,.985,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197505.0,1.385,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197506.0,1.746,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197507.0,1.648,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197508.0,2.002,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197509.0,.803,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197510.0,.797,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197511.0,.754,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197512.0,1.299,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197513.0,16.509,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197601.0,2.092,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197602.0,1.132,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197603.0,1.183,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197604.0,1.046,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197605.0,.942,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197606.0,1.496,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197607.0,1.682,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197608.0,1.429,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197609.0,1.045,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197610.0,1.31,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197611.0,2.069,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197612.0,2.312,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197613.0,17.738,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197701.0,4.038,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197702.0,1.335,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197703.0,1.049,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197704.0,.939,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197705.0,1.624,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197706.0,1.825,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197707.0,3.273,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197708.0,1.963,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197709.0,1.061,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197710.0,.799,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197711.0,1.045,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197712.0,1.719,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197713.0,20.671,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197801.0,3.502,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197802.0,3.267,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197803.0,2.321,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197804.0,.912,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197805.0,.973,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197806.0,1.513,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197807.0,1.516,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197808.0,1.514,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197809.0,1.397,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197810.0,.776,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197811.0,.917,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197812.0,1.543,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197813.0,20.151,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197901.0,2.649,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197902.0,2.104,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197903.0,.791,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197904.0,.715,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197905.0,.873,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197906.0,.982,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197907.0,1.019,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197908.0,1.021,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197909.0,.737,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197910.0,.479,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197911.0,.83,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197912.0,.81,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,197913.0,13.009,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198001.0,1.361,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198002.0,1.176,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198003.0,.935,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198004.0,.579,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198005.0,.647,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198006.0,.83,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198007.0,1.623,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198008.0,1.704,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198009.0,.915,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198010.0,.606,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198011.0,.975,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198012.0,.984,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198013.0,12.337,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198101.0,1.293,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198102.0,.954,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198103.0,.598,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198104.0,.577,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198105.0,.763,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198106.0,1.151,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198107.0,1.113,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198108.0,.606,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198109.0,.487,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198110.0,.478,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198111.0,.485,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198112.0,.561,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198113.0,9.066,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198201.0,1.331,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198202.0,.604,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198203.0,.555,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198204.0,.482,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198205.0,.422,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198206.0,.448,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198207.0,.579,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198208.0,.448,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198209.0,.392,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198210.0,.369,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198211.0,.429,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198212.0,.466,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198213.0,6.525,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198301.0,.473,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198302.0,.419,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198303.0,.403,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
DKEIEUS,198304.0,.449,3.0,Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions,Million Metric Tons of Carbon Dioxide
