CASE /  ,START DATE (yyyy-mm-dd) /,LOCATION NAME /,LATITUDE (Decimal Degrees) /,LONGITUDE (Decimal Degrees) /,SPECIES NAME /,LIFE STAGE DESCRIPTION /,ETIOLOGICAL DESCRIPTION /
CAS,DATE DE DÉBUT (aaaa-mm-jj),NOM DU LIEU,LATITUDE (Degrés Décimaux),LONGITUDE (Degrés Décimaux),NOM DE L'ESPÈCE,DESCRIPTION DU STADE BIOLOGIQUE,DESCRIPTION ÉTIOLOGIQUE
990156, 1999-07-18,TENDERFOOT HATCHERY     ,49.838516,-123.157703,COHO SALMON             ,ADVANCED FRY (3 - 8MO),MYXOBACTERIOSIS
990160, 1999-07-21,BUTE INLET,,,COHO SALMON             ,FRY (0 - 4 MONTHS),MYXOBACTERIOSIS
990161, 1999-07-22,YAKOUN RIVER & HAT.     ,53.495856,-132.247654,COHO SALMON             ,ADVANCED FRY (3 - 8MO),AEROMONAS SALMONICIDA
990165, 1999-07-27,HARTLEY BAY             ,53.422992,-129.250433,COHO SALMON             ,UNDER YLG,AEROMONAS SALMONICIDA
990168, 1999-07-28,TENDERFOOT HATCHERY     ,49.838516,-123.157703,COHO SALMON             ,ADVANCED FRY (3 - 8MO),FUNGAL INFECTION
990168, 1999-07-28,TENDERFOOT HATCHERY     ,49.838516,-123.157703,COHO SALMON             ,ADVANCED FRY (3 - 8MO),MYXOBACTERIOSIS
990169, 1999-07-29,OLDFIELD CREEK HATCHERY,54.398533,-130.230574,COHO SALMON             ,FRY (0 - 4 MONTHS),BACTERIAL GILL DISEASE
990171, 1999-07-29,CHAPMAN CREEK HATCHERY  ,49.495493,-123.68525,COHO SALMON             ,UNDER YLG,BACTERIAL GILL DISEASE
990171, 1999-07-29,CHAPMAN CREEK HATCHERY  ,49.495493,-123.68525,COHO SALMON             ,UNDER YLG,COSTIA SP.
990169, 1999-07-29,OLDFIELD CREEK HATCHERY,54.398533,-130.230574,COHO SALMON             ,FRY (0 - 4 MONTHS),MYXOBACTERIOSIS
990171, 1999-07-29,CHAPMAN CREEK HATCHERY  ,49.495493,-123.68525,COHO SALMON             ,UNDER YLG,MYXOBACTERIOSIS
990173, 1999-08-05,OLDFIELD CREEK HATCHERY,54.398533,-130.230574,CHINOOK SALMON          ,ADVANCED FRY (3 - 8MO),RENIBACTERIUM SALMONINARUM
990175, 1999-08-12,NANAIMO R. HATCHERY     ,49.079601,-123.864947,COHO SALMON             ,ADVANCED FRY (3 - 8MO),BACTERIAL GILL DISEASE
990175, 1999-08-12,NANAIMO R. HATCHERY     ,49.079601,-123.864947,COHO SALMON             ,ADVANCED FRY (3 - 8MO),MYXOBACTERIAL GILL DISEASE
990175, 1999-08-12,NANAIMO R. HATCHERY     ,49.079601,-123.864947,COHO SALMON             ,ADVANCED FRY (3 - 8MO),MYXOBACTERIOSIS
990176, 1999-08-17,BUTE INLET,,,COHO SALMON             ,IMMATURE ADULT,RENIBACTERIUM SALMONINARUM
990178, 1999-08-19,FORT BABINE HATCHERY,55.044622,-126.312091,COHO SALMON             ,ADVANCED FRY (3 - 8MO),TRICHOPHRYA
990191, 1999-08-19,FORT BABINE HATCHERY,55.044622,-126.312091,CHINOOK SALMON          ,ADVANCED FRY (3 - 8MO),TRICHOPHRYA
990180, 1999-08-24,SPIUS CREEK & HATCHERY,50.121962,-120.793295,CHINOOK SALMON          ,UNDER YLG,MYXOBACTERIOSIS
990181, 1999-08-24,SPIUS CREEK & HATCHERY,50.121962,-120.793295,CHINOOK SALMON          ,UNDER YLG,MYXOBACTERIOSIS
990185, 1999-08-25,SPIUS CREEK & HATCHERY,50.121962,-120.793295,CHINOOK SALMON          ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
990187, 1999-08-25,ALLCO/ALOUETTE R. HATCHERY,49.248878,-122.553471,COHO SALMON             ,ADVANCED FRY (3 - 8MO),COSTIA SP.
990187, 1999-08-25,ALLCO/ALOUETTE R. HATCHERY,49.248878,-122.553471,COHO SALMON             ,ADVANCED FRY (3 - 8MO),MYXOBACTERIOSIS
990190, 1999-08-31,QUESNEL HATCHERY        ,52.620506,-121.603606,CHINOOK SALMON          ,UNDER YLG,ICHTHYOPHTHIRIUS SP.
990190, 1999-08-31,QUESNEL HATCHERY        ,52.620506,-121.603606,CHINOOK SALMON          ,UNDER YLG,MOTILE AEROMONAD SEPTICEMIA
990200, 1999-09-17,NANAIMO R. HATCHERY     ,49.079601,-123.864947,COHO SALMON             ,UNDER YLG,MYXOBACTERIOSIS
990222, 1999-10-15,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
990232, 1999-10-28,SPIUS CREEK & HATCHERY,50.121962,-120.793295,CHINOOK SALMON          ,UNDER YLG,BACTERIAL GILL DISEASE
990232, 1999-10-28,SPIUS CREEK & HATCHERY,50.121962,-120.793295,CHINOOK SALMON          ,UNDER YLG,FUNGAL INFECTION
990232, 1999-10-28,SPIUS CREEK & HATCHERY,50.121962,-120.793295,CHINOOK SALMON          ,UNDER YLG,MYXOBACTERIAL GILL DISEASE
990232, 1999-10-28,SPIUS CREEK & HATCHERY,50.121962,-120.793295,CHINOOK SALMON          ,UNDER YLG,MYXOBACTERIOSIS
990238, 1999-11-03,THORNTON CREEK HATCHERY ,49.049089,-125.361597,COHO SALMON             ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
990240, 1999-11-03,NANAIMO R. HATCHERY     ,49.079601,-123.864947,COHO SALMON             ,RIPE ADULT,EPITHELIOCYSTIS
990239, 1999-11-03,HENDERSON LAKE          ,,,SOCKEYE SALMON          ,RIPE ADULT,FUNGAL INFECTION
990239, 1999-11-03,HENDERSON LAKE          ,,,SOCKEYE SALMON          ,RIPE ADULT,TETRACOTYLE/ICHTHYOCOTYLURUS  SP.
990244, 1999-11-09,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
990247, 1999-11-10,GWA'NI (NIMPKISH) HATCHERY,50.538622,-126.996231,COHO SALMON             ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
990249, 1999-11-10,OYSTER RIVER & HATCHERY ,49.879328,-125.287555,COHO SALMON             ,UNDER YLG,FUNGAL INFECTION
990249, 1999-11-10,OYSTER RIVER & HATCHERY ,49.879328,-125.287555,COHO SALMON             ,UNDER YLG,MYXOBACTERIOSIS
990252, 1999-11-16,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,COHO SALMON             ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
990254, 1999-11-16,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,COHO SALMON             ,UNDER YLG,RENIBACTERIUM SALMONINARUM
990254, 1999-11-16,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,COHO SALMON             ,UNDER YLG,FUNGAL INFECTION
990255, 1999-11-17,NITINAT HATCHERY & RIVER,48.833011,-124.681163,COHO SALMON             ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
990258, 1999-11-22,SPIUS CREEK & HATCHERY,50.121962,-120.793295,COHO SALMON             ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
990265, 1999-11-23,KITASOO/KLEMTU HATCHERY ,52.597599,-128.532455,COHO SALMON             ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
990267, 1999-11-25,GOLDSTREAM RIVER & HATCHERY,48.469701,-123.615035,COHO SALMON             ,RIPE ADULT,MYXOBACTERIOSIS
990270, 1999-11-29,LOWER MAINLAND GEN. AREA,49.170732,-122.969799,CHUM SALMON             ,SPENT ADULT,MIXED BACTERIAL INFECTION
990272, 1999-11-30,SHUSWAP HATCHERY/LUMBY  ,50.274109,-118.96786,COHO SALMON             ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
990277, 1999-12-03,TENDERFOOT HATCHERY     ,49.838516,-123.157703,COHO SALMON             ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
990279, 1999-12-03,CHEHALIS R. HATCHERY    ,49.281898,-121.926718,CHINOOK SALMON          ,UNDER YLG,FUNGAL INFECTION
990279, 1999-12-03,CHEHALIS R. HATCHERY    ,49.281898,-121.926718,CHINOOK SALMON          ,UNDER YLG,AEROMONAS SALMONICIDA
990282, 1999-12-13,LITTLE CAMPBELL R. & HAT,49.044453,-122.666782,STEELHEAD,YEARLING,VIBRIOSIS VA
990289, 1999-12-21,LITTLE CAMPBELL R. & HAT,49.044453,-122.666782,COHO SALMON             ,RIPE ADULT,MOTILE AEROMONAD SEPTICEMIA
990288, 1999-12-21,LITTLE CAMPBELL R. & HAT,49.044453,-122.666782,STEELHEAD,YEARLING,VIBRIOSIS VA
20000004, 2000-01-19,SPIUS CREEK & HATCHERY,50.121962,-120.793295,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),BACTERIAL GILL DISEASE
20000004, 2000-01-19,SPIUS CREEK & HATCHERY,50.121962,-120.793295,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),COSTIA SP.
20000004, 2000-01-19,SPIUS CREEK & HATCHERY,50.121962,-120.793295,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),FUNGAL INFECTION
20000004, 2000-01-19,SPIUS CREEK & HATCHERY,50.121962,-120.793295,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),MYXOBACTERIAL GILL DISEASE
20000006, 2000-01-24,INCH CREEK HATCHERY & CREEK,49.199811,-122.085795,CHINOOK SALMON          ,SAC FRY/ALEVINS,BACTERIAL GILL DISEASE
20000013, 2000-02-07,LITTLE CAMPBELL R. & HAT,49.044453,-122.666782,COHO SALMON             ,FRY (0 - 4 MONTHS),BACTERIAL GILL DISEASE
20000012, 2000-02-07,LITTLE CAMPBELL R. & HAT,49.044453,-122.666782,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),COSTIA SP.
20000013, 2000-02-07,LITTLE CAMPBELL R. & HAT,49.044453,-122.666782,COHO SALMON             ,FRY (0 - 4 MONTHS),COSTIA SP.
20000015, 2000-02-07,SPIUS CREEK & HATCHERY,50.121962,-120.793295,CHINOOK SALMON          ,UNDER YLG,COSTIA SP.
20000015, 2000-02-07,SPIUS CREEK & HATCHERY,50.121962,-120.793295,CHINOOK SALMON          ,UNDER YLG,FLAVOBACTERIUM SP.
20000014, 2000-02-07,SPIUS CREEK & HATCHERY,50.121962,-120.793295,CHINOOK SALMON          ,YEARLING,FUNGAL INFECTION
20000012, 2000-02-07,LITTLE CAMPBELL R. & HAT,49.044453,-122.666782,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),MYXOBACTERIAL GILL DISEASE
20000018, 2000-02-10,NANAIMO R. HATCHERY     ,49.079601,-123.864947,CHINOOK SALMON          ,ADVANCED FRY (3 - 8MO),MYXOBACTERIOSIS
20000019, 2000-02-15,SPIUS CREEK & HATCHERY,50.121962,-120.793295,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),BACTERIAL GILL DISEASE
20000688, 2000-02-15,SPIUS CREEK & HATCHERY,50.121962,-120.793295,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),BACTERIAL GILL DISEASE
20000019, 2000-02-15,SPIUS CREEK & HATCHERY,50.121962,-120.793295,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),COSTIA SP.
20000688, 2000-02-15,SPIUS CREEK & HATCHERY,50.121962,-120.793295,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),COSTIA SP.
20000688, 2000-02-15,SPIUS CREEK & HATCHERY,50.121962,-120.793295,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),FUNGAL INFECTION
20000688, 2000-02-15,SPIUS CREEK & HATCHERY,50.121962,-120.793295,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),MYXOBACTERIAL GILL DISEASE
20000022, 2000-02-18,ORFORD RIVER & HATCHERY,50.612631,-124.824525,COHO SALMON             ,IMMATURE ADULT,RENIBACTERIUM SALMONINARUM
20000029, 2000-02-29,CHEHALIS R. HATCHERY    ,49.281898,-121.926718,CHINOOK SALMON          ,SMOLT,FUNGAL INFECTION
20000029, 2000-02-29,CHEHALIS R. HATCHERY    ,49.281898,-121.926718,CHINOOK SALMON          ,SMOLT,AEROMONAS SALMONICIDA
20000029, 2000-02-29,CHEHALIS R. HATCHERY    ,49.281898,-121.926718,CHINOOK SALMON          ,SMOLT,MYXOBACTERIOSIS
20000029, 2000-02-29,CHEHALIS R. HATCHERY    ,49.281898,-121.926718,CHINOOK SALMON          ,SMOLT,PSEUDOMONAS SP.
20000033, 2000-03-02,MARBLE RIVER & HAT,50.533664,-127.501681,COHO SALMON             ,FRY (0 - 4 MONTHS),FUNGAL INFECTION
20000033, 2000-03-02,MARBLE RIVER & HAT,50.533664,-127.501681,COHO SALMON             ,FRY (0 - 4 MONTHS),MYXOBACTERIAL GILL DISEASE
20000033, 2000-03-02,MARBLE RIVER & HAT,50.533664,-127.501681,COHO SALMON             ,FRY (0 - 4 MONTHS),MYXOBACTERIOSIS
20000033, 2000-03-02,MARBLE RIVER & HAT,50.533664,-127.501681,COHO SALMON             ,FRY (0 - 4 MONTHS),YEAST
20000036, 2000-03-07,NITINAT HATCHERY & RIVER,48.833011,-124.681163,COHO SALMON             ,JUVENILE,RENIBACTERIUM SALMONINARUM
20000037, 2000-03-07,NITINAT HATCHERY & RIVER,48.833011,-124.681163,COHO SALMON             ,JUVENILE,RENIBACTERIUM SALMONINARUM
20000035, 2000-03-08,MARBLE RIVER & HAT,50.533664,-127.501681,COHO SALMON             ,FRY (0 - 4 MONTHS),COSTIA SP.
20000035, 2000-03-08,MARBLE RIVER & HAT,50.533664,-127.501681,COHO SALMON             ,FRY (0 - 4 MONTHS),MYXOBACTERIOSIS
20000044, 2000-03-10,CHEHALIS R. HATCHERY    ,49.281898,-121.926718,CHINOOK SALMON          ,SMOLT,BACTERIA NOT IDENTIFIED
20000044, 2000-03-10,CHEHALIS R. HATCHERY    ,49.281898,-121.926718,CHINOOK SALMON          ,SMOLT,FUNGAL INFECTION
20000044, 2000-03-10,CHEHALIS R. HATCHERY    ,49.281898,-121.926718,CHINOOK SALMON          ,SMOLT,MYXOBACTERIOSIS
20000049, 2000-03-14,FORT BABINE HATCHERY,55.044622,-126.312091,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),BACTERIAL GILL DISEASE
20000051, 2000-03-14,FORT BABINE HATCHERY,55.044622,-126.312091,COHO SALMON             ,FRY (0 - 4 MONTHS),BACTERIAL GILL DISEASE
20000049, 2000-03-14,FORT BABINE HATCHERY,55.044622,-126.312091,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),COSTIA SP.
20000056, 2000-03-14,SPIUS CREEK & HATCHERY,50.121962,-120.793295,CHINOOK SALMON          ,MIXED,COSTIA SP.
20000049, 2000-03-14,FORT BABINE HATCHERY,55.044622,-126.312091,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),FUSIFORM BACTERIA
20000051, 2000-03-14,FORT BABINE HATCHERY,55.044622,-126.312091,COHO SALMON             ,FRY (0 - 4 MONTHS),MYXOBACTERIAL GILL DISEASE
20000049, 2000-03-14,FORT BABINE HATCHERY,55.044622,-126.312091,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),MYXOBACTERIOSIS
20000051, 2000-03-14,FORT BABINE HATCHERY,55.044622,-126.312091,COHO SALMON             ,FRY (0 - 4 MONTHS),MYXOBACTERIOSIS
20000049, 2000-03-14,FORT BABINE HATCHERY,55.044622,-126.312091,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),TRICHODINA SP.
20000049, 2000-03-14,FORT BABINE HATCHERY,55.044622,-126.312091,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),TRICHOPHRYA
20000057, 2000-03-15,SHOTBOLT HATCHERY,,,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),BACTERIAL GILL DISEASE
20000050, 2000-03-15,SPIUS CREEK & HATCHERY,50.121962,-120.793295,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),MYXOBACTERIOSIS
20000057, 2000-03-15,SHOTBOLT HATCHERY,,,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),MYXOBACTERIOSIS
20000058, 2000-03-16,NITINAT HATCHERY & RIVER,48.833011,-124.681163,CHUM SALMON             ,FRY (0 - 4 MONTHS),MYXOBACTERIOSIS
20000061, 2000-03-17,SPIUS CREEK & HATCHERY,50.121962,-120.793295,COHO SALMON             ,SAC FRY/ALEVINS,COSTIA SP.
20000061, 2000-03-17,SPIUS CREEK & HATCHERY,50.121962,-120.793295,COHO SALMON             ,SAC FRY/ALEVINS,FLAVOBACTERIUM SP.
20000061, 2000-03-17,SPIUS CREEK & HATCHERY,50.121962,-120.793295,COHO SALMON             ,SAC FRY/ALEVINS,FUNGAL INFECTION
20000060, 2000-03-21,SNOOTLI HATCHERY        ,52.379409,-126.63552,CHUM SALMON             ,FRY (0 - 4 MONTHS),MYXOBACTERIOSIS
20000060, 2000-03-21,SNOOTLI HATCHERY        ,52.379409,-126.63552,CHUM SALMON             ,FRY (0 - 4 MONTHS),TRICHODINA SP.
20000066, 2000-03-22,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),BACTERIAL GILL DISEASE
20000067, 2000-03-22,DEADMAN R./SKEETCHESIN HAT.,50.951547,-120.97787,COHO SALMON             ,FRY (0 - 4 MONTHS),MYXOBACTERIAL GILL DISEASE
20000070, 2000-03-24,NANAIMO R. HATCHERY     ,49.079601,-123.864947,CHINOOK SALMON          ,YEARLING,RENIBACTERIUM SALMONINARUM
20000072, 2000-03-27,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),FUNGAL INFECTION
20000072, 2000-03-27,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),MYXOBACTERIOSIS
20000076, 2000-03-31,NITINAT HATCHERY & RIVER,48.833011,-124.681163,CHUM SALMON             ,FRY (0 - 4 MONTHS),MYXOBACTERIAL GILL DISEASE
20000076, 2000-03-31,NITINAT HATCHERY & RIVER,48.833011,-124.681163,CHUM SALMON             ,FRY (0 - 4 MONTHS),MYXOBACTERIOSIS
20000079, 2000-04-06,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,COHO SALMON             ,SAC FRY/ALEVINS,BACTERIAL GILL DISEASE
20000081, 2000-04-06,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,COHO SALMON             ,FRY (0 - 4 MONTHS),BACTERIAL GILL DISEASE
20000077, 2000-04-06,CHAPMAN CREEK HATCHERY  ,49.495493,-123.68525,COHO SALMON             ,YEARLING,RENIBACTERIUM SALMONINARUM
20000079, 2000-04-06,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,COHO SALMON             ,SAC FRY/ALEVINS,FUNGAL INFECTION
20000081, 2000-04-06,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,COHO SALMON             ,FRY (0 - 4 MONTHS),FUNGAL INFECTION
20000077, 2000-04-06,CHAPMAN CREEK HATCHERY  ,49.495493,-123.68525,COHO SALMON             ,YEARLING,AEROMONAS SALMONICIDA
20000079, 2000-04-06,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,COHO SALMON             ,SAC FRY/ALEVINS,MYXOBACTERIAL GILL DISEASE
20000080, 2000-04-06,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,COHO SALMON             ,FRY (0 - 4 MONTHS),MYXOBACTERIAL GILL DISEASE
20000081, 2000-04-06,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,COHO SALMON             ,FRY (0 - 4 MONTHS),MYXOBACTERIAL GILL DISEASE
20000083, 2000-04-07,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,SMOLT,BACTERIAL GILL DISEASE
20000083, 2000-04-07,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,SMOLT,EXTERNAL BACTERIA
20000083, 2000-04-07,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,SMOLT,FUNGAL INFECTION
20000090, 2000-04-11,ALLIFORD BAY,53.13,-131.59,COHO SALMON             ,FRY (0 - 4 MONTHS),MYXOBACTERIAL GILL DISEASE
20000090, 2000-04-11,ALLIFORD BAY,53.13,-131.59,COHO SALMON             ,FRY (0 - 4 MONTHS),MYXOBACTERIOSIS
20000087, 2000-04-12,SPIUS CREEK & HATCHERY,50.121962,-120.793295,CHINOOK SALMON          ,ADVANCED FRY (3 - 8MO),COSTIA SP.
20000087, 2000-04-12,SPIUS CREEK & HATCHERY,50.121962,-120.793295,CHINOOK SALMON          ,ADVANCED FRY (3 - 8MO),FLAVOBACTERIUM SP.
20000087, 2000-04-12,SPIUS CREEK & HATCHERY,50.121962,-120.793295,CHINOOK SALMON          ,ADVANCED FRY (3 - 8MO),FUNGAL INFECTION
20000088, 2000-04-12,MILLARD CREEK HATCHERY  ,49.685577,-125.020681,COHO SALMON             ,FRY (0 - 4 MONTHS),FUNGAL INFECTION
20000092, 2000-04-13,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,SMOLT,BACTERIAL GILL DISEASE
20000091, 2000-04-13,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,YEARLING,RENIBACTERIUM SALMONINARUM
20000091, 2000-04-13,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,YEARLING,FUNGAL INFECTION
20000092, 2000-04-13,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,SMOLT,FUNGAL INFECTION
20000091, 2000-04-13,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,YEARLING,MICROSPORIDEA
20000089, 2000-04-13,HENDERSON LAKE          ,,,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),MYXOBACTERIAL FIN INFECTION
20000091, 2000-04-13,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,YEARLING,MYXOBACTERIOSIS
20000092, 2000-04-13,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,SMOLT,MYXOBACTERIOSIS
20000093, 2000-04-14,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,COHO SALMON             ,FRY (0 - 4 MONTHS),FUNGAL INFECTION
20000096, 2000-04-19,OYSTER RIVER & HATCHERY ,49.879328,-125.287555,COHO SALMON             ,YEARLING,RENIBACTERIUM SALMONINARUM
20000096, 2000-04-19,OYSTER RIVER & HATCHERY ,49.879328,-125.287555,COHO SALMON             ,YEARLING,MYXOBACTERIOSIS
20000097, 2000-04-19,KOKISH HATCHERY         ,50.503143,-126.868793,COHO SALMON             ,ADVANCED FRY (3 - 8MO),MYXOBACTERIOSIS
20000099, 2000-04-20,OYSTER RIVER & HATCHERY ,49.879328,-125.287555,COHO SALMON             ,YEARLING,RENIBACTERIUM SALMONINARUM
20000098, 2000-04-20,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,COHO SALMON             ,FRY (0 - 4 MONTHS),FUNGAL INFECTION
20000098, 2000-04-20,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,COHO SALMON             ,FRY (0 - 4 MONTHS),MYXOBACTERIAL GILL DISEASE
20000100, 2000-04-25,NANAIMO R. HATCHERY     ,49.079601,-123.864947,COHO SALMON             ,YEARLING,FUNGAL INFECTION
20000100, 2000-04-25,NANAIMO R. HATCHERY     ,49.079601,-123.864947,COHO SALMON             ,YEARLING,MYXOBACTERIOSIS
20000103, 2000-04-27,NITINAT HATCHERY & RIVER,48.833011,-124.681163,COHO SALMON             ,UNKNOWN,RENIBACTERIUM SALMONINARUM
20000104, 2000-04-27,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,ADVANCED FRY (3 - 8MO),EXTERNAL BACTERIA
20000104, 2000-04-27,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,ADVANCED FRY (3 - 8MO),FUNGAL INFECTION
20000103, 2000-04-27,NITINAT HATCHERY & RIVER,48.833011,-124.681163,COHO SALMON             ,UNKNOWN,MYXOBACTERIOSIS
20000104, 2000-04-27,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,ADVANCED FRY (3 - 8MO),MYXOBACTERIOSIS
20000108, 2000-05-02,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,UNDER YLG,BACTERIAL GILL DISEASE
20000109, 2000-05-02,NITINAT HATCHERY & RIVER,48.833011,-124.681163,CHINOOK SALMON          ,ADVANCED FRY (3 - 8MO),BACTERIAL GILL DISEASE
20000108, 2000-05-02,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,UNDER YLG,COSTIA SP.
20000109, 2000-05-02,NITINAT HATCHERY & RIVER,48.833011,-124.681163,CHINOOK SALMON          ,ADVANCED FRY (3 - 8MO),COSTIA SP.
20000108, 2000-05-02,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,UNDER YLG,FUNGAL INFECTION
20000109, 2000-05-02,NITINAT HATCHERY & RIVER,48.833011,-124.681163,CHINOOK SALMON          ,ADVANCED FRY (3 - 8MO),FUNGAL INFECTION
20000108, 2000-05-02,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,UNDER YLG,FUSIFORM BACTERIA
20000109, 2000-05-02,NITINAT HATCHERY & RIVER,48.833011,-124.681163,CHINOOK SALMON          ,ADVANCED FRY (3 - 8MO),FUSIFORM BACTERIA
20000108, 2000-05-02,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,UNDER YLG,MYXOBACTERIAL GILL DISEASE
20000109, 2000-05-02,NITINAT HATCHERY & RIVER,48.833011,-124.681163,CHINOOK SALMON          ,ADVANCED FRY (3 - 8MO),MYXOBACTERIAL GILL DISEASE
20000108, 2000-05-02,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,UNDER YLG,MYXOBACTERIOSIS
20000109, 2000-05-02,NITINAT HATCHERY & RIVER,48.833011,-124.681163,CHINOOK SALMON          ,ADVANCED FRY (3 - 8MO),MYXOBACTERIOSIS
20000110, 2000-05-03,THORNTON CREEK HATCHERY ,49.049089,-125.361597,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),BACTERIAL GILL DISEASE
20000111, 2000-05-03,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,FRY (0 - 4 MONTHS),BACTERIAL GILL DISEASE
20000113, 2000-05-03,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,COHO SALMON             ,ADVANCED FRY (3 - 8MO),BACTERIAL GILL DISEASE
20000111, 2000-05-03,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,FRY (0 - 4 MONTHS),COSTIA SP.
20000113, 2000-05-03,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,COHO SALMON             ,ADVANCED FRY (3 - 8MO),COSTIA SP.
20000110, 2000-05-03,THORNTON CREEK HATCHERY ,49.049089,-125.361597,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),ENTERIC REDMOUTH DISEASE
20000113, 2000-05-03,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,COHO SALMON             ,ADVANCED FRY (3 - 8MO),FUNGAL INFECTION
20000111, 2000-05-03,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,FRY (0 - 4 MONTHS),FUSIFORM BACTERIA
20000111, 2000-05-03,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,FRY (0 - 4 MONTHS),MYXOBACTERIAL GILL DISEASE
