CASE /  ,START DATE (yyyy-mm-dd) /,LOCATION NAME /,LATITUDE (Decimal Degrees) /,LONGITUDE (Decimal Degrees) /,SPECIES NAME /,LIFE STAGE DESCRIPTION /,ETIOLOGICAL DESCRIPTION /
CAS,DATE DE DÉBUT (aaaa-mm-jj),NOM DU LIEU,LATITUDE (Degrés Décimaux),LONGITUDE (Degrés Décimaux),NOM DE L'ESPÈCE,DESCRIPTION DU STADE BIOLOGIQUE,DESCRIPTION ÉTIOLOGIQUE
980261,,NADINA RIVER            ,54.000859,-126.532768,SOCKEYE SALMON          ,SPENT ADULT,DERMOCYSTIDIUM
980261,,NADINA RIVER            ,54.000859,-126.532768,SOCKEYE SALMON          ,SPENT ADULT,ICHTHYOPHTHIRIUS SP.
980258,,FULTON RIVER HATCHERY   ,54.853338,-126.475918,SOCKEYE SALMON          ,FRY (0 - 4 MONTHS),PARASITES NOT DETECTED
580002, 1958-12-04,FORT BABINE HATCHERY,55.044622,-126.312091,CHINOOK SALMON          ,YEARLING,CYATHOCEPHALUS
650036, 1965-10-26,SKULLY CREEK HATCHERY   ,,,SOCKEYE SALMON          ,UNKNOWN,FUNGAL INFECTION
700085, 1970-08-14,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,YEARLING,BACTERIAL GILL DISEASE
700085, 1970-08-14,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,YEARLING,MYXOBACTERIAL GILL DISEASE
700085, 1970-08-14,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,YEARLING,PSEUDOMONAS SP.
710098, 1971-04-15,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,2 YR,RENIBACTERIUM SALMONINARUM
710101, 1971-05-31,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,CHUM SALMON             ,FRY (0 - 4 MONTHS),FUNGAL INFECTION
710118, 1971-09-14,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,UNKNOWN,BACTERIA NOT IDENTIFIED
710118, 1971-09-14,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,UNKNOWN,FUNGAL INFECTION
710126, 1971-10-21,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,UNDER YLG,BACTERIAL GILL DISEASE
710126, 1971-10-21,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,UNDER YLG,FUNGAL INFECTION
710129, 1971-12-14,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,3 YR,RENIBACTERIUM SALMONINARUM
720132, 1972-01-19,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,YEARLING,RENIBACTERIUM SALMONINARUM
720129, 1972-02-01,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,IMMATURE ADULT,RENIBACTERIUM SALMONINARUM
720145, 1972-07-20,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,COHO SALMON             ,FRY (0 - 4 MONTHS),FUNGAL INFECTION
720146, 1972-07-25,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,COHO SALMON             ,FRY (0 - 4 MONTHS),MYXOBACTERIAL GILL DISEASE
720155, 1972-09-07,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,YEARLING,RENIBACTERIUM SALMONINARUM
720155, 1972-09-07,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,YEARLING,FUNGAL INFECTION
720156, 1972-09-08,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,COHO SALMON             ,UNDER YLG,MYXOBACTERIOSIS
720164, 1972-10-24,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,PACIFIC SALMONS         ,UNDER YLG,MYXOBOLUS NEUROBIUS
720364, 1972-10-24,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,COHO SALMON             ,UNDER YLG,MYXOBOLUS NEUROBIUS
720167, 1972-11-15,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,PACIFIC SALMONS         ,UNKNOWN,MYXOBOLUS NEUROBIUS
730171, 1973-01-23,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,COHO SALMON             ,UNDER YLG,FUNGAL INFECTION
730186, 1973-04-03,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,COHO SALMON             ,SMOLT,MYXOBACTERIOSIS
730191, 1973-05-03,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),BACTERIAL GILL DISEASE
730191, 1973-05-03,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),MYXOBACTERIAL GILL DISEASE
730191, 1973-05-03,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),SAPROLEGNIA SP.
730192, 1973-05-07,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),FUNGAL INFECTION
730192, 1973-05-07,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),MYXOBACTERIOSIS
730195, 1973-05-23,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,COHO SALMON             ,UNDER YLG,FUNGAL INFECTION
730196, 1973-05-23,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,YEARLING,FUSIFORM BACTERIA
730228, 1973-11-27,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,COHO SALMON             ,RIPE ADULT,FUNGAL INFECTION
730228, 1973-11-27,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,COHO SALMON             ,RIPE ADULT,AEROMONAS SALMONICIDA
730228, 1973-11-27,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,COHO SALMON             ,RIPE ADULT,TRYPANOSOMA SP.
740005, 1974-02-27,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,FRY (0 - 4 MONTHS),FUSIFORM BACTERIA
740009, 1974-04-23,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,FRY (0 - 4 MONTHS),BACTERIAL GILL DISEASE
740012, 1974-05-09,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,CHINOOK SALMON          ,UNKNOWN,BACTERIAL GILL DISEASE
740012, 1974-05-09,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,CHINOOK SALMON          ,UNKNOWN,HEXAMITA SP.
740012, 1974-05-09,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,CHINOOK SALMON          ,UNKNOWN,OTHER PROTOZOAN
740213, 1974-05-16,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,UNKNOWN,MYXOBACTERIAL GILL DISEASE
740017, 1974-05-28,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),MOTILE AEROMONAD SEPTICEMIA
740017, 1974-05-28,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),SAPROLEGNIA SP.
740417, 1974-05-30,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,COHO SALMON             ,FRY (0 - 4 MONTHS),BACTERIAL GILL DISEASE
740417, 1974-05-30,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,COHO SALMON             ,FRY (0 - 4 MONTHS),MYXOBACTERIAL GILL DISEASE
740021, 1974-06-07,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,FRY (0 - 4 MONTHS),BACTERIAL GILL DISEASE
740021, 1974-06-07,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,FRY (0 - 4 MONTHS),FUNGAL INFECTION
740021, 1974-06-07,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,FRY (0 - 4 MONTHS),FUSIFORM BACTERIA
740021, 1974-06-07,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,FRY (0 - 4 MONTHS),MYXOBACTERIAL GILL DISEASE
740041, 1974-07-15,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,STEELHEAD,FRY (0 - 4 MONTHS),TRICHODINA SP.
740059, 1974-08-20,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,STEELHEAD,YEARLING,RENIBACTERIUM SALMONINARUM
740060, 1974-08-20,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,SMOLT,RENIBACTERIUM SALMONINARUM
740264, 1974-09-04,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,COHO SALMON             ,UNDER YLG,FUNGAL INFECTION
740085, 1974-10-09,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,UNDER YLG,COLDWATER DISEASE
740091, 1974-10-17,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,UNDER YLG,COLDWATER DISEASE
740091, 1974-10-17,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,UNDER YLG,FUNGAL INFECTION
740095, 1974-10-21,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,JACK,RENIBACTERIUM SALMONINARUM
740095, 1974-10-21,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,JACK,FUNGAL INFECTION
740100, 1974-10-31,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
740500, 1974-10-31,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
740100, 1974-10-31,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,RIPE ADULT,MYXIDIUM SP.
740100, 1974-10-31,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,RIPE ADULT,MYXOBOLUS SQUAMALIS
740100, 1974-10-31,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,RIPE ADULT,MYXOSPORIDEA
740101, 1974-11-04,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,RIPE ADULT,FUNGAL INFECTION
740101, 1974-11-04,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,RIPE ADULT,AEROMONAS SALMONICIDA
740201, 1974-11-04,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,SMOLT,AEROMONAS SALMONICIDA
740101, 1974-11-04,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,RIPE ADULT,HENNEGUYA SP.
740101, 1974-11-04,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,RIPE ADULT,MOTILE AEROMONAD SEPTICEMIA
740101, 1974-11-04,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,RIPE ADULT,PSEUDOMONAS SP.
740102, 1974-11-05,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,JACK,AEROMONAS SALMONICIDA
740302, 1974-11-05,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,COHO SALMON             ,RIPE ADULT,AEROMONAS SALMONICIDA
740502, 1974-11-05,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,SOCKEYE SALMON          ,RIPE ADULT,AEROMONAS SALMONICIDA
740602, 1974-11-05,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,SMOLT,AEROMONAS SALMONICIDA
740102, 1974-11-05,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,JACK,MOTILE AEROMONAD SEPTICEMIA
740105, 1974-11-08,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,UNKNOWN,MYXOBACTERIOSIS
740111, 1974-11-21,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,RIPE ADULT,FUNGAL INFECTION
740111, 1974-11-21,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,RIPE ADULT,MOTILE AEROMONAD SEPTICEMIA
740111, 1974-11-21,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,RIPE ADULT,MYXIDIUM SP.
740113, 1974-11-27,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,UNKNOWN,COLDWATER DISEASE
740116, 1974-11-29,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,SMOLT,FUNGAL INFECTION
740116, 1974-11-29,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,SMOLT,AEROMONAS SALMONICIDA
740317, 1974-12-12,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
740317, 1974-12-12,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,RIPE ADULT,AEROMONAS SALMONICIDA
740317, 1974-12-12,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,RIPE ADULT,SALMINCOLA SP.
740118, 1974-12-13,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,COHO SALMON             ,RIPE ADULT,AEROMONAS SALMONICIDA
740121, 1974-12-19,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
740121, 1974-12-19,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,RIPE ADULT,AEROMONAS SALMONICIDA
750002, 1975-01-06,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,SAC FRY/ALEVINS,FUNGAL INFECTION
750012, 1975-02-18,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,SMOLT,FUNGAL INFECTION
750012, 1975-02-18,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,SMOLT,AEROMONAS SALMONICIDA
750012, 1975-02-18,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,SMOLT,INFECTIOUS HEMATOPOIETIC NECROSIS
750036, 1975-04-02,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,FRY (0 - 4 MONTHS),FUSIFORM BACTERIA
750039, 1975-04-09,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,FRY (0 - 4 MONTHS),FUSIFORM BACTERIA
750045, 1975-04-28,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),HEXAMITA SP.
750047, 1975-04-29,QUINSAM HATCHERY        ,50.027834,-125.311497,CHUM SALMON             ,UNKNOWN,HEXAMITA SP.
750048, 1975-04-29,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),HEXAMITA SP.
750047, 1975-04-29,QUINSAM HATCHERY        ,50.027834,-125.311497,CHUM SALMON             ,UNKNOWN,MYXOBACTERIOSIS
750050, 1975-04-30,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),BACTERIAL GILL DISEASE
750050, 1975-04-30,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),MOTILE AEROMONAD SEPTICEMIA
750055, 1975-05-05,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),CRYPTOBIA SP.
750065, 1975-05-14,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,COHO SALMON             ,UNKNOWN,FUSIFORM BACTERIA
750067, 1975-05-15,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,UNDER YLG,MYXOBACTERIOSIS
750074, 1975-05-24,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,STEELHEAD,UNDER YLG,AEROMONAS SALMONICIDA
750375, 1975-05-26,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,YEARLING,RENIBACTERIUM SALMONINARUM
750375, 1975-05-26,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,YEARLING,AEROMONAS SALMONICIDA
750375, 1975-05-26,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,YEARLING,MYXOBACTERIOSIS
750078, 1975-05-27,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),BACTERIAL GILL DISEASE
750101, 1975-06-12,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,YEARLING,RENIBACTERIUM SALMONINARUM
750101, 1975-06-12,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,YEARLING,COLDWATER DISEASE
750092, 1975-06-13,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,UNKNOWN,COLDWATER DISEASE
750109, 1975-06-27,QUINSAM HATCHERY        ,50.027834,-125.311497,NON-FISH SAMPLE         ,UNKNOWN,BACTERIA NOT IDENTIFIED
750115, 1975-07-04,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,2 YR,FUNGAL INFECTION
750121, 1975-07-14,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,COHO SALMON             ,FRY (0 - 4 MONTHS),AEROMONAS SALMONICIDA
750127, 1975-07-17,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,COHO SALMON             ,UNKNOWN,AEROMONAS SALMONICIDA
750150, 1975-08-21,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,UNDER YLG,RENIBACTERIUM SALMONINARUM
750350, 1975-08-21,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,CHINOOK SALMON          ,UNDER YLG,RENIBACTERIUM SALMONINARUM
750150, 1975-08-21,CAPILANO HATCHERY & RIVER,49.344072,-123.1258,COHO SALMON             ,UNDER YLG,MYXOBACTERIOSIS
750156, 1975-09-05,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,UNKNOWN,COLDWATER DISEASE
750182, 1975-10-07,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,RIPE ADULT,ANISAKIS
750182, 1975-10-07,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,RIPE ADULT,AEROMONAS SALMONICIDA
750182, 1975-10-07,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,RIPE ADULT,MYXOSPORIDEA
750183, 1975-10-08,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,UNKNOWN,MYXOBACTERIAL GILL DISEASE
750189, 1975-10-14,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,UNKNOWN,MYCOBACTERIAL INFECTION
750192, 1975-10-17,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,CHINOOK SALMON          ,RIPE ADULT,AEROMONAS SALMONICIDA
750192, 1975-10-17,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,CHINOOK SALMON          ,RIPE ADULT,MYXOSPORIDEA
750195, 1975-10-22,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,CHINOOK SALMON          ,RIPE ADULT,AEROMONAS SALMONICIDA
750496, 1975-10-24,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,RIPE ADULT,AEROMONAS SALMONICIDA
750496, 1975-10-24,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,RIPE ADULT,MYXIDIUM SP.
750496, 1975-10-24,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,RIPE ADULT,MYXOSPORIDEA
750496, 1975-10-24,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,CHINOOK SALMON          ,RIPE ADULT,PARASITE WORM
750203, 1975-11-04,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,RENIBACTERIUM SALMONINARUM
750203, 1975-11-04,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,COLDWATER DISEASE
750203, 1975-11-04,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,CRYPTOBIA SP.
750202, 1975-11-04,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,RIPE ADULT,AEROMONAS SALMONICIDA
750203, 1975-11-04,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,SAPROLEGNIA SP.
750204, 1975-11-05,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,RENIBACTERIUM SALMONINARUM
750204, 1975-11-05,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,COLDWATER DISEASE
750204, 1975-11-05,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,CRYPTOBIA SP.
750204, 1975-11-05,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,MYXIDIUM SP.
750204, 1975-11-05,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,SAPROLEGNIA SP.
750205, 1975-11-06,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,UNKNOWN,COLDWATER DISEASE
750207, 1975-11-07,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,COHO SALMON             ,RIPE ADULT,AEROMONAS SALMONICIDA
750208, 1975-11-08,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,RIPE ADULT,AEROMONAS SALMONICIDA
750226, 1975-12-05,QUINSAM HATCHERY        ,50.027834,-125.311497,STEELHEAD,UNDER YLG,GYRODACTYLUS SP.
750228, 1975-12-09,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,COHO SALMON             ,RIPE ADULT,RENIBACTERIUM SALMONINARUM
750228, 1975-12-09,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,COHO SALMON             ,RIPE ADULT,FUNGAL INFECTION
750228, 1975-12-09,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,COHO SALMON             ,RIPE ADULT,AEROMONAS SALMONICIDA
750232, 1975-12-12,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,COHO SALMON             ,RIPE ADULT,AEROMONAS SALMONICIDA
750233, 1975-12-17,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,2 YR,OTHER BACTERIAL
750236, 1975-12-24,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,RENIBACTERIUM SALMONINARUM
750236, 1975-12-24,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,COLDWATER DISEASE
760007, 1976-01-15,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,YEARLING,RENIBACTERIUM SALMONINARUM
760007, 1976-01-15,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,YEARLING,COLDWATER DISEASE
760007, 1976-01-15,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,YEARLING,CRYPTOBIA SP.
760807, 1976-01-15,QUINSAM HATCHERY        ,50.027834,-125.311497,STEELHEAD,YEARLING,CRYPTOBIA SP.
760007, 1976-01-15,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,YEARLING,FUNGAL INFECTION
760008, 1976-01-15,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,COHO SALMON             ,SAC FRY/ALEVINS,FUNGAL INFECTION
760007, 1976-01-15,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,YEARLING,AEROMONAS SALMONICIDA
760807, 1976-01-15,QUINSAM HATCHERY        ,50.027834,-125.311497,STEELHEAD,YEARLING,GYRODACTYLUS SP.
760025, 1976-02-20,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,COHO SALMON             ,FRY (0 - 4 MONTHS),FUNGAL INFECTION
760030, 1976-03-02,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,UNDER YLG,AEROMONAS SALMONICIDA
760034, 1976-03-10,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,YEARLING,RENIBACTERIUM SALMONINARUM
760037, 1976-03-10,QUINSAM HATCHERY        ,50.027834,-125.311497,STEELHEAD,YEARLING,COLDWATER DISEASE
760034, 1976-03-10,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,YEARLING,FUNGAL INFECTION
760039, 1976-03-11,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,YEARLING,RENIBACTERIUM SALMONINARUM
760040, 1976-03-11,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,YEARLING,RENIBACTERIUM SALMONINARUM
760035, 1976-03-11,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,YEARLING,AEROMONAS SALMONICIDA
760036, 1976-03-11,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,YEARLING,AEROMONAS SALMONICIDA
760038, 1976-03-11,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,YEARLING,AEROMONAS SALMONICIDA
760039, 1976-03-11,QUINSAM HATCHERY        ,50.027834,-125.311497,COHO SALMON             ,YEARLING,AEROMONAS SALMONICIDA
760042, 1976-03-18,ROBERTSON CK. & HATCHERY,49.316215,-124.996305,COHO SALMON             ,UNDER YLG,MYXOBACTERIOSIS
760045, 1976-04-14,ROSEWALL CREEK HATCHERY ,49.457643,-124.816229,SOCKEYE SALMON          ,FRY (0 - 4 MONTHS),MYXOBACTERIOSIS
760048, 1976-04-20,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),FUNGAL INFECTION
760048, 1976-04-20,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),FUSIFORM BACTERIA
760048, 1976-04-20,QUINSAM HATCHERY        ,50.027834,-125.311497,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),HEXAMITA SP.
760051, 1976-04-27,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,COHO SALMON             ,FRY (0 - 4 MONTHS),FUNGAL INFECTION
760050, 1976-04-27,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),MYXOBACTERIAL GILL DISEASE
760051, 1976-04-27,BIG QUALICUM HAT. & R.  ,49.399036,-124.616359,COHO SALMON             ,FRY (0 - 4 MONTHS),MYXOBACTERIAL GILL DISEASE
760050, 1976-04-27,PUNTLEDGE RIVER HATCHERY,49.687476,-125.053097,CHINOOK SALMON          ,FRY (0 - 4 MONTHS),SAPROLEGNIA SP.
