Year,Product,Origin,Destination / PADD,Mode of Transportation,Volume (m3),Volume (bbl),Value (CN$),Value (US$),Price (CN cents/L),Price (US cents/gallon)
1996,Butane,Total,PADD II,Pipeline,554619.5,3488445.7311,70854193.7,51989814.252,12.775279,35.484188
1996,Butane,Total,PADD II,Railway,837211.4,5265892.26372,119935125.55,88051760.18203,14.325548,39.812063
1996,Butane,Total,PADD II,Total,1412118.3,8881941.68334,193821228.07,142265123.25622,13.725565,38.136349
1996,Butane,Total,PADD II,Truck,20287.4,127603.68852,3031908.82,2223548.82219,14.944787,41.488911
1996,Butane,Total,PADD III,Railway,10678.0,67162.4844,1418452.8,1040315.84458,13.28388,36.879672
1996,Butane,Total,PADD III,Total,10678.0,67162.4844,1418452.8,1040315.84458,13.28388,36.879672
1996,Butane,Total,PADD IV,Pipeline,176912.6,1112744.87148,22671814.5,16645115.65426,12.815262,35.615564
1996,Butane,Total,PADD IV,Railway,179205.8,1127168.64084,20805434.53,15263979.23761,11.609799,32.242406
1996,Butane,Total,PADD IV,Total,356417.4,2241794.16252,43509153.03,31932357.15253,12.207359,33.914375
1996,Butane,Total,PADD IV,Truck,299.0,1880.6502,31904.0,23262.26066,10.670234,29.450488
1996,Butane,Total,PADD V,Railway,840053.7,5283769.76226,99886638.63,73411339.94286,11.890506,33.080179
1996,Butane,Total,PADD V,Total,840053.7,5283769.76226,99886638.63,73411339.94286,11.890506,33.080179
1996,Butane,Total,Total,Pipeline,731532.1,4601190.60258,93526008.2,68634929.90626,12.784949,35.515959
1996,Butane,Total,Total,Railway,2099636.2,13206291.77076,272490388.45,200110153.33526,12.977981,36.077534
1996,Butane,Total,Total,Total,2854094.8,17951685.47304,369352412.34,271191092.75502,12.94114,35.968205
1996,Butane,Total,Total,Truck,22926.5,144203.0997,3336015.69,2446009.5135,14.550915,40.386122
1996,Propane,Alberta,PADD I,Railway,11459.7,72079.22106,1736674.76,1283700.62226,15.154626,42.403555
1996,Propane,Alberta,PADD I,Total,11459.7,72079.22106,1736674.76,1283700.62226,15.154626,42.403555
1996,Propane,Alberta,PADD II,Railway,174386.2,1096854.32076,24703800.59,18154271.03301,14.166144,39.40746
1996,Propane,Alberta,PADD II,Total,174863.2,1099854.55536,24762713.79,18197413.95625,14.161192,39.393359
1996,Propane,Alberta,PADD II,Truck,477.0,3000.2346,58913.2,43142.92324,12.350775,34.237569
1996,Propane,Alberta,PADD III,Total,197.0,1239.0906,37153.0,27266.58153,18.85939,52.393358
1996,Propane,Alberta,PADD III,Truck,197.0,1239.0906,37153.0,27266.58153,18.85939,52.393358
1996,Propane,Alberta,PADD IV,Railway,29089.8,182969.02404,4477259.01,3291808.13846,15.391164,42.835666
1996,Propane,Alberta,PADD IV,Total,148067.4,931314.33252,21514980.06,15810116.67915,14.530531,40.419169
1996,Propane,Alberta,PADD IV,Truck,118977.6,748345.30848,17037721.05,12518308.54069,14.320108,39.82834
1996,Propane,Alberta,PADD V,Railway,211113.1,1327859.17638,27521073.58,20215115.18219,13.036175,36.24706
1996,Propane,Alberta,PADD V,Total,215577.0,1355936.2146,28014805.09,20576672.43687,12.995266,36.131374
1996,Propane,Alberta,PADD V,Truck,4463.9,28077.03822,493731.51,361557.25468,11.060541,30.660158
1996,Propane,Alberta,Total,Railway,426048.8,2679761.74224,58438807.94,42944894.97592,13.716458,38.156098
1996,Propane,Alberta,Total,Total,550164.3,3460423.41414,76066326.7,55895170.27606,13.82611,38.458615
1996,Propane,Alberta,Total,Truck,124115.5,780661.6719,17627518.76,12950275.30014,14.202511,39.497057
1996,Propane,British Columbia,PADD I,Railway,240.0,1509.552,33336.0,24235.5507,13.89,38.225522
1996,Propane,British Columbia,PADD I,Total,273.0,1717.1154,38352.0,27909.46852,14.048351,38.699083
1996,Propane,British Columbia,PADD I,Truck,33.0,207.5634,5016.0,3673.91782,15.2,42.143176
1996,Propane,British Columbia,PADD II,Railway,384.5,2418.4281,49773.58,36329.02806,12.945014,35.765901
1996,Propane,British Columbia,PADD II,Total,437.5,2751.7875,58028.58,42427.01015,13.263675,36.709303
1996,Propane,British Columbia,PADD II,Truck,53.0,333.3594,8255.0,6097.98209,15.575471,43.553397
1996,Propane,British Columbia,PADD III,Railway,3151.7,19823.56266,377573.66,276549.95971,11.98,33.215477
1996,Propane,British Columbia,PADD III,Total,3151.7,19823.56266,377573.66,276549.95971,11.98,33.215477
1996,Propane,British Columbia,PADD IV,Railway,13210.9,83093.91882,2132524.02,1568206.50789,16.142155,44.93478
1996,Propane,British Columbia,PADD IV,Total,28674.9,180359.38602,4272529.92,3134834.34596,14.899894,41.383234
1996,Propane,British Columbia,PADD IV,Truck,15464.0,97265.4672,2140005.9,1566627.83807,13.838631,38.349149
1996,Propane,British Columbia,PADD V,Railway,141949.1,892831.44918,20449668.8,15022795.88581,14.406339,40.061747
1996,Propane,British Columbia,PADD V,Total,156462.1,984115.31658,22636155.3,16623537.45713,14.4675,40.218516
1996,Propane,British Columbia,PADD V,Truck,14513.0,91283.8674,2186486.5,1600741.57132,15.06571,41.751857
1996,Propane,British Columbia,Other,Railway,21260.6,133724.92188,2501639.03,1833014.78076,11.766549,32.636398
1996,Propane,British Columbia,Other,Total,21260.6,133724.92188,2501639.03,1833014.78076,11.766549,32.636398
1996,Propane,British Columbia,Total,Railway,180196.8,1133401.83264,25544515.09,18761131.71293,14.175898,39.411567
1996,Propane,British Columbia,Total,Total,210259.8,1322492.09004,29884278.49,21938273.02223,14.213025,39.49644
1996,Propane,British Columbia,Total,Truck,30063.0,189090.2574,4339763.4,3177141.3093,14.435563,40.005156
1996,Propane,Manitoba,PADD I,Railway,3596.0,22618.1208,375302.3,273180.21242,10.43666,28.756851
1996,Propane,Manitoba,PADD I,Total,3596.0,22618.1208,375302.3,273180.21242,10.43666,28.756851
1996,Propane,Manitoba,PADD II,Pipeline,556820.0,3502286.436,80115048.5,58812382.44358,14.387961,39.98211
1996,Propane,Manitoba,PADD II,Railway,149378.4,939560.26032,21175555.68,15550412.85834,14.175781,39.406321
1996,Propane,Manitoba,PADD II,Total,751774.4,4728510.62112,107630389.18,79012966.42666,14.316846,39.785296
1996,Propane,Manitoba,PADD II,Truck,45576.0,286663.9248,6339785.0,4650171.12474,13.910358,38.622864
1996,Propane,Manitoba,PADD III,Total,977.0,6145.1346,125205.9,91719.5358,12.815342,35.536858
1996,Propane,Manitoba,PADD III,Truck,977.0,6145.1346,125205.9,91719.5358,12.815342,35.536858
1996,Propane,Manitoba,PADD IV,Total,211.0,1327.1478,28323.0,20690.51751,13.423222,37.119375
1996,Propane,Manitoba,PADD IV,Truck,211.0,1327.1478,28323.0,20690.51751,13.423222,37.119375
1996,Propane,Manitoba,PADD V,Railway,242.4,1524.64752,32699.76,23929.57189,13.49,37.369223
1996,Propane,Manitoba,PADD V,Total,242.4,1524.64752,32699.76,23929.57189,13.49,37.369223
1996,Propane,Manitoba,Total,Pipeline,556820.0,3502286.436,80115048.5,58812382.44358,14.387961,39.98211
1996,Propane,Manitoba,Total,Railway,153216.8,963703.02864,21583557.74,15847522.64265,14.086939,39.153153
1996,Propane,Manitoba,Total,Total,756800.8,4760125.67184,108191920.14,79422486.26428,14.295957,39.725892
1996,Propane,Manitoba,Total,Truck,46764.0,294136.2072,6493313.9,4762581.17805,13.885283,38.551608
1996,Propane,New Brunswick,PADD I,Total,11879.0,74716.5342,1710576.0,1255612.25514,14.4,40.011739
1996,Propane,New Brunswick,PADD I,Truck,11879.0,74716.5342,1710576.0,1255612.25514,14.4,40.011739
1996,Propane,New Brunswick,Total,Total,11879.0,74716.5342,1710576.0,1255612.25514,14.4,40.011739
1996,Propane,New Brunswick,Total,Truck,11879.0,74716.5342,1710576.0,1255612.25514,14.4,40.011739
1996,Propane,Nova Scotia,PADD I,Railway,2533.0,15932.0634,464798.6,339308.39008,18.349727,50.707379
1996,Propane,Nova Scotia,PADD I,Total,2533.0,15932.0634,464798.6,339308.39008,18.349727,50.707379
1996,Propane,Nova Scotia,Total,Railway,2533.0,15932.0634,464798.6,339308.39008,18.349727,50.707379
1996,Propane,Nova Scotia,Total,Total,2533.0,15932.0634,464798.6,339308.39008,18.349727,50.707379
1996,Propane,Ontario,PADD I,Railway,714526.0,4494225.6348,106149255.91,77933836.69309,14.855898,41.287611
1996,Propane,Ontario,PADD I,Total,1045850.4,6578189.84592,159252121.93,116932487.10456,15.227046,42.323092
1996,Propane,Ontario,PADD I,Truck,331324.4,2083964.21112,53102866.02,38998650.41147,16.027454,44.556176
1996,Propane,Ontario,PADD II,Pipeline,1363778.9,8577896.52522,203747412.59,149502978.42719,14.939915,41.497088
1996,Propane,Ontario,PADD II,Railway,50393.4,316964.40732,8020695.36,5889414.7582,15.916162,44.239504
1996,Propane,Ontario,PADD II,Total,1895207.0,11920472.9886,287553019.63,210974034.28162,15.172644,42.13899
1996,Propane,Ontario,PADD II,Truck,481034.7,3025612.05606,75784911.68,55581641.09623,15.754562,43.738787
1996,Propane,Ontario,PADD IV,Railway,1279.2,8045.91216,264977.56,197322.82005,20.714318,58.391635
1996,Propane,Ontario,PADD IV,Total,1279.2,8045.91216,264977.56,197322.82005,20.714318,58.391635
1996,Propane,Ontario,Total,Pipeline,1363778.9,8577896.52522,203747412.59,149502978.42719,14.939915,41.497088
1996,Propane,Ontario,Total,Railway,766198.6,4819235.95428,114434928.83,84020574.27134,14.935413,41.510318
1996,Propane,Ontario,Total,Total,2942336.6,18506708.74668,447070119.12,328103844.20623,15.19439,42.211495
1996,Propane,Ontario,Total,Truck,812359.1,5109576.26718,128887777.7,94580291.5077,15.865862,44.072163
1996,Propane,Québec,PADD I,Railway,7992.0,50268.0816,775271.9,566989.78151,9.700599,26.855392
1996,Propane,Québec,PADD I,Total,65239.4,410342.77812,10266977.58,7539460.69489,15.737388,43.746376
1996,Propane,Québec,PADD I,Truck,57247.4,360074.69652,9491705.68,6972470.91338,16.580151,46.104435
1996,Propane,Québec,PADD II,Total,34.0,213.8532,5215.6,3819.55327,15.34,42.525108
1996,Propane,Québec,PADD II,Truck,34.0,213.8532,5215.6,3819.55327,15.34,42.525108
1996,Propane,Québec,PADD IV,Total,5096.6,32056.59468,797736.92,583989.62226,15.652335,43.374684
1996,Propane,Québec,PADD IV,Truck,5096.6,32056.59468,797736.92,583989.62226,15.652335,43.374684
1996,Propane,Québec,Total,Railway,7992.0,50268.0816,775271.9,566989.78151,9.700599,26.855392
1996,Propane,Québec,Total,Total,70370.0,442613.226,11069930.1,8127269.87042,15.731036,43.718868
1996,Propane,Québec,Total,Truck,62378.0,392345.1444,10294658.2,7560280.08891,16.503668,45.879449
1996,Propane,Saskatchewan,PADD I,Railway,10505.3,66076.23594,1608590.3,1176659.05824,15.312178,42.398838
1996,Propane,Saskatchewan,PADD I,Total,10505.3,66076.23594,1608590.3,1176659.05824,15.312178,42.398838
1996,Propane,Saskatchewan,PADD II,Pipeline,2736467.2,17211831.39456,391000606.29,287099424.9156,14.288517,39.714933
1996,Propane,Saskatchewan,PADD II,Railway,153834.9,967590.75402,22398345.14,16447338.38088,14.559989,40.471801
1996,Propane,Saskatchewan,PADD II,Total,2919224.7,18361339.51806,417955925.53,306890824.66657,14.31736,39.794968
1996,Propane,Saskatchewan,PADD II,Truck,28922.6,181917.36948,4556974.1,3344061.37009,15.755755,43.767188
1996,Propane,Saskatchewan,PADD IV,Total,10868.6,68361.32028,1460504.5,1069846.07554,13.437834,37.261422
1996,Propane,Saskatchewan,PADD IV,Truck,10868.6,68361.32028,1460504.5,1069846.07554,13.437834,37.261422
1996,Propane,Saskatchewan,PADD V,Railway,6026.0,37902.3348,707970.92,520162.49068,11.748604,32.675455
1996,Propane,Saskatchewan,PADD V,Total,6026.0,37902.3348,707970.92,520162.49068,11.748604,32.675455
1996,Propane,Saskatchewan,Total,Pipeline,2736467.2,17211831.39456,391000606.29,287099424.9156,14.288517,39.714933
1996,Propane,Saskatchewan,Total,Railway,170366.2,1071569.32476,24714906.36,18144159.9298,14.50693,40.314862
1996,Propane,Saskatchewan,Total,Total,2946624.6,18533679.40908,421732991.25,309657492.29103,14.312409,39.780345
1996,Propane,Saskatchewan,Total,Truck,39791.2,250278.68976,6017478.6,4413907.44563,15.122636,41.990201
1996,Propane,Total,PADD I,Railway,750852.0,4722708.9096,111143229.77,81597910.3083,14.802281,41.137365
1996,Propane,Total,PADD I,Total,1151335.8,7241671.91484,175453393.47,128828317.80611,15.239115,42.356601
1996,Propane,Total,PADD I,Truck,400483.8,2518963.00524,64310163.7,47230407.49781,16.058118,44.642498
1996,Propane,Total,PADD II,Pipeline,4657066.1,29292014.35578,674863067.38,495414785.78637,14.491163,40.268767
1996,Propane,Total,PADD II,Railway,528377.4,3323388.17052,76348170.35,56077766.05849,14.449552,40.175215
1996,Propane,Total,PADD II,Total,5741540.8,36113143.32384,837965292.31,615121485.89452,14.59478,40.554981
1996,Propane,Total,PADD II,Truck,556097.3,3497740.79754,86754054.58,63628934.04966,15.600517,43.312736
1996,Propane,Total,PADD III,Railway,3151.7,19823.56266,377573.66,276549.95971,11.98,33.215477
1996,Propane,Total,PADD III,Total,4325.7,27207.78786,539932.56,395536.07704,12.481969,34.613175
1996,Propane,Total,PADD III,Truck,1174.0,7384.2252,162358.9,118986.11733,13.829548,38.365419
1996,Propane,Total,PADD IV,Railway,43579.9,274108.85502,6874760.59,5057337.4664,15.775071,43.928609
1996,Propane,Total,PADD IV,Total,194197.7,1221464.69346,28339051.96,20816800.06047,14.592887,40.57716
1996,Propane,Total,PADD IV,Truck,150617.8,947355.83844,21464291.37,15759462.59407,14.250833,39.607446
1996,Propane,Total,PADD V,Railway,359330.6,2260117.60788,48711413.06,35782003.13057,13.556154,37.694866
1996,Propane,Total,PADD V,Total,378307.5,2379478.5135,51391631.07,37744301.95657,13.584618,37.767496
1996,Propane,Total,PADD V,Truck,18976.9,119360.90562,2680218.01,1962298.826,14.123581,39.142777
1996,Propane,Total,Other,Railway,21260.6,133724.92188,2501639.03,1833014.78076,11.766549,32.636398
1996,Propane,Total,Other,Total,21260.6,133724.92188,2501639.03,1833014.78076,11.766549,32.636398
1996,Propane,Total,Total,Pipeline,4657066.1,29292014.35578,674863067.38,495414785.78637,14.491163,40.268767
1996,Propane,Total,Total,Railway,1706552.2,10733872.02756,245956786.46,180624581.70423,14.412497,40.065359
1996,Propane,Total,Total,Total,7490968.1,47116691.15538,1096190940.4,804739456.57547,14.633501,40.66578
1996,Propane,Total,Total,Truck,1127349.8,7090804.77204,175371086.56,128700089.08487,15.556048,43.21474
1997,Butane,Alberta,PADD I,Railway,2497.0,15705.6306,264682.0,190913.15637,10.6,28.942037
1997,Butane,Alberta,PADD I,Total,2497.0,15705.6306,264682.0,190913.15637,10.6,28.942037
1997,Butane,Alberta,PADD II,Railway,18324.0,115254.2952,2616667.4,1904579.15895,14.280001,39.345088
1997,Butane,Alberta,PADD II,Total,18324.0,115254.2952,2616667.4,1904579.15895,14.280001,39.345088
1997,Butane,Alberta,PADD III,Railway,1757.0,11051.1786,232554.0,169188.40287,13.235856,36.451097
1997,Butane,Alberta,PADD III,Total,1757.0,11051.1786,232554.0,169188.40287,13.235856,36.451097
1997,Butane,Alberta,PADD IV,Pipeline,78330.0,492680.034,13928529.0,10256104.82658,17.781857,49.563968
1997,Butane,Alberta,PADD IV,Railway,157261.0,989140.2378,20527788.8,14778927.20615,13.053324,35.574076
1997,Butane,Alberta,PADD IV,Total,235710.0,1482568.758,34468979.4,25043906.77864,14.623469,40.219421
1997,Butane,Alberta,PADD IV,Truck,119.0,748.4862,12661.6,8874.74591,10.64,28.230639
1997,Butane,Alberta,PADD V,Railway,445652.9,2803067.61042,58831048.84,42933654.68686,13.201091,36.468078
1997,Butane,Alberta,PADD V,Total,445883.9,2804520.55422,58869856.84,42962291.05049,13.202956,36.473495
1997,Butane,Alberta,PADD V,Truck,231.0,1452.9438,38808.0,28636.36363,16.8,46.926445
1997,Butane,Alberta,Total,Pipeline,78330.0,492680.034,13928529.0,10256104.82658,17.781857,49.563968
1997,Butane,Alberta,Total,Railway,625491.9,3934218.95262,82472741.04,59977262.6112,13.185261,36.2975
1997,Butane,Alberta,Total,Total,704171.9,4429100.41662,96452739.64,70270878.54732,13.697328,37.775347
1997,Butane,Alberta,Total,Truck,350.0,2201.43,51469.6,37511.10954,14.7056,40.569869
1997,Butane,British Columbia,PADD I,Railway,1750.0,11007.15,224000.0,161098.9248,12.8,34.847075
1997,Butane,British Columbia,PADD I,Total,1750.0,11007.15,224000.0,161098.9248,12.8,34.847075
1997,Butane,British Columbia,PADD IV,Railway,16613.0,104492.4474,2255547.0,1641805.41559,13.576999,37.409798
1997,Butane,British Columbia,PADD IV,Total,16639.0,104655.9822,2259005.0,1644326.19121,13.576567,37.408689
1997,Butane,British Columbia,PADD IV,Truck,26.0,163.5348,3458.0,2520.77562,13.3,36.700551
1997,Butane,British Columbia,PADD V,Railway,246313.0,1549259.5074,32919133.0,23849758.03706,13.364756,36.652904
1997,Butane,British Columbia,PADD V,Total,246313.0,1549259.5074,32919133.0,23849758.03706,13.364756,36.652904
1997,Butane,British Columbia,Total,Railway,264676.0,1664759.1048,35398680.0,25652662.37745,13.374344,36.688472
1997,Butane,British Columbia,Total,Total,264702.0,1664922.6396,35402138.0,25655183.15307,13.374337,36.688475
1997,Butane,British Columbia,Total,Truck,26.0,163.5348,3458.0,2520.77562,13.3,36.700551
1997,Butane,Manitoba,PADD II,Pipeline,314229.0,1976437.5642,39487596.0,28459248.21416,12.566502,34.283796
1997,Butane,Manitoba,PADD II,Railway,145245.0,913562.001,22267556.1,16073345.4989,15.331031,41.890626
1997,Butane,Manitoba,PADD II,Total,459474.0,2889999.5652,61755152.1,44532593.71306,13.440401,36.688403
1997,Butane,Manitoba,PADD V,Railway,2135.0,13428.723,392413.0,290978.05131,18.38,51.59102
1997,Butane,Manitoba,PADD V,Total,2135.0,13428.723,392413.0,290978.05131,18.38,51.59102
1997,Butane,Manitoba,Total,Pipeline,314229.0,1976437.5642,39487596.0,28459248.21416,12.566502,34.283796
1997,Butane,Manitoba,Total,Railway,147380.0,926990.724,22659969.1,16364323.55021,15.375199,42.031147
1997,Butane,Manitoba,Total,Total,461609.0,2903428.2882,62147565.1,44823571.76437,13.463248,36.757328
1997,Butane,Ontario,PADD I,Railway,224312.7,1410882.02046,32444091.04,23328262.70268,14.463778,39.367721
1997,Butane,Ontario,PADD I,Total,224770.7,1413762.74886,32515047.64,23379260.02294,14.465874,39.373391
1997,Butane,Ontario,PADD I,Truck,458.0,2880.7284,70956.6,50997.32026,15.492707,42.149619
1997,Butane,Ontario,PADD II,Pipeline,538469.9,3386867.97702,88130327.48,63730842.55546,16.366806,44.802268
1997,Butane,Ontario,PADD II,Railway,407757.7,2564714.38146,63901261.9,46335952.48174,15.67138,43.015768
1997,Butane,Ontario,PADD II,Total,949542.1,5972429.90058,152610669.28,110485073.77692,16.072027,44.045461
1997,Butane,Ontario,PADD II,Truck,3314.5,20847.5421,579079.9,418278.73972,17.471108,47.770472
1997,Butane,Ontario,PADD III,Railway,3532.0,22215.5736,350824.0,254674.15683,9.932729,27.294551
1997,Butane,Ontario,PADD III,Total,3532.0,22215.5736,350824.0,254674.15683,9.932729,27.294551
1997,Butane,Ontario,PADD IV,Railway,4450.0,27989.61,592928.0,421989.21939,13.324224,35.896581
1997,Butane,Ontario,PADD IV,Total,4450.0,27989.61,592928.0,421989.21939,13.324224,35.896581
1997,Butane,Ontario,PADD V,Railway,13867.0,87220.6566,1938912.6,1404366.25481,13.982206,38.336249
1997,Butane,Ontario,PADD V,Total,13867.0,87220.6566,1938912.6,1404366.25481,13.982206,38.336249
1997,Butane,Ontario,Total,Pipeline,538469.9,3386867.97702,88130327.48,63730842.55546,16.366806,44.802268
1997,Butane,Ontario,Total,Railway,653919.4,4113022.24212,99228017.54,71745244.81545,15.174349,41.531792
1997,Butane,Ontario,Total,Total,1196161.8,7523618.48964,188008381.52,135945363.43089,15.717637,43.021567
1997,Butane,Ontario,Total,Truck,3772.5,23728.2705,650036.5,469276.05998,17.230921,47.088071
1997,Butane,Québec,PADD I,Railway,11439.0,71949.0222,1500871.0,1091452.16873,13.120648,36.11839
1997,Butane,Québec,PADD I,Total,11439.0,71949.0222,1500871.0,1091452.16873,13.120648,36.11839
1997,Butane,Québec,PADD II,Railway,12652.0,79578.5496,1562780.9,1129085.83152,12.352046,33.781546
1997,Butane,Québec,PADD II,Total,12652.0,79578.5496,1562780.9,1129085.83152,12.352046,33.781546
1997,Butane,Québec,PADD IV,Railway,4476.0,28153.1448,645222.9,466212.12878,14.415167,39.428045
1997,Butane,Québec,PADD IV,Total,4476.0,28153.1448,645222.9,466212.12878,14.415167,39.428045
1997,Butane,Québec,PADD V,Railway,1158.0,7283.5884,135486.0,97894.50867,11.7,32.000852
1997,Butane,Québec,PADD V,Total,1158.0,7283.5884,135486.0,97894.50867,11.7,32.000852
1997,Butane,Québec,Total,Railway,29725.0,186964.305,3844360.8,2784644.6377,12.933089,35.46171
1997,Butane,Québec,Total,Total,29725.0,186964.305,3844360.8,2784644.6377,12.933089,35.46171
1997,Butane,Saskatchewan,PADD I,Railway,8265.0,51985.197,1014229.2,724425.7438,12.271375,33.178959
1997,Butane,Saskatchewan,PADD I,Total,8265.0,51985.197,1014229.2,724425.7438,12.271375,33.178959
1997,Butane,Saskatchewan,PADD II,Pipeline,7973.0,50148.5754,797300.0,577544.36798,10.0,27.420499
1997,Butane,Saskatchewan,PADD II,Railway,78553.0,494082.6594,11081009.5,7999775.58506,14.106411,38.550215
1997,Butane,Saskatchewan,PADD II,Total,91288.0,574183.2624,12597201.5,9089766.45822,13.799405,37.69214
1997,Butane,Saskatchewan,PADD II,Truck,4762.0,29952.0276,718892.0,512446.50518,15.09643,40.735299
1997,Butane,Saskatchewan,PADD IV,Railway,8376.0,52683.3648,1122603.8,804177.19679,13.402624,36.343508
1997,Butane,Saskatchewan,PADD IV,Total,9423.0,59268.7854,1233585.8,881966.50077,13.091221,35.430284
1997,Butane,Saskatchewan,PADD IV,Truck,1047.0,6585.4206,110982.0,77789.30398,10.6,28.124508
1997,Butane,Saskatchewan,PADD V,Railway,1887.0,11868.8526,212298.0,153740.84526,11.250556,30.841047
1997,Butane,Saskatchewan,PADD V,Total,1887.0,11868.8526,212298.0,153740.84526,11.250556,30.841047
1997,Butane,Saskatchewan,Total,Pipeline,7973.0,50148.5754,797300.0,577544.36798,10.0,27.420499
1997,Butane,Saskatchewan,Total,Railway,97081.0,610620.0738,13430140.5,9682119.37091,13.833953,37.752695
1997,Butane,Saskatchewan,Total,Total,110863.0,697306.0974,15057314.5,10849899.54805,13.581911,37.046813
1997,Butane,Saskatchewan,Total,Truck,5809.0,36537.4482,829874.0,590235.80916,14.286004,38.462359
1997,Butane,Total,PADD I,Railway,248263.7,1561529.02026,35447873.24,25496152.69638,14.278315,38.875248
1997,Butane,Total,PADD I,Total,248721.7,1564409.74866,35518829.84,25547150.01664,14.280551,38.881278
1997,Butane,Total,PADD I,Truck,458.0,2880.7284,70956.6,50997.32026,15.492707,42.149619
1997,Butane,Total,PADD II,Pipeline,860671.9,5413454.11662,128415223.48,92767635.1376,14.920345,40.800983
1997,Butane,Total,PADD II,Railway,662531.7,4167191.88666,101429275.8,73442738.55617,15.309346,41.961784
1997,Butane,Total,PADD II,Total,1531280.1,9631445.57298,231142471.18,167141098.93867,15.094721,41.318103
1997,Butane,Total,PADD II,Truck,8076.5,50799.5697,1297971.9,930725.2449,16.07097,43.62245
1997,Butane,Total,PADD III,Railway,5289.0,33266.7522,583378.0,423862.5597,11.030024,30.336343
1997,Butane,Total,PADD III,Total,5289.0,33266.7522,583378.0,423862.5597,11.030024,30.336343
1997,Butane,Total,PADD IV,Pipeline,78330.0,492680.034,13928529.0,10256104.82658,17.781857,49.563968
1997,Butane,Total,PADD IV,Railway,191176.0,1202458.8048,25144090.5,18113111.1667,13.152325,35.865049
1997,Butane,Total,PADD IV,Total,270698.0,1702636.2804,39199721.1,28458400.81879,14.480979,39.795797
1997,Butane,Total,PADD IV,Truck,1192.0,7497.4416,127101.6,89184.82551,10.662885,28.322166
1997,Butane,Total,PADD V,Railway,711012.9,4472128.93842,94429291.44,68730392.38397,13.280953,36.591743
1997,Butane,Total,PADD V,Total,711243.9,4473581.88222,94468099.44,68759028.7476,13.282096,36.595101
1997,Butane,Total,PADD V,Truck,231.0,1452.9438,38808.0,28636.36363,16.8,46.926445
1997,Butane,Total,Total,Pipeline,939001.9,5906134.15062,142343752.48,103023739.96418,15.159048,41.531978
1997,Butane,Total,Total,Railway,1818273.3,11436575.40234,257033908.98,186206257.36292,14.136153,38.76563
1997,Butane,Total,Total,Total,2767232.7,17405340.23646,400912499.56,290329541.0814,14.487849,39.715251
1997,Butane,Total,Total,Truck,9957.5,62630.6835,1534838.1,1099543.7543,15.41389,41.799776
1997,Propane,Alberta,PADD I,Railway,19468.1,122450.45538,2445495.2,1736866.63689,12.56155,33.771836
1997,Propane,Alberta,PADD I,Total,19468.1,122450.45538,2445495.2,1736866.63689,12.56155,33.771836
1997,Propane,Alberta,PADD II,Railway,258135.4,1623620.03892,34706477.07,25103457.1996,13.445066,36.812705
1997,Propane,Alberta,PADD II,Total,259915.4,1634815.88292,34950359.47,25277401.0011,13.446821,36.813927
1997,Propane,Alberta,PADD II,Truck,1780.0,11195.844,243882.4,173943.8015,13.701258,36.991394
1997,Propane,Alberta,PADD III,Railway,2677.0,16837.7946,392135.2,275879.32272,14.648307,39.010591
1997,Propane,Alberta,PADD III,Total,2751.0,17303.2398,410487.2,289487.50898,14.921381,39.83373
1997,Propane,Alberta,PADD III,Truck,74.0,465.4452,18352.0,13608.18626,24.8,69.611386
1997,Propane,Alberta,PADD IV,Railway,30325.3,190740.07194,3769506.95,2731743.81624,12.430237,34.09939
1997,Propane,Alberta,PADD IV,Total,120962.1,760827.41658,16326549.68,11860424.17518,13.497243,37.116127
1997,Propane,Alberta,PADD IV,Truck,90636.8,570087.34464,12557042.73,9128680.35894,13.854243,38.12547
1997,Propane,Alberta,PADD V,Railway,178648.0,1123660.1904,23002311.45,16621438.48115,12.875773,35.219418
1997,Propane,Alberta,PADD V,Total,183683.6,1155333.10728,23618999.73,17068497.95098,12.858523,35.175209
1997,Propane,Alberta,PADD V,Truck,5035.6,31672.91688,616688.28,447059.46983,12.24657,33.606698
1997,Propane,Alberta,Total,Railway,489253.8,3077308.55124,64315925.87,46469385.4566,13.145718,35.953775
1997,Propane,Alberta,Total,Total,586780.2,3690730.10196,77751891.28,56232677.27313,13.250598,36.276472
1997,Propane,Alberta,Total,Truck,97526.4,613421.55072,13435965.41,9763291.81653,13.776747,37.89534
1997,Propane,British Columbia,PADD I,Total,2.0,12.5796,200.0,144.27932,10.0,27.307747
1997,Propane,British Columbia,PADD I,Truck,2.0,12.5796,200.0,144.27932,10.0,27.307747
1997,Propane,British Columbia,PADD IV,Railway,14226.0,89478.6948,1939361.0,1397421.55377,13.63251,37.184026
1997,Propane,British Columbia,PADD IV,Total,17557.0,110430.0186,2358936.2,1699185.47898,13.435872,36.63551
1997,Propane,British Columbia,PADD IV,Truck,3331.0,20951.3238,419575.2,301763.92521,12.596073,34.292919
1997,Propane,British Columbia,PADD V,Railway,242325.2,1524177.04296,30644910.9,22147996.96936,12.646192,34.597731
1997,Propane,British Columbia,PADD V,Total,255309.2,1605843.80616,32526490.5,23515971.82319,12.740038,34.86649
1997,Propane,British Columbia,PADD V,Truck,12984.0,81666.7632,1881579.6,1367974.85383,14.491524,39.882407
1997,Propane,British Columbia,Other,Railway,7702.0,48444.0396,964347.5,701819.19837,12.520741,34.493201
