NoArrond,NomArrond,NoDistrict,NomDistrict,NoSection,NbrAdrVac,NbrElectNDom,NbrElect,TotalVotes
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,1,18,2,304,147
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,2,34,1,304,141
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,3,31,1,264,138
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,4,22,0,282,145
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,5,33,0,330,135
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,6,30,0,322,171
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,7,49,1,281,147
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,8,61,1,345,151
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,9,45,2,252,132
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,10,24,2,268,134
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,11,20,1,248,127
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,12,46,2,313,133
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,13,86,3,348,141
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,14,63,1,268,141
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,15,95,2,341,104
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,16,68,2,301,116
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,17,60,2,328,151
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,18,56,1,330,132
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,19,134,0,424,161
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,20,78,1,364,149
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,21,47,1,331,144
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,22,223,0,420,112
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,23,88,0,394,139
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,24,108,0,385,148
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,25,131,0,399,116
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,26,34,3,311,139
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,27,59,0,287,130
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,28,165,0,430,101
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,29,53,4,325,136
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,30,72,2,374,141
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,31,73,1,376,155
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,32,53,3,349,123
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,33,63,1,343,152
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,34,100,4,350,178
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,35,35,0,283,138
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,36,66,1,350,147
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,37,64,2,273,120
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,38,62,3,332,153
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,39,113,2,410,183
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,40,104,1,379,156
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,41,46,1,317,159
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,42,82,2,389,154
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,43,108,0,365,149
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,44,31,2,317,141
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,45,50,2,330,154
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,46,73,2,333,140
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,47,44,0,334,134
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,48,76,2,364,156
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,49,98,0,362,137
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,50,68,0,336,151
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,51,68,0,342,110
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,52,74,1,375,150
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,53,56,1,336,150
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,54,136,0,297,129
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,55,51,0,388,118
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,56,64,4,388,139
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,57,69,2,341,118
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,58,36,0,319,164
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,59,73,1,364,140
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,60,59,2,370,145
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,61,239,0,225,40
1,01 Ahuntsic-Cartierville,11,011 Sault-au-Récollet,62,292,0,166,0
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,1,38,0,280,109
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,2,89,0,312,66
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,3,9,1,250,65
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,4,35,0,335,88
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,5,132,0,371,60
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,6,73,0,407,65
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,7,29,1,411,106
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,8,42,0,335,84
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,9,89,1,453,138
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,10,61,0,425,133
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,11,231,0,382,93
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,12,70,2,419,118
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,13,65,2,436,106
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,14,81,0,415,95
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,15,69,0,441,101
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,16,85,3,428,134
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,17,56,0,438,149
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,18,74,2,399,125
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,19,70,1,413,143
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,20,50,0,398,122
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,21,99,0,417,133
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,22,80,3,442,148
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,23,77,1,380,142
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,24,87,2,438,135
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,25,84,1,409,141
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,26,75,4,359,139
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,27,73,1,421,166
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,28,105,4,450,175
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,29,117,2,447,151
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,30,85,0,423,165
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,31,141,0,349,66
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,32,94,3,381,164
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,33,101,0,365,152
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,34,97,3,406,169
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,35,65,2,398,152
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,36,55,5,352,129
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,37,102,0,453,153
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,38,73,3,399,140
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,39,75,2,360,159
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,40,38,1,293,111
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,41,205,0,420,137
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,42,59,0,414,115
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,43,38,1,367,98
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,44,9,0,262,121
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,45,38,1,279,119
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,46,24,1,247,124
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,47,15,0,283,144
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,48,13,2,327,177
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,49,10,1,268,127
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,50,61,0,385,143
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,51,19,0,365,168
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,52,89,6,460,148
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,53,30,0,353,147
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,54,54,0,254,52
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,55,4,0,315,159
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,56,23,1,262,148
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,57,31,1,279,141
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,58,6,0,265,176
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,59,6,1,200,122
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,60,25,0,278,140
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,61,3,0,316,181
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,62,39,0,323,156
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,63,4,1,269,149
1,01 Ahuntsic-Cartierville,12,012 Saint-Sulpice,64,13,0,432,94
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,1,92,2,292,149
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,2,105,0,409,102
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,3,182,1,375,66
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,4,32,2,370,116
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,5,52,0,348,105
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,6,65,1,442,114
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,7,58,1,376,108
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,8,112,0,366,128
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,9,97,2,447,132
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,10,292,0,467,169
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,11,198,2,462,154
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,12,48,0,329,139
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,13,66,2,340,173
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,14,62,1,414,152
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,15,27,1,260,157
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,16,13,0,279,151
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,17,12,3,355,172
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,18,28,1,246,133
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,19,18,0,282,163
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,20,60,0,344,153
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,21,54,0,393,159
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,22,53,0,385,161
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,23,70,0,436,163
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,24,163,1,435,116
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,25,48,0,424,176
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,26,94,0,183,1
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,27,81,0,232,26
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,28,28,1,244,144
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,29,15,0,253,145
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,30,51,1,238,123
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,31,33,0,305,168
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,32,27,0,276,148
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,33,43,3,292,180
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,34,27,0,297,154
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,35,42,1,273,132
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,36,204,1,348,122
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,37,34,0,283,148
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,38,171,0,409,132
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,39,82,0,383,165
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,40,63,1,286,138
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,41,197,2,349,124
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,42,49,0,329,152
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,43,38,0,307,172
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,44,36,0,238,137
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,45,163,2,452,155
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,46,71,2,324,102
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,47,39,0,236,109
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,48,28,2,237,90
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,49,59,1,243,122
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,50,22,2,240,131
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,51,52,0,287,156
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,52,38,0,259,136
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,53,65,1,262,129
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,54,42,0,275,113
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,55,95,1,372,173
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,56,56,0,349,131
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,57,150,0,358,146
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,58,10,0,183,135
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,59,3,0,157,117
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,60,7,0,185,145
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,61,20,0,243,157
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,62,57,0,248,132
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,63,33,1,326,164
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,64,22,3,288,125
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,65,22,0,291,161
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,66,24,2,249,127
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,67,56,1,273,137
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,68,30,1,275,149
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,69,42,2,321,165
1,01 Ahuntsic-Cartierville,13,013 Ahuntsic,70,41,0,275,136
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,1,18,0,337,152
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,2,11,0,340,159
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,3,46,0,247,133
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,4,10,0,409,159
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,5,2,0,465,195
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,6,8,1,453,175
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,7,57,0,430,109
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,8,49,0,455,152
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,9,44,0,456,140
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,10,107,1,387,109
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,11,84,0,363,92
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,12,201,0,441,108
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,13,153,1,362,79
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,14,69,1,377,133
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,15,49,2,397,159
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,16,104,2,397,158
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,17,260,0,448,123
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,18,218,1,466,111
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,19,31,1,352,117
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,20,239,0,460,114
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,21,144,1,390,85
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,22,67,1,375,85
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,23,28,0,397,136
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,24,156,0,417,123
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,25,279,0,416,75
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,26,55,0,444,80
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,27,89,0,324,124
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,28,304,0,429,97
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,29,35,0,344,166
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,30,17,0,342,140
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,31,12,0,293,126
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,32,7,0,365,166
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,33,10,0,318,126
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,34,34,0,404,146
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,35,57,2,399,154
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,36,32,0,402,173
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,37,81,2,417,145
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,38,42,0,338,119
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,39,70,0,385,105
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,40,84,2,429,131
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,41,11,0,379,172
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,42,32,0,448,186
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,43,48,0,455,201
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,44,4,0,411,162
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,45,110,3,423,125
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,46,118,1,375,136
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,47,107,0,439,136
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,48,31,0,417,121
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,49,71,0,454,161
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,50,71,2,437,130
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,51,31,0,321,152
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,52,5,0,262,135
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,53,44,0,416,151
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,54,27,2,319,129
1,01 Ahuntsic-Cartierville,14,014 Bordeaux-Cartierville,55,423,1,427,42
2,02 Anjou,21,021 Ouest,1,32,0,301,110
2,02 Anjou,21,021 Ouest,2,19,0,255,97
2,02 Anjou,21,021 Ouest,3,17,0,335,128
2,02 Anjou,21,021 Ouest,4,20,2,352,131
2,02 Anjou,21,021 Ouest,5,20,1,257,88
2,02 Anjou,21,021 Ouest,6,18,1,346,122
2,02 Anjou,21,021 Ouest,7,20,1,376,118
2,02 Anjou,21,021 Ouest,8,47,1,314,116
2,02 Anjou,21,021 Ouest,9,37,0,298,110
2,02 Anjou,21,021 Ouest,10,34,0,403,134
2,02 Anjou,21,021 Ouest,11,26,0,266,103
2,02 Anjou,21,021 Ouest,12,54,0,343,90
2,02 Anjou,21,021 Ouest,13,38,1,309,103
2,02 Anjou,21,021 Ouest,14,71,2,400,123
2,02 Anjou,21,021 Ouest,15,26,0,295,111
2,02 Anjou,21,021 Ouest,16,74,0,424,123
2,02 Anjou,21,021 Ouest,17,41,0,297,117
2,02 Anjou,21,021 Ouest,18,48,1,317,122
2,02 Anjou,21,021 Ouest,19,17,0,289,103
2,02 Anjou,21,021 Ouest,20,16,0,331,127
2,02 Anjou,21,021 Ouest,21,39,0,363,117
2,02 Anjou,21,021 Ouest,22,23,0,294,107
2,02 Anjou,21,021 Ouest,23,4,0,260,117
2,02 Anjou,21,021 Ouest,24,20,1,278,114
2,02 Anjou,21,021 Ouest,25,38,0,448,85
2,02 Anjou,21,021 Ouest,26,28,2,338,108
2,02 Anjou,21,021 Ouest,27,6,0,222,100
2,02 Anjou,21,021 Ouest,28,14,0,286,135
2,02 Anjou,21,021 Ouest,29,8,0,213,107
2,02 Anjou,21,021 Ouest,30,10,0,300,119
2,02 Anjou,21,021 Ouest,31,19,3,243,101
2,02 Anjou,22,022 Est,1,13,0,259,142
2,02 Anjou,22,022 Est,2,5,0,188,90
2,02 Anjou,22,022 Est,3,10,0,187,50
2,02 Anjou,22,022 Est,4,34,3,266,119
2,02 Anjou,22,022 Est,5,35,0,207,89
2,02 Anjou,22,022 Est,6,40,2,268,82
2,02 Anjou,22,022 Est,7,25,1,222,92
2,02 Anjou,22,022 Est,8,31,0,243,113
2,02 Anjou,22,022 Est,9,144,1,393,116
2,02 Anjou,22,022 Est,10,35,0,252,82
2,02 Anjou,22,022 Est,11,8,0,253,115
2,02 Anjou,22,022 Est,12,28,4,245,98
2,02 Anjou,22,022 Est,13,99,1,350,86
2,02 Anjou,22,022 Est,14,43,0,312,105
2,02 Anjou,22,022 Est,15,17,1,261,110
2,02 Anjou,22,022 Est,16,97,2,342,99
2,02 Anjou,22,022 Est,17,39,1,299,111
2,02 Anjou,22,022 Est,18,48,0,294,111
2,02 Anjou,22,022 Est,19,42,1,300,89
2,02 Anjou,22,022 Est,20,31,0,270,88
2,02 Anjou,22,022 Est,21,83,0,329,95
2,02 Anjou,22,022 Est,22,60,0,349,104
2,02 Anjou,22,022 Est,23,49,0,318,80
2,02 Anjou,22,022 Est,24,50,0,304,87
2,02 Anjou,22,022 Est,25,39,2,284,111
2,02 Anjou,22,022 Est,26,52,1,275,101
2,02 Anjou,22,022 Est,27,57,1,314,96
2,02 Anjou,22,022 Est,28,4,0,239,111
2,02 Anjou,22,022 Est,29,26,1,275,77
2,02 Anjou,22,022 Est,30,2,0,219,106
2,02 Anjou,22,022 Est,31,8,1,230,104
2,02 Anjou,22,022 Est,32,51,1,333,108
2,02 Anjou,23,023 Centre,1,16,0,256,137
2,02 Anjou,23,023 Centre,2,30,1,279,126
2,02 Anjou,23,023 Centre,3,43,3,286,104
2,02 Anjou,23,023 Centre,4,69,0,387,126
2,02 Anjou,23,023 Centre,5,43,0,294,120
2,02 Anjou,23,023 Centre,6,62,0,319,103
2,02 Anjou,23,023 Centre,7,26,0,251,92
2,02 Anjou,23,023 Centre,8,22,1,242,90
2,02 Anjou,23,023 Centre,9,52,2,290,115
2,02 Anjou,23,023 Centre,10,52,1,339,127
2,02 Anjou,23,023 Centre,11,33,0,194,122
2,02 Anjou,23,023 Centre,12,34,0,164,100
2,02 Anjou,23,023 Centre,13,26,0,154,108
2,02 Anjou,23,023 Centre,14,31,0,282,110
2,02 Anjou,23,023 Centre,15,26,1,302,105
2,02 Anjou,23,023 Centre,16,21,0,288,92
2,02 Anjou,23,023 Centre,17,10,0,164,109
2,02 Anjou,23,023 Centre,18,7,0,283,138
2,02 Anjou,23,023 Centre,19,18,0,303,112
2,02 Anjou,23,023 Centre,20,4,0,192,89
2,02 Anjou,23,023 Centre,21,3,0,213,111
2,02 Anjou,23,023 Centre,22,147,0,318,110
2,02 Anjou,23,023 Centre,23,7,0,241,128
2,02 Anjou,23,023 Centre,24,4,0,217,114
2,02 Anjou,23,023 Centre,25,49,1,261,100
2,02 Anjou,23,023 Centre,26,31,1,284,108
2,02 Anjou,23,023 Centre,27,99,1,353,112
2,02 Anjou,23,023 Centre,28,12,0,218,104
2,02 Anjou,23,023 Centre,29,29,1,272,127
2,02 Anjou,23,023 Centre,30,25,0,228,98
2,02 Anjou,23,023 Centre,31,18,0,228,109
2,02 Anjou,23,023 Centre,32,29,1,250,98
2,02 Anjou,23,023 Centre,33,85,0,435,129
2,02 Anjou,23,023 Centre,34,144,0,459,125
2,02 Anjou,23,023 Centre,35,46,0,333,138
2,02 Anjou,23,023 Centre,36,15,2,301,127
2,02 Anjou,23,023 Centre,37,3,0,198,87
2,02 Anjou,23,023 Centre,38,13,2,216,84
2,02 Anjou,23,023 Centre,39,23,1,279,94
2,02 Anjou,23,023 Centre,40,44,0,371,126
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,1,250,0,410,108
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,2,109,0,435,89
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,3,137,0,445,139
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,4,122,0,432,103
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,5,145,5,423,103
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,6,129,1,468,137
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,7,85,1,392,105
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,8,122,0,358,91
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,9,118,0,410,120
3,03 Côte-des-Neiges--Notre-Dame-de-Grâce,31,031 Darlington,10,121,1,468,157
