NoArrond,NomArrond,NoDistrict,NomDistrict,NoSection,NbrAdrVac,NbrElectNDom,NbrElect,TotalVotes
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,3,35,0,308,117
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,4,42,0,461,114
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,5,4,0,426,105
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,6,12,0,352,96
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,7,21,0,444,103
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,8,34,3,383,118
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,9,14,0,318,103
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,10,10,0,284,97
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,11,17,1,351,87
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,12,39,3,337,81
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,13,4,0,352,144
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,14,8,0,245,96
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,15,16,0,312,99
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,16,19,2,415,109
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,17,48,1,330,96
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,18,0,0,333,113
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,19,14,0,339,108
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,20,28,0,306,101
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,21,10,1,297,97
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,22,11,0,263,104
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,23,22,0,287,97
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,24,7,0,297,116
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,25,15,0,330,111
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,26,35,0,426,122
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,27,6,0,404,132
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,28,6,0,331,105
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,29,8,0,355,131
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,30,3,1,282,106
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,31,38,1,353,102
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,32,20,0,380,114
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,33,13,0,359,110
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,34,11,0,406,135
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,35,24,0,376,110
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,36,13,0,293,109
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,37,15,0,312,125
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,38,5,0,362,103
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,39,10,0,414,121
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,40,10,0,364,120
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,41,4,0,363,109
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,42,3,0,291,102
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,43,4,0,302,94
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,44,9,0,381,127
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,45,13,0,388,107
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,46,18,0,430,85
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,47,9,0,324,114
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,48,4,0,240,95
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,49,2,0,273,109
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,50,7,0,265,95
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,51,48,0,379,100
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,52,9,0,273,122
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,53,4,0,206,112
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,54,3,0,202,107
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,55,32,0,364,107
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,56,59,0,459,105
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,57,43,2,396,103
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,58,45,1,392,84
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,59,39,0,326,74
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,60,17,0,320,92
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,61,34,0,333,117
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,62,51,1,368,126
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,63,100,0,310,107
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,64,15,0,289,108
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,65,30,0,243,102
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,66,37,1,353,98
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,67,54,1,384,98
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,68,5,0,219,105
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,69,10,0,222,93
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,70,6,0,239,123
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,71,6,1,287,121
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,72,14,0,247,90
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,73,2,0,244,118
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,74,1,0,216,109
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,75,5,1,203,100
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,76,5,0,228,96
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,77,4,0,250,102
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,78,6,0,296,122
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,79,17,0,352,141
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,80,15,0,440,119
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,81,14,0,286,94
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,82,19,1,402,120
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,83,35,0,266,92
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,84,2,0,203,108
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,85,2,0,217,105
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,86,27,0,251,93
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,87,22,1,264,101
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,88,12,0,245,141
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,89,1,0,192,103
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,90,1,0,188,120
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,91,102,1,248,124
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,92,3,0,231,129
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,93,4,0,206,124
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,94,17,1,275,105
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,95,10,0,247,83
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,96,6,0,270,112
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,97,5,0,245,111
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,98,20,1,314,114
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,121,121 La Pointe-aux-Prairies,99,23,0,262,121
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,1,32,1,296,100
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,2,17,3,307,129
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,3,23,0,316,108
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,4,31,0,355,93
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,5,11,1,280,116
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,6,16,1,275,95
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,7,34,0,298,100
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,8,24,0,304,98
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,9,9,1,302,109
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,10,38,1,401,102
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,11,63,5,441,112
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,12,76,5,446,120
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,13,69,3,375,124
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,14,31,0,339,117
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,15,25,0,376,75
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,16,26,2,325,104
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,17,24,2,276,94
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,18,27,0,358,136
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,19,33,0,410,137
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,20,6,0,273,101
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,21,3,0,218,116
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,22,10,1,314,120
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,23,4,0,251,114
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,24,5,0,191,94
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,25,4,0,220,88
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,26,9,1,278,109
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,27,20,0,298,72
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,28,26,1,268,97
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,29,27,0,256,102
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,30,14,0,264,110
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,31,117,0,479,106
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,32,41,0,303,80
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,33,6,0,205,106
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,34,3,0,299,133
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,35,18,0,343,98
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,36,3,0,220,115
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,37,20,0,232,70
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,38,58,2,431,120
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,39,221,0,464,82
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,40,93,0,438,132
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,41,2,0,196,105
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,42,6,0,234,114
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,43,27,0,443,152
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,44,5,0,205,82
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,45,14,0,260,107
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,46,0,0,193,110
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,47,3,0,194,108
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,48,21,0,205,96
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,49,7,0,298,133
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,50,24,0,286,94
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,51,9,0,262,108
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,52,3,0,237,120
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,53,11,0,310,134
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,54,32,1,425,144
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,55,19,0,282,102
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,56,16,0,371,120
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,57,10,1,308,123
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,58,17,1,256,123
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,59,36,1,329,99
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,60,6,0,289,124
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,61,1,0,238,111
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,62,1,0,269,122
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,63,8,0,248,112
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,64,1,0,250,103
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,65,6,1,238,121
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,66,80,0,228,121
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,67,4,0,238,116
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,68,4,0,268,102
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,69,15,0,286,94
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,70,39,0,279,90
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,71,4,0,229,104
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,72,2,0,228,102
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,73,9,0,238,97
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,74,4,0,217,125
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,75,99,0,329,59
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,76,7,0,192,103
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,77,11,1,291,130
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,78,14,0,263,118
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,79,23,1,255,94
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,80,49,2,317,89
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,81,17,0,297,90
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,82,9,0,234,93
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,83,45,0,181,100
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,122,122 Pointe-aux-Trembles,84,72,0,196,90
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,1,179,0,256,61
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,2,45,3,309,130
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,3,0,0,280,91
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,4,4,0,331,126
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,5,36,0,442,119
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,6,7,0,368,123
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,7,66,1,432,103
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,8,12,0,435,117
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,9,20,0,442,138
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,10,54,0,442,106
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,11,34,0,439,114
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,12,10,0,357,109
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,13,36,1,410,103
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,14,14,0,319,81
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,15,19,2,391,91
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,16,7,0,375,122
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,17,46,0,440,142
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,18,27,0,374,107
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,19,23,0,446,134
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,20,17,0,289,107
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,21,14,0,364,127
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,22,21,1,390,117
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,23,4,0,415,131
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,24,21,0,374,125
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,25,56,1,491,119
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,26,44,1,397,93
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,27,7,0,305,115
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,28,30,0,318,124
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,29,4,0,311,114
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,30,16,0,186,101
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,31,16,0,218,129
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,32,13,0,211,144
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,33,11,0,219,144
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,34,33,0,275,169
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,35,30,0,216,118
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,36,18,0,278,176
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,37,7,0,239,155
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,38,9,0,438,114
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,39,102,0,440,107
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,40,11,0,340,118
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,41,8,0,340,110
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,42,16,0,344,129
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,43,35,0,420,109
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,44,16,0,422,127
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,45,34,0,395,127
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,46,6,0,339,136
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,47,22,0,353,110
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,48,24,0,426,145
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,49,7,0,350,119
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,50,0,0,353,133
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,51,37,0,460,120
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,52,41,0,481,159
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,53,6,0,399,156
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,54,36,0,400,125
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,55,71,1,427,99
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,56,5,0,368,127
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,57,6,0,358,109
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,58,27,0,375,77
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,59,22,0,382,98
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,60,38,0,376,146
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,61,34,0,431,96
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,62,4,0,329,83
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,63,33,0,428,86
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,64,30,0,319,115
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,65,6,1,280,130
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,66,35,0,419,128
12,12 Rivière-des-Prairies--Pointe-aux-Trembles,123,123 Rivière-des-Prairies,67,47,0,412,78
