Food-Group-Name, Food-Group-Code,Sex,Age,Number-of-Respondents,Percentage-of-Eaters,All-Person-Consumption-Intake-g-per-person-Mean,All-Person-Consumption-Intake-g-per-person-SE-Mean,All-Person-Consumption-Intake-g-per-person-P50,All-Person-Consumption-Intake-g-per-person-SE-P50,All-Person-Consumption-Intake-g-per-person-P90,All-Person-Consumption-Intake-g-per-person-SE-P90,All-Person-Consumption-Intake-g-per-person-P95,All-Person-Consumption-Intake-g-per-person-SE-P95,All-Person-Consumption-Intake-g-per-kg-body-weight-Mean,All-Person-Consumption-Intake-g-per-kg-body-weight-SE-Mean,All-Person-Consumption-Intake-g-per-kg-body-weight-P50,All-Person-Consumption-Intake-g-per-kg-body-weight-SE-P50,All-Person-Consumption-Intake-g-per-kg-body-weight-P90,All-Person-Consumption-Intake-g-per-kg-body-weight-SE-P90,All-Person-Consumption-Intake-g-per-kg-body-weight-P95,All-Person-Consumption-Intake-g-per-kg-body-weight-SE-P95,Eaters-Only-Consumption-Intake-g-per-person-Mean,Eaters-Only-Consumption-Intake-g-per-person-SE-Mean,Eaters-Only-Consumption-Intake-g-per-person-P50,Eaters-Only-Consumption-Intake-g-per-person-SE-P50,Eaters-Only-Consumption-Intake-g-per-person-P90,Eaters-Only-Consumption-Intake-g-per-person-SE-P90,Eaters-Only-Consumption-Intake-g-per-person-P95,Eaters-Only-Consumption-Intake-g-per-person-SE-P95,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-Mean,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-SE-Mean,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-P50,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-SE-P50,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-P90,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-SE-P90,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-P95,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-SE-P95
"MILK, SKIM",10D,Both,4 -8 Years,3238,8.6,16.5,±2.24,F,F,F,F,F,F,0.72,±0.10,F,F,F,F,F,F,192.93,±23.59,F,F,505.3,±65.65,731.42,±73.31,8.39,±1.09,F,F,24.5,±3.32,31.29,±2.71
"MILK, SKIM",10D,Both,9 -13 Years,4060,8.8,25.18,±3.07,F,F,F,F,F,F,0.58,±0.07,F,F,F,F,F,F,287.77,±26.73,153.12 E,±50.88,791.25,±100.48,949.35,±77.93,6.63,±0.65,4.04 E,±0.75,17.74,±2.48,23.28,±2.01
"MILK, SKIM",10D,Both,14 -18 Years,4565,8.2,25.8,±2.93,F,F,F,F,F,F,0.39,±0.04,F,F,F,F,F,F,313.69,±27.45,206.51 E,±42.08,704.41,±77.93,979.83,±112.50,4.73,±0.43,2.93 E,±0.54,10.65,±1.47,18.15,±2.75
"MILK, SKIM",10D,Both,19 - 30 Years,3821,12.2,33.53,±3.85,F,F,F,F,245,±32.26,0.45,±0.05,F,F,F,F,3.58,±0.58,274.91,±28.24,183.72 E,±42.83,612.5,±81.91,888.1,±122.28,3.68,±0.33,2.44 E,±0.46,8.04,±0.79,10.54,±1.27
"MILK, SKIM",10D,Both,31 - 50 Years,5351,10.8,24.97,±3.25,F,F,F,F,F,F,0.33,±0.04,F,F,F,F,2.09 E,±0.55,231.29,±23.67,122.5 E,±25.59,576.01,±89.11,888.09,±133.81,3.08,±0.29,1.57 E,±0.35,8.42,±1.05,11.02,±1.00
"MILK, SKIM",10D,Both,51 -70 Years,5751,13.6,27.71,±2.34,F,F,30.62 E,±6.77,183.72,±22.17,0.37,±0.03,F,F,0.42 E,±0.08,2.45,±0.28,203.01,±15.76,91.86 E,±20.06,551.16,±49.24,767.37,±93.62,2.67,±0.19,1.2,±0.19,7.17,±0.62,10.41,±1.05
"MILK, SKIM",10D,Both,71 + Years ,4130,14.5,25.89,±2.11,F,F,27.1 E,±6.37,154.38 E,±26.54,0.38,±0.03,F,F,0.45 E,±0.09,2.35,±0.34,178.72,±13.50,F,F,490,±29.81,582.09,±68.30,2.63,±0.19,1.01 E,±0.28,7.42,±0.50,9.07,±0.71
"MILK, SKIM",10D,Both,0 -18 years,14290,8,20.74,±1.36,F,F,F,F,F,F,0.61,±0.05,F,F,F,F,1.36 E,±0.39,259.21,±13.81,144.02,±19.62,648.18,±39.25,888.1,±50.37,7.65,±0.58,3.25 E,±0.58,20.23,±1.86,28.67,±2.44
"MILK, SKIM",10D,Both,19 +  Years,19053,12.3,27.65,±1.70,F,F,18.27,±2.85,183.74,±25.74,0.37,±0.02,F,F,0.25,±0.04,2.46,±0.22,225.63,±11.68,122.5,±11.44,559.06,±33.91,826.89,±77.76,3.03,±0.14,1.55,±0.15,7.8,±0.43,10.53,±0.56
"MILK, SKIM",10D,Male,9 -13 Years,2080,9.2,27.64 E,±5.18,F,F,F,F,F,F,0.63 E,±0.12,F,F,F,F,F,F,301.6,±44.19,F,F,888.1 E,±164.47,F,F,6.87,±1.07,4.24 E,±1.32,18.11 E,±3.78,F,F
"MILK, SKIM",10D,Male,14 -18 Years,2288,8,27.74,±4.48,F,F,F,F,F,F,0.38,±0.06,F,F,F,F,F,F,346.45,±38.93,260.3 E,±63.76,765.6,±81.56,934.04 E,±260.76,4.78,±0.56,2.93 E,±0.72,10.65,±1.32,16.36 E,±3.65
"MILK, SKIM",10D,Male,19 - 30 Years,1804,11.1,34.38 E,±6.47,F,F,F,F,F,F,0.4 E,±0.07,F,F,F,F,F,F,310.22 E,±53.35,F,F,765.6,±125.86,F,F,3.57,±0.54,F,F,8.88,±1.43,F,F
"MILK, SKIM",10D,Male,31 - 50 Years,2596,8.8,25.13 E,±5.56,F,F,F,F,F,F,0.28 E,±0.06,F,F,F,F,F,F,286.31 E,±50.78,F,F,888.09 E,±193.02,1010.6,±142.41,3.21 E,±0.57,F,F,9.84 E,±2.15,11.02,±1.40
"MILK, SKIM",10D,Male,51 -70 Years,2550,11.5,25.46,±4.04,F,F,F,F,91.86 E,±24.54,0.29,±0.05,F,F,F,F,1.2 E,±0.26,220.7,±31.90,76.78 E,±13.13,689.03 E,±156.15,1025.94,±141.87,2.55,±0.36,0.79 E,±0.23,8.41 E,±1.81,11.24,±1.14
"MILK, SKIM",10D,Male,71 + Years ,1520,12.9,22.43,±3.36,F,F,F,F,122.5 E,±39.80,0.3,±0.05,F,F,F,F,F,F,173.76,±26.48,F,F,490,±51.79,F,F,2.34,±0.36,F,F,7.25,±1.17,F,F
"MILK, SKIM",10D,Male,19 +  Years,8470,10.4,27.03,±2.94,F,F,F,F,103.55 E,±25.80,0.31,±0.03,F,F,F,F,1.42 E,±0.29,259.74,±24.49,92.13 E,±18.82,735.21,±108.58,1010.6,±87.18,3,±0.27,1.22 E,±0.21,8.71,±1.15,11.02,±0.66
"MILK, SKIM",10D,Female,9 -13 Years,1980,8.3,22.59,±3.06,F,F,F,F,F,F,0.53,±0.07,F,F,F,F,F,F,271.71,±28.19,153.12 E,±43.14,643.11,±98.16,F,F,6.35,±0.69,3.98 E,±0.74,17.58,±2.08,F,F
"MILK, SKIM",10D,Female,14 -18 Years,2277,8.4,23.75,±3.72,F,F,F,F,F,F,0.4,±0.06,F,F,F,F,F,F,281.11,±36.11,F,F,689.04 E,±137.84,1039.29,±141.32,4.67,±0.61,F,F,10.4 E,±3.04,18.86 E,±3.25
"MILK, SKIM",10D,Female,19 - 30 Years,2017,13.3,32.67,±3.93,F,F,F,F,245,±33.04,0.51,±0.06,F,F,F,F,3.89,±0.54,244.79,±23.68,199.05 E,±38.09,490,±56.87,685.91 E,±186.98,3.78,±0.39,2.55 E,±0.54,7.68,±0.58,10.47 E,±2.69
"MILK, SKIM",10D,Female,31 - 50 Years,2755,12.8,24.81,±2.80,F,F,F,F,235.35 E,±65.74,0.38,±0.05,F,F,F,F,2.7 E,±0.61,193.59,±16.36,122.5 E,±32.08,491.33,±38.17,673.63,±71.72,2.99,±0.27,1.62 E,±0.47,7.97,±0.91,9.82,±0.79
"MILK, SKIM",10D,Female,51 -70 Years,3201,15.7,29.86,±2.56,F,F,54.19 E,±14.45,244.96,±28.76,0.43,±0.04,F,F,0.85 E,±0.21,3.13,±0.32,190.49,±13.37,122.5 E,±23.74,489.92,±43.58,597.17,±47.45,2.76,±0.20,1.7 E,±0.35,6.91,±0.54,8.63,±1.13
"MILK, SKIM",10D,Female,71 + Years ,2610,15.6,28.43,±2.86,F,F,45.98 E,±13.22,207.96,±33.86,0.44,±0.04,F,F,0.62 E,±0.19,3.07 E,±0.58,181.73,±16.37,91.9 E,±26.63,489.92,±45.74,582.09,±68.68,2.8,±0.24,1.36 E,±0.37,7.42,±0.51,9.07,±0.82
"MILK, SKIM",10D,Female,19 +  Years,10583,14,28.24,±1.57,F,F,30.65 E,±5.50,244.96,±22.69,0.43,±0.03,F,F,0.48,±0.08,3.11,±0.31,201.24,±8.80,122.5,±12.61,490,±17.75,643.11,±38.69,3.05,±0.14,1.94,±0.24,7.42,±0.33,9.24,±0.64
"MILK, EVAPORATED",10E - 10G,Both,All ages,33343,1.3,0.75 E,±0.18,F,F,F,F,F,F,0.01 E,±0.00,F,F,F,F,F,F,57 E,±13.45,31.31,±5.13,99.7,±14.47,157.52,±25.28,0.87 E,±0.18,0.4,±0.06,1.31,±0.12,2.04,±0.32
"MILK, EVAPORATED",10E - 10G,Both,0 - 5 Months,48,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"MILK, EVAPORATED",10E - 10G,Both,6 - 11 Months,191,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"MILK, EVAPORATED",10E - 10G,Both,1 Year,735,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"MILK, EVAPORATED",10E - 10G,Both,2 - 3 Years,1453,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"MILK, EVAPORATED",10E - 10G,Both,4 -8 Years,3238,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"MILK, EVAPORATED",10E - 10G,Both,9 -13 Years,4060,0.5,0.22 E,±0.06,F,F,F,F,F,F,0.01 E,±0.00,F,F,F,F,F,F,43.66 E,±8.73,31.53 E,±8.13,F,F,F,F,1.02 E,±0.23,0.68,±0.10,F,F,F,F
"MILK, EVAPORATED",10E - 10G,Both,14 -18 Years,4565,0.7,0.46 E,±0.11,F,F,F,F,F,F,0.01 E,±0.00,F,F,F,F,F,F,69.93 E,±13.97,43.14 E,±8.10,F,F,F,F,1.24 E,±0.26,0.82 E,±0.19,F,F,F,F
"MILK, EVAPORATED",10E - 10G,Both,19 - 30 Years,3821,0.6,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,3.99 E,±0.94
"MILK, EVAPORATED",10E - 10G,Both,31 - 50 Years,5351,1.6,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,108.69 E,±24.99,F,F,F,F,F,F,1.31 E,±0.24,F,F
"MILK, EVAPORATED",10E - 10G,Both,51 -70 Years,5751,1.7,0.65,±0.08,F,F,F,F,F,F,0.01,±0.00,F,F,F,F,F,F,37.83,±3.42,31.53,±4.73,68.06,±5.31,F,F,0.5,±0.05,0.4,±0.05,0.9,±0.10,F,F
"MILK, EVAPORATED",10E - 10G,Both,71 + Years ,4130,3.2,1.69 E,±0.41,F,F,F,F,F,F,0.02 E,±0.01,F,F,F,F,F,F,53.39,±8.28,34.13,±5.52,99.7,±15.86,F,F,0.75,±0.11,0.52 E,±0.09,1.34,±0.22,F,F
"MILK, EVAPORATED",10E - 10G,Both,0 -18 years,14290,0.5,0.3,±0.05,F,F,F,F,F,F,F,F,F,F,F,F,F,F,66.22,±8.39,42.34,±6.66,204.74,±34.08,F,F,2.64 E,±0.83,0.83,±0.09,F,F,F,F
"MILK, EVAPORATED",10E - 10G,Both,19 +  Years,19053,1.6,0.88 E,±0.24,F,F,F,F,F,F,0.01 E,±0.00,F,F,F,F,F,F,56.19 E,±14.58,30.26 E,±5.60,99.7,±15.36,133.14 E,±23.43,0.71 E,±0.18,0.37 E,±0.06,1.26,±0.13,1.6,±0.26
"MILK, EVAPORATED",10E - 10G,Male,9 -13 Years,2080,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"MILK, EVAPORATED",10E - 10G,Male,14 -18 Years,2288,F,0.51 E,±0.15,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"MILK, EVAPORATED",10E - 10G,Male,19 - 30 Years,1804,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"MILK, EVAPORATED",10E - 10G,Male,31 - 50 Years,2596,1.8,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"MILK, EVAPORATED",10E - 10G,Male,51 -70 Years,2550,1.5,0.53 E,±0.10,F,F,F,F,F,F,0.01 E,±0.00,F,F,F,F,F,F,36.31,±4.50,31.53 E,±6.39,F,F,F,F,0.41,±0.05,0.35 E,±0.06,F,F,F,F
"MILK, EVAPORATED",10E - 10G,Male,71 + Years ,1520,3,1.61 E,±0.42,F,F,F,F,F,F,0.02 E,±0.01,F,F,F,F,F,F,53.82 E,±12.48,35.41,±5.08,F,F,F,F,0.72 E,±0.18,0.45,±0.06,F,F,F,F
"MILK, EVAPORATED",10E - 10G,Male,19 +  Years,8470,1.6,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,30.26 E,±9.83,108.69 E,±26.09,157.63 E,±48.43,F,F,F,F,1.31,±0.19,F,F
"MILK, EVAPORATED",10E - 10G,Female,9 -13 Years,1980,F,0.15 E,±0.05,F,F,F,F,F,F,0 E,±0.00,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"MILK, EVAPORATED",10E - 10G,Female,14 -18 Years,2277,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"MILK, EVAPORATED",10E - 10G,Female,19 - 30 Years,2017,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"MILK, EVAPORATED",10E - 10G,Female,31 - 50 Years,2755,1.3,0.37 E,±0.10,F,F,F,F,F,F,0.01 E,±0.00,F,F,F,F,F,F,27.68 E,±6.47,F,F,F,F,F,F,0.35 E,±0.07,F,F,F,F,F,F
"MILK, EVAPORATED",10E - 10G,Female,51 -70 Years,3201,1.9,0.75 E,±0.14,F,F,F,F,F,F,0.01 E,±0.00,F,F,F,F,F,F,38.94,±5.35,28.68 E,±7.65,F,F,F,F,0.56,±0.08,0.47 E,±0.08,F,F,F,F
"MILK, EVAPORATED",10E - 10G,Female,71 + Years ,2610,3.3,F,F,F,F,F,F,F,F,0.03 E,±0.01,F,F,F,F,F,F,53.1 E,±11.45,33.62 E,±10.97,F,F,F,F,0.77 E,±0.13,0.57 E,±0.18,F,F,F,F
"MILK, EVAPORATED",10E - 10G,Female,19 +  Years,10583,1.5,0.6,±0.10,F,F,F,F,F,F,0.01,±0.00,F,F,F,F,F,F,38.94,±4.62,26.66 E,±5.25,79.03 E,±15.70,99.7,±16.32,0.55,±0.06,0.4,±0.06,1.16,±0.15,1.33 E,±0.34
"MILK, CONDENSED",10H,Both,All ages,33343,0.1,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,0.2 E,±0.04,F,F,F,F
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Both,All ages,33343,2.7,6.83,±0.53,F,F,F,F,F,F,0.15,±0.01,F,F,F,F,F,F,252.87,±11.46,244.87,±11.67,489.76,±35.24,704.01,±78.17,5.45,±0.35,3.72,±0.25,10.63,±0.80,15.73,±2.07
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Both,0 - 5 Months,48,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Both,6 - 11 Months,191,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Both,1 Year,735,4.7,16.6 E,±4.84,F,F,F,F,F,F,1.49 E,±0.44,F,F,F,F,F,F,355.47 E,±101.09,F,F,F,F,F,F,31.98 E,±9.04,F,F,F,F,F,F
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Both,2 - 3 Years,1453,5.3,16.09 E,±3.46,F,F,F,F,F,F,1.05 E,±0.22,F,F,F,F,F,F,302.5,±44.38,207.1,±28.27,F,F,F,F,19.8,±2.66,13.42,±1.93,F,F,F,F
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Both,4 -8 Years,3238,1.8,6.24 E,±1.95,F,F,F,F,F,F,F,F,F,F,F,F,F,F,342.08 E,±57.72,321.4 E,±71.66,F,F,F,F,16.59 E,±3.51,12.96 E,±2.57,F,F,F,F
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Both,9 -13 Years,4060,2,5.55 E,±1.24,F,F,F,F,F,F,0.13 E,±0.03,F,F,F,F,F,F,271.75 E,±55.88,214.24 E,±63.87,F,F,F,F,6.45 E,±1.16,F,F,F,F,F,F
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Both,14 -18 Years,4565,1.5,4.13 E,±1.25,F,F,F,F,F,F,0.07 E,±0.02,F,F,F,F,F,F,279.42 E,±62.92,198.96 E,±41.04,F,F,F,F,4.41 E,±0.89,2.92 E,±0.64,F,F,F,F
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Both,19 - 30 Years,3821,2.5,6.73 E,±1.29,F,F,F,F,F,F,0.1 E,±0.02,F,F,F,F,F,F,265.89,±28.69,244.87,±33.09,F,F,F,F,4.03,±0.43,3.69 E,±0.62,F,F,F,F
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Both,31 - 50 Years,5351,3.1,7.57,±1.22,F,F,F,F,F,F,0.11,±0.02,F,F,F,F,F,F,245.39,±21.99,244.88,±8.43,367.49,±57.52,F,F,3.66,±0.28,3.92,±0.44,5.73,±0.93,F,F
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Both,51 -70 Years,5751,3,6.73,±1.03,F,F,F,F,F,F,0.1,±0.02,F,F,F,F,F,F,226.74,±24.33,183.66,±28.73,443.83,±69.04,F,F,3.21,±0.36,2.6,±0.29,6.69,±0.96,F,F
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Both,71 + Years ,4130,2.4,5.11 E,±1.02,F,F,F,F,F,F,0.08 E,±0.02,F,F,F,F,F,F,214.12,±25.70,183.66 E,±53.09,F,F,F,F,3.25,±0.43,2.74 E,±0.71,F,F,F,F
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Both,0 -18 years,14290,2.2,6.57,±0.84,F,F,F,F,F,F,0.3,±0.04,F,F,F,F,F,F,303.54,±27.08,214.24,±21.68,765.24,±68.35,887.66,±63.74,13.74,±1.48,7.83 E,±1.46,37.59 E,±8.17,53.66,±4.91
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Both,19 +  Years,19053,2.9,6.91,±0.64,F,F,F,F,F,F,0.1,±0.01,F,F,F,F,F,F,241.35,±12.77,244.88,±12.37,443.83,±48.14,535.66,±80.02,3.57,±0.18,3.33,±0.30,6.43,±0.66,9.3,±0.92
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Male,9 -13 Years,2080,F,6.78 E,±1.94,F,F,F,F,F,F,0.15 E,±0.04,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Male,14 -18 Years,2288,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Male,19 - 30 Years,1804,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Male,31 - 50 Years,2596,2,5.98 E,±1.79,F,F,F,F,F,F,0.07 E,±0.02,F,F,F,F,F,F,297.76 E,±59.23,258.75,±36.68,F,F,F,F,3.56 E,±0.61,3.72 E,±0.68,F,F,F,F
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Male,51 -70 Years,2550,2.1,5.05 E,±1.35,F,F,F,F,F,F,0.07 E,±0.02,F,F,F,F,F,F,241.49,±39.00,244.88 E,±45.19,F,F,F,F,3.11 E,±0.59,2.72,±0.35,F,F,F,F
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Male,71 + Years ,1520,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Male,19 +  Years,8470,1.9,5.34 E,±0.92,F,F,F,F,F,F,0.07,±0.01,F,F,F,F,F,F,274.82,±28.44,244.88,±15.51,489.76 E,±115.21,F,F,3.44,±0.33,3.07,±0.39,6.33 E,±1.41,F,F
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Female,9 -13 Years,1980,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Female,14 -18 Years,2277,1.7,3.57 E,±1.02,F,F,F,F,F,F,0.06 E,±0.02,F,F,F,F,F,F,210.1 E,±57.86,165.42 E,±46.83,F,F,F,F,3.71 E,±0.96,2.85 E,±0.76,F,F,F,F
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Female,19 - 30 Years,2017,3.5,8.79 E,±2.03,F,F,F,F,F,F,0.15 E,±0.04,F,F,F,F,F,F,253.8,±33.45,244.87 E,±43.36,F,F,F,F,4.18,±0.56,3.78 E,±0.80,F,F,F,F
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Female,31 - 50 Years,2755,4.2,9.17 E,±1.67,F,F,F,F,F,F,0.16 E,±0.03,F,F,F,F,F,F,220.14,±15.98,244.88,±23.32,F,F,F,F,3.71,±0.31,3.97,±0.47,F,F,F,F
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Female,51 -70 Years,3201,3.8,8.35 E,±1.53,F,F,F,F,F,F,0.13 E,±0.02,F,F,F,F,F,F,218.96,±28.48,153.05 E,±29.38,443.83,±70.84,F,F,3.27,±0.42,2.48 E,±0.43,6.69,±1.01,F,F
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Female,71 + Years ,2610,2.7,5.34 E,±1.26,F,F,F,F,F,F,0.09 E,±0.02,F,F,F,F,F,F,199.85,±29.09,F,F,F,F,F,F,3.2,±0.48,F,F,F,F,F,F
"OTHER TYPES OF MILK (SOYA, GOAT, WHEY, BUTTERMILK)",10I,Female,19 +  Years,10583,3.7,8.41,±0.91,F,F,F,F,F,F,0.14,±0.02,F,F,F,F,F,F,224.59,±12.74,244.84,±30.60,367.32,±53.15,535.66,±43.42,3.64,±0.22,3.37,±0.39,6.64,±0.73,9.3,±1.02
CREAMS,13,Both,All ages,33343,20.9,7.82,±0.28,F,F,29.78,±1.44,45.41,±1.58,0.12,±0.00,F,F,0.36,±0.01,0.67,±0.03,37.34,±1.15,26.83,±1.81,79.53,±4.91,119.5,±4.04,0.55,±0.02,0.34,±0.01,1.17,±0.08,1.76,±0.09
CREAMS,13,Both,0 - 5 Months,48,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
CREAMS,13,Both,6 - 11 Months,191,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
CREAMS,13,Both,1 Year,735,4.3,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,18.08 E,±4.52,11.27 E,±3.55,F,F,F,F,1.67 E,±0.42,1.02 E,±0.33,F,F,F,F
CREAMS,13,Both,2 - 3 Years,1453,8,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
CREAMS,13,Both,4 -8 Years,3238,8.1,1.9,±0.30,F,F,F,F,F,F,0.08,±0.01,F,F,F,F,F,F,23.43,±2.98,14.01 E,±3.19,51.64,±7.42,83.61 E,±26.21,1,±0.14,0.53 E,±0.12,2.19 E,±0.45,3.61 E,±0.66
CREAMS,13,Both,9 -13 Years,4060,9.5,2.9,±0.39,F,F,F,F,15.12 E,±2.62,0.07,±0.01,F,F,F,F,0.38 E,±0.07,30.58,±3.16,16.67,±2.47,77.62 E,±13.20,104.21,±12.13,0.76,±0.09,0.42,±0.06,1.86 E,±0.40,3 E,±0.51
CREAMS,13,Both,14 -18 Years,4565,11.7,3.75,±0.45,F,F,F,F,28.77,±2.70,0.06,±0.01,F,F,F,F,0.41,±0.05,32.01,±3.09,22.2,±2.89,72.56 E,±18.22,120.67 E,±22.48,0.51,±0.05,0.34,±0.04,1.12 E,±0.29,1.98 E,±0.45
CREAMS,13,Both,19 - 30 Years,3821,19.5,7.77,±0.71,F,F,27.08,±2.85,45.16,±3.03,0.11,±0.01,F,F,0.34,±0.03,0.62,±0.05,39.77,±3.14,28.77,±2.14,83.27,±8.04,115,±10.41,0.55,±0.04,0.35,±0.02,1.14,±0.17,1.76,±0.13
CREAMS,13,Both,31 - 50 Years,5351,27.3,10.92,±0.69,F,F,36.49,±4.53,60.05,±1.38,0.15,±0.01,F,F,0.49,±0.04,0.78,±0.04,40.01,±2.17,30.03,±1.36,85.51,±9.47,135.02,±15.43,0.54,±0.03,0.35,±0.02,1.1,±0.12,1.71,±0.18
CREAMS,13,Both,51 -70 Years,5751,25,8.97,±0.60,F,F,30.25,±0.19,54.75,±5.61,0.12,±0.01,F,F,0.4,±0.03,0.67,±0.06,35.81,±1.80,24.31,±2.98,81.56,±7.99,119,±8.25,0.48,±0.03,0.32,±0.03,1.04,±0.09,1.63,±0.21
