Geographic ID,Region,County,Route,Road,Milepoint,Latitude,Longitude,Location 1
20615,5, , , ,0.0,42.49587326,-78.38435213,"(42.49587326, -78.38435213)"
41657,11, , , ,0.0,40.75480876,-73.7754356,"(40.75480876, -73.7754356)"
16889,5, , , ,0.0,42.97796789,-78.70219645,"(42.97796789, -78.70219645)"
40942,11, , , ,0.0,40.53240792,-74.20317964,"(40.53240792, -74.20317964)"
16613,5, , , ,0.0,43.02097309,-78.8780102,"(43.02097309, -78.8780102)"
13561,4, , , ,0.0,43.10271181,-77.48178658,"(43.10271181, -77.48178658)"
34474,10,SUFFOLK,NY25,North Rd,97.7379,41.11695229,-72.35967513,"(41.11695229, -72.35967513)"
26303,8,WESTCHESTER,NY100,Central Park Ave,2.0726,40.95863521,-73.8419688,"(40.95863521, -73.8419688)"
24075,7, , , ,0.0,44.6964431,-73.49562952,"(44.6964431, -73.49562952)"
40016,10,SUFFOLK,NY27A,Merrick Rd,2.106,40.66907064,-73.40890154,"(40.66907064, -73.40890154)"
39278,10,SUFFOLK,NY231,Deer Park Rd,6.3534,40.78431009,-73.33863583,"(40.78431009, -73.33863583)"
27024,8,ROCKLAND,NY304,Route 304,4.9866,41.11355643,-73.99496397,"(41.11355643, -73.99496397)"
39487,10,SUFFOLK,906D,Sunrise Hwy,4.5483,40.73456752,-73.25501987,"(40.73456752, -73.25501987)"
7910,3,CAYUGA,NY5,Arterial   E,199.0638,42.93240662,-76.56878944,"(42.93240662, -76.56878944)"
23074,6,ALLEGANY,NY19,State Hwy 19,14.4369,42.17425168,-77.97888724,"(42.17425168, -77.97888724)"
6054,2, , , ,0.0,43.11666156,-75.29047975,"(43.11666156, -75.29047975)"
18555,5,NIAGARA,US62,Walnut Ave,101.0105,43.09367326,-79.02304026,"(43.09367326, -79.02304026)"
1530,1,RENSSELAER,US20,COLUMBIAumbia Tpke,347.3534,42.60717396,-73.72234136,"(42.60717396, -73.72234136)"
38128,10,SUFFOLK,NY112,Route 112,11.2575,40.91788223,-73.03736041,"(40.91788223, -73.03736041)"
5925,2,ONEIDA,NY412,COLUMBIAlege St,0.4335,43.04819374,-75.38722824,"(43.04819374, -75.38722824)"
29525,8,ROCKLAND,US9W,N Route 9W,17.2974,41.21419511,-73.98590997,"(41.21419511, -73.98590997)"
23127,6,ALLEGANY,NY275,Pennsylvania Ave,10.6841,42.20297427,-78.14504621,"(42.20297427, -78.14504621)"
8109,3,OSWEGO,NY3,E Broadway,12.0798,43.32094922,-76.40650118,"(43.32094922, -76.40650118)"
36367,10,NASSAU,NY106,Newbridge Rd,1.027,40.70587275,-73.54451615,"(40.70587275, -73.54451615)"
13107,4,MONROE,NY153,N Washington St,2.1595,43.11897305,-77.48633541,"(43.11897305, -77.48633541)"
41539,11, , , ,0.0,40.69731516,-73.81397102,"(40.69731516, -73.81397102)"
6870,3,OSWEGO,NY104,W Bridge St,151.8547,43.45445731,-76.51870279,"(43.45445731, -76.51870279)"
672,1,WASHINGTON,US4,Main St,53.7381,43.31050178,-73.57985378,"(43.31050178, -73.57985378)"
39354,10,SUFFOLK,NY347,Nesconset Hwy,14.6692,40.93191166,-73.03298691,"(40.93191166, -73.03298691)"
36980,10,NASSAU,NY24,Hempstead Tpke,15.9898,40.72785777,-73.46672686,"(40.72785777, -73.46672686)"
603,1,WASHINGTON,NY22,S Main St,183.038,43.17025136,-73.32678586,"(43.17025136, -73.32678586)"
28296,8,WESTCHESTER,US1,Boston Post Rd,9.7525,40.89592832,-73.80567862,"(40.89592832, -73.80567862)"
24798,7,FRANKLIN,NY458,S Main St,7.6063,44.67212722,-74.54492219,"(44.67212722, -74.54492219)"
13234,4,MONROE,941B,Empire Blvd,0.3257,43.17654419,-77.54992934,"(43.17654419, -77.54992934)"
20998,5, , , ,0.0,42.07749448,-78.44001272,"(42.07749448, -78.44001272)"
41662,11, , , ,0.0,40.75310539,-73.7763121,"(40.75310539, -73.7763121)"
19071,5, , , ,0.0,42.5445137,-79.1674281,"(42.5445137, -79.1674281)"
19684,5, , , ,0.0,42.25027264,-79.49990339,"(42.25027264, -79.49990339)"
21317,5, , , ,0.0,42.72196339,-78.82557211,"(42.72196339, -78.82557211)"
8679,7, , , ,0.0,-90.0,-75.0,"(-90.0, -75.0)"
16008,5, , , ,0.0,42.90178717,-78.69791897,"(42.90178717, -78.69791897)"
23789,7, , , ,0.0,43.9763583,-75.91714047,"(43.9763583, -75.91714047)"
33448,10, , , ,0.0,40.81100019,-73.62446588,"(40.81100019, -73.62446588)"
41052,11, , , ,0.0,40.60370352,-74.06937523,"(40.60370352, -74.06937523)"
18927,5, , , ,0.0,42.49110638,-79.32129822,"(42.49110638, -79.32129822)"
19073,5, , , ,0.0,42.54459834,-79.16770427,"(42.54459834, -79.16770427)"
40991,11, , , ,0.0,40.55744356,-74.20729197,"(40.55744356, -74.20729197)"
18415,5, , , ,0.0,43.08345334,-79.05620968,"(43.08345334, -79.05620968)"
17887,5, , , ,0.0,43.09159262,-79.01985303,"(43.09159262, -79.01985303)"
12872,4,MONROE,NY33A,Chili Ave,15.0401,43.137342,-77.674044,"(43.137342, -77.674044)"
38414,10, , , ,0.0,40.83976269,-73.31765634,"(40.83976269, -73.31765634)"
19352,5, , , ,0.0,42.43157458,-79.34224509,"(42.43157458, -79.34224509)"
13993,4,MONROE,NY19,Main St,98.6934,43.214347,-77.938709,"(43.214347, -77.938709)"
14205,5,ERIE,NY5,Main St,81.6862,42.965805,-78.707906,"(42.965805, -78.707906)"
29746,8, , , ,0.0,41.01111919,-73.92932238,"(41.01111919, -73.92932238)"
22848,6, , , ,0.0,42.1081234,-77.23175177,"(42.1081234, -77.23175177)"
14404,5, , , ,0.0,42.88857151,-78.85901247,"(42.88857151, -78.85901247)"
31160,8, , , ,0.0,42.25114171,-73.64343125,"(42.25114171, -73.64343125)"
13726,4, , , ,0.0,43.18622738,-77.50601798,"(43.18622738, -77.50601798)"
41032,11, , , ,0.0,40.55672593,-74.20390138,"(40.55672593, -74.20390138)"
19635,5, , , ,0.0,42.32059432,-79.57743025,"(42.32059432, -79.57743025)"
6758,3, , , ,0.0,42.4408476,-76.51077509,"(42.4408476, -76.51077509)"
14593,5, , , ,0.0,42.88532538,-78.86942265,"(42.88532538, -78.86942265)"
22444,5, , , ,0.0,42.96695242,-78.8704143,"(42.96695242, -78.8704143)"
20684,5,CATTARAUGUS,NY242,ROCKLANDk City St,9.582,42.2489639,-78.79823156,"(42.2489639, -78.79823156)"
24923,7,ST LAWRENCE,NY68,Canton St,2.4606,44.69085592,-75.48521341,"(44.69085592, -75.48521341)"
739,1,WASHINGTON,US4,Broadway,72.9134,43.54488371,-73.4071068,"(43.54488371, -73.4071068)"
28991,8,WESTCHESTER,NY141,Commerce St,1.8911,41.12010207,-73.78307544,"(41.12010207, -73.78307544)"
25853,7,JEFFERSON,NY26,Main St,191.4345,44.21763838,-75.8027008,"(44.21763838, -75.8027008)"
2577,1,ALBANY,NY7,Troy Schenectady Rd,146.7182,42.77150379,-73.8227443,"(42.77150379, -73.8227443)"
30534,8,DUTCHESS,NY9D,North Ave,16.4226,41.50947978,-73.97759455,"(41.50947978, -73.97759455)"
11610,4,MONROE,NY31F,Fairport Rd,1.7287,43.10465099,-77.48842992,"(43.10465099, -77.48842992)"
16514,5,ERIE,NY265,Military Rd,3.0802,42.97225049,-78.88670078,"(42.97225049, -78.88670078)"
24631,7,FRANKLIN,US11,State Route 11,277.6362,44.92581147,-74.09108623,"(44.92581147, -74.09108623)"
23289,6,CHEMUNG,NY352,W Water St,15.2895,42.08019885,-76.84716662,"(42.08019885, -76.84716662)"
7086,3,ONONDAGA,NY80,Elm St,20.8818,42.79827333,-76.10940519,"(42.79827333, -76.10940519)"
40977,11, , , ,0.0,40.53248841,-74.22495022,"(40.53248841, -74.22495022)"
34659,10, , , ,0.0,40.86003103,-73.07459676,"(40.86003103, -73.07459676)"
14203,5,ERIE,NY5,Main St,81.6309,42.96565349,-78.70906057,"(42.96565349, -78.70906057)"
17772,5, , , ,0.0,43.09155253,-79.03835003,"(43.09155253, -79.03835003)"
1812,1,GREEN,NY385,Spring St,1.2812,42.22415578,-73.86189465,"(42.22415578, -73.86189465)"
6640,3,OSWEGO,US11,S Main St,130.6259,43.644078,-76.08652616,"(43.644078, -76.08652616)"
15432,5, , , ,0.0,42.80551132,-78.84587808,"(42.80551132, -78.84587808)"
7254,3, , , ,0.0,43.06378661,-76.0878087,"(43.06378661, -76.0878087)"
22069,5, , , ,0.0,42.936258,-78.784007,"(42.936258, -78.784007)"
7453,3,SENECA,NY414,Ovid St,59.3855,42.90640972,-76.79712813,"(42.90640972, -76.79712813)"
24130,7, , , ,0.0,44.74509304,-75.12715757,"(44.74509304, -75.12715757)"
41850,11, , , ,0.0,40.74104481,-73.78692387,"(40.74104481, -73.78692387)"
15206,5, , , ,0.0,42.5912219,-78.94085923,"(42.5912219, -78.94085923)"
15687,5, , , ,0.0,43.05541396,-78.82922298,"(43.05541396, -78.82922298)"
40940,11, , , ,0.0,40.53168651,-74.20279891,"(40.53168651, -74.20279891)"
14987,5, , , ,0.0,42.76978074,-78.8117489,"(42.76978074, -78.8117489)"
15796,5, , , ,0.0,42.83919101,-78.6966132,"(42.83919101, -78.6966132)"
1712,1, , , ,0.0,43.34988246,-73.69258367,"(43.34988246, -73.69258367)"
41432,11, , , ,0.0,40.65769885,-73.98298206,"(40.65769885, -73.98298206)"
26950,8, , , ,0.0,41.10177323,-74.04606754,"(41.10177323, -74.04606754)"
13676,4, , , ,0.0,43.07380336,-77.60700709,"(43.07380336, -77.60700709)"
23808,7, , , ,0.0,44.00386389,-76.04488887,"(44.00386389, -76.04488887)"
21969,5, , , ,0.0,43.02014684,-78.79923787,"(43.02014684, -78.79923787)"
28459,8,WESTCHESTER,NY22,Post Rd,7.1463,40.981037,-73.799929,"(40.981037, -73.799929)"
31158,8, , , ,0.0,42.25102256,-73.64360949,"(42.25102256, -73.64360949)"
19932,5, , , ,0.0,42.1162488,-79.20087443,"(42.1162488, -79.20087443)"
20495,5, , , ,0.0,42.08331339,-78.44463502,"(42.08331339, -78.44463502)"
20073,5, , , ,0.0,42.15924397,-79.59522424,"(42.15924397, -79.59522424)"
22309,5, , , ,0.0,42.76833278,-78.62981343,"(42.76833278, -78.62981343)"
24900,7, , , ,0.0,44.33202245,-75.46879041,"(44.33202245, -75.46879041)"
23985,7, , , ,0.0,44.6960772,-73.53465392,"(44.6960772, -73.53465392)"
14830,5, , , ,0.0,42.93333539,-78.87722977,"(42.93333539, -78.87722977)"
21681,5, , , ,0.0,42.89280726,-78.86701346,"(42.89280726, -78.86701346)"
9534,4,MONROE,NY18,Latta Rd,83.1339,43.2530115,-77.65832636,"(43.2530115, -77.65832636)"
34519,10,SUFFOLK,NY25,Jericho Tpke,34.3162,40.834487,-73.38454,"(40.834487, -73.38454)"
1583,1,SCHENECTADY,914E,Veeder Ave,0.2152,42.81012724,-73.93886088,"(42.81012724, -73.93886088)"
6908,3,OSWEGO,NY104,W Bridge St,151.5715,43.45406158,-76.52457036,"(43.45406158, -76.52457036)"
8696,4,LIVINGSTON,NY436,Ossian St,23.71,42.56037292,-77.70490568,"(42.56037292, -77.70490568)"
39795,10,SUFFOLK,NY454,Veterans Memorial Hwy,10.8044,40.78426585,-73.10714049,"(40.78426585, -73.10714049)"
2276,1,RENSSELAER,NY40,Main St,12.3227,42.89703754,-73.58634799,"(42.89703754, -73.58634799)"
10992,4,LIVINGSTON,US20A,Main St,62.8107,42.82181833,-77.66611079,"(42.82181833, -77.66611079)"
23307,6, , , ,0.0,42.08085978,-76.85736344,"(42.08085978, -76.85736344)"
4875,2,ONEIDA,NY365,State St,0.4003,43.08388308,-75.6335226,"(43.08388308, -75.6335226)"
4059,2,HERKIMER,NY51,OTSEGOego St,54.0925,43.01199024,-75.03848287,"(43.01199024, -75.03848287)"
34822,10,SUFFOLK,NY25,Front St,95.8885,41.10075711,-72.36731659,"(41.10075711, -72.36731659)"
27958,8,DUTCHESS,US9,S Broadway,86.2071,41.98729294,-73.88122725,"(41.98729294, -73.88122725)"
11358,4,GENESEE,NY33,W Main St,25.7027,42.95923104,-78.40961484,"(42.95923104, -78.40961484)"
5018,2,ONEIDA,NY315,Buell Ave,0.0,42.93116595,-75.37999041,"(42.93116595, -75.37999041)"
29691,8,ROCKLAND,NY59,W Route 59,9.1498,41.09756087,-74.01458111,"(41.09756087, -74.01458111)"
3668,1,ESSEX,NY86,Main St,21.4773,44.28514996,-73.98414958,"(44.28514996, -73.98414958)"
13773,4,MONROE,NY252,JEFFERSONferson Rd,8.4923,43.08702419,-77.60113092,"(43.08702419, -77.60113092)"
38519,10, , , ,0.0,40.86134357,-73.1217363,"(40.86134357, -73.1217363)"
6388,3,ONONDAGA,NY257,S Manlius St,1.9403,43.02947915,-76.00450789,"(43.02947915, -76.00450789)"
13489,4, , , ,0.0,43.08693045,-77.62364516,"(43.08693045, -77.62364516)"
10648,4,MONROE,NY31,Monroe Ave,86.5612,43.09089128,-77.51505349,"(43.09089128, -77.51505349)"
2572,1,ESSEX,NY9N,Main St,131.2534,44.44015506,-73.67667502,"(44.44015506, -73.67667502)"
18368,5,NIAGARA,NY384,Rainbow Blvd  N,21.72,43.0900547,-79.06197168,"(43.0900547, -79.06197168)"
31542,9,SCHOHARIE,NY145,N Grand St,40.1857,42.68105668,-74.48978068,"(42.68105668, -74.48978068)"
15901,5,ERIE,NY78,Transit Rd,51.1876,43.02730755,-78.696771,"(43.02730755, -78.696771)"
34909,10,SUFFOLK,NY25A,Main St,42.1033,40.88628673,-73.2575955,"(40.88628673, -73.2575955)"
41993,11, , , ,0.0,40.83357529,-73.86145798,"(40.83357529, -73.86145798)"
40961,11, , , ,0.0,40.54700115,-74.18114875,"(40.54700115, -74.18114875)"
15577,5, , , ,0.0,42.72413277,-78.83910866,"(42.72413277, -78.83910866)"
21518,5, , , ,0.0,42.99265262,-78.82231985,"(42.99265262, -78.82231985)"
21061,5, , , ,0.0,42.16015039,-78.68695444,"(42.16015039, -78.68695444)"
13529,4, , , ,0.0,43.10966113,-77.49849391,"(43.10966113, -77.49849391)"
14517,5, , , ,0.0,42.89469952,-78.83078313,"(42.89469952, -78.83078313)"
13673,4, , , ,0.0,43.08997648,-77.63506393,"(43.08997648, -77.63506393)"
13742,4, , , ,0.0,43.18136424,-77.50861006,"(43.18136424, -77.50861006)"
42238,11, , , ,0.0,40.70945074,-73.81917994,"(40.70945074, -73.81917994)"
41902,11, , , ,0.0,40.89959459,-73.89690876,"(40.89959459, -73.89690876)"
37740,10,SUFFOLK,NY454,Veterans Hwy,4.9491,40.82044815,-73.20381823,"(40.82044815, -73.20381823)"
25687,7,ST LAWRENCE,NY56,S Main St,38.3319,44.75024325,-74.99373618,"(44.75024325, -74.99373618)"
16428,5, , , ,0.0,42.983925,-78.79506188,"(42.983925, -78.79506188)"
38313,10,SUFFOLK,NY25,Main Rd,86.6271,41.01062253,-72.48517752,"(41.01062253, -72.48517752)"
40801,10,NASSAU,NY27,Sunrise Hwy,27.15,40.67209916,-73.50907173,"(40.67209916, -73.50907173)"
11665,4,MONROE,NY96,East Ave,121.7128,43.12675129,-77.52756839,"(43.12675129, -77.52756839)"
18976,5,CHAUTAUQUA,NY5,Lake Shore Dr  E,27.9803,42.48809707,-79.32923494,"(42.48809707, -79.32923494)"
34554,10,SUFFOLK,NY25,Jericho Tpke,39.362,40.84316029,-73.29291835,"(40.84316029, -73.29291835)"
39773,10,SUFFOLK,NY454,Veterans Memorial Hwy,12.3507,40.77817852,-73.07465924,"(40.77817852, -73.07465924)"
22611,6,SCHUYLER,NY14,N Franklin St,29.8082,42.37801986,-76.87196509,"(42.37801986, -76.87196509)"
27331,8,ORANGE,NY52,N Montgomery St,69.2894,41.56384637,-74.19459591,"(41.56384637, -74.19459591)"
19818,5,CHAUTAUQUA,NY394,Fairmount Ave,25.9193,42.0971464,-79.28143872,"(42.0971464, -79.28143872)"
38686,10,SUFFOLK,NY25,Middle Country Rd,55.2253,40.86853985,-73.00152177,"(40.86853985, -73.00152177)"
23723,6,CHEMUNG,NY352,W Water St,16.0598,42.08050213,-76.83243404,"(42.08050213, -76.83243404)"
17463,5,NIAGARA,NY61,Hyde Park Blvd,0.6218,43.09086255,-79.02223568,"(43.09086255, -79.02223568)"
42180,11, , , ,0.0,40.84433495,-73.92500601,"(40.84433495, -73.92500601)"
5515,2,HERKIMER,NY28,COLUMBIAumbia St,137.9796,43.01148265,-75.003986,"(43.01148265, -75.003986)"
19053,5,CHAUTAUQUA,NY5,Lake Shore Dr  W,26.7639,42.48450791,-79.35284231,"(42.48450791, -79.35284231)"
36640,10,NASSAU,NY25,Jericho Tpke,15.1243,40.72731339,-73.7094939,"(40.72731339, -73.7094939)"
32136,9,TIOGA,NY38,S Main St,8.3219,42.22364804,-76.1838018,"(42.22364804, -76.1838018)"
5963,2,ONEIDA,921W,CHAUTAUQUAMILTONplin Ave,1.5755,43.10735712,-75.26898664,"(43.10735712, -75.26898664)"
40811,10,NASSAU,NY27,Sunrise Hwy,27.5118,40.6734916,-73.5026607,"(40.6734916, -73.5026607)"
19444,5, , , ,0.0,42.19324017,-79.24880946,"(42.19324017, -79.24880946)"
15907,5, , , ,0.0,43.01649875,-78.69710255,"(43.01649875, -78.69710255)"
37068,10,SUFFOLK,NY27A,W Montauk Hwy,4.408,40.67660186,-73.36787276,"(40.67660186, -73.36787276)"
22935,6,YATES,NY14A,Brown St,20.7471,42.65706996,-77.05514104,"(42.65706996, -77.05514104)"
7198,3,ONONDAGA,US11,Brewerton Rd,91.6121,43.09774826,-76.14554327,"(43.09774826, -76.14554327)"
36994,10,NASSAU,NY24,Conklin St,16.8317,40.73191557,-73.45165819,"(40.73191557, -73.45165819)"
36591,10,NASSAU,NY25B,Hillside Ave,5.2679,40.75429511,-73.65098181,"(40.75429511, -73.65098181)"
6868,3,OSWEGO,NY104,W Bridge St,151.651,43.45415048,-76.52246668,"(43.45415048, -76.52246668)"
20661,5, , , ,0.0,42.39890263,-78.60726409,"(42.39890263, -78.60726409)"
5197,2,ONEIDA,NY12B,Franklin Ave,31.1197,43.0481388,-75.38143632,"(43.0481388, -75.38143632)"
26378,8,WESTCHESTER,NY127,Keeler Ave,0.0487,40.95425734,-73.72349924,"(40.95425734, -73.72349924)"
18844,5,CATTARAUGUS,NY417,Broad St,1.4644,42.15692947,-78.72861348,"(42.15692947, -78.72861348)"
41583,11, , , ,0.0,40.76696635,-73.83901527,"(40.76696635, -73.83901527)"
15782,5, , , ,0.0,42.83349054,-78.69724329,"(42.83349054, -78.69724329)"
37522,10,SUFFOLK,NY111,Islip Ave,2.5365,40.76682874,-73.21069898,"(40.76682874, -73.21069898)"
9629,4,ORLEANS,NY63,Main St,72.7665,43.22027569,-78.387079,"(43.22027569, -78.387079)"
30142,8,ULSTER,US9W,PartiTIOGAn St,85.909,42.0777733,-73.9522897,"(42.0777733, -73.9522897)"
33341,10,NASSAU,NY106,Oyster Bay Rd,11.038,40.84341258,-73.53311132,"(40.84341258, -73.53311132)"
9478,4,WAYNE,NY21,State Hwy 21,99.679,43.23020184,-77.18713151,"(43.23020184, -77.18713151)"
40138,10,SUFFOLK,NY27A,W Main St,7.0178,40.69572579,-73.32581069,"(40.69572579, -73.32581069)"
29669,8,ROCKLAND,NY59,Route 59,5.2115,41.10884735,-74.08526687,"(41.10884735, -74.08526687)"
18579,5,NIAGARA,US62,Walnut Ave,101.2754,43.09357615,-79.02812553,"(43.09357615, -79.02812553)"
20734,5, , , ,0.0,42.24638448,-78.81062831,"(42.24638448, -78.81062831)"
20114,5, , , ,0.0,42.15805887,-79.39027855,"(42.15805887, -79.39027855)"
18079,5,NIAGARA,NY265,Military Rd,16.5314,43.12459556,-79.00181242,"(43.12459556, -79.00181242)"
18759,5,ERIE,NY249,High St,8.5824,42.59427608,-78.93400014,"(42.59427608, -78.93400014)"
15199,5, , , ,0.0,42.49652855,-78.9217919,"(42.49652855, -78.9217919)"
7393,3,CORTLAND,NY90,Cayuga St,0.5541,42.63411835,-76.18968029,"(42.63411835, -76.18968029)"
19108,5,CHAUTAUQUA,US20,W Main St,3.1201,42.26688318,-79.71062604,"(42.26688318, -79.71062604)"
28232,8, , , ,0.0,42.25250258,-73.7887539,"(42.25250258, -73.7887539)"
39909,10,NASSAU,NY106,Pine Hollow Rd,12.294,40.86135775,-73.53535747,"(40.86135775, -73.53535747)"
9821,4,LIVINGSTON,NY36,Main St,60.672,42.72654332,-77.8747838,"(42.72654332, -77.8747838)"
6858,3,OSWEGO,NY3,W Broadway,11.3331,43.3158038,-76.41970129,"(43.3158038, -76.41970129)"
11286,4,ONTARIO,NY332,N Main St,1.971,42.90348297,-77.29235977,"(42.90348297, -77.29235977)"
10620,4,MONROE,NY15A,E Henrietta Rd,32.7118,43.08738745,-77.60951412,"(43.08738745, -77.60951412)"
28877,8,WESTCHESTER,NY120,King St,14.1006,41.15988895,-73.76555228,"(41.15988895, -73.76555228)"
7065,3,ONONDAGA,NY31,State Route 31,173.2005,43.17569147,-76.11662107,"(43.17569147, -76.11662107)"
2365,1,SARATOGA,US4,Broad St,38.369,43.10402666,-73.57951795,"(43.10402666, -73.57951795)"
7620,3,CAYUGA,NY34,S Seneca St,81.0979,43.04868929,-76.56303634,"(43.04868929, -76.56303634)"
25244,7,JEFFERSON,970L,James St,0.3875,44.2408324,-76.08835201,"(44.2408324, -76.08835201)"
8989,4,GENESEE,NY5,W Main Rd,118.3175,42.97814269,-78.00430635,"(42.97814269, -78.00430635)"
10714,4,MONROE,NY31,State St,86.8243,43.08924545,-77.51050321,"(43.08924545, -77.51050321)"
1577,1,GREEN,NY385,Spring St,1.2,42.2226354,-73.86192572,"(42.2226354, -73.86192572)"
1216,1,GREEN,US9W,W Bridge St,96.9375,42.21569626,-73.87765168,"(42.21569626, -73.87765168)"
6783,3,OSWEGO,NY48,State Route 48,24.321,43.41026154,-76.47781972,"(43.41026154, -76.47781972)"
34636,10,SUFFOLK,NY25,Middle Country Rd,49.6291,40.85889734,-73.10655483,"(40.85889734, -73.10655483)"
32910,10,NASSAU,NY27,Sunrise Hwy,28.816,40.67518522,-73.47779025,"(40.67518522, -73.47779025)"
19517,5,CHAUTAUQUA,NY60,Lamphere St,32.4928,42.47911997,-79.32435766,"(42.47911997, -79.32435766)"
32846,10,NASSAU,NY27,W Sunrise Hwy,22.136,40.65634344,-73.60178507,"(40.65634344, -73.60178507)"
38190,10,SUFFOLK,NY25A,Hallock Ave,59.1164,40.93236602,-73.04448661,"(40.93236602, -73.04448661)"
13104,4,MONROE,NY153,Panorama Trl  S,2.9374,43.12511189,-77.49024973,"(43.12511189, -77.49024973)"
42098,11, , , ,0.0,40.84308162,-73.82615754,"(40.84308162, -73.82615754)"
8314,3,CORTLAND,NY281,N West St,4.7078,42.64075202,-76.18911287,"(42.64075202, -76.18911287)"
14380,5,ERIE,954L,Broadway St,0.2541,42.88716815,-78.86551917,"(42.88716815, -78.86551917)"
22959,6,YATES,NY245,State Route 245,13.5453,42.76018467,-77.23223872,"(42.76018467, -77.23223872)"
988,1,ALBANY,US20,Western Ave,338.106,42.68577293,-73.85178661,"(42.68577293, -73.85178661)"
17486,5,NIAGARA,NY61,Hyde Park Blvd,0.3192,43.08662724,-79.0207066,"(43.08662724, -79.0207066)"
3757,1,SARATOGA,NY67,State Hwy 67,51.2,42.96992308,-73.80718173,"(42.96992308, -73.80718173)"
10164,4,WAYNE,NY14,GENESEEeva St,79.2683,43.06416921,-76.99047638,"(43.06416921, -76.99047638)"
23539,6,STEUBEN,NY415,Maple Ave,36.1906,42.50057339,-77.49620872,"(42.50057339, -77.49620872)"
39161,10,SUFFOLK,NY111,Islip Ave,1.6733,40.75450464,-73.20895263,"(40.75450464, -73.20895263)"
30526,8,ULSTER,US209,N Main St,31.0682,41.72215658,-74.39126868,"(41.72215658, -74.39126868)"
339,1,ALBANY,NY5,Central Ave,361.2088,42.75095626,-73.87068877,"(42.75095626, -73.87068877)"
37779,10,SUFFOLK,NY25,Jericho Tpke,33.7054,40.8309702,-73.39520448,"(40.8309702, -73.39520448)"
37369,10,SUFFOLK,NY27A,W Main St,14.7481,40.73034118,-73.19579481,"(40.73034118, -73.19579481)"
12788,4,MONROE,940M,Lake Ave,0.1579,43.16661762,-77.62458454,"(43.16661762, -77.62458454)"
25981,8,WESTCHESTER,US1,E Boston Post Rd,15.5578,40.95220857,-73.7274941,"(40.95220857, -73.7274941)"
20497,5, , , ,0.0,42.0831969,-78.44477805,"(42.0831969, -78.44477805)"
811,1,ALBANY,NY7,Troy Schenectady Rd,146.7182,42.77165903,-73.82254923,"(42.77165903, -73.82254923)"
11501,4,MONROE,NY31,Pittsford Palmyra Rd,90.3272,43.07022848,-77.44785053,"(43.07022848, -77.44785053)"
421,1,SARATOGA,NY32,Saratoga Ave,126.4955,42.79030488,-73.68824005,"(42.79030488, -73.68824005)"
20888,5,CATTARAUGUS,NY417,W State St,18.7018,42.07709587,-78.47144359,"(42.07709587, -78.47144359)"
40651,10,NASSAU,NY27,Sunrise Hwy,21.6921,40.656476,-73.61065121,"(40.656476, -73.61065121)"
22339,5, , , ,0.0,42.90048271,-78.75411417,"(42.90048271, -78.75411417)"
2590,1,ALBANY,NY7,Troy Schenectady Rd,149.3262,42.75604233,-73.77632354,"(42.75604233, -73.77632354)"
1449,1,RENSSELAER,NY7,Hoosick Rd,156.3931,42.74126594,-73.65456992,"(42.74126594, -73.65456992)"
22138,5,ERIE,NY277,Union Rd,15.3979,42.89393497,-78.75455685,"(42.89393497, -78.75455685)"
4158,2,ONEIDA,NY12B,Clinton Rd,35.3936,43.0763678,-75.31129403,"(43.0763678, -75.31129403)"
20334,5,CHAUTAUQUA,NY60,Washington St,4.0776,42.09634334,-79.24390929,"(42.09634334, -79.24390929)"
178,1,ALBANY,US20,Western Ave,338.0788,42.68588411,-73.85213909,"(42.68588411, -73.85213909)"
35317,10,NASSAU,NY27,Sunrise Hwy,18.9594,40.65653496,-73.66105934,"(40.65653496, -73.66105934)"
1345,1,WASHINGTON,NY29,Main St,84.3881,43.09429258,-73.50555877,"(43.09429258, -73.50555877)"
1522,1,RENSSELAER,US20,COLUMBIAumbia Tpke,348.2274,42.59891044,-73.70993905,"(42.59891044, -73.70993905)"
5477,2,FULTON,NY30A,S Comrie Ave,26.5462,43.00748709,-74.35959378,"(43.00748709, -74.35959378)"
7224,3,ONONDAGA,NY31,E GENESEEesee St,162.1613,43.16050709,-76.32357403,"(43.16050709, -76.32357403)"
15031,5, , , ,0.0,42.75141458,-78.85157115,"(42.75141458, -78.85157115)"
29762,8,PUTNAM,US6,Carmel Ave,72.7512,41.39885447,-73.62342383,"(41.39885447, -73.62342383)"
26053,8,WESTCHESTER,NY100,Central Park Ave,5.0092,40.99676873,-73.8178162,"(40.99676873, -73.8178162)"
9126,4,MONROE,NY31,Pittsford Palmyra Rd,90.2365,43.0710067,-77.44936697,"(43.0710067, -77.44936697)"
41010,11, , , ,0.0,40.52266666,-74.22487198,"(40.52266666, -74.22487198)"
1879,1,RENSSELAER,US20,COLUMBIAumbia Tpke,346.9492,42.61171014,-73.72731359,"(42.61171014, -73.72731359)"
2530,1,ESSEX,NY9N,Main St,84.5128,44.04861928,-73.45951592,"(44.04861928, -73.45951592)"
18850,5,CATTARAUGUS,NY417,Broad St,1.2531,42.15781872,-78.73251419,"(42.15781872, -78.73251419)"
22820,6,ALLEGANY,NY305,GENESEEesee St,18.467,42.22200006,-78.27822094,"(42.22200006, -78.27822094)"
3125,1,WASHINGTON,NY372,W Main St,8.2473,43.0279584,-73.38886368,"(43.0279584, -73.38886368)"
