OBJECTID,ZCTA5CE10,GEOID10,CohortCount,GradCnt,GradRate,Shape__Area,Shape__Length
304.0,49733.0,2649733.0,103.0,81.0,0.7864078,3.56361445416211E9,473290.460884564
305.0,49854.0,2649854.0,77.0,68.0,0.8831169,1.54936552733223E10,1054087.86211243
306.0,49870.0,2649870.0,48.0,45.0,0.9375,1.55076176977539E9,350008.756599833
307.0,48827.0,2648827.0,194.0,168.0,0.8659794,3.1349880611604E9,400442.961869655
308.0,48876.0,2648876.0,59.0,41.0,0.6949152,3.91102130293457E8,143807.533387457
309.0,49740.0,2649740.0,75.0,70.0,0.9333333,3.92651021467188E9,335518.32848844
310.0,48457.0,2648457.0,144.0,103.0,0.7152778,1.24779255497705E9,239857.117378033
311.0,49938.0,2649938.0,72.0,58.0,0.8055556,7.25311816827344E9,827043.205887462
312.0,49969.0,2649969.0,0.0,NaN,NaN,7.95470105319727E9,422148.363967592
313.0,49649.0,2649649.0,96.0,83.0,0.8645833,2.90824193050391E9,393521.310031648
314.0,49686.0,2649686.0,475.0,373.0,0.7852632,4.16351283489355E9,571957.933060048
315.0,48856.0,2648856.0,76.0,64.0,0.8421053,7.66841193212891E8,143814.445116192
316.0,49220.0,2649220.0,63.0,54.0,0.8571429,7.96924424030151E8,229872.98673068
317.0,49288.0,2649288.0,24.0,23.0,0.9583333,1.05373185566834E9,206250.564575814
318.0,49262.0,2649262.0,31.0,26.0,0.8387097,6.39829271988525E8,160409.990071635
319.0,48755.0,2648755.0,69.0,66.0,0.9565217,1.63135832769727E9,340464.111382012
320.0,48726.0,2648726.0,68.0,64.0,0.9411765,3.55872613467969E9,424956.166743724
321.0,48475.0,2648475.0,59.0,58.0,0.9830508,3.00267931895313E9,412548.93108526
322.0,49251.0,2649251.0,88.0,84.0,0.9545454,1.63373025934717E9,270436.146642871
323.0,48895.0,2648895.0,171.0,166.0,0.9707602,2.32723984809961E9,281854.142460347
324.0,49331.0,2649331.0,264.0,246.0,0.9318182,2.59911899224463E9,333627.39349368
325.0,49230.0,2649230.0,107.0,104.0,0.9719626,2.01026859553882E9,275982.765345428
326.0,49024.0,2649024.0,406.0,350.0,0.862069,4.8323744216748E8,114216.463705058
327.0,49341.0,2649341.0,645.0,605.0,0.9379845,2.42028111798242E9,366433.385623602
328.0,49321.0,2649321.0,158.0,130.0,0.8227848,7.35079687594238E8,176594.013166891
329.0,49418.0,2649418.0,432.0,404.0,0.9351852,5.44481711513672E8,143064.406851994
330.0,48412.0,2648412.0,0.0,NaN,NaN,1.42289881650537E9,245929.65425079
331.0,48444.0,2648444.0,157.0,147.0,0.9363058,2.26465209553125E9,300263.726492201
332.0,49664.0,2649664.0,64.0,60.0,0.9375,1.66823883723828E9,248769.566841582
333.0,49286.0,2649286.0,235.0,204.0,0.8680851,1.67824128484863E9,346729.735740648
334.0,48176.0,2648176.0,11.0,10.0,0.9090909,2.08395359185278E9,288349.289565542
335.0,48114.0,2648114.0,87.0,56.0,0.6436782,9.68817003244629E8,219851.107650256
336.0,48855.0,2648855.0,26.0,18.0,0.6923077,2.57825458650098E9,319626.87883879
337.0,48353.0,2648353.0,440.0,435.0,0.9886364,3.91569950770996E8,111332.984417695
338.0,48313.0,2648313.0,1139.0,1068.0,0.9376646,2.57331037961914E8,84151.6246710831
339.0,48091.0,2648091.0,273.0,195.0,0.7142857,2.22765999932129E8,64094.0929001314
340.0,48316.0,2648316.0,656.0,634.0,0.9664634,3.16291314338379E8,74317.126375105
341.0,48047.0,2648047.0,23.0,7.0,0.3043478,6.46986289293945E8,140373.937292451
342.0,48045.0,2648045.0,355.0,346.0,0.9746479,6.64516841070313E8,117568.611354574
343.0,49307.0,2649307.0,228.0,175.0,0.7675439,3.88138522917578E9,434293.0336416
344.0,48640.0,2648640.0,508.0,412.0,0.8110236,2.91855241327051E9,458247.538325699
345.0,48891.0,2648891.0,63.0,44.0,0.6984127,1.20598749243896E9,249157.046815547
346.0,49709.0,2649709.0,19.0,12.0,0.6315789,6.49095229681738E9,668628.509302747
347.0,49425.0,2649425.0,64.0,51.0,0.796875,1.81084149531982E9,307300.250683522
348.0,49404.0,2649404.0,182.0,179.0,0.9835165,1.75386169454395E9,314663.680107305
349.0,49451.0,2649451.0,86.0,75.0,0.872093,2.34601392586914E9,296310.540916514
350.0,49421.0,2649421.0,70.0,59.0,0.8428571,3.77857697273047E9,453291.53736514
351.0,48340.0,2648340.0,274.0,182.0,0.6642336,2.11734777057129E8,80400.551358838
352.0,48220.0,2648220.0,371.0,237.0,0.638814,1.23545424525879E8,56216.4514013448
353.0,48329.0,2648329.0,329.0,297.0,0.9027356,3.4506481696875E8,118186.216954637
354.0,48076.0,2648076.0,338.0,330.0,0.9763314,1.98439216345215E8,62034.098992938
355.0,48393.0,2648393.0,56.0,18.0,0.3214286,3.75802939031738E8,110482.302977472
356.0,48167.0,2648167.0,0.0,NaN,NaN,5.01305813368164E8,186513.015568843
357.0,49455.0,2649455.0,100.0,90.0,0.9,2.48791978877051E9,419925.386382551
358.0,49925.0,2649925.0,27.0,25.0,0.9259259,3.54885046562695E9,488739.22997254
359.0,48616.0,2648616.0,122.0,110.0,0.9016393,2.25663747619971E9,315218.277036435
360.0,48607.0,2648607.0,26.0,7.0,0.2692308,2.63571465302734E7,26963.4524825505
361.0,48079.0,2648079.0,186.0,175.0,0.9408602,1.20202938807471E9,154229.051193139
362.0,48060.0,2648060.0,470.0,291.0,0.6191489,6.67605220801758E8,144014.389763263
363.0,48059.0,2648059.0,224.0,204.0,0.9107143,1.08136770206201E9,183073.20071978
364.0,48419.0,2648419.0,45.0,24.0,0.5333334,2.1838117034541E9,309115.242871416
365.0,48471.0,2648471.0,77.0,68.0,0.8831169,2.81303721523535E9,311213.455783041
366.0,48723.0,2648723.0,151.0,123.0,0.8145695,3.70065257010059E9,385363.330934974
367.0,48197.0,2648197.0,669.0,544.0,0.813154,1.20295652713721E9,210153.471834306
368.0,48207.0,2648207.0,523.0,464.0,0.8871893,1.78480348045898E8,97546.2540646011
369.0,48174.0,2648174.0,208.0,157.0,0.7548077,1.15458419592944E9,262990.998905277
370.0,48126.0,2648126.0,832.0,731.0,0.8786058,2.75817086284424E8,115823.438433366
371.0,48228.0,2648228.0,247.0,134.0,0.5425101,2.40005915887207E8,94663.0918082456
372.0,48219.0,2648219.0,217.0,124.0,0.5714286,2.34397032666992E8,72723.3636361511
373.0,48203.0,2648203.0,87.0,8.0,0.09195402,2.23591110626709E8,69684.1976915681
374.0,48138.0,2648138.0,151.0,145.0,0.9602649,2.98961164141602E8,154778.340273414
375.0,49070.0,2649070.0,32.0,29.0,0.90625,7.52478111938965E8,195210.160751355
376.0,49316.0,2649316.0,334.0,310.0,0.9281437,1.61652603603467E9,229571.893024837
377.0,49629.0,2649629.0,81.0,79.0,0.9753087,2.59553782456055E8,84514.1909931692
378.0,48849.0,2648849.0,154.0,139.0,0.9025974,2.34008668792529E9,311038.633712394
379.0,48611.0,2648611.0,293.0,276.0,0.9419795,1.07293691795801E9,183049.522021321
380.0,49616.0,2649616.0,15.0,7.0,0.4666667,1.04021652855957E9,184919.070880199
381.0,49107.0,2649107.0,106.0,97.0,0.9150943,1.86658228388684E9,266215.565161683
382.0,49036.0,2649036.0,264.0,218.0,0.8257576,4.60818523161523E9,446114.793518398
383.0,49245.0,2649245.0,69.0,59.0,0.8550724,2.71578614798975E9,288471.881674092
384.0,49031.0,2649031.0,84.0,67.0,0.797619,3.32643264839844E9,445527.987382438
385.0,49769.0,2649769.0,28.0,22.0,0.7857143,1.57005072658008E9,289374.957342107
386.0,49725.0,2649725.0,10.0,4.0,0.4,1.84321314607813E9,239892.723746575
387.0,48622.0,2648622.0,105.0,91.0,0.8666667,2.68473292886816E9,329267.868199706
388.0,48894.0,2648894.0,75.0,74.0,0.9866667,8.03447671577148E8,167164.614069182
389.0,48504.0,2648504.0,206.0,93.0,0.4514563,4.32792065169922E8,130741.235851886
390.0,48463.0,2648463.0,107.0,84.0,0.7850468,9.91446245813477E8,200441.867360084
391.0,48612.0,2648612.0,90.0,76.0,0.8444445,3.49899484433203E9,405656.701938099
392.0,49620.0,2649620.0,25.0,21.0,0.84,1.46682826435742E9,314927.744920345
393.0,48637.0,2648637.0,36.0,33.0,0.9166667,2.03065563600244E9,303765.551518368
394.0,48850.0,2648850.0,102.0,94.0,0.9215686,2.28710732317334E9,355552.974883617
395.0,49336.0,2649336.0,93.0,83.0,0.8924731,2.21110677339258E9,285711.534218567
396.0,49631.0,2649631.0,62.0,45.0,0.7258065,4.26096640036523E9,562515.737331816
397.0,49657.0,2649657.0,75.0,66.0,0.88,2.70546590044629E9,405778.704438893
398.0,48117.0,2648117.0,196.0,180.0,0.9183673,1.53869250965698E9,245660.676785198
399.0,48134.0,2648134.0,556.0,475.0,0.8543165,5.12051893552246E8,160545.668979005
400.0,48111.0,2648111.0,390.0,342.0,0.8769231,1.94505348268579E9,234499.232231826
401.0,48888.0,2648888.0,105.0,88.0,0.8380952,2.51746273720605E9,338006.491030842
402.0,49444.0,2649444.0,48.0,35.0,0.7291667,6.77689599338379E8,259288.51143478
403.0,49441.0,2649441.0,481.0,422.0,0.8773389,1.00722813196875E9,217253.134194496
404.0,48341.0,2648341.0,46.0,24.0,0.5217391,1.84853426221191E8,104287.320447794
405.0,48302.0,2648302.0,387.0,375.0,0.9689922,3.42119229350098E8,105004.141315431
406.0,48304.0,2648304.0,300.0,298.0,0.9933333,3.17718410703613E8,87748.9067436961
407.0,48346.0,2648346.0,700.0,634.0,0.9057143,5.24928970194824E8,121144.327956273
408.0,48237.0,2648237.0,628.0,384.0,0.611465,1.43589203791016E8,58545.8435441518
409.0,48025.0,2648025.0,300.0,280.0,0.9333333,2.24238948387207E8,82546.5087932432
410.0,48017.0,2648017.0,123.0,100.0,0.8130081,6.11696248305664E7,38403.0521513809
411.0,48621.0,2648621.0,16.0,15.0,0.9375,1.59512676166602E9,306789.550411103
412.0,48854.0,2648854.0,261.0,218.0,0.8352491,3.11764179195801E9,400917.107170146
413.0,49879.0,2649879.0,10.0,9.0,0.9,4.16859771894727E9,557093.528707016
414.0,49340.0,2649340.0,145.0,121.0,0.8344827,2.43247279972949E9,383514.699618791
415.0,49505.0,2649505.0,170.0,141.0,0.8294117,2.54311552412109E8,80519.1680538703
416.0,49327.0,2649327.0,142.0,120.0,0.8450704,2.63843934883203E9,358345.871377019
417.0,49265.0,2649265.0,101.0,81.0,0.8019802,8.99122910606445E8,179120.529762582
418.0,48005.0,2648005.0,184.0,173.0,0.9402174,1.01839041100537E9,127784.16387385
419.0,49841.0,2649841.0,67.0,56.0,0.8358209,5.48879239187109E9,584876.207643775
420.0,48001.0,2648001.0,110.0,98.0,0.8909091,6.59152431838379E8,176252.782661765
421.0,48039.0,2648039.0,190.0,162.0,0.8526316,6.93494269350098E8,112629.871054597
422.0,48768.0,2648768.0,113.0,78.0,0.6902655,2.94224292540625E9,402429.672067773
423.0,49057.0,2649057.0,86.0,67.0,0.7790698,1.46432267484082E9,249112.710136029
424.0,48201.0,2648201.0,780.0,741.0,0.95,5.58975784987793E7,46716.3131174728
425.0,48127.0,2648127.0,506.0,427.0,0.8438735,2.14685825135742E8,73959.272114342
426.0,48750.0,2648750.0,83.0,74.0,0.8915663,3.00265761650879E9,537591.954326047
427.0,49348.0,2649348.0,193.0,173.0,0.896373,1.90616745126904E9,353320.518388629
428.0,49453.0,2649453.0,51.0,49.0,0.9607843,3.30809522744141E8,106118.524957254
429.0,49026.0,2649026.0,69.0,49.0,0.7101449,8.46877515529785E8,200938.727547633
430.0,49315.0,2649315.0,264.0,238.0,0.9015151,1.49286417732324E9,275768.801279545
431.0,48658.0,2648658.0,124.0,116.0,0.9354839,2.43915198033398E9,339775.870213227
432.0,49021.0,2649021.0,33.0,28.0,0.8484849,2.60079731684473E9,327109.59923658
433.0,48708.0,2648708.0,298.0,237.0,0.795302,8.00276342176758E8,174143.600404339
434.0,49635.0,2649635.0,42.0,39.0,0.9285714,1.76670067618555E9,313470.745327431
435.0,49684.0,2649684.0,392.0,364.0,0.9285714,3.51498258970801E9,568075.591340584
436.0,49255.0,2649255.0,40.0,33.0,0.825,1.12455090224554E9,249703.962407764
437.0,49011.0,2649011.0,36.0,34.0,0.9444444,9.08030208898438E8,204091.274216838
438.0,49015.0,2649015.0,367.0,307.0,0.8365123,6.73595124901611E8,144266.776071397
439.0,49034.0,2649034.0,51.0,46.0,0.9019608,1.06274161136597E9,207229.701401688
440.0,49093.0,2649093.0,197.0,158.0,0.8020304,3.12796267807227E9,402766.933606607
441.0,49782.0,2649782.0,0.0,NaN,NaN,2.08626810589453E9,597257.369206728
442.0,48506.0,2648506.0,278.0,232.0,0.8345324,5.50849369168945E8,140324.746626676
443.0,48420.0,2648420.0,230.0,176.0,0.7652174,1.80589905701904E9,281122.716122657
444.0,48418.0,2648418.0,75.0,67.0,0.8933333,1.10136746435938E9,219829.380070119
445.0,48746.0,2648746.0,89.0,78.0,0.8764045,2.28717443713525E9,316342.524358771
446.0,48438.0,2648438.0,196.0,187.0,0.9540817,9.19028105560547E8,209080.543372312
447.0,48442.0,2648442.0,268.0,233.0,0.869403,2.48314541379736E9,341832.907044136
448.0,49911.0,2649911.0,28.0,27.0,0.9642857,1.15959998507227E9,222235.497413338
449.0,48801.0,2648801.0,160.0,141.0,0.88125,2.0087479282002E9,308413.143810254
450.0,48445.0,2648445.0,39.0,36.0,0.9230769,1.57562777740527E9,348112.123590553
451.0,49935.0,2649935.0,55.0,51.0,0.9272727,1.3641476692043E10,841540.623529527
452.0,49203.0,2649203.0,269.0,176.0,0.6542751,7.56333376076172E8,218809.043709057
453.0,49345.0,2649345.0,230.0,211.0,0.9173913,1.49996400854199E9,244615.986813035
454.0,49548.0,2649548.0,534.0,413.0,0.7734082,2.95358288840332E8,113298.753122411
455.0,49229.0,2649229.0,66.0,62.0,0.9393939,1.53897175498999E9,293811.024121883
456.0,48843.0,2648843.0,597.0,532.0,0.8911223,2.58700499790137E9,337446.987451996
457.0,48836.0,2648836.0,179.0,162.0,0.9050279,2.60150678694531E9,346013.838723889
458.0,49827.0,2649827.0,26.0,19.0,0.7307692,2.92977364898047E9,343801.443660142
459.0,48038.0,2648038.0,707.0,633.0,0.8953324,3.06027066192871E8,95646.4811022819
460.0,48026.0,2648026.0,404.0,374.0,0.9257426,1.15873756980957E8,43019.9566042368
461.0,49619.0,2649619.0,27.0,23.0,0.8518519,1.77738091986426E9,315899.38139265
462.0,49858.0,2649858.0,115.0,92.0,0.8,2.61619812359082E9,354217.669127777
463.0,48166.0,2648166.0,21.0,5.0,0.2380952,7.75304020731445E8,180139.251311457
464.0,48161.0,2648161.0,510.0,433.0,0.8490196,1.30060392910828E9,232292.48539263
465.0,49270.0,2649270.0,49.0,49.0,1.0,1.26095843116016E9,267004.895705267
466.0,49461.0,2649461.0,188.0,145.0,0.7712766,1.34390904616797E9,263282.629691304
467.0,48326.0,2648326.0,255.0,239.0,0.9372549,4.98907862296387E8,145029.050711004
468.0,48390.0,2648390.0,775.0,722.0,0.9316129,3.76531986494141E8,103941.987391849
469.0,48374.0,2648374.0,11.0,5.0,0.4545455,2.56340445115234E8,68197.7265450405
470.0,48342.0,2648342.0,128.0,73.0,0.5703125,1.61294889667969E8,76137.6998593169
471.0,49428.0,2649428.0,338.0,321.0,0.9497042,4.80132868538574E8,122421.447294532
472.0,48601.0,2648601.0,171.0,131.0,0.7660819,3.05847188367773E9,381384.350724523
473.0,48602.0,2648602.0,316.0,255.0,0.806962,2.26597445152344E8,73868.269145885
474.0,48074.0,2648074.0,112.0,70.0,0.625,1.04201543025928E9,132167.968086518
475.0,48466.0,2648466.0,34.0,33.0,0.9705882,1.02541398694873E9,184298.879502019
476.0,48817.0,2648817.0,159.0,152.0,0.9559748,1.65882094904004E9,289532.953588241
477.0,48198.0,2648198.0,69.0,67.0,0.9710145,9.60480216723877E8,162125.476502132
478.0,48130.0,2648130.0,290.0,268.0,0.9241379,1.7625099912334E9,263032.845560976
479.0,48204.0,2648204.0,56.0,49.0,0.875,1.39707037131836E8,50996.762287999
480.0,48173.0,2648173.0,273.0,242.0,0.8864469,3.85685222505859E8,124599.789486865
481.0,48141.0,2648141.0,120.0,16.0,0.1333333,1.74320362721436E8,52712.7343313743
482.0,48229.0,2648229.0,95.0,61.0,0.6421053,7.86648411508789E7,45206.9359759114
483.0,48184.0,2648184.0,435.0,326.0,0.7494253,1.96016401722656E8,85278.6224534715
484.0,48226.0,2648226.0,17.0,8.0,0.4705882,3.44157257226563E7,40734.2570298891
485.0,48742.0,2648742.0,68.0,62.0,0.9117647,2.11084407516406E9,300554.480014841
486.0,49080.0,2649080.0,235.0,211.0,0.8978723,2.2361886380874E9,363771.563852724
487.0,49615.0,2649615.0,90.0,81.0,0.9,2.23610563868457E9,278793.450369356
488.0,48706.0,2648706.0,206.0,181.0,0.8786408,2.06827630930762E9,290058.302874102
489.0,48623.0,2648623.0,119.0,114.0,0.9579832,2.07938237694629E9,381070.46196507
490.0,49103.0,2649103.0,155.0,123.0,0.7935484,1.29531060063196E9,236804.549549161
491.0,49068.0,2649068.0,205.0,189.0,0.9219512,3.6846433812041E9,459644.701117158
492.0,48813.0,2648813.0,225.0,166.0,0.7377778,4.74750905769751E9,606591.127604228
493.0,48840.0,2648840.0,219.0,213.0,0.9726027,5.74963311405273E8,141760.180481233
494.0,48653.0,2648653.0,89.0,71.0,0.7977528,7.56036928256836E9,683309.266758877
495.0,49817.0,2649817.0,15.0,14.0,0.9333333,2.57909320898242E9,417351.969296212
496.0,49880.0,2649880.0,15.0,15.0,1.0,6.07350236264063E9,457647.640645222
497.0,48532.0,2648532.0,349.0,271.0,0.7765043,4.29120625852051E8,129335.629124096
498.0,48507.0,2648507.0,326.0,223.0,0.6840491,5.86522837472656E8,258573.442095442
499.0,48462.0,2648462.0,265.0,236.0,0.8905661,1.36291847735693E9,246675.162438199
500.0,49968.0,2649968.0,30.0,28.0,0.9333333,7.06480863109375E9,594022.769751581
501.0,49945.0,2649945.0,33.0,31.0,0.9393939,5.12399128977148E9,573641.292702206
502.0,48441.0,2648441.0,65.0,63.0,0.9692308,3.15705520000781E9,352096.83286294
503.0,48910.0,2648910.0,433.0,236.0,0.5450346,4.33518434882813E8,146259.212649745
504.0,48883.0,2648883.0,132.0,111.0,0.8409091,3.30650250828711E9,520608.898796019
505.0,49240.0,2649240.0,97.0,92.0,0.9484536,3.05061235336499E9,414587.43397216
506.0,49234.0,2649234.0,36.0,13.0,0.3611111,6.4761769119458E8,205263.030992349
507.0,49269.0,2649269.0,208.0,193.0,0.9278846,1.68352551138623E9,272123.994998427
508.0,49009.0,2649009.0,15.0,7.0,0.4666667,2.90019598207861E9,395304.995573231
509.0,49007.0,2649007.0,11.0,0.0,0.0,1.00994197333496E8,54127.5892271635
510.0,49004.0,2649004.0,140.0,111.0,0.7928572,5.91627301322021E8,176561.554777843
511.0,49546.0,2649546.0,326.0,315.0,0.9662577,5.20778464790039E8,166600.062611169
512.0,49319.0,2649319.0,253.0,226.0,0.8932806,2.48220125615527E9,410387.323164221
513.0,49343.0,2649343.0,161.0,137.0,0.8509317,1.54068413401318E9,345020.475685464
514.0,48453.0,2648453.0,72.0,61.0,0.8472222,2.99015063031348E9,331742.001694705
515.0,48428.0,2648428.0,49.0,43.0,0.877551,9.79929770285156E8,217766.694769559
516.0,49279.0,2649279.0,78.0,68.0,0.8717949,7.34605162429993E8,215337.439641377
517.0,49267.0,2649267.0,52.0,49.0,0.9423077,1.12538349934204E9,178211.6761891
518.0,48116.0,2648116.0,580.0,551.0,0.95,1.11910495097852E9,231518.026790409
519.0,48066.0,2648066.0,392.0,348.0,0.8877551,2.75417194740234E8,80315.0308628412
520.0,48310.0,2648310.0,69.0,30.0,0.4347826,2.36536668878906E8,81726.9448698485
521.0,48092.0,2648092.0,506.0,431.0,0.8517786,2.29323509239258E8,84966.9814941907
522.0,48041.0,2648041.0,48.0,44.0,0.9166667,1.11844578910986E9,156886.672611307
523.0,49660.0,2649660.0,335.0,166.0,0.4955224,5.48014984449902E9,609861.661202545
524.0,49675.0,2649675.0,44.0,43.0,0.9772727,4.76708949070313E8,143953.921094295
525.0,49431.0,2649431.0,176.0,156.0,0.8863636,3.44573803423828E9,551564.745441602
526.0,49405.0,2649405.0,23.0,19.0,0.8260869,1.93840808421484E9,314730.532854493
527.0,49601.0,2649601.0,204.0,150.0,0.7352941,5.95183372949023E9,574366.501970661
528.0,48160.0,2648160.0,201.0,173.0,0.8606965,2.25478037336401E9,318273.81670339
529.0,48164.0,2648164.0,222.0,188.0,0.8468468,8.23433126880127E8,201992.025184368
530.0,49751.0,2649751.0,59.0,49.0,0.8305085,4.29355192627832E9,499356.210313987
531.0,49415.0,2649415.0,188.0,160.0,0.8510638,8.2870359415625E8,187977.877021832
532.0,49445.0,2649445.0,326.0,304.0,0.9325153,1.99663927025732E9,294330.471555166
533.0,48307.0,2648307.0,45.0,30.0,0.6666667,4.29237503251953E8,91249.0702370741
534.0,48382.0,2648382.0,345.0,329.0,0.9536232,5.11330491356934E8,131094.749169735
535.0,48336.0,2648336.0,306.0,283.0,0.9248366,2.53405462424805E8,69370.8519462465
536.0,48334.0,2648334.0,647.0,608.0,0.9397218,2.50913330234863E8,68863.2661030434
537.0,48030.0,2648030.0,335.0,174.0,0.519403,7.85386378071289E7,37061.6818712443
538.0,48072.0,2648072.0,292.0,287.0,0.9828767,6.69447121552734E7,37073.1470106245
539.0,48009.0,2648009.0,317.0,310.0,0.977918,1.41161729003906E8,69535.1369569871
540.0,48097.0,2648097.0,133.0,122.0,0.9172933,2.14095199015381E9,314349.357590974
541.0,49091.0,2649091.0,251.0,218.0,0.8685259,2.57044596841052E9,330992.720924696
542.0,49072.0,2649072.0,39.0,36.0,0.9230769,1.60870098879346E9,271889.683620782
543.0,48741.0,2648741.0,64.0,52.0,0.8125,1.30357955656445E9,205486.291275487
544.0,49079.0,2649079.0,175.0,155.0,0.8857143,2.37745403277271E9,330000.169819166
545.0,48168.0,2648168.0,581.0,573.0,0.9862306,5.7524898274292E8,169075.711518676
546.0,48170.0,2648170.0,58.0,14.0,0.2413793,9.57769538505859E8,189852.366330373
547.0,48224.0,2648224.0,545.0,353.0,0.6477064,1.59857674633301E8,57321.3624670348
548.0,48209.0,2648209.0,463.0,328.0,0.7084233,1.92110436823486E8,68392.966391063
549.0,48212.0,2648212.0,444.0,351.0,0.7905405,1.49391682232178E8,59442.5793328065
550.0,48239.0,2648239.0,238.0,205.0,0.8613445,2.72155593297363E8,92076.7235251919
551.0,49659.0,2649659.0,12.0,8.0,0.6666667,4.64493819802441E9,491343.346108066
552.0,49727.0,2649727.0,68.0,55.0,0.8088235,3.89511594393359E9,422652.329775565
553.0,49058.0,2649058.0,228.0,185.0,0.8114035,4.21269051984375E9,443921.877596593
554.0,49083.0,2649083.0,291.0,201.0,0.6907216,9.97368771000977E8,157722.279324283
555.0,48757.0,2648757.0,71.0,67.0,0.943662,1.53651385882813E9,286700.405403436
556.0,49085.0,2649085.0,256.0,233.0,0.9101563,7.28571976909668E8,191912.599770118
557.0,49098.0,2649098.0,118.0,94.0,0.7966102,9.3663740824292E8,190878.485858675
558.0,49038.0,2649038.0,117.0,107.0,0.9145299,1.11993889128125E9,221247.501300121
559.0,49067.0,2649067.0,38.0,38.0,1.0,2.38401560026917E9,299494.331078979
560.0,49783.0,2649783.0,201.0,179.0,0.8905473,5.35615041550977E9,659576.09280224
561.0,49665.0,2649665.0,29.0,26.0,0.8965517,4.40918779558789E9,504927.65174605
562.0,48835.0,2648835.0,51.0,49.0,0.9607843,1.57233499127686E9,372722.682055521
563.0,48875.0,2648875.0,168.0,144.0,0.8571429,2.44192511521826E9,302693.36540545
564.0,49096.0,2649096.0,110.0,89.0,0.8090909,1.86553876219336E9,245198.514698
565.0,48458.0,2648458.0,278.0,190.0,0.6834533,9.82035461668457E8,259838.502996341
566.0,48430.0,2648430.0,262.0,243.0,0.9274809,2.47845953021924E9,351229.13914529
567.0,48503.0,2648503.0,58.0,47.0,0.8103448,2.32210412501465E8,144085.34853447
568.0,48618.0,2648618.0,48.0,46.0,0.9583333,2.91588845543848E9,305339.025466085
569.0,49633.0,2649633.0,42.0,33.0,0.7857143,4.66170358006641E9,728479.182092288
570.0,48811.0,2648811.0,13.0,2.0,0.1538462,1.75724729574268E9,237244.976434355
571.0,49271.0,2649271.0,48.0,41.0,0.8541667,1.54188040673462E9,298938.781836103
572.0,49942.0,2649942.0,105.0,75.0,0.7142857,2.8797607875E7,35506.8384411532
573.0,49931.0,2649931.0,110.0,99.0,0.9,8.73481897087891E8,286230.620498351
574.0,48413.0,2648413.0,123.0,101.0,0.8211382,3.85261079535938E9,397234.998237477
575.0,49285.0,2649285.0,111.0,100.0,0.9009009,2.094599410552E9,327844.92329923
576.0,48809.0,2648809.0,168.0,138.0,0.8214286,2.3650232481792E9,297779.320525386
577.0,48770.0,2648770.0,66.0,56.0,0.8484849,1.89335931719336E9,249664.080003458
578.0,49920.0,2649920.0,38.0,35.0,0.9210526,1.25150474219844E10,1058501.7165076
579.0,48820.0,2648820.0,NaN,NaN,NaN,1.84626415174805E9,277554.662490662
580.0,48853.0,2648853.0,NaN,NaN,NaN,2.65601187021484E7,27148.5641998862
581.0,49834.0,2649834.0,NaN,NaN,NaN,1.02654085367188E9,228940.109432783
582.0,49892.0,2649892.0,NaN,NaN,NaN,4.64830204948438E9,618523.272378146
583.0,48436.0,2648436.0,NaN,NaN,NaN,8.90797270678223E8,158389.397032806
584.0,48889.0,2648889.0,NaN,NaN,NaN,8.32107157713867E8,169762.638751729
585.0,49963.0,2649963.0,NaN,NaN,NaN,3.3646305203125E8,126913.436698941
586.0,49921.0,2649921.0,NaN,NaN,NaN,1.14230447636719E7,15634.5868988643
587.0,49805.0,2649805.0,NaN,NaN,NaN,9.09511562494141E8,296710.23477341
588.0,48468.0,2648468.0,NaN,NaN,NaN,2.03183319918457E9,288996.689446932
589.0,48456.0,2648456.0,NaN,NaN,NaN,1.29462096053711E9,250802.96671833
590.0,48819.0,2648819.0,NaN,NaN,NaN,1.24100960081738E9,225554.25961278
591.0,48851.0,2648851.0,NaN,NaN,NaN,9.1614848661084E8,189608.031318778
592.0,48896.0,2648896.0,NaN,NaN,NaN,7596493.48144531,11221.7115899809
593.0,49254.0,2649254.0,NaN,NaN,NaN,1.08009610077148E8,65447.6230331651
594.0,49263.0,2649263.0,NaN,NaN,NaN,2805223.43530273,8353.28648231872
595.0,49623.0,2649623.0,NaN,NaN,NaN,1.60154379919922E9,286572.984789486
596.0,49760.0,2649760.0,NaN,NaN,NaN,4.26201246860156E9,530181.085944692
597.0,49838.0,2649838.0,NaN,NaN,NaN,4.0494998522168E9,341815.534781982
598.0,48096.0,2648096.0,NaN,NaN,NaN,1.02280049006836E9,127940.741136059
599.0,48397.0,2648397.0,NaN,NaN,NaN,4973359.51757813,9243.96477836112
600.0,49668.0,2649668.0,NaN,NaN,NaN,3.05257485291211E9,422513.736267247
601.0,49626.0,2649626.0,NaN,NaN,NaN,4.78427939169922E7,38562.1790021401
602.0,49410.0,2649410.0,NaN,NaN,NaN,1.25717567876758E9,276764.435183073
603.0,49346.0,2649346.0,NaN,NaN,NaN,1.87069059763477E9,340224.195200937
604.0,49320.0,2649320.0,NaN,NaN,NaN,9988944.82226563,15877.4596994828
605.0,49863.0,2649863.0,NaN,NaN,NaN,1.52176725839844E7,25365.0899975789
606.0,49632.0,2649632.0,NaN,NaN,NaN,2.37599304026953E9,335038.880002585
607.0,48179.0,2648179.0,NaN,NaN,NaN,6.92443883511963E8,169571.994532274
608.0,48145.0,2648145.0,NaN,NaN,NaN,4.75915753139404E8,128447.742388376
