OBJECTID,LABEL,GEOID10,Under18_Tot,Under5_Tot,Under5_ER,Under5_Hosp,FivePlus_Tot,FivePlus_ER,Tot_ER_Visits,Tot_Hosp_Visits,AsthmaCt,Diabetes1Ct,Diabetes2Ct,DiabetesOtherCt,PctUndr5ER,PctOvr5ER,PctAsthma,PctDiabetes,Shape__Area,Shape__Length
20,Armada,2603240.0,138.0,46.0,10.0,36.0,92.0,34.0,44.0,94.0,,0.0,0.0,0.0,0.217391304347826,0.369565217391304,,0.0,2066122221.25684,281163.455512986
21,Arvon Township,2603270.0,9.0,,,,7.0,,,6.0,,0.0,0.0,0.0,,,,0.0,3496089473.87891,395731.370838547
22,Ashley,2603480.0,114.0,48.0,17.0,31.0,66.0,27.0,44.0,70.0,,0.0,0.0,0.0,0.354166666666667,0.409090909090909,,0.0,1674741765.91113,526471.967717398
23,Athens,2603510.0,119.0,53.0,18.0,35.0,66.0,21.0,39.0,80.0,,0.0,0.0,0.0,0.339622641509434,0.318181818181818,,0.0,2076681618.43262,317662.456144766
24,Atherton,2603540.0,218.0,108.0,39.0,69.0,110.0,48.0,87.0,131.0,10.0,0.0,0.0,0.0,0.361111111111111,0.436363636363636,0.0458715596330275,0.0,253805015.45459,111056.943652144
25,Atlanta,2603570.0,135.0,60.0,18.0,42.0,75.0,28.0,46.0,89.0,,0.0,0.0,0.0,0.3,0.373333333333333,,0.0,5394763150.83691,434920.007819814
26,Au Gres-Sims,2603600.0,129.0,50.0,17.0,33.0,79.0,35.0,52.0,77.0,,0.0,0.0,0.0,0.34,0.443037974683544,,0.0,1947172617.04688,421261.1286816
27,Autrain-Onota,2603660.0,22.0,,,,18.0,8.0,9.0,13.0,,0.0,0.0,0.0,,0.444444444444444,,0.0,4387029924.90234,430554.347120397
28,Avondale,2603690.0,363.0,182.0,62.0,120.0,181.0,71.0,133.0,230.0,20.0,0.0,0.0,0.0,0.340659340659341,0.392265193370166,0.0550964187327824,0.0,339563841.044434,130655.698696892
29,Bad Axe,2600017.0,248.0,121.0,44.0,77.0,127.0,54.0,98.0,150.0,6.0,0.0,0.0,0.0,0.363636363636364,0.425196850393701,0.0241935483870968,0.0,2505657092.64941,552046.519164707
30,Baldwin,2603810.0,529.0,225.0,90.0,135.0,304.0,135.0,225.0,304.0,17.0,0.0,0.0,0.0,0.4,0.444078947368421,0.0321361058601134,0.0,10301378298.7813,721147.998950935
31,Bangor,2603870.0,502.0,234.0,86.0,148.0,268.0,114.0,200.0,302.0,8.0,0.0,0.0,0.0,0.367521367521368,0.425373134328358,0.0159362549800797,0.0,2399007948.67188,502292.507948118
32,Bangor Township,2603900.0,280.0,137.0,51.0,86.0,143.0,60.0,111.0,169.0,17.0,0.0,0.0,0.0,0.372262773722628,0.41958041958042,0.0607142857142857,0.0,420227392.847656,133562.432421445
33,Bangor Township #8,2603960.0,11.0,,,,6.0,,,6.0,,0.0,0.0,0.0,,,,0.0,112992874.312744,113101.642469852
34,Baraga,2603990.0,122.0,64.0,20.0,44.0,58.0,20.0,40.0,82.0,,0.0,0.0,0.0,0.3125,0.344827586206897,,0.0,5820542411.69531,397636.248478647
35,Bark River-Harris,2604020.0,64.0,32.0,9.0,23.0,32.0,9.0,18.0,46.0,,0.0,0.0,0.0,0.28125,0.28125,,0.0,4959036004.61914,416677.934379759
36,Bath,2604170.0,104.0,61.0,22.0,39.0,43.0,17.0,39.0,65.0,6.0,0.0,0.0,0.0,0.360655737704918,0.395348837209302,0.0576923076923077,0.0,1154451394.3667,236851.031185088
37,Battle Creek,2600005.0,2328.0,1166.0,410.0,756.0,1162.0,489.0,899.0,1429.0,116.0,7.0,0.0,0.0,0.351629502572899,0.420826161790017,0.0498281786941581,0.0030068728522336,1173680232.59155,283266.181310086
38,Bay City,2604260.0,2797.0,1299.0,485.0,814.0,1498.0,663.0,1148.0,1649.0,119.0,9.0,0.0,0.0,0.373364126250962,0.442590120160214,0.0425455845548802,0.0032177332856632,6477441183.7998,617482.232559632
39,Beal City,2604290.0,66.0,28.0,11.0,17.0,38.0,16.0,27.0,39.0,,0.0,0.0,0.0,0.392857142857143,0.421052631578947,,0.0,1329118312.26855,480620.601461389
40,Bear Lake,2604320.0,99.0,43.0,15.0,28.0,56.0,22.0,37.0,62.0,,0.0,0.0,0.0,0.348837209302326,0.392857142857143,,0.0,1517891586.79492,223673.043995948
41,Beaver Island,2604350.0,,,,,,,,,,0.0,0.0,0.0,,,,,2085283299.12305,596205.1023392
42,Beaverton,2604440.0,405.0,177.0,68.0,109.0,228.0,100.0,168.0,237.0,18.0,0.0,0.0,0.0,0.384180790960452,0.43859649122807,0.0444444444444444,0.0,6267975433.65723,535844.662735019
43,Bedford,2604470.0,415.0,157.0,60.0,97.0,258.0,104.0,164.0,251.0,14.0,0.0,0.0,0.0,0.382165605095541,0.403100775193798,0.0337349397590361,0.0,1108121273.828,151051.82487934
44,Beecher,2604500.0,546.0,291.0,107.0,184.0,255.0,111.0,218.0,328.0,44.0,6.0,0.0,0.0,0.367697594501718,0.435294117647059,0.0805860805860806,0.010989010989011,140385420.47168,52974.7573558906
45,Belding,2604530.0,599.0,303.0,113.0,190.0,296.0,121.0,234.0,365.0,6.0,0.0,0.0,0.0,0.372937293729373,0.408783783783784,0.010016694490818,0.0,2816561933.81006,363894.991577213
46,Bellaire,2604620.0,77.0,34.0,8.0,26.0,43.0,16.0,24.0,53.0,,0.0,0.0,0.0,0.235294117647059,0.372093023255814,,0.0,2090469578.75195,208530.834374982
47,Bellevue,2604650.0,204.0,89.0,28.0,61.0,115.0,44.0,72.0,132.0,6.0,0.0,0.0,0.0,0.314606741573034,0.382608695652174,0.0294117647058824,0.0,2344411514.07837,415749.298211574
48,Bendle,2604740.0,384.0,204.0,71.0,133.0,180.0,78.0,149.0,235.0,9.0,0.0,0.0,0.0,0.348039215686274,0.433333333333333,0.0234375,0.0,57786227.6269531,32223.2237675098
49,Bentley,2604800.0,222.0,119.0,44.0,75.0,103.0,44.0,88.0,134.0,6.0,0.0,0.0,0.0,0.369747899159664,0.427184466019417,0.027027027027027,0.0,152064364.110352,57940.7038052271
50,Benton Harbor,2604830.0,1645.0,806.0,294.0,512.0,839.0,374.0,668.0,977.0,117.0,6.0,6.0,0.0,0.364764267990074,0.445768772348033,0.0711246200607903,0.0072948328267477,1639525968.18628,255428.334200392
51,Benzie County Central,2604950.0,584.0,246.0,88.0,158.0,338.0,139.0,227.0,357.0,10.0,0.0,0.0,0.0,0.357723577235772,0.411242603550296,0.0171232876712329,0.0,9798574127.43359,623873.165851964
52,Berkley,2605010.0,369.0,160.0,46.0,114.0,209.0,80.0,126.0,243.0,12.0,0.0,0.0,0.0,0.2875,0.382775119617225,0.032520325203252,0.0,133879444.727051,56237.4203140813
53,Berlin Township #3,2605100.0,10.0,,,,6.0,,,,,0.0,0.0,0.0,,,,0.0,169751089.578613,74914.8534297412
54,Berrien Springs,2605430.0,305.0,142.0,51.0,91.0,163.0,63.0,114.0,191.0,10.0,0.0,0.0,0.0,0.359154929577465,0.386503067484663,0.0327868852459016,0.0,1640615983.37354,263713.895377127
55,Bessemer,2600006.0,147.0,54.0,21.0,33.0,93.0,41.0,62.0,85.0,,0.0,0.0,0.0,0.388888888888889,0.440860215053763,,0.0,3372669361.29102,350606.656649328
56,Big Bay de Noc,2605690.0,53.0,23.0,8.0,15.0,30.0,10.0,18.0,35.0,,0.0,0.0,0.0,0.347826086956522,0.333333333333333,,0.0,14196559689.5449,1083355.14724361
57,Big Jackson,2600105.0,12.0,7.0,,,,,,7.0,,0.0,0.0,0.0,,,,0.0,1658292846.99902,225703.957943909
58,Big Rapids,2605780.0,534.0,271.0,105.0,166.0,263.0,115.0,220.0,314.0,30.0,0.0,0.0,0.0,0.387453874538745,0.437262357414449,0.0561797752808989,0.0,3752625371.36035,502917.137869157
59,Birch Run,2605820.0,200.0,94.0,37.0,57.0,106.0,40.0,77.0,123.0,,0.0,0.0,0.0,0.393617021276596,0.377358490566038,,0.0,1791771386.4458,223927.959613437
60,Birmingham,2605850.0,306.0,121.0,42.0,79.0,185.0,69.0,111.0,195.0,9.0,0.0,0.0,0.0,0.347107438016529,0.372972972972973,0.0294117647058824,0.0,687631120.34375,212400.162867093
61,Blissfield,2606000.0,235.0,110.0,41.0,69.0,125.0,50.0,91.0,144.0,,0.0,0.0,0.0,0.372727272727273,0.4,,0.0,3340351456.55597,362178.909173449
62,Bloomfield Hills,2606090.0,218.0,71.0,21.0,50.0,147.0,51.0,72.0,146.0,,0.0,0.0,0.0,0.295774647887324,0.346938775510204,,0.0,702119517.209961,196639.593894639
63,Bloomfield Township #7F,2600009.0,,,,,,,,,,0.0,0.0,0.0,,,,,455961764.766602,165155.349204285
64,Bloomingdale,2606270.0,425.0,199.0,74.0,125.0,226.0,96.0,170.0,255.0,,0.0,0.0,0.0,0.371859296482412,0.424778761061947,,0.0,2542243996.96729,431066.842444342
65,Bois Blanc Pines,2606300.0,,,,,,,,,,0.0,0.0,0.0,,,,,1033453010.09961,193656.976057562
66,Boyne City,2606500.0,250.0,127.0,40.0,87.0,123.0,45.0,85.0,165.0,,0.0,0.0,0.0,0.31496062992126,0.365853658536585,,0.0,2757581610.39355,411134.905162411
67,Boyne Falls,2606510.0,71.0,30.0,9.0,21.0,41.0,17.0,26.0,45.0,,0.0,0.0,0.0,0.3,0.414634146341463,,0.0,1518129473.1709,220931.708445968
68,Brandon,2606570.0,300.0,153.0,55.0,98.0,147.0,66.0,121.0,179.0,19.0,0.0,0.0,0.0,0.359477124183007,0.448979591836735,0.0633333333333333,0.0,1544970094.53223,281030.934042032
69,Brandywine,2606600.0,234.0,110.0,34.0,76.0,124.0,52.0,86.0,148.0,,0.0,0.0,0.0,0.309090909090909,0.419354838709677,,0.0,523866350.402466,136928.857934897
70,Breckenridge,2606630.0,238.0,109.0,44.0,65.0,129.0,54.0,98.0,140.0,,0.0,0.0,0.0,0.403669724770642,0.418604651162791,,0.0,3609434934.45117,564264.158900396
71,Breitung Township,2606720.0,377.0,160.0,51.0,109.0,217.0,78.0,129.0,248.0,,0.0,0.0,0.0,0.31875,0.359447004608295,,0.0,2034581946.80859,320644.534978201
72,Bridgeport-Spaulding,2606780.0,448.0,228.0,87.0,141.0,220.0,102.0,189.0,259.0,35.0,0.0,0.0,0.0,0.381578947368421,0.463636363636364,0.078125,0.0,1735257378.0166,207362.859036927
73,Bridgman,2606840.0,101.0,50.0,16.0,34.0,51.0,17.0,33.0,68.0,,0.0,0.0,0.0,0.32,0.333333333333333,,0.0,546515144.017944,128380.550665704
74,Brighton,2606870.0,466.0,220.0,72.0,148.0,246.0,94.0,166.0,300.0,12.0,0.0,0.0,0.0,0.327272727272727,0.382113821138211,0.0257510729613734,0.0,1604953792.04297,254654.001374691
75,Brimley,2606900.0,71.0,33.0,8.0,25.0,38.0,13.0,21.0,50.0,,0.0,0.0,0.0,0.242424242424242,0.342105263157895,,0.0,8281314049.93164,561252.327195782
