Société ,ID projet,ID Concours,Intitulé du projet,Année d'autorisation,Pays de réalisation,Région,EE/OMR,Produit Financier,Type d'intervention : ONG/PrPP/projets,Engagement brut (€),Montant Adaptation (€),Secteur Adaptation,Montant Atténuation (€),Secteur Atténuation
AFD,CYT1192,CYT119204,Financement du budget partiel d'investissement de la commune de Mamoudzou et préfinancements d'opérations d'investissement,2020.0,MAYOTTE,OCN,OM,Financements des entreprises et collectivités (non bonifiés),Projet,1034482.0,103448.2,"Résilience des villes, des batiments et des infrastructures",72413.74,Programmes d'efficacité énergétique
AFD,CYT1192,CYT119205,Financement du budget partiel d'investissement de la commune de Mamoudzou et préfinancements d'opérations d'investissement,2020.0,MAYOTTE,OCN,OM,Financements des entreprises et collectivités (non bonifiés),Projet,1592500.0,159250.0,"Résilience des villes, des batiments et des infrastructures",111475.0,Programmes d'efficacité énergétique
AFD,CZA1205,CZA120501,Appui à la mise en place d'une facilité de financement des municipalités secondaires sud-africaines,2020.0,AFRIQUE DU SUD,AFR,EE,Financements des entreprises et collectivités (bonifiés),Projet,25983204.4566,1818824.31196,"Autre (santé, éducation, renforcement de capacités)",0.0,
AFD,CAO1032,CAO103201,Optimisation du secteur de l'énergie en Angola.,2020.0,ANGOLA,AFR,EE,Prêts aux Etats (non bonifiés),Projet,136460205.916,0.0,,136460205.916,Programmes d'efficacité énergétique
AFD,CZZ2159,CZZ215903,Projet d'appui au réseau de Surveillance Epidémiologique et de Gestion des Alertes (Réseau SEGA One Health) - Troisième phase (2018 - 2022),2020.0,MULTI-PAYS,OCN,EE,Crédits et subventions délégués,Projet,8738318.0,4718691.72,"Autre (santé, éducation, renforcement de capacités)",0.0,
AFD,CBF1371,CBF137101,Projet d'appui à la décentralisation et aux collectivités territoriales (PADCT),2020.0,BURKINA FASO,AFR,EE,Prêts aux Etats (bonifiés),Projet,20000000.0,5000000.0,"Prévention et gestion des risques climatiques (inondations, montée des eaux, systèmes d'alerte)",0.0,
AFD,CZZ2262,CZZ226202,Développement des indications géographiques en Asie du sud-est (PRCC),2020.0,MULTI-PAYS,ORE,EE,Subventions (dont ONG),Projet,1000000.0,1000000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",0.0,
AFD,CBJ1253,CBJ125301,ACE Impact Bénin,2020.0,BENIN,AFR,EE,Prêts aux Etats (bonifiés),Projet,10000000.0,4300000.0,"Autre (santé, éducation, renforcement de capacités)",0.0,
AFD,CZZ2322,CZZ232211,3 Frontières,2020.0,MULTI-PAYS,AFR,EE,Subventions (dont ONG),Projet,3000000.0,30000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",0.0,
AFD,CBR1061,CBR106101,Deuxième ligne de crédit verte,2020.0,BRESIL,AML,EE,Financements des entreprises et collectivités (non bonifiés),Projet,70000000.0,24500000.0,"Intermédiation financière (eau, agriculture, infrastructure)",24500000.0,"Intermédiation financière (ENR, Efficacité energétique, agriculture)"
AFD,CZZ2392,CZZ239204,"Projet de réduction de l'impact des catastrophes naturelles, des crises sanitaires et des effets du changement climatique sur les populations des trois bassins océaniques - appui aux PIR de la CRF",2020.0,MULTI-PAYS,OCN,EE,Subventions (dont ONG),Projet,1500000.0,750000.0,"Autre (santé, éducation, renforcement de capacités)",0.0,
AFD,CBR1096,CBR109601,"Teresina 2030, programme de développement intégré de la municipalité de Teresina",2020.0,BRESIL,AML,EE,Financements des entreprises et collectivités (non bonifiés),Projet,36000000.0,15480000.0,"Résilience des villes, des batiments et des infrastructures",5760000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CZZ2599,CZZ259901,Solutions fondées sur la nature et renfort des ONG locales dans quatre pays de l'Océan Indien via un appui au Critical Ecosystem Partnership Fund,2020.0,MULTI-PAYS,OCN,EE,Crédits et subventions délégués,Projet,35146133.9253,35146133.9253,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",0.0,
AFD,CCD1106,CCD110601,Projet Adduction d'Eau Potable Mpungwe-Bukavu_x000D_,2020.0,RDCONGO,AFR,EE,Subventions (dont ONG),Projet,15000000.0,13500000.0,Gestion de la ressource en eau,0.0,
AFD,CZZ2688,CZZ268801,"Promotion des entreprises pro-natures en Afrique australe, en partenariat avec l'ONG Conservation International",2020.0,MULTI-PAYS,AFR,EE,Subventions (dont ONG),Projet,5000000.0,0.0,,5000000.0,Agriculture durable et préservation des ressources naturelles
AFD,CCF1204,CCF120401,Réhabilitation de la voie de contournement de l'aéroport de Bangui (VCAB),2020.0,CENTRAFRIQUE,AFR,EE,Subventions (dont ONG),Projet,5000000.0,750000.0,"Résilience des villes, des batiments et des infrastructures",0.0,
AFD,CBF1417,CBF141701,AIDE ET ACTION - Ensemble pour une Action Publique Résiliente face aux crises,2020.0,BURKINA FASO,AFR,EE,Subventions (dont ONG),ONG,500000.0,500000.0,"Autre (santé, éducation, renforcement de capacités)",,
AFD,CCF1208,CCF120801,Projet d'appui à la préparation de la mise en œuvre du cadre national d'investissement REDD+ et à la mobilisation de fonds auprès du CAFI,2020.0,CENTRAFRIQUE,AFR,EE,Crédits et subventions délégués,Projet,392075.938919,196037.96945,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",196037.96945,Agriculture durable et préservation des ressources naturelles
AFD,CHT1147,CHT114701,L'école publique comme vecteur de développement éducatif et social des communautés rurales de la Grand'Anse et des Nippes,2020.0,HAITI,OCN,EE,Subventions (dont ONG),ONG,2000000.0,2000000.0,"Autre (santé, éducation, renforcement de capacités)",,
AFD,CCG1157,CCG115701,Programme d'utilisation durable des terres en République du Congo (financement AFD),2020.0,CONGO,AFR,EE,Subventions (dont ONG),Projet,7000000.0,700000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",6300000.0,Agriculture durable et préservation des ressources naturelles
AFD,CHT1148,CHT114801,Améliorer les conditions de vie de la jeunesse rurale haïtienne par le développement d'une filière lait local durable à Lascahobas,2020.0,HAITI,OCN,EE,Subventions (dont ONG),ONG,240000.0,240000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",,
AFD,CCN1098,CCN109801,Revitalisation écologique du District de Pingnan (Province du Fujian),2020.0,CHINE,ORE,EE,Prêts aux Etats (non bonifiés),Projet,40000000.0,16400000.0,"Résilience des villes, des batiments et des infrastructures",2800000.0,Programmes d'efficacité énergétique
AFD,CMA1305,CMA130501,Autonomisation des femmes par l'entreprenariat durable dans les zones rurales de la région Marrakech-Safi,2020.0,MAROC,AFR,EE,Subventions (dont ONG),ONG,800000.0,400000.0,"Autre (santé, éducation, renforcement de capacités)",400000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CCO1073,CCO107303,Prêt en appui à la politique de Développement Territorial Durable dans le cadre du PND 2018-2022,2020.0,COLOMBIE,AML,EE,Prêts aux Etats (non bonifiés),PrPP,210000000.0,69300000.0,"Résilience des villes, des batiments et des infrastructures",71400000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CMG1675,CMG167501,"Accès inclusif et pérenne aux services en eau, hygiène et assainissement des populations vulnérables de Manakara",2020.0,MADAGASCAR,OCN,EE,Subventions (dont ONG),ONG,800000.0,800000.0,Gestion de la ressource en eau,,
AFD,CCR1006,CCR100603,"Ligne de crédit ""climat""",2020.0,COSTA RICA,AML,EE,Crédits et subventions délégués,Projet,3000000.0,1500000.0,"Intermédiation financière (eau, agriculture, infrastructure)",1500000.0,"Intermédiation financière (ENR, Efficacité energétique, agriculture)"
AFD,CMG1700,CMG170001,Consolidation et développement d'un réseau d'institutions de microfinance inclusives à Madagascar,2020.0,MADAGASCAR,OCN,EE,Subventions (dont ONG),ONG,800000.0,400000.0,"Autre (santé, éducation, renforcement de capacités)",400000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CCU1008,CCU100801,Appui à l'augmentation des capacités de recherche et de production de vaccins,2020.0,CUBA,AML,EE,Prêts aux Etats (non bonifiés),Projet,25000000.0,8500000.0,"Autre (santé, éducation, renforcement de capacités)",0.0,
AFD,CMG1705,CMG170501,L'Economie au service de la Biodiversité et des Hommes,2020.0,MADAGASCAR,OCN,EE,Subventions (dont ONG),ONG,300000.0,150000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",150000.0,Agriculture durable et préservation des ressources naturelles
AFD,CDJ1107,CDJ110701,Projet d'Extension et de Renforcement du Réseau d'Assainissement de Djibouti - Phase II,2020.0,DJIBOUTI,AFR,EE,Subventions (dont ONG),Projet,8000000.0,5440000.0,Gestion de la ressource en eau,0.0,
AFD,CMG1720,CMG172001,AGRISUD INTERNATIONAL,2020.0,MADAGASCAR,OCN,EE,Subventions (dont ONG),ONG,400000.0,400000.0,"Autre (santé, éducation, renforcement de capacités)",0.0,
AFD,CET1105,CET110501,INTERAIDE Ethiopie - Développement rural Sud Ethiopien,2020.0,ETHIOPIE,AFR,EE,Subventions (dont ONG),Projet,5000000.0,2550000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",2000000.0,Agriculture durable et préservation des ressources naturelles
AFD,CMR1236,CMR123601,GRET - Professionnels du développement solidaire,2020.0,MAURITANIE,AFR,EE,Subventions (dont ONG),ONG,900000.0,900000.0,"Résilience des villes, des batiments et des infrastructures",,
AFD,CGA1249,CGA124901,Appui à la mise en œuvre d'un processus de certification à l'échelle nationale,2020.0,GABON,AFR,EE,Crédits et subventions délégués,Projet,5556978.233,0.0,,5556978.233,Agriculture durable et préservation des ressources naturelles
AFD,CSN1698,CSN169801,"Renforcer la résilience sanitaire, sociale et économique de la crise du covid-19 chez les populations du département de Podor.",2020.0,SENEGAL,AFR,EE,Subventions (dont ONG),ONG,350000.0,350000.0,"Autre (santé, éducation, renforcement de capacités)",,
AFD,CGH1158,CGH115801,Projet de gestion agricole de l'eau au nord-ouest du Ghana,2020.0,GHANA,AFR,EE,Subventions (dont ONG),Projet,5000000.0,3500000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",0.0,
AFD,CZZ2807,CZZ280701,Approche territoriale Climat -Énergie : Mesures d'Adaptation et d'Atténuation sur les TErritoires Ruraux et villes Relais,2020.0,MULTI-PAYS,MPE,EE,Subventions (dont ONG),ONG,1400000.0,700000.0,"Résilience des villes, des batiments et des infrastructures",700000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CGH1182,CGH118201,Ligne de crédit infrastructures,2020.0,GHANA,AFR,EE,Financements des entreprises et collectivités (bonifiés),Projet,75281197.4139,7528119.74139,"Résilience des villes, des batiments et des infrastructures",30112478.9656,Promotion des énergies renouvelables
PROPARCO,PBF1024,PBF102401,FINANCEMENT CENTRALE SOLAIRE,2020.0,BURKINA FASO,AFR,EE,Financements des entreprises et collectivités (bonifiés),Projet,6900000.0,0.0,,6900000.0,Promotion des énergies renouvelables
AFD,CGN1323,CGN132301,Projet de Réhabilitation et d'Extension du Réseau de Transport et Distribution d'Electricité,2020.0,GUINEE,AFR,EE,Prêts aux Etats (bonifiés),Projet,25000000.0,0.0,,18000000.0,Programmes d'efficacité énergétique
PROPARCO,PDO1050,PDO105001,FINANCEMENT CENTRALE EOLIENNE,2020.0,DOMINICAINE REP,OCN,EE,Financements des entreprises et collectivités (non bonifiés),Projet,18445079.775,0.0,,18445079.775,Promotion des énergies renouvelables
AFD,CGP1707,CGP170702,Centre Hospitalier Maurice Selbonne,2020.0,GUADELOUPE,OCN,OM,Financements des entreprises et collectivités (bonifiés),Projet,1500000.0,60000.0,"Résilience des villes, des batiments et des infrastructures",75000.0,Programmes d'efficacité énergétique
PROPARCO,PKE1139,PKE113901,FINANCEMENT PME,2020.0,KENYA,AFR,EE,Financements des entreprises et collectivités (non bonifiés),Projet,92584019.9981,0.0,,18516803.9996,"Intermédiation financière (ENR, Efficacité energétique, agriculture)"
AFD,CHT1128,CHT112801,Projet d'appui à l'irrigation dans le Sud d'Haïti,2020.0,HAITI,OCN,EE,Subventions (dont ONG),Projet,13000000.0,9100000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",0.0,
PROPARCO,PRS1002,PRS100201,FINANCEMENT DE PME/PRETS VERTS,2020.0,SERBIE,ORE,EE,Financements des entreprises et collectivités (non bonifiés),Projet,50000000.0,0.0,,13500000.0,"Intermédiation financière (ENR, Efficacité energétique, agriculture)"
AFD,CJO1110,CJO111001,Smart development of eco-friendly solutions and economic regional agricultural techniques (Smart Desert)_x000D_,2020.0,JORDANIE,ORE,EE,Subventions (dont ONG),Projet,10000000.0,7500000.0,Gestion de la ressource en eau,0.0,
PROPARCO,PNG1078,PNG107801,Financement dans le secteur des énergies renouvelables,2020.0,NIGERIA,AFR,EE,Financements des entreprises et collectivités (non bonifiés),Projet,4000000.0,0.0,,4000000.0,Promotion des énergies renouvelables
AFD,CJO1122,CJO112201,Appui à la politique de mobilité et de transport urbain de la Municipalité du Grand Amman : poursuite du financement du réseau de BRT (Bus Rapid Transit),2020.0,JORDANIE,ORE,EE,Prêts aux Etats (bonifiés),Projet,50000000.0,0.0,,50000000.0,Transports collectifs et mobilité
PROPARCO,PKE1136,PKE113601,Refinancement d'un prêt senior - secteur agroalimentaire,2020.0,KENYA,AFR,EE,Financements des entreprises et collectivités (non bonifiés),Projet,1570729.00305,376974.960732,Gestion de la ressource en eau,0.0,
AFD,CKE1169,CKE116901,Lutte contre la propagation du Covid-19 par l'amélioration de l'accès à l'assainissement et de l'hygiène dans les quartiers informels de Nairobi_x000D_,2020.0,KENYA,AFR,EE,Subventions (dont ONG),Projet,1000000.0,990000.0,"Autre (santé, éducation, renforcement de capacités)",0.0,
AFD,CKH1238,CKH123801,Agricultural Value Chain Competitiveness and Safety Enhancement Project,2020.0,CAMBODGE,ORE,EE,Prêts aux Etats (bonifiés),Projet,25000000.0,20000000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",0.0,
AFD,CKM1100,CKM110001,PDFC - Amélioration de l'environnement scolaire aux Comores,2020.0,COMORES,OCN,EE,Subventions (dont ONG),Projet,19900000.0,5970000.0,"Autre (santé, éducation, renforcement de capacités)",4378000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CKM1100,CKM110006,PDFC - Amélioration de l'environnement scolaire aux Comores,2020.0,COMORES,OCN,EE,Subventions (dont ONG),Projet,100000.0,30000.0,"Autre (santé, éducation, renforcement de capacités)",22000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CLB1126,CLB112601,Appui à l'ONG Arc-en-Ciel,2020.0,LIBAN,ORE,EE,Subventions (dont ONG),Projet,1500000.0,0.0,,210000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CMA1269,CMA126902,Revitalisation des Territoires ruraux marocains par l'emploi et l'entreprenariat dans le secteur agricole et para-agricole,2020.0,MAROC,AFR,EE,Subventions (dont ONG),Projet,600000.0,210000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",0.0,
AFD,CMG1637,CMG163703,Projet d'appui à la formation professionnelle à Madagascar,2020.0,MADAGASCAR,OCN,EE,Subventions (dont ONG),Projet,5000000.0,275000.0,"Résilience des villes, des batiments et des infrastructures",275000.0,Programmes d'efficacité énergétique
AFD,CML1478,CML147801,Sécurité et Développement au Nord et Centre Mali - Phase 3,2020.0,MALI,AFR,EE,Subventions (dont ONG),Projet,11200000.0,2800000.0,"Autre (santé, éducation, renforcement de capacités)",0.0,
AFD,CMQ1750,CMQ175001,Financement partiel du budget d'investissement 2020/2021 de la collectivité,2020.0,MARTINIQUE,OCN,OM,Financements des entreprises et collectivités (non bonifiés),Projet,35000000.0,2100000.0,"Résilience des villes, des batiments et des infrastructures",0.0,
AFD,CMR1205,CMR120501,Amélioration de la sécurité alimentaire par la relance de l'irrigué dans les régions du Gorgol et du Guidimaka - Phase 2,2020.0,MAURITANIE,AFR,EE,Subventions (dont ONG),Projet,8425000.0,8425000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",0.0,
AFD,CMR1224,CMR122401,Projet d'appui au dispositif national de protection sociale adaptative en Mauritanie,2020.0,MAURITANIE,AFR,EE,Subventions (dont ONG),Projet,5000000.0,2500000.0,"Autre (santé, éducation, renforcement de capacités)",0.0,
AFD,CNE1224,CNE122403,Appui à la mise en œuvre du Plan de transition du secteur_x000D_ de l'éducation et de la formation du Niger_x000D_,2020.0,NIGER,AFR,EE,Crédits et subventions délégués,Projet,4000000.0,400000.0,"Autre (santé, éducation, renforcement de capacités)",0.0,
AFD,CPF1530,CPF153002,Financement partiel du budget d'investissement 2020 de la Polynésie française,2020.0,POLYNESIE,OCN,OM,Financements des entreprises et collectivités (bonifiés),Projet,6000000.0,60000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",0.0,
AFD,CRE1735,CRE173507,EHPAD du TAMPON + IMS CI,2020.0,REUNION,OCN,OM,Financements des entreprises et collectivités (bonifiés),Projet,1140000.0,114000.0,"Résilience des villes, des batiments et des infrastructures",114000.0,Programmes d'efficacité énergétique
AFD,CRE1819,CRE181903,Financement partiel des investissements du Budget Principal 2020 du Conseil Départemental de La Réunion.,2020.0,REUNION,OCN,OM,Financements des entreprises et collectivités (non bonifiés),Projet,6000000.0,60000.0,"Résilience des villes, des batiments et des infrastructures",300000.0,Programmes d'efficacité énergétique
AFD,CRE1824,CRE182401,Financement des dépenses d'investissements 2020 du budget annexe eau potable de la CASUD,2020.0,REUNION,OCN,OM,Financements des entreprises et collectivités (bonifiés),Projet,5000000.0,2450000.0,Gestion de la ressource en eau,0.0,
AFD,CRE1838,CRE183801,Financement des dépenses d'investissements du budget principal et eau potable.,2020.0,REUNION,OCN,OM,Financements des entreprises et collectivités (bonifiés),Projet,5000000.0,800000.0,Gestion de la ressource en eau,450000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CRE1838,CRE183802,Financement des dépenses d'investissements du budget principal et eau potable.,2020.0,REUNION,OCN,OM,Financements des entreprises et collectivités (bonifiés),Projet,2600000.0,416000.0,Gestion de la ressource en eau,234000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CTD1229,CTD122901,"Le Parc de Binder Léré comme outil de gestion durable du territoire, développement des populations et conservation de la biodiversité",2020.0,TCHAD,AFR,EE,Subventions (dont ONG),Projet,8000000.0,5600000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",2400000.0,Agriculture durable et préservation des ressources naturelles
AFD,CTG1239,CTG123901,"Projet d'Amélioration des Conditions Sanitaires en Milieu Scolaire et Rural dans la Région des _x000D_
Savanes ¿ Phase II _x000D_",2020.0,TOGO,AFR,EE,Subventions (dont ONG),Projet,10000000.0,7600000.0,Gestion de la ressource en eau,0.0,
AFD,CTG1241,CTG124101,Programme d'Extension de Réseaux Electriques dans les Centres Urbains du Togo,2020.0,TOGO,AFR,EE,Prêts aux Etats (bonifiés),Projet,40000000.0,0.0,,40000000.0,Programmes d'efficacité énergétique
AFD,CTR1075,CTR107505,"Facilité pour les Réfugiés en Turquie II - Financement d'infrastructures d'eau, d'assainissement et de déchets solides dans le sud-est",2020.0,TURQUIE,ORE,EE,Crédits et subventions délégués,Projet,780000.0,257400.0,Gestion de la ressource en eau,288600.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CTZ1074,CTZ107402,Financement complémentaire au projet d'hôpital de campagne de Dar Es Salaam pour améliorer le traitement des patients atteints de Covid-19 en Tanzanie,2020.0,TANZANIE,AFR,EE,Subventions (dont ONG),Projet,300000.0,54000.0,"Autre (santé, éducation, renforcement de capacités)",0.0,
AFD,CUZ1017,CUZ101701,"Projet de développement des systèmes d'assainissement urbain en Ouzbékistan dans les villes de Karmana, Kitob, et Chakhrisabz.",2020.0,OUZBEKISTAN,ORE,EE,Prêts aux Etats (bonifiés),Projet,105000000.0,51450000.0,Gestion de la ressource en eau,51450000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CUZ1036,CUZ103601,Prêt de politique publique Énergie-Climat dans le cadre d'un programme de développement du secteur de l'électricité pour une économie bas-carbone,2020.0,OUZBEKISTAN,ORE,EE,Prêts aux Etats (bonifiés),PrPP,150000000.0,0.0,,120000000.0,Promotion des énergies renouvelables
AFD,CZZ2259,CZZ225902,Subvention pour le financement du Réseau Océanien de Surveillance de la Santé Publique (ROSSP),2020.0,MULTI-PAYS,OCN,EE,Subventions (dont ONG),Projet,2000000.0,2000000.0,"Résilience des villes, des batiments et des infrastructures",0.0,
AFD,CZZ2322,CZZ232210,3 Frontières,2020.0,MULTI-PAYS,AFR,EE,Subventions (dont ONG),Projet,5000000.0,50000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",0.0,
AFD,CZZ2343,CZZ234302,"Renforcement de la résilience des pays de la COI par le développement de services météorologiques, hydrologiques et climatiques plus performants (Hydromet)",2020.0,MULTI-PAYS,OCN,EE,Crédits et subventions délégués,Projet,54200000.0,54200000.0,"Prévention et gestion des risques climatiques (inondations, montée des eaux, systèmes d'alerte)",0.0,
AFD,CZZ2343,CZZ234303,"Renforcement de la résilience des pays de la COI par le développement de services météorologiques, hydrologiques et climatiques plus performants (Hydromet)",2020.0,MULTI-PAYS,OCN,EE,Crédits et subventions délégués,Projet,5607477.0,5607477.0,"Prévention et gestion des risques climatiques (inondations, montée des eaux, systèmes d'alerte)",0.0,
AFD,CZZ2415,CZZ241502,"""Recherche opérationnelle sur le criquet pèlerin en région occidentale""",2020.0,MULTI-PAYS,AFR,EE,Subventions (dont ONG),Projet,1000000.0,1000000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",0.0,
AFD,CZZ2484,CZZ248414,Eclairer les voies pour accompagner le Sahel de demain,2020.0,MULTI-PAYS,AFR,EE,Subventions (dont ONG),Projet,220000.0,28600.0,"Autre (santé, éducation, renforcement de capacités)",0.0,
AFD,CZZ2575,CZZ257501,Contribution à l'initiative Sustainable Renewable Risk Mitigation Initiative (SRMI),2020.0,MULTI-PAYS,MPE,EE,Subventions (dont ONG),Projet,1000000.0,0.0,,1000000.0,Promotion des énergies renouvelables
AFD,CZZ2578,CZZ257801,Energy Transition Partnership,2020.0,MULTI-PAYS,ORE,EE,Subventions (dont ONG),Projet,2500000.0,0.0,,2500000.0,Programmes d'efficacité énergétique
AFD,CZZ2640,CZZ264001,"Partenariat CIRAD ""One Health : Santé et Territoires""",2020.0,MULTI-PAYS,MPE,EE,Subventions (dont ONG),Projet,2000000.0,1600000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",400000.0,Agriculture durable et préservation des ressources naturelles
AFD,CZZ2753,CZZ275301,Facilité COMBO+,2020.0,MULTI-PAYS,MPE,EE,Subventions (dont ONG),Projet,2000000.0,1600000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",400000.0,Agriculture durable et préservation des ressources naturelles
AFD,CZZ2963,CZZ296301,Soutien à la finance du logement abordable,2020.0,MULTI-PAYS,AFR,EE,Subventions (dont ONG),Projet,2000000.0,300000.0,"Autre (santé, éducation, renforcement de capacités)",0.0,
AFD,CET1114,CET111401,INTERAIDE Ethiopie - Accès à l'eau et aux conditions sanitaires ; limiter la transmission de la Covid-19 dans le Sud de l'Ethiopie,2020.0,ETHIOPIE,AFR,EE,Subventions (dont ONG),ONG,500000.0,500000.0,"Résilience des villes, des batiments et des infrastructures",,
AFD,CGW1023,CGW102301,Développement durable de l'agriculture de mangrove en Guinée Bissau,2020.0,GUINEE-BISSAU,AFR,EE,Subventions (dont ONG),ONG,375000.0,187500.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",187500.0,Agriculture durable et préservation des ressources naturelles
AFD,CLA1133,CLA113301,Projet de gestion durable du Territoire de Nyot Ou : Protection d'un Terroir et appui aux producteurs de Thé,2020.0,LAOS,ORE,EE,Subventions (dont ONG),ONG,310000.0,155000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",155000.0,Agriculture durable et préservation des ressources naturelles
AFD,CSN1663,CSN166301,Communautés Rurales et Accès à l'électricité en Casamance,2020.0,SENEGAL,AFR,EE,Subventions (dont ONG),ONG,480000.0,,,480000.0,Programmes d'efficacité énergétique
AFD,CSN1701,CSN170101,"WECF France (Women Engage for a Common Future, France)",2020.0,SENEGAL,AFR,EE,Subventions (dont ONG),ONG,450000.0,450000.0,"Autre (santé, éducation, renforcement de capacités)",0.0,
AFD,CZZ2744,CZZ274401,Banane durable Pérou-RepDom - amélioration des moyens de subsistance durables des petits-es producteurs-trices de banane de commerce,2020.0,MULTI-PAYS,MPE,EE,Subventions (dont ONG),ONG,500000.0,500000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",,
AFD,CZZ2929,CZZ292901,Convention Programme - Programme de renforcement des initiatives de la société civile pour le change,2020.0,MULTI-PAYS,MPE,EE,Subventions (dont ONG),ONG,1500000.0,750000.0,"Autre (santé, éducation, renforcement de capacités)",750000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
PROPARCO,PBR1072,PBR107201,Ligne de crédit pour le financement de projets climat,2020.0,BRESIL,AML,EE,Financements des entreprises et collectivités (non bonifiés),Projet,62134754.2111,0.0,,62134754.2111,"Intermédiation financière (ENR, Efficacité energétique, agriculture)"
PROPARCO,PCO1013,PCO101302,FINANCEMENT FOURNITURE BUS ELECTRIQUES,2020.0,COLOMBIE,AML,EE,Financements des entreprises et collectivités (non bonifiés),Projet,12104523.2779,0.0,,12104523.2779,Transports collectifs et mobilité
PROPARCO,PIN1095,PIN109501,Prise de participation - secteur de l'énergie,2020.0,INDE,ORE,EE,Financements des entreprises et collectivités (non bonifiés),Projet,4466262.17736,0.0,,4466262.17736,Promotion des énergies renouvelables
PROPARCO,PUG1044,PUG104402,FINANCEMENT CONSTRUCTION HOPITAL,2020.0,OUGANDA,AFR,EE,Financements des entreprises et collectivités (bonifiés),Projet,28887421.59,0.0,,5777484.31826,Programmes d'efficacité énergétique
