Type de contrat_Intitulé_Nom du prestataire ou Bénéficiaire_Pays du prestataire_Montant du contrat
Contrat de prestation;Accompagnement Technique pour la mise en place du fonds de garantie ARE Scale Up;Micro Energy International;Allemagne;851000.0
Contrat de prestation;Prestation d’appui à l’instruction de dossiers Offgrid au sein de la division Energie et Infrastructures de Proparco pour la mise en place du fonds de garantie ARE Scale up;Impact Africa Invest;Royaume-Uni;235420.0
