Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Broilers,Conditions,Hepatitis,2020-12,England,55480.0,6.7112465E7,44.0,0.083
Broilers,Conditions,Hepatitis,2020-12,England,23839.0,6.7112465E7,44.0,0.036
Broilers,Conditions,Hepatitis,2020-10,Wales,6576.0,8210603.0,4.0,0.08
Broilers,Conditions,Hepatitis,2020-10,Wales,2182.0,8210603.0,4.0,0.027
Broilers,Conditions,Hepatitis,2020-11,Wales,6714.0,8299987.0,4.0,0.081
Broilers,Conditions,Hepatitis,2020-11,Wales,2336.0,8299987.0,4.0,0.028
Broilers,Conditions,Hepatitis,2020-12,Wales,2106.0,7903454.0,4.0,0.027
Broilers,Conditions,Hepatitis,2020-12,Wales,5981.0,7903454.0,4.0,0.076
Broilers,Conditions,Joint Lesions,2020-10,England,455.0,7.1448753E7,45.0,0.001
Broilers,Conditions,Joint Lesions,2020-10,England,18348.0,7.1448753E7,45.0,0.026
Broilers,Conditions,Joint Lesions,2020-11,England,15625.0,6.827968E7,44.0,0.023
Broilers,Conditions,Joint Lesions,2020-11,England,409.0,6.827968E7,44.0,0.001
Broilers,Conditions,Joint Lesions,2020-12,England,155.0,6.7112465E7,44.0,0.0
Broilers,Conditions,Joint Lesions,2020-12,England,17178.0,6.7112465E7,44.0,0.026
Broilers,Conditions,Joint Lesions,2020-10,Wales,2.0,8210603.0,4.0,0.0
Broilers,Conditions,Joint Lesions,2020-10,Wales,976.0,8210603.0,4.0,0.012
Broilers,Conditions,Joint Lesions,2020-11,Wales,1151.0,8299987.0,4.0,0.014
Broilers,Conditions,Joint Lesions,2020-11,Wales,21.0,8299987.0,4.0,0.0
Broilers,Conditions,Joint Lesions,2020-12,Wales,203.0,7903454.0,4.0,0.003
Broilers,Conditions,Joint Lesions,2020-12,Wales,918.0,7903454.0,4.0,0.012
Broilers,Conditions,Machine Damage,2020-10,England,91121.0,7.1448753E7,45.0,0.128
Broilers,Conditions,Machine Damage,2020-10,England,14343.0,7.1448753E7,45.0,0.02
Broilers,Conditions,Machine Damage,2020-11,England,14009.0,6.827968E7,44.0,0.021
Broilers,Conditions,Machine Damage,2020-11,England,86255.0,6.827968E7,44.0,0.126
Broilers,Conditions,Machine Damage,2020-12,England,8457.0,6.7112465E7,44.0,0.013
Broilers,Conditions,Machine Damage,2020-12,England,86734.0,6.7112465E7,44.0,0.129
Broilers,Conditions,Machine Damage,2020-10,Wales,4.0,8210603.0,4.0,0.0
Broilers,Conditions,Machine Damage,2020-10,Wales,3639.0,8210603.0,4.0,0.044
Broilers,Conditions,Machine Damage,2020-11,Wales,3536.0,8299987.0,4.0,0.043
Broilers,Conditions,Machine Damage,2020-11,Wales,6.0,8299987.0,4.0,0.0
Broilers,Conditions,Machine Damage,2020-12,Wales,4059.0,7903454.0,4.0,0.051
Broilers,Conditions,Machine Damage,2020-12,Wales,4.0,7903454.0,4.0,0.0
Broilers,Conditions,Other Factory (poor plucking, product requirement),2020-10,England,41780.0,7.1448753E7,45.0,0.058
Broilers,Conditions,Other Factory (poor plucking, product requirement),2020-10,England,11.0,7.1448753E7,45.0,0.0
Broilers,Conditions,Other Factory (poor plucking, product requirement),2020-11,England,32437.0,6.827968E7,44.0,0.048
Broilers,Conditions,Other Factory (poor plucking, product requirement),2020-12,England,42281.0,6.7112465E7,44.0,0.063
Broilers,Conditions,Other Factory (poor plucking, product requirement),2020-10,Wales,5828.0,8210603.0,4.0,0.071
Broilers,Conditions,Other Factory (poor plucking, product requirement),2020-11,Wales,2182.0,8299987.0,4.0,0.026
Broilers,Conditions,Other Factory (poor plucking, product requirement),2020-12,Wales,2848.0,7903454.0,4.0,0.036
Broilers,Conditions,Other Farm (Jaundice, Oregon, White Muscle,Congen),2020-10,England,338.0,7.1448753E7,45.0,0.0
Broilers,Conditions,Other Farm (Jaundice, Oregon, White Muscle,Congen),2020-10,England,60751.0,7.1448753E7,45.0,0.085
Broilers,Conditions,Other Farm (Jaundice, Oregon, White Muscle,Congen),2020-11,England,357.0,6.827968E7,44.0,0.001
Broilers,Conditions,Other Farm (Jaundice, Oregon, White Muscle,Congen),2020-11,England,54018.0,6.827968E7,44.0,0.079
Broilers,Conditions,Other Farm (Jaundice, Oregon, White Muscle,Congen),2020-12,England,457.0,6.7112465E7,44.0,0.001
Broilers,Conditions,Other Farm (Jaundice, Oregon, White Muscle,Congen),2020-12,England,44794.0,6.7112465E7,44.0,0.067
Broilers,Conditions,Other Farm (Jaundice, Oregon, White Muscle,Congen),2020-10,Wales,12309.0,8210603.0,4.0,0.15
Broilers,Conditions,Other Farm (Jaundice, Oregon, White Muscle,Congen),2020-11,Wales,20521.0,8299987.0,4.0,0.247
Broilers,Conditions,Other Farm (Jaundice, Oregon, White Muscle,Congen),2020-12,Wales,17771.0,7903454.0,4.0,0.225
Broilers,Conditions,Overscald,2020-10,England,82.0,7.1448753E7,45.0,0.0
Broilers,Conditions,Overscald,2020-10,England,36596.0,7.1448753E7,45.0,0.051
Broilers,Conditions,Overscald,2020-11,England,33314.0,6.827968E7,44.0,0.049
Broilers,Conditions,Overscald,2020-11,England,98.0,6.827968E7,44.0,0.0
Broilers,Conditions,Overscald,2020-12,England,35.0,6.7112465E7,44.0,0.0
Broilers,Conditions,Overscald,2020-12,England,36272.0,6.7112465E7,44.0,0.054
Broilers,Conditions,Overscald,2020-10,Wales,11738.0,8210603.0,4.0,0.143
Broilers,Conditions,Overscald,2020-11,Wales,9725.0,8299987.0,4.0,0.117
Broilers,Conditions,Overscald,2020-12,Wales,2.0,7903454.0,4.0,0.0
Broilers,Conditions,Overscald,2020-12,Wales,8220.0,7903454.0,4.0,0.104
Broilers,Conditions,Pericarditis,2020-10,England,10033.0,7.1448753E7,45.0,0.014
Broilers,Conditions,Pericarditis,2020-10,England,83227.0,7.1448753E7,45.0,0.116
Broilers,Conditions,Pericarditis,2020-11,England,69267.0,6.827968E7,44.0,0.101
Broilers,Conditions,Pericarditis,2020-11,England,9279.0,6.827968E7,44.0,0.014
Broilers,Conditions,Pericarditis,2020-12,England,64330.0,6.7112465E7,44.0,0.096
Broilers,Conditions,Pericarditis,2020-12,England,14257.0,6.7112465E7,44.0,0.021
Broilers,Conditions,Pericarditis,2020-10,Wales,3951.0,8210603.0,4.0,0.048
Broilers,Conditions,Pericarditis,2020-10,Wales,823.0,8210603.0,4.0,0.01
Broilers,Conditions,Pericarditis,2020-11,Wales,4970.0,8299987.0,4.0,0.06
Broilers,Conditions,Pericarditis,2020-11,Wales,692.0,8299987.0,4.0,0.008
Broilers,Conditions,Pericarditis,2020-12,Wales,3602.0,7903454.0,4.0,0.046
Broilers,Conditions,Pericarditis,2020-12,Wales,723.0,7903454.0,4.0,0.009
Broilers,Conditions,Perihepatitis/Peritonitis,2020-10,England,430.0,7.1448753E7,45.0,0.001
Broilers,Conditions,Perihepatitis/Peritonitis,2020-10,England,72143.0,7.1448753E7,45.0,0.101
Broilers,Conditions,Perihepatitis/Peritonitis,2020-11,England,71396.0,6.827968E7,44.0,0.105
Broilers,Conditions,Perihepatitis/Peritonitis,2020-11,England,170.0,6.827968E7,44.0,0.0
Broilers,Conditions,Perihepatitis/Peritonitis,2020-12,England,98.0,6.7112465E7,44.0,0.0
Broilers,Conditions,Perihepatitis/Peritonitis,2020-12,England,76846.0,6.7112465E7,44.0,0.115
Broilers,Conditions,Perihepatitis/Peritonitis,2020-10,Wales,13.0,8210603.0,4.0,0.0
Broilers,Conditions,Perihepatitis/Peritonitis,2020-10,Wales,8845.0,8210603.0,4.0,0.108
Broilers,Conditions,Perihepatitis/Peritonitis,2020-11,Wales,44.0,8299987.0,4.0,0.001
Broilers,Conditions,Perihepatitis/Peritonitis,2020-11,Wales,10060.0,8299987.0,4.0,0.121
Broilers,Conditions,Perihepatitis/Peritonitis,2020-12,Wales,5.0,7903454.0,4.0,0.0
Broilers,Conditions,Perihepatitis/Peritonitis,2020-12,Wales,8372.0,7903454.0,4.0,0.106
Broilers,Conditions,Respiratory Disease (air sacculitis),2020-10,England,1110.0,7.1448753E7,45.0,0.002
Broilers,Conditions,Respiratory Disease (air sacculitis),2020-10,England,1.0,7.1448753E7,45.0,0.0
Broilers,Conditions,Respiratory Disease (air sacculitis),2020-11,England,1455.0,6.827968E7,44.0,0.002
Broilers,Conditions,Respiratory Disease (air sacculitis),2020-11,England,5.0,6.827968E7,44.0,0.0
Broilers,Conditions,Respiratory Disease (air sacculitis),2020-12,England,1275.0,6.7112465E7,44.0,0.002
Broilers,Conditions,Respiratory Disease (air sacculitis),2020-10,Wales,77.0,8210603.0,4.0,0.001
Broilers,Conditions,Respiratory Disease (air sacculitis),2020-11,Wales,45.0,8299987.0,4.0,0.001
Broilers,Conditions,Respiratory Disease (air sacculitis),2020-12,Wales,24.0,7903454.0,4.0,0.0
Broilers,Conditions,Salpingitis,2020-10,England,450.0,7.1448753E7,45.0,0.001
Broilers,Conditions,Salpingitis,2020-11,England,379.0,6.827968E7,44.0,0.001
Broilers,Conditions,Salpingitis,2020-12,England,868.0,6.7112465E7,44.0,0.001
Broilers,Conditions,Salpingitis,2020-10,Wales,1.0,8210603.0,4.0,0.0
Broilers,Conditions,Salpingitis,2020-11,Wales,1.0,8299987.0,4.0,0.0
Broilers,Conditions,Tumours/Nodules,2020-10,England,45.0,7.1448753E7,45.0,0.0
Broilers,Conditions,Tumours/Nodules,2020-10,England,11789.0,7.1448753E7,45.0,0.016
Broilers,Conditions,Tumours/Nodules,2020-11,England,4.0,6.827968E7,44.0,0.0
Broilers,Conditions,Tumours/Nodules,2020-11,England,10775.0,6.827968E7,44.0,0.016
Broilers,Conditions,Tumours/Nodules,2020-12,England,9720.0,6.7112465E7,44.0,0.014
Broilers,Conditions,Tumours/Nodules,2020-12,England,13.0,6.7112465E7,44.0,0.0
Broilers,Conditions,Tumours/Nodules,2020-10,Wales,385.0,8210603.0,4.0,0.005
Broilers,Conditions,Tumours/Nodules,2020-11,Wales,312.0,8299987.0,4.0,0.004
Broilers,Conditions,Tumours/Nodules,2020-12,Wales,291.0,7903454.0,4.0,0.004
Broilers,Suspect notifiable disease,Avian Influenza,2020-10,England,8.0,7.1448753E7,45.0,0.0
Ducks,Conditions,Abnormal Colour/Fevered,2020-10,England,158.0,717581.0,7.0,0.022
Ducks,Conditions,Abnormal Colour/Fevered,2020-11,England,309.0,674493.0,9.0,0.046
Ducks,Conditions,Abnormal Colour/Fevered,2020-12,England,265.0,862055.0,8.0,0.031
Ducks,Conditions,Antemortem Rejects (Cull/Runts),2020-10,England,59.0,717581.0,7.0,0.008
Ducks,Conditions,Antemortem Rejects (Cull/Runts),2020-11,England,196.0,674493.0,9.0,0.029
Ducks,Conditions,Antemortem Rejects (Cull/Runts),2020-12,England,124.0,862055.0,8.0,0.014
Ducks,Conditions,Ascites/Oedema,2020-10,England,5029.0,717581.0,7.0,0.701
Ducks,Conditions,Ascites/Oedema,2020-11,England,5143.0,674493.0,9.0,0.762
Ducks,Conditions,Ascites/Oedema,2020-12,England,4520.0,862055.0,8.0,0.524
Ducks,Conditions,Bruising/Fractures,2020-10,England,16.0,717581.0,7.0,0.002
Ducks,Conditions,Bruising/Fractures,2020-10,England,160.0,717581.0,7.0,0.022
Ducks,Conditions,Bruising/Fractures,2020-11,England,4.0,674493.0,9.0,0.001
Ducks,Conditions,Bruising/Fractures,2020-11,England,431.0,674493.0,9.0,0.064
Ducks,Conditions,Bruising/Fractures,2020-12,England,13.0,862055.0,8.0,0.002
Ducks,Conditions,Bruising/Fractures,2020-12,England,41.0,862055.0,8.0,0.005
Ducks,Conditions,Cellulitis,2020-10,England,1.0,717581.0,7.0,0.0
Ducks,Conditions,Cellulitis,2020-11,England,59.0,674493.0,9.0,0.009
Ducks,Conditions,Cellulitis,2020-12,England,9.0,862055.0,8.0,0.001
Ducks,Conditions,Cellulitis,2020-12,England,53.0,862055.0,8.0,0.006
Ducks,Conditions,Contamination,2020-10,England,21.0,717581.0,7.0,0.003
Ducks,Conditions,Contamination,2020-11,England,7.0,674493.0,9.0,0.001
Ducks,Conditions,Contamination,2020-11,England,24.0,674493.0,9.0,0.004
Ducks,Conditions,Contamination,2020-12,England,11.0,862055.0,8.0,0.001
Ducks,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-10,England,552.0,717581.0,7.0,0.077
Ducks,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-11,England,663.0,674493.0,9.0,0.098
Ducks,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-12,England,921.0,862055.0,8.0,0.107
Ducks,Conditions,Death other than slaughter (uncut/badly bled),2020-11,England,1.0,674493.0,9.0,0.0
Ducks,Conditions,Dermatitis,2020-10,England,271.0,717581.0,7.0,0.038
Ducks,Conditions,Dermatitis,2020-10,England,713.0,717581.0,7.0,0.099
Ducks,Conditions,Dermatitis,2020-11,England,470.0,674493.0,9.0,0.07
Ducks,Conditions,Dermatitis,2020-11,England,303.0,674493.0,9.0,0.045
Ducks,Conditions,Dermatitis,2020-12,England,946.0,862055.0,8.0,0.11
Ducks,Conditions,Dermatitis,2020-12,England,385.0,862055.0,8.0,0.045
Ducks,Conditions,Emaciation,2020-10,England,762.0,717581.0,7.0,0.106
Ducks,Conditions,Emaciation,2020-11,England,1280.0,674493.0,9.0,0.19
Ducks,Conditions,Emaciation,2020-12,England,1893.0,862055.0,8.0,0.22
Ducks,Conditions,Hepatitis,2020-10,England,196.0,717581.0,7.0,0.027
Ducks,Conditions,Hepatitis,2020-10,England,22.0,717581.0,7.0,0.003
Ducks,Conditions,Hepatitis,2020-11,England,2.0,674493.0,9.0,0.0
Ducks,Conditions,Hepatitis,2020-11,England,246.0,674493.0,9.0,0.036
Ducks,Conditions,Hepatitis,2020-12,England,10.0,862055.0,8.0,0.001
Ducks,Conditions,Hepatitis,2020-12,England,302.0,862055.0,8.0,0.035
Ducks,Conditions,Joint Lesions,2020-10,England,74.0,717581.0,7.0,0.01
Ducks,Conditions,Joint Lesions,2020-10,England,335.0,717581.0,7.0,0.047
Ducks,Conditions,Joint Lesions,2020-11,England,55.0,674493.0,9.0,0.008
Ducks,Conditions,Joint Lesions,2020-11,England,148.0,674493.0,9.0,0.022
Ducks,Conditions,Joint Lesions,2020-12,England,180.0,862055.0,8.0,0.021
Ducks,Conditions,Joint Lesions,2020-12,England,159.0,862055.0,8.0,0.018
Ducks,Conditions,Machine Damage,2020-10,England,50.0,717581.0,7.0,0.007
Ducks,Conditions,Machine Damage,2020-10,England,296.0,717581.0,7.0,0.041
Ducks,Conditions,Machine Damage,2020-11,England,33.0,674493.0,9.0,0.005
Ducks,Conditions,Machine Damage,2020-11,England,371.0,674493.0,9.0,0.055
Ducks,Conditions,Machine Damage,2020-12,England,75.0,862055.0,8.0,0.009
Ducks,Conditions,Machine Damage,2020-12,England,174.0,862055.0,8.0,0.02
Ducks,Conditions,Other Factory (poor plucking, product requirement),2020-10,England,14.0,717581.0,7.0,0.002
Ducks,Conditions,Other Factory (poor plucking, product requirement),2020-11,England,1.0,674493.0,9.0,0.0
Ducks,Conditions,Other Factory (poor plucking, product requirement),2020-12,England,24.0,862055.0,8.0,0.003
Ducks,Conditions,Other Farm (Jaundice, Oregon, White Muscle,Congen),2020-10,England,19.0,717581.0,7.0,0.003
Ducks,Conditions,Other Farm (Jaundice, Oregon, White Muscle,Congen),2020-11,England,1.0,674493.0,9.0,0.0
Ducks,Conditions,Other Farm (Jaundice, Oregon, White Muscle,Congen),2020-12,England,16.0,862055.0,8.0,0.002
Ducks,Conditions,Overscald,2020-10,England,4.0,717581.0,7.0,0.001
Ducks,Conditions,Pericarditis,2020-10,England,745.0,717581.0,7.0,0.104
Ducks,Conditions,Pericarditis,2020-10,England,387.0,717581.0,7.0,0.054
Ducks,Conditions,Pericarditis,2020-11,England,676.0,674493.0,9.0,0.1
Ducks,Conditions,Pericarditis,2020-11,England,985.0,674493.0,9.0,0.146
Ducks,Conditions,Pericarditis,2020-12,England,1009.0,862055.0,8.0,0.117
Ducks,Conditions,Pericarditis,2020-12,England,624.0,862055.0,8.0,0.072
Ducks,Conditions,Perihepatitis/Peritonitis,2020-10,England,729.0,717581.0,7.0,0.102
Ducks,Conditions,Perihepatitis/Peritonitis,2020-11,England,2133.0,674493.0,9.0,0.316
Ducks,Conditions,Perihepatitis/Peritonitis,2020-11,England,13.0,674493.0,9.0,0.002
Ducks,Conditions,Perihepatitis/Peritonitis,2020-12,England,2348.0,862055.0,8.0,0.272
Ducks,Conditions,Respiratory Disease (air sacculitis),2020-10,England,64.0,717581.0,7.0,0.009
Ducks,Conditions,Respiratory Disease (air sacculitis),2020-10,England,52.0,717581.0,7.0,0.007
Ducks,Conditions,Respiratory Disease (air sacculitis),2020-11,England,428.0,674493.0,9.0,0.063
Ducks,Conditions,Respiratory Disease (air sacculitis),2020-12,England,1204.0,862055.0,8.0,0.14
Ducks,Conditions,Salpingitis,2020-10,England,52.0,717581.0,7.0,0.007
Ducks,Conditions,Salpingitis,2020-11,England,2.0,674493.0,9.0,0.0
Ducks,Conditions,Salpingitis,2020-11,England,11.0,674493.0,9.0,0.002
Ducks,Conditions,Tumours/Nodules,2020-10,England,164.0,717581.0,7.0,0.023
Ducks,Conditions,Tumours/Nodules,2020-11,England,2.0,674493.0,9.0,0.0
Ducks,Conditions,Tumours/Nodules,2020-11,England,91.0,674493.0,9.0,0.013
Ducks,Conditions,Tumours/Nodules,2020-12,England,123.0,862055.0,8.0,0.014
Geese,Conditions,Abnormal Colour/Fevered,2020-11,England,1.0,6606.0,4.0,0.015
Geese,Conditions,Abnormal Colour/Fevered,2020-12,England,1.0,40296.0,4.0,0.002
Geese,Conditions,Ascites/Oedema,2020-12,England,24.0,40296.0,4.0,0.06
Geese,Conditions,Bruising/Fractures,2020-11,England,1.0,6606.0,4.0,0.015
Geese,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-12,England,6.0,40296.0,4.0,0.015
Geese,Conditions,Dermatitis,2020-12,England,4.0,40296.0,4.0,0.01
Geese,Conditions,Emaciation,2020-11,England,5.0,6606.0,4.0,0.076
Geese,Conditions,Emaciation,2020-12,England,107.0,40296.0,4.0,0.266
Geese,Conditions,Joint Lesions,2020-11,England,1.0,6606.0,4.0,0.015
Geese,Conditions,Joint Lesions,2020-12,England,1.0,40296.0,4.0,0.002
Geese,Conditions,Machine Damage,2020-11,England,2.0,6606.0,4.0,0.03
Geese,Conditions,Respiratory Disease (air sacculitis),2020-11,England,2.0,6606.0,4.0,0.03
Geese,Conditions,Tumours/Nodules,2020-11,England,1.0,6606.0,4.0,0.015
Geese,Conditions,Tumours/Nodules,2020-12,England,253.0,40296.0,4.0,0.628
Hens,Conditions,Abnormal Colour/Fevered,2020-10,England,7319.0,3194544.0,14.0,0.229
Hens,Conditions,Abnormal Colour/Fevered,2020-11,England,10071.0,3047096.0,10.0,0.331
Hens,Conditions,Abnormal Colour/Fevered,2020-12,England,8413.0,3170139.0,12.0,0.265
Hens,Conditions,Antemortem Rejects (Cull/Runts),2020-10,England,111.0,3194544.0,14.0,0.003
Hens,Conditions,Antemortem Rejects (Cull/Runts),2020-11,England,434.0,3047096.0,10.0,0.014
Hens,Conditions,Antemortem Rejects (Cull/Runts),2020-12,England,237.0,3170139.0,12.0,0.007
Hens,Conditions,Ascites/Oedema,2020-10,England,2612.0,3194544.0,14.0,0.082
Hens,Conditions,Ascites/Oedema,2020-11,England,3020.0,3047096.0,10.0,0.099
Hens,Conditions,Ascites/Oedema,2020-12,England,3184.0,3170139.0,12.0,0.1
Hens,Conditions,Bruising/Fractures,2020-10,England,4008.0,3194544.0,14.0,0.125
Hens,Conditions,Bruising/Fractures,2020-11,England,44.0,3047096.0,10.0,0.001
Hens,Conditions,Bruising/Fractures,2020-11,England,5906.0,3047096.0,10.0,0.194
Hens,Conditions,Bruising/Fractures,2020-12,England,4851.0,3170139.0,12.0,0.153
Hens,Conditions,Cellulitis,2020-10,England,476.0,3194544.0,14.0,0.015
Hens,Conditions,Cellulitis,2020-11,England,523.0,3047096.0,10.0,0.017
Hens,Conditions,Cellulitis,2020-12,England,560.0,3170139.0,12.0,0.018
Hens,Conditions,Cellulitis,2020-12,England,3.0,3170139.0,12.0,0.0
Hens,Conditions,Contamination,2020-10,England,462.0,3194544.0,14.0,0.014
Hens,Conditions,Contamination,2020-11,England,546.0,3047096.0,10.0,0.018
Hens,Conditions,Contamination,2020-11,England,1.0,3047096.0,10.0,0.0
Hens,Conditions,Contamination,2020-12,England,431.0,3170139.0,12.0,0.014
Hens,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-10,England,5028.0,3194544.0,14.0,0.157
Hens,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-11,England,6328.0,3047096.0,10.0,0.208
Hens,Conditions,Dead on Arrival/Death in the Lairage (DOA),2020-12,England,7355.0,3170139.0,12.0,0.232
Hens,Conditions,Death other than slaughter (uncut/badly bled),2020-10,England,2.0,3194544.0,14.0,0.0
Hens,Conditions,Death other than slaughter (uncut/badly bled),2020-11,England,8.0,3047096.0,10.0,0.0
Hens,Conditions,Death other than slaughter (uncut/badly bled),2020-12,England,10.0,3170139.0,12.0,0.0
Hens,Conditions,Dermatitis,2020-10,England,1727.0,3194544.0,14.0,0.054
Hens,Conditions,Dermatitis,2020-11,England,3837.0,3047096.0,10.0,0.126
Hens,Conditions,Dermatitis,2020-12,England,3294.0,3170139.0,12.0,0.104
Hens,Conditions,Emaciation,2020-10,England,5526.0,3194544.0,14.0,0.173
Hens,Conditions,Emaciation,2020-11,England,7054.0,3047096.0,10.0,0.231
Hens,Conditions,Emaciation,2020-12,England,5941.0,3170139.0,12.0,0.187
Hens,Conditions,Hepatitis,2020-10,England,26.0,3194544.0,14.0,0.001
Hens,Conditions,Hepatitis,2020-10,England,213.0,3194544.0,14.0,0.007
Hens,Conditions,Hepatitis,2020-11,England,323.0,3047096.0,10.0,0.011
Hens,Conditions,Hepatitis,2020-11,England,9.0,3047096.0,10.0,0.0
Hens,Conditions,Hepatitis,2020-12,England,149.0,3170139.0,12.0,0.005
Hens,Conditions,Joint Lesions,2020-10,England,149.0,3194544.0,14.0,0.005
Hens,Conditions,Joint Lesions,2020-11,England,196.0,3047096.0,10.0,0.006
Hens,Conditions,Joint Lesions,2020-12,England,147.0,3170139.0,12.0,0.005
Hens,Conditions,Machine Damage,2020-10,England,2961.0,3194544.0,14.0,0.093
Hens,Conditions,Machine Damage,2020-11,England,3571.0,3047096.0,10.0,0.117
Hens,Conditions,Machine Damage,2020-12,England,3717.0,3170139.0,12.0,0.117
Hens,Conditions,Other Factory (poor plucking, product requirement),2020-10,England,718.0,3194544.0,14.0,0.022
Hens,Conditions,Other Factory (poor plucking, product requirement),2020-11,England,1025.0,3047096.0,10.0,0.034
Hens,Conditions,Other Factory (poor plucking, product requirement),2020-12,England,1576.0,3170139.0,12.0,0.05
Hens,Conditions,Other Farm (Jaundice, Oregon, White Muscle,Congen),2020-10,England,350.0,3194544.0,14.0,0.011
Hens,Conditions,Other Farm (Jaundice, Oregon, White Muscle,Congen),2020-11,England,12.0,3047096.0,10.0,0.0
Hens,Conditions,Other Farm (Jaundice, Oregon, White Muscle,Congen),2020-12,England,43.0,3170139.0,12.0,0.001
Hens,Conditions,Overscald,2020-10,England,2261.0,3194544.0,14.0,0.071
Hens,Conditions,Overscald,2020-11,England,2428.0,3047096.0,10.0,0.08
Hens,Conditions,Overscald,2020-12,England,5768.0,3170139.0,12.0,0.182
Hens,Conditions,Pericarditis,2020-10,England,6.0,3194544.0,14.0,0.0
Hens,Conditions,Pericarditis,2020-10,England,7.0,3194544.0,14.0,0.0
Hens,Conditions,Pericarditis,2020-11,England,3983.0,3047096.0,10.0,0.131
Hens,Conditions,Pericarditis,2020-12,England,2.0,3170139.0,12.0,0.0
Hens,Conditions,Pericarditis,2020-12,England,21.0,3170139.0,12.0,0.001
Hens,Conditions,Perihepatitis/Peritonitis,2020-10,England,6416.0,3194544.0,14.0,0.201
Hens,Conditions,Perihepatitis/Peritonitis,2020-11,England,9890.0,3047096.0,10.0,0.325
Hens,Conditions,Perihepatitis/Peritonitis,2020-12,England,11096.0,3170139.0,12.0,0.35
Hens,Conditions,Respiratory Disease (air sacculitis),2020-10,England,29.0,3194544.0,14.0,0.001
Hens,Conditions,Respiratory Disease (air sacculitis),2020-11,England,14.0,3047096.0,10.0,0.0
