met type,date,mean/sum,min,max,%complete,comments
Solar Radiation,04/10/2010,88.75,,,100,
Solar Radiation,05/10/2010,72.83,,,100,
Solar Radiation,06/10/2010,86.58,,,100,
Solar Radiation,07/10/2010,130.0,,,100,
Solar Radiation,08/10/2010,19.92,,,100,
Solar Radiation,09/10/2010,13.75,,,100,
Solar Radiation,10/10/2010,51.88,,,100,
Solar Radiation,11/10/2010,89.17,,,100,
Solar Radiation,12/10/2010,100.75,,,100,
Solar Radiation,13/10/2010,39.46,,,100,
Solar Radiation,14/10/2010,41.29,,,100,
Solar Radiation,15/10/2010,33.42,,,100,
Solar Radiation,16/10/2010,67.17,,,100,
Solar Radiation,17/10/2010,57.71,,,100,
Solar Radiation,18/10/2010,27.29,,,100,
Solar Radiation,19/10/2010,60.21,,,100,
Solar Radiation,20/10/2010,99.63,,,100,
Solar Radiation,21/10/2010,31.33,,,100,
Solar Radiation,22/10/2010,31.38,,,100,
Solar Radiation,23/10/2010,50.33,,,100,
Solar Radiation,24/10/2010,74.46,,,100,
Solar Radiation,25/10/2010,91.75,,,100,
Solar Radiation,26/10/2010,17.13,,,100,
Solar Radiation,27/10/2010,52.54,,,100,
Solar Radiation,28/10/2010,40.71,,,100,
Solar Radiation,29/10/2010,20.46,,,100,
Solar Radiation,30/10/2010,50.96,,,100,
Solar Radiation,31/10/2010,53.04,,,100,
Solar Radiation,01/11/2010,56.79,,,100,
Solar Radiation,02/11/2010,38.25,,,100,
Solar Radiation,03/11/2010,50.96,,,100,
Solar Radiation,04/11/2010,9.38,,,100,
Solar Radiation,05/11/2010,16.42,,,100,
Solar Radiation,06/11/2010,58.25,,,100,
Solar Radiation,07/11/2010,55.88,,,100,
Solar Radiation,08/11/2010,17.58,,,100,
Solar Radiation,09/11/2010,33.96,,,100,
Solar Radiation,10/11/2010,57.83,,,100,
Solar Radiation,11/11/2010,12.88,,,100,
Solar Radiation,12/11/2010,12.92,,,100,
Solar Radiation,13/11/2010,52.5,,,100,
Solar Radiation,14/11/2010,14.75,,,100,
Solar Radiation,15/11/2010,50.42,,,100,
Solar Radiation,16/11/2010,33.46,,,100,
Solar Radiation,17/11/2010,3.54,,,100,
Solar Radiation,18/11/2010,12.08,,,100,
Solar Radiation,19/11/2010,28.08,,,100,
Solar Radiation,20/11/2010,21.08,,,100,
Solar Radiation,21/11/2010,21.13,,,100,
Solar Radiation,22/11/2010,11.0,,,100,
Solar Radiation,23/11/2010,25.58,,,100,
Solar Radiation,24/11/2010,30.63,,,100,
Solar Radiation,25/11/2010,21.38,,,100,
Solar Radiation,26/11/2010,34.75,,,100,
Solar Radiation,27/11/2010,33.46,,,100,
Solar Radiation,28/11/2010,30.63,,,100,
Solar Radiation,29/11/2010,38.63,,,100,
Solar Radiation,30/11/2010,32.21,,,100,
Solar Radiation,01/12/2010,9.08,,,100,
Solar Radiation,02/12/2010,37.38,,,100,
Solar Radiation,03/12/2010,20.71,,,100,
Solar Radiation,04/12/2010,19.96,,,100,
Solar Radiation,05/12/2010,33.17,,,100,
Solar Radiation,06/12/2010,35.79,,,100,
Solar Radiation,07/12/2010,26.13,,,100,
Solar Radiation,08/12/2010,33.92,,,100,
Solar Radiation,09/12/2010,26.08,,,100,
Solar Radiation,10/12/2010,9.29,,,100,
Solar Radiation,11/12/2010,31.63,,,100,
Solar Radiation,12/12/2010,23.54,,,100,
Solar Radiation,13/12/2010,18.83,,,100,
Solar Radiation,14/12/2010,25.96,,,100,
Solar Radiation,15/12/2010,13.13,,,100,
Solar Radiation,16/12/2010,18.75,,,100,
Solar Radiation,17/12/2010,16.79,,,100,
Solar Radiation,18/12/2010,27.54,,,100,
Solar Radiation,19/12/2010,42.04,,,100,
Solar Radiation,20/12/2010,30.46,,,100,
Solar Radiation,21/12/2010,28.58,,,100,
Solar Radiation,22/12/2010,31.79,,,100,
Solar Radiation,23/12/2010,34.79,,,100,
Solar Radiation,24/12/2010,29.67,,,100,
Solar Radiation,25/12/2010,9.71,,,100,
Solar Radiation,26/12/2010,15.04,,,100,
Solar Radiation,27/12/2010,14.79,,,100,
Solar Radiation,28/12/2010,11.79,,,100,
Solar Radiation,29/12/2010,15.63,,,100,
Solar Radiation,30/12/2010,11.46,,,100,
Solar Radiation,31/12/2010,5.96,,,100,
Solar Radiation,01/01/2011,13.542,,,100,
Solar Radiation,02/01/2011,11.417,,,100,
Solar Radiation,03/01/2011,22.5,,,100,
Solar Radiation,04/01/2011,3.6667,,,100,
Solar Radiation,05/01/2011,26.167,,,100,
Solar Radiation,06/01/2011,12.75,,,100,
Solar Radiation,07/01/2011,9.2083,,,100,
Solar Radiation,08/01/2011,19.333,,,100,
Solar Radiation,09/01/2011,25.0,,,100,
Solar Radiation,10/01/2011,7.7917,,,100,
Solar Radiation,11/01/2011,32.625,,,100,
Solar Radiation,12/01/2011,7.125,,,100,
Solar Radiation,13/01/2011,8.7083,,,100,
Solar Radiation,14/01/2011,19.417,,,100,
Solar Radiation,15/01/2011,2.3333,,,100,
Solar Radiation,16/01/2011,15.375,,,100,
Solar Radiation,17/01/2011,16.458,,,100,
Solar Radiation,18/01/2011,25.792,,,100,
Solar Radiation,19/01/2011,32.542,,,100,
Solar Radiation,20/01/2011,51.292,,,100,
Solar Radiation,21/01/2011,25.833,,,100,
Solar Radiation,22/01/2011,33.0,,,100,
Solar Radiation,23/01/2011,16.417,,,100,
Solar Radiation,24/01/2011,37.625,,,100,
Solar Radiation,25/01/2011,18.5,,,100,
Solar Radiation,26/01/2011,30.5,,,100,
Solar Radiation,27/01/2011,25.458,,,100,
Solar Radiation,28/01/2011,29.667,,,100,
Solar Radiation,29/01/2011,49.042,,,100,
Solar Radiation,30/01/2011,15.208,,,100,
Solar Radiation,31/01/2011,18.792,,,100,
Solar Radiation,01/02/2011,37.583,,,100,
Solar Radiation,02/02/2011,8.7917,,,100,
Solar Radiation,03/02/2011,44.958,,,100,
Solar Radiation,04/02/2011,5.0,,,100,
Solar Radiation,05/02/2011,29.792,,,100,
Solar Radiation,06/02/2011,9.9583,,,100,
Solar Radiation,07/02/2011,15.708,,,100,
Solar Radiation,08/02/2011,40.458,,,100,
Solar Radiation,09/02/2011,6.875,,,100,
Solar Radiation,10/02/2011,73.167,,,100,
Solar Radiation,11/02/2011,8.7083,,,100,
Solar Radiation,12/02/2011,24.833,,,100,
Solar Radiation,13/02/2011,14.0,,,100,
Solar Radiation,14/02/2011,39.75,,,100,
Solar Radiation,15/02/2011,17.5,,,100,
Solar Radiation,16/02/2011,82.042,,,100,
Solar Radiation,17/02/2011,34.833,,,100,
Solar Radiation,18/02/2011,11.292,,,100,
Solar Radiation,19/02/2011,15.75,,,100,
Solar Radiation,20/02/2011,16.75,,,100,
Solar Radiation,21/02/2011,15.042,,,100,
Solar Radiation,22/02/2011,41.5,,,100,
Solar Radiation,23/02/2011,21.292,,,100,
Solar Radiation,24/02/2011,52.292,,,100,
Solar Radiation,25/02/2011,30.0,,,100,
Solar Radiation,26/02/2011,66.458,,,100,
Solar Radiation,27/02/2011,51.0,,,100,
Solar Radiation,28/02/2011,56.667,,,100,
Solar Radiation,01/03/2011,67.083,,,100,
Solar Radiation,02/03/2011,114.92,,,100,
Solar Radiation,03/03/2011,60.042,,,100,
Solar Radiation,04/03/2011,31.75,,,100,
Solar Radiation,05/03/2011,44.0,,,100,
Solar Radiation,06/03/2011,102.17,,,100,
Solar Radiation,07/03/2011,102.42,,,100,
Solar Radiation,08/03/2011,76.875,,,100,
Solar Radiation,09/03/2011,70.083,,,100,
Solar Radiation,10/03/2011,76.75,,,100,
Solar Radiation,11/03/2011,67.375,,,100,
Solar Radiation,12/03/2011,28.083,,,100,
Solar Radiation,13/03/2011,93.708,,,100,
Solar Radiation,14/03/2011,143.67,,,100,
Solar Radiation,15/03/2011,15.125,,,100,
Solar Radiation,16/03/2011,41.542,,,100,
Solar Radiation,17/03/2011,57.75,,,100,
Solar Radiation,18/03/2011,151.5,,,100,
Solar Radiation,19/03/2011,108.17,,,100,
Solar Radiation,20/03/2011,25.75,,,100,
Solar Radiation,21/03/2011,67.167,,,100,
Solar Radiation,22/03/2011,118.04,,,100,
Solar Radiation,23/03/2011,153.21,,,100,
Solar Radiation,24/03/2011,127.63,,,100,
Solar Radiation,25/03/2011,138.96,,,100,
Solar Radiation,26/03/2011,62.167,,,100,
Solar Radiation,27/03/2011,159.79,,,100,
Solar Radiation,28/03/2011,143.96,,,100,
Solar Radiation,29/03/2011,103.17,,,100,
Solar Radiation,30/03/2011,49.542,,,100,
Solar Radiation,31/03/2011,85.792,,,100,
Solar Radiation,01/04/2011,45.542,,,100,
Solar Radiation,02/04/2011,109.21,,,100,
Solar Radiation,03/04/2011,144.0,,,100,
Solar Radiation,04/04/2011,49.458,,,100,
Solar Radiation,05/04/2011,61.167,,,100,
Solar Radiation,06/04/2011,163.71,,,100,
Solar Radiation,07/04/2011,206.29,,,100,
Solar Radiation,08/04/2011,213.88,,,100,
Solar Radiation,09/04/2011,188.33,,,100,
Solar Radiation,10/04/2011,201.21,,,100,
Solar Radiation,11/04/2011,100.29,,,100,
Solar Radiation,12/04/2011,149.75,,,100,
Solar Radiation,13/04/2011,70.667,,,100,
Solar Radiation,14/04/2011,107.83,,,100,
Solar Radiation,15/04/2011,74.708,,,100,
Solar Radiation,16/04/2011,114.75,,,100,
Solar Radiation,17/04/2011,234.04,,,100,
Solar Radiation,18/04/2011,85.625,,,100,
Solar Radiation,19/04/2011,161.25,,,100,
Solar Radiation,20/04/2011,232.92,,,100,
Solar Radiation,21/04/2011,204.63,,,100,
Solar Radiation,22/04/2011,206.29,,,100,
Solar Radiation,23/04/2011,106.17,,,100,
Solar Radiation,24/04/2011,252.13,,,100,
Solar Radiation,25/04/2011,183.79,,,100,
Solar Radiation,26/04/2011,248.67,,,100,
Solar Radiation,27/04/2011,260.33,,,100,
Solar Radiation,28/04/2011,265.67,,,100,
Solar Radiation,29/04/2011,197.63,,,100,
Solar Radiation,30/04/2011,280.75,,,100,
Solar Radiation,01/05/2011,278.25,,,100,
Solar Radiation,02/05/2011,265.0,,,100,
Solar Radiation,03/05/2011,225.04,,,100,
Solar Radiation,04/05/2011,278.08,,,100,
Solar Radiation,05/05/2011,129.08,,,100,
Solar Radiation,06/05/2011,117.29,,,100,
Solar Radiation,07/05/2011,125.67,,,100,
Solar Radiation,08/05/2011,142.08,,,100,
Solar Radiation,09/05/2011,198.17,,,100,
Solar Radiation,10/05/2011,151.75,,,100,
Solar Radiation,11/05/2011,209.92,,,100,
Solar Radiation,12/05/2011,113.5,,,100,
Solar Radiation,13/05/2011,159.0,,,100,
Solar Radiation,14/05/2011,197.79,,,100,
Solar Radiation,15/05/2011,94.958,,,100,
Solar Radiation,16/05/2011,49.625,,,100,
Solar Radiation,17/05/2011,139.92,,,100,
Solar Radiation,18/05/2011,151.63,,,100,
Solar Radiation,19/05/2011,250.58,,,100,
Solar Radiation,20/05/2011,205.63,,,100,
Solar Radiation,21/05/2011,106.33,,,100,
Solar Radiation,22/05/2011,196.29,,,100,
Solar Radiation,23/05/2011,97.708,,,100,
Solar Radiation,24/05/2011,218.67,,,100,
Solar Radiation,25/05/2011,144.54,,,100,
Solar Radiation,26/05/2011,140.25,,,100,
Solar Radiation,27/05/2011,185.92,,,100,
Solar Radiation,28/05/2011,168.5,,,100,
Solar Radiation,29/05/2011,178.29,,,100,
Solar Radiation,30/05/2011,193.08,,,100,
Solar Radiation,31/05/2011,272.46,,,100,
Solar Radiation,01/06/2011,40.708,,,100,
Solar Radiation,02/06/2011,300.08,,,100,
Solar Radiation,03/06/2011,306.13,,,100,
Solar Radiation,04/06/2011,91.125,,,100,
Solar Radiation,05/06/2011,65.375,,,100,
Solar Radiation,06/06/2011,232.46,,,100,
Solar Radiation,07/06/2011,182.08,,,100,
Solar Radiation,08/06/2011,160.58,,,100,
Solar Radiation,09/06/2011,269.92,,,100,
Solar Radiation,10/06/2011,181.75,,,100,
Solar Radiation,11/06/2011,127.46,,,100,
Solar Radiation,12/06/2011,203.08,,,100,
Solar Radiation,13/06/2011,131.13,,,100,
Solar Radiation,14/06/2011,315.04,,,100,
Solar Radiation,15/06/2011,135.0,,,100,
Solar Radiation,16/06/2011,220.75,,,100,
Solar Radiation,17/06/2011,125.5,,,100,
Solar Radiation,18/06/2011,98.5,,,100,
Solar Radiation,19/06/2011,108.25,,,100,
Solar Radiation,20/06/2011,288.63,,,100,
Solar Radiation,21/06/2011,101.08,,,100,
Solar Radiation,22/06/2011,111.46,,,100,
Solar Radiation,23/06/2011,168.54,,,100,
Solar Radiation,24/06/2011,262.96,,,100,
Solar Radiation,25/06/2011,90.083,,,100,
Solar Radiation,26/06/2011,132.96,,,100,
Solar Radiation,27/06/2011,159.33,,,100,
Solar Radiation,28/06/2011,308.29,,,100,
Solar Radiation,29/06/2011,210.88,,,100,
Solar Radiation,30/06/2011,214.92,,,100,
Solar Radiation,01/07/2011,201.42,,,100,
Solar Radiation,02/07/2011,219.04,,,100,
Solar Radiation,03/07/2011,352.33,,,100,
Solar Radiation,04/07/2011,216.92,,,100,
Solar Radiation,05/07/2011,131.75,,,100,
Solar Radiation,06/07/2011,144.85,,,54,
Solar Radiation,07/07/2011,,,,0,
Solar Radiation,08/07/2011,142.54,,,54,
Solar Radiation,09/07/2011,168.29,,,100,
Solar Radiation,10/07/2011,214.08,,,100,
Solar Radiation,11/07/2011,150.58,,,100,
Solar Radiation,12/07/2011,150.46,,,100,
Solar Radiation,13/07/2011,310.79,,,100,
Solar Radiation,14/07/2011,227.0,,,100,
Solar Radiation,15/07/2011,192.5,,,100,
Solar Radiation,16/07/2011,51.792,,,100,
Solar Radiation,17/07/2011,171.09,,,96,
Solar Radiation,18/07/2011,114.04,,,100,
Solar Radiation,19/07/2011,206.13,,,100,
Solar Radiation,20/07/2011,54.917,,,100,
Solar Radiation,21/07/2011,150.38,,,100,
Solar Radiation,22/07/2011,166.96,,,100,
Solar Radiation,23/07/2011,285.75,,,100,
Solar Radiation,24/07/2011,304.29,,,100,
Solar Radiation,25/07/2011,223.21,,,100,
Solar Radiation,26/07/2011,173.79,,,100,
Solar Radiation,27/07/2011,220.0,,,100,
Solar Radiation,28/07/2011,116.92,,,100,
Solar Radiation,29/07/2011,181.38,,,100,
Solar Radiation,30/07/2011,185.92,,,100,
Solar Radiation,31/07/2011,167.38,,,100,
Solar Radiation,01/08/2011,100.63,,,100,
Solar Radiation,02/08/2011,101.17,,,100,
Solar Radiation,03/08/2011,231.38,,,100,
Solar Radiation,04/08/2011,88.875,,,100,
Solar Radiation,05/08/2011,211.83,,,100,
Solar Radiation,06/08/2011,44.25,,,100,
Solar Radiation,07/08/2011,103.0,,,100,
Solar Radiation,08/08/2011,195.08,,,100,
Solar Radiation,09/08/2011,203.5,,,100,
Solar Radiation,10/08/2011,36.167,,,100,
Solar Radiation,11/08/2011,55.375,,,100,
Solar Radiation,12/08/2011,42.667,,,100,
Solar Radiation,13/08/2011,90.417,,,100,
Solar Radiation,14/08/2011,160.71,,,100,
Solar Radiation,15/08/2011,199.04,,,100,
Solar Radiation,16/08/2011,65.125,,,100,
Solar Radiation,17/08/2011,140.67,,,100,
Solar Radiation,18/08/2011,74.417,,,100,
Solar Radiation,19/08/2011,149.96,,,100,
Solar Radiation,20/08/2011,187.38,,,100,
Solar Radiation,21/08/2011,163.88,,,100,
Solar Radiation,22/08/2011,156.46,,,100,
Solar Radiation,23/08/2011,163.33,,,100,
Solar Radiation,24/08/2011,108.5,,,100,
Solar Radiation,25/08/2011,176.13,,,100,
Solar Radiation,26/08/2011,48.958,,,100,
Solar Radiation,27/08/2011,99.167,,,100,
Solar Radiation,28/08/2011,104.38,,,100,
Solar Radiation,29/08/2011,102.96,,,100,
Solar Radiation,30/08/2011,78.542,,,100,
Solar Radiation,31/08/2011,68.75,,,100,
Solar Radiation,01/09/2011,120.5,,,100,
Solar Radiation,02/09/2011,86.458,,,100,
Solar Radiation,03/09/2011,41.958,,,100,
Solar Radiation,04/09/2011,209.13,,,100,
Solar Radiation,05/09/2011,125.63,,,100,
Solar Radiation,06/09/2011,54.9,,,42,
Solar Radiation,07/09/2011,,,,0,
Solar Radiation,08/09/2011,,,,0,
Solar Radiation,09/09/2011,,,,0,
Solar Radiation,10/09/2011,,,,0,
Solar Radiation,11/09/2011,,,,0,
Solar Radiation,12/09/2011,,,,0,
Solar Radiation,13/09/2011,,,,0,
Solar Radiation,14/09/2011,,,,0,
Solar Radiation,15/09/2011,,,,0,
Solar Radiation,16/09/2011,,,,0,
Solar Radiation,17/09/2011,,,,0,
Solar Radiation,18/09/2011,,,,0,
Solar Radiation,19/09/2011,,,,0,
Solar Radiation,20/09/2011,,,,0,
Solar Radiation,21/09/2011,,,,0,
Solar Radiation,22/09/2011,,,,0,
Solar Radiation,23/09/2011,,,,0,
Solar Radiation,24/09/2011,,,,0,
Solar Radiation,25/09/2011,,,,0,
Solar Radiation,26/09/2011,,,,0,
Solar Radiation,27/09/2011,153.57,,,58,
Solar Radiation,28/09/2011,147.88,,,100,
Solar Radiation,29/09/2011,136.92,,,100,
Solar Radiation,30/09/2011,132.96,,,100,
Solar Radiation,01/10/2011,58.917,,,100,
Solar Radiation,02/10/2011,15.792,,,100,
Solar Radiation,03/10/2011,14.375,,,100,
Solar Radiation,04/10/2011,41.75,,,100,
Solar Radiation,05/10/2011,17.958,,,100,
Solar Radiation,06/10/2011,64.917,,,100,
Solar Radiation,07/10/2011,108.29,,,100,
Solar Radiation,08/10/2011,31.875,,,100,
Solar Radiation,09/10/2011,31.125,,,100,
Solar Radiation,10/10/2011,57.875,,,100,
Solar Radiation,11/10/2011,76.833,,,100,
Solar Radiation,12/10/2011,30.042,,,100,
Solar Radiation,13/10/2011,49.0,,,100,
Solar Radiation,14/10/2011,38.75,,,100,
Solar Radiation,15/10/2011,112.58,,,100,
Solar Radiation,16/10/2011,58.792,,,100,
Solar Radiation,17/10/2011,45.792,,,100,
Solar Radiation,18/10/2011,58.958,,,100,
Solar Radiation,19/10/2011,82.292,,,100,
Solar Radiation,20/10/2011,72.583,,,100,
Solar Radiation,21/10/2011,25.792,,,100,
Solar Radiation,22/10/2011,50.167,,,100,
Solar Radiation,23/10/2011,26.667,,,100,
Solar Radiation,24/10/2011,51.0,,,100,
Solar Radiation,25/10/2011,35.583,,,100,
Solar Radiation,26/10/2011,48.458,,,100,
Solar Radiation,27/10/2011,14.625,,,100,
Solar Radiation,28/10/2011,68.833,,,100,
Solar Radiation,29/10/2011,22.5,,,100,
Solar Radiation,30/10/2011,35.458,,,100,
Solar Radiation,31/10/2011,6.0,,,100,
Solar Radiation,01/11/2011,59.5,,,100,
Solar Radiation,02/11/2011,41.958,,,100,
Solar Radiation,03/11/2011,45.167,,,100,
Solar Radiation,04/11/2011,28.708,,,100,
Solar Radiation,05/11/2011,45.792,,,100,
Solar Radiation,06/11/2011,67.333,,,100,
Solar Radiation,07/11/2011,67.25,,,100,
Solar Radiation,08/11/2011,6.6667,,,100,
Solar Radiation,09/11/2011,25.125,,,100,
Solar Radiation,10/11/2011,24.75,,,100,
Solar Radiation,11/11/2011,8.0417,,,100,
Solar Radiation,12/11/2011,42.208,,,100,
Solar Radiation,13/11/2011,8.375,,,100,
Solar Radiation,14/11/2011,13.292,,,100,
Solar Radiation,15/11/2011,10.0,,,100,
Solar Radiation,16/11/2011,36.292,,,100,
Solar Radiation,17/11/2011,38.208,,,100,
Solar Radiation,18/11/2011,17.583,,,100,
Solar Radiation,19/11/2011,28.625,,,100,
Solar Radiation,20/11/2011,40.958,,,100,
Solar Radiation,21/11/2011,16.833,,,100,
Solar Radiation,22/11/2011,22.0,,,100,
Solar Radiation,23/11/2011,7.75,,,100,
Solar Radiation,24/11/2011,26.792,,,100,
Solar Radiation,25/11/2011,17.583,,,100,
Solar Radiation,26/11/2011,6.75,,,100,
Solar Radiation,27/11/2011,31.083,,,100,
Solar Radiation,28/11/2011,11.542,,,100,
Solar Radiation,29/11/2011,9.4167,,,100,
Solar Radiation,30/11/2011,19.958,,,100,
Solar Radiation,01/12/2011,19.833,,,100,
Solar Radiation,02/12/2011,11.917,,,100,
Solar Radiation,03/12/2011,13.875,,,100,
Solar Radiation,04/12/2011,10.167,,,100,
Solar Radiation,05/12/2011,3.2917,,,100,
Solar Radiation,06/12/2011,4.75,,,100,
Solar Radiation,07/12/2011,20.583,,,100,
Solar Radiation,08/12/2011,9.3333,,,100,
Solar Radiation,09/12/2011,14.625,,,100,
Solar Radiation,10/12/2011,5.5833,,,100,
Solar Radiation,11/12/2011,9.5833,,,100,
Solar Radiation,12/12/2011,14.458,,,100,
Solar Radiation,13/12/2011,18.708,,,100,
Solar Radiation,14/12/2011,5.25,,,100,
Solar Radiation,15/12/2011,15.25,,,100,
Solar Radiation,16/12/2011,8.75,,,100,
Solar Radiation,17/12/2011,18.875,,,100,
Solar Radiation,18/12/2011,30.833,,,100,
Solar Radiation,19/12/2011,7.9583,,,100,
Solar Radiation,20/12/2011,9.25,,,100,
Solar Radiation,21/12/2011,4.875,,,100,
Solar Radiation,22/12/2011,3.2083,,,100,
Solar Radiation,23/12/2011,6.75,,,100,
Solar Radiation,24/12/2011,4.75,,,100,
Solar Radiation,25/12/2011,3.5,,,100,
Solar Radiation,26/12/2011,4.2083,,,100,
Solar Radiation,27/12/2011,14.792,,,100,
Solar Radiation,28/12/2011,6.9167,,,100,
Solar Radiation,29/12/2011,6.4583,,,100,
Solar Radiation,30/12/2011,10.417,,,100,
Solar Radiation,31/12/2011,6.5417,,,100,
Solar Radiation,01/01/2012,10.583,,,100,
Solar Radiation,02/01/2012,14.083,,,100,
Solar Radiation,03/01/2012,8.0,,,100,
Solar Radiation,04/01/2012,6.2083,,,100,
Solar Radiation,05/01/2012,28.667,,,100,
Solar Radiation,06/01/2012,12.833,,,100,
Solar Radiation,07/01/2012,19.542,,,100,
Solar Radiation,08/01/2012,7.7917,,,100,
Solar Radiation,09/01/2012,33.5,,,100,
Solar Radiation,10/01/2012,9.5417,,,100,
Solar Radiation,11/01/2012,8.875,,,100,
Solar Radiation,12/01/2012,32.75,,,100,
Solar Radiation,13/01/2012,37.625,,,100,
Solar Radiation,14/01/2012,41.417,,,100,
Solar Radiation,15/01/2012,37.542,,,100,
Solar Radiation,16/01/2012,43.25,,,100,
Solar Radiation,17/01/2012,21.042,,,100,
Solar Radiation,18/01/2012,23.375,,,100,
Solar Radiation,19/01/2012,26.042,,,100,
Solar Radiation,20/01/2012,9.875,,,100,
Solar Radiation,21/01/2012,29.125,,,100,
Solar Radiation,22/01/2012,38.625,,,100,
Solar Radiation,23/01/2012,23.167,,,100,
Solar Radiation,24/01/2012,12.917,,,100,
Solar Radiation,25/01/2012,8.2083,,,100,
Solar Radiation,26/01/2012,16.125,,,100,
Solar Radiation,27/01/2012,29.125,,,100,
Solar Radiation,28/01/2012,49.0,,,100,
Solar Radiation,29/01/2012,23.333,,,100,
Solar Radiation,30/01/2012,23.708,,,100,
Solar Radiation,31/01/2012,13.417,,,100,
Solar Radiation,01/02/2012,44.167,,,100,
Solar Radiation,02/02/2012,53.125,,,100,
Solar Radiation,03/02/2012,43.0,,,100,
Solar Radiation,04/02/2012,12.583,,,100,
Solar Radiation,05/02/2012,56.542,,,100,
Solar Radiation,06/02/2012,58.542,,,100,
Solar Radiation,07/02/2012,64.625,,,100,
Solar Radiation,08/02/2012,66.542,,,100,
Solar Radiation,09/02/2012,11.917,,,100,
Solar Radiation,10/02/2012,16.542,,,100,
Solar Radiation,11/02/2012,20.417,,,100,
Solar Radiation,12/02/2012,24.667,,,100,
Solar Radiation,13/02/2012,37.458,,,100,
Solar Radiation,14/02/2012,31.0,,,100,
Solar Radiation,15/02/2012,55.583,,,100,
Solar Radiation,16/02/2012,16.083,,,100,
Solar Radiation,17/02/2012,43.125,,,100,
Solar Radiation,18/02/2012,52.75,,,100,
Solar Radiation,19/02/2012,93.708,,,100,
Solar Radiation,20/02/2012,11.5,,,100,
Solar Radiation,21/02/2012,23.375,,,100,
Solar Radiation,22/02/2012,13.042,,,100,
Solar Radiation,23/02/2012,13.375,,,100,
Solar Radiation,24/02/2012,104.88,,,100,
Solar Radiation,25/02/2012,39.0,,,100,
Solar Radiation,26/02/2012,26.25,,,100,
Solar Radiation,27/02/2012,15.292,,,100,
Solar Radiation,28/02/2012,19.25,,,100,
Solar Radiation,29/02/2012,42.583,,,100,
Solar Radiation,01/03/2012,22.167,,,100,
Solar Radiation,02/03/2012,68.75,,,100,
Solar Radiation,03/03/2012,39.958,,,100,
Solar Radiation,04/03/2012,53.333,,,100,
Solar Radiation,05/03/2012,115.63,,,100,
Solar Radiation,06/03/2012,114.04,,,100,
Solar Radiation,07/03/2012,89.625,,,100,
Solar Radiation,08/03/2012,51.5,,,100,
Solar Radiation,09/03/2012,15.083,,,100,
Solar Radiation,10/03/2012,77.208,,,100,
Solar Radiation,11/03/2012,44.917,,,100,
Solar Radiation,12/03/2012,39.375,,,100,
Solar Radiation,13/03/2012,50.667,,,100,
Solar Radiation,14/03/2012,52.125,,,100,
Solar Radiation,15/03/2012,62.0,,,100,
Solar Radiation,16/03/2012,23.667,,,100,
Solar Radiation,17/03/2012,122.38,,,100,
Solar Radiation,18/03/2012,145.42,,,100,
Solar Radiation,19/03/2012,80.375,,,100,
Solar Radiation,20/03/2012,57.042,,,100,
Solar Radiation,21/03/2012,94.75,,,100,
Solar Radiation,22/03/2012,163.96,,,100,
Solar Radiation,23/03/2012,95.042,,,100,
Solar Radiation,24/03/2012,158.04,,,100,
Solar Radiation,25/03/2012,173.38,,,100,
Solar Radiation,26/03/2012,188.38,,,100,
Solar Radiation,27/03/2012,190.42,,,100,
Solar Radiation,28/03/2012,185.08,,,100,
Solar Radiation,29/03/2012,170.38,,,100,
Solar Radiation,30/03/2012,175.21,,,100,
Solar Radiation,31/03/2012,128.33,,,100,
Solar Radiation,01/04/2012,120.71,,,100,
Solar Radiation,02/04/2012,76.958,,,100,
Solar Radiation,03/04/2012,60.167,,,100,
Solar Radiation,04/04/2012,171.25,,,100,
Solar Radiation,05/04/2012,209.04,,,100,
Solar Radiation,06/04/2012,72.0,,,100,
Solar Radiation,07/04/2012,81.542,,,100,
Solar Radiation,08/04/2012,71.833,,,100,
Solar Radiation,09/04/2012,63.542,,,100,
Solar Radiation,10/04/2012,68.167,,,100,
Solar Radiation,11/04/2012,79.478,,,96,
Solar Radiation,12/04/2012,99.083,,,100,
Solar Radiation,13/04/2012,177.71,,,100,
Solar Radiation,14/04/2012,133.67,,,100,
Solar Radiation,15/04/2012,144.33,,,100,
Solar Radiation,16/04/2012,148.38,,,100,
Solar Radiation,17/04/2012,161.42,,,100,
Solar Radiation,18/04/2012,108.0,,,100,
Solar Radiation,19/04/2012,57.333,,,100,
Solar Radiation,20/04/2012,101.29,,,100,
Solar Radiation,21/04/2012,119.21,,,100,
Solar Radiation,22/04/2012,122.88,,,100,
Solar Radiation,23/04/2012,129.33,,,100,
Solar Radiation,24/04/2012,108.08,,,100,
Solar Radiation,25/04/2012,59.75,,,100,
Solar Radiation,26/04/2012,73.542,,,100,
Solar Radiation,27/04/2012,196.67,,,100,
Solar Radiation,28/04/2012,206.92,,,100,
Solar Radiation,29/04/2012,86.167,,,100,
Solar Radiation,30/04/2012,103.92,,,100,
Solar Radiation,01/05/2012,138.08,,,100,
Solar Radiation,02/05/2012,193.63,,,100,
Solar Radiation,03/05/2012,184.83,,,100,
Solar Radiation,04/05/2012,161.83,,,100,
Solar Radiation,05/05/2012,175.75,,,100,
Solar Radiation,06/05/2012,132.04,,,100,
Solar Radiation,07/05/2012,150.29,,,100,
Solar Radiation,08/05/2012,146.71,,,100,
Solar Radiation,09/05/2012,230.83,,,100,
