met type,date,mean/sum,min,max,%complete,comments
Wind speed,01/08/2010,1.56,,3.5,100,
Wind speed,02/08/2010,2.17,,4.1,100,
Wind speed,03/08/2010,1.37,,2.4,100,
Wind speed,04/08/2010,3.1,,6.0,100,
Wind speed,05/08/2010,2.16,,3.2,100,
Wind speed,06/08/2010,2.34,,3.3,100,
Wind speed,07/08/2010,2.27,,3.7,100,
Wind speed,08/08/2010,1.35,,2.6,100,
Wind speed,09/08/2010,1.87,,2.6,100,
Wind speed,10/08/2010,1.63,,3.2,100,
Wind speed,11/08/2010,1.84,,2.9,100,
Wind speed,12/08/2010,3.54,,5.2,100,
Wind speed,13/08/2010,4.18,,5.4,100,
Wind speed,14/08/2010,3.55,,5.2,100,
Wind speed,15/08/2010,3.28,,5.2,100,
Wind speed,16/08/2010,2.16,,4.0,100,
Wind speed,17/08/2010,1.89,,3.1,100,
Wind speed,18/08/2010,1.55,,2.0,100,
Wind speed,19/08/2010,2.36,,3.8,100,
Wind speed,20/08/2010,2.89,,3.5,100,
Wind speed,21/08/2010,1.55,,2.2,100,
Wind speed,22/08/2010,1.52,,2.7,100,
Wind speed,23/08/2010,1.99,,3.4,100,
Wind speed,24/08/2010,2.52,,3.8,100,
Wind speed,25/08/2010,3.49,,7.6,100,
Wind speed,26/08/2010,6.79,,7.9,100,
Wind speed,27/08/2010,3.83,,6.6,100,
Wind speed,28/08/2010,1.98,,4.5,100,
Wind speed,29/08/2010,3.22,,6.4,100,
Wind speed,30/08/2010,1.79,,3.7,100,
Wind speed,31/08/2010,1.89,,2.4,100,
Wind speed,01/09/2010,2.32,,2.9,100,
Wind speed,02/09/2010,2.69,,3.4,100,
Wind speed,03/09/2010,2.78,,4.5,100,
Wind speed,04/09/2010,2.38,,4.0,100,
Wind speed,05/09/2010,4.48,,5.8,100,
Wind speed,06/09/2010,4.45,,6.4,100,
Wind speed,07/09/2010,2.01,,2.5,100,
Wind speed,08/09/2010,1.49,,2.2,100,
Wind speed,09/09/2010,1.42,,2.4,100,
Wind speed,10/09/2010,2.69,,3.2,100,
Wind speed,11/09/2010,1.93,,2.8,100,
Wind speed,12/09/2010,2.28,,3.4,100,
Wind speed,13/09/2010,2.42,,3.2,100,
Wind speed,14/09/2010,2.94,,3.4,100,
Wind speed,15/09/2010,2.97,,3.7,100,
Wind speed,16/09/2010,3.11,,5.7,100,
Wind speed,17/09/2010,2.91,,5.5,100,
Wind speed,18/09/2010,1.36,,2.2,100,
Wind speed,19/09/2010,2.35,,3.0,100,
Wind speed,20/09/2010,1.83,,2.2,100,
Wind speed,21/09/2010,1.7,,3.0,100,
Wind speed,22/09/2010,2.49,,3.6,100,
Wind speed,23/09/2010,1.67,,2.9,100,
Wind speed,24/09/2010,4.27,,6.4,100,
Wind speed,25/09/2010,2.62,,4.2,100,
Wind speed,26/09/2010,2.02,,3.7,100,
Wind speed,27/09/2010,2.13,,3.4,100,
Wind speed,28/09/2010,1.83,,2.7,100,
Wind speed,29/09/2010,1.89,,3.4,100,
Wind speed,30/09/2010,1.78,,3.1,100,
Wind speed,01/10/2010,2.48,,4.1,100,
Wind speed,02/10/2010,2.27,,3.3,100,
Wind speed,03/10/2010,2.15,,3.3,100,
Wind speed,04/10/2010,2.04,,3.7,100,
Wind speed,05/10/2010,2.37,,2.9,100,
Wind speed,06/10/2010,2.15,,3.1,100,
Wind speed,07/10/2010,2.37,,6.4,100,
Wind speed,08/10/2010,5.5,,7.4,100,
Wind speed,09/10/2010,7.23,,9.6,100,
Wind speed,10/10/2010,6.63,,9.0,100,
Wind speed,11/10/2010,5.7,,7.8,100,
Wind speed,12/10/2010,4.01,,6.0,100,
Wind speed,13/10/2010,2.65,,5.2,100,
Wind speed,14/10/2010,2.19,,3.3,100,
Wind speed,15/10/2010,2.2,,5.1,100,
Wind speed,16/10/2010,3.16,,4.2,100,
Wind speed,17/10/2010,1.65,,3.6,100,
Wind speed,18/10/2010,2.06,,2.9,100,
Wind speed,19/10/2010,3.06,,5.5,100,
Wind speed,20/10/2010,2.23,,3.6,100,
Wind speed,21/10/2010,1.73,,2.2,100,
Wind speed,22/10/2010,2.09,,3.1,100,
Wind speed,23/10/2010,1.7,,3.1,100,
Wind speed,24/10/2010,2.74,,4.5,100,
Wind speed,25/10/2010,2.05,,3.6,100,
Wind speed,26/10/2010,3.36,,4.5,100,
Wind speed,27/10/2010,2.6,,3.9,100,
Wind speed,28/10/2010,3.08,,4.2,100,
Wind speed,29/10/2010,3.87,,5.6,100,
Wind speed,30/10/2010,2.34,,2.9,100,
Wind speed,31/10/2010,3.09,,4.4,100,
Wind speed,01/11/2010,1.8,,3.3,100,
Wind speed,02/11/2010,2.21,,3.3,100,
Wind speed,03/11/2010,0.3,,0.3,100,
Wind speed,04/11/2010,0.3,,0.3,100,
Wind speed,05/11/2010,0.3,,0.3,100,
Wind speed,06/11/2010,0.6,,2.1,100,
Wind speed,07/11/2010,2.83,,6.2,100,
Wind speed,08/11/2010,3.24,,6.0,100,
Wind speed,09/11/2010,8.36,,11.4,100,
Wind speed,10/11/2010,3.03,,6.2,100,
Wind speed,11/11/2010,4.38,,5.0,100,
Wind speed,12/11/2010,0.42,,3.2,100,
Wind speed,13/11/2010,1.65,,2.9,100,
Wind speed,14/11/2010,1.25,,1.5,100,
Wind speed,15/11/2010,1.72,,2.6,100,
Wind speed,16/11/2010,1.98,,3.3,100,
Wind speed,17/11/2010,3.64,,4.3,100,
Wind speed,18/11/2010,1.13,,3.1,100,
Wind speed,19/11/2010,0.3,,0.3,100,
Wind speed,20/11/2010,0.3,,0.3,100,
Wind speed,21/11/2010,0.53,,4.6,100,
Wind speed,22/11/2010,4.38,,6.8,100,
Wind speed,23/11/2010,1.35,,5.0,100,
Wind speed,24/11/2010,0.3,,0.3,100,
Wind speed,25/11/2010,2.58,,5.5,100,
Wind speed,26/11/2010,1.05,,2.5,100,
Wind speed,27/11/2010,4.0,,7.4,100,
Wind speed,28/11/2010,2.75,,4.8,100,
Wind speed,29/11/2010,4.24,,5.7,100,
Wind speed,30/11/2010,6.6,,8.9,100,
Wind speed,01/12/2010,7.55,,9.2,100,
Wind speed,02/12/2010,6.15,,7.7,100,
Wind speed,03/12/2010,1.89,,3.7,100,
Wind speed,04/12/2010,1.11,,2.2,100,
Wind speed,05/12/2010,0.47,,1.3,100,
Wind speed,06/12/2010,0.47,,1.5,100,
Wind speed,07/12/2010,0.3,,0.3,100,
Wind speed,08/12/2010,0.3,,0.3,100,
Wind speed,09/12/2010,1.88,,4.4,100,
Wind speed,10/12/2010,2.2,,2.8,100,
Wind speed,11/12/2010,2.84,,3.8,100,
Wind speed,12/12/2010,3.03,,5.5,100,
Wind speed,13/12/2010,0.37,,2.0,100,
Wind speed,14/12/2010,0.3,,0.3,100,
Wind speed,15/12/2010,0.3,,0.3,100,
Wind speed,16/12/2010,0.4,,1.6,100,
Wind speed,17/12/2010,1.7,,3.0,100,
Wind speed,18/12/2010,1.97,,4.1,100,
Wind speed,19/12/2010,3.79,,4.7,75,
Wind speed,20/12/2010,5.33,,7.4,88,
Wind speed,21/12/2010,3.09,,5.7,100,
Wind speed,22/12/2010,4.65,,7.2,100,
Wind speed,23/12/2010,5.56,,7.7,100,
Wind speed,24/12/2010,3.46,,4.7,67,
Wind speed,25/12/2010,1.61,,3.2,67,
Wind speed,26/12/2010,3.03,,4.8,88,
Wind speed,27/12/2010,3.53,,4.7,100,
Wind speed,28/12/2010,1.73,,4.0,100,
Wind speed,29/12/2010,2.4,,4.1,100,
Wind speed,30/12/2010,3.18,,5.0,100,
Wind speed,31/12/2010,2.77,,5.7,100,
Wind speed,01/01/2011,1.9167,,4.3,100,
Wind speed,02/01/2011,1.4,,3.6,71,
Wind speed,03/01/2011,,,,0,
Wind speed,04/01/2011,2.4909,,3.4,46,
Wind speed,05/01/2011,2.3458,,4.4,100,
Wind speed,06/01/2011,1.5667,,2.4,50,
Wind speed,07/01/2011,2.7067,,3.7,63,
Wind speed,08/01/2011,2.8,,5.7,58,
Wind speed,09/01/2011,,,,0,
Wind speed,10/01/2011,3.8385,,5.0,54,
Wind speed,11/01/2011,3.9,,8.3,79,
Wind speed,12/01/2011,2.3875,,3.1,100,
Wind speed,13/01/2011,2.2083,,2.7,100,
Wind speed,14/01/2011,2.5333,,3.0,100,
Wind speed,15/01/2011,4.3875,,5.1,100,
Wind speed,16/01/2011,3.1958,,5.2,100,
Wind speed,17/01/2011,1.1667,,2.3,100,
Wind speed,18/01/2011,2.38,,3.3,63,
Wind speed,19/01/2011,1.55,,2.0,25,
Wind speed,20/01/2011,1.7,,2.2,21,
Wind speed,21/01/2011,1.9,,2.9,21,
Wind speed,22/01/2011,5.2,,6.9,63,
Wind speed,23/01/2011,3.9792,,6.2,100,
Wind speed,24/01/2011,3.1125,,5.2,100,
Wind speed,25/01/2011,3.6417,,5.4,100,
Wind speed,26/01/2011,5.5652,,8.9,96,
Wind speed,27/01/2011,,,,0,
Wind speed,28/01/2011,,,,0,
Wind speed,29/01/2011,,,,0,
Wind speed,30/01/2011,1.9,,2.6,21,
Wind speed,31/01/2011,1.8,,1.8,4,
Wind speed,01/02/2011,2.0833,,2.9,100,
Wind speed,02/02/2011,3.0583,,3.7,100,
Wind speed,03/02/2011,3.1083,,4.7,100,
Wind speed,04/02/2011,3.6542,,4.2,100,
Wind speed,05/02/2011,3.9167,,4.1,100,
Wind speed,06/02/2011,3.2542,,4.5,100,
Wind speed,07/02/2011,0.5708,,1.8,100,
Wind speed,08/02/2011,2.1708,,4.2,100,
Wind speed,09/02/2011,3.0375,,3.8,100,
Wind speed,10/02/2011,2.3208,,3.4,100,
Wind speed,11/02/2011,1.9958,,2.6,100,
Wind speed,12/02/2011,1.9958,,4.0,100,
Wind speed,13/02/2011,2.9417,,5.1,100,
Wind speed,14/02/2011,2.1208,,3.0,100,
Wind speed,15/02/2011,3.05,,5.6,100,
Wind speed,16/02/2011,2.725,,3.5,100,
Wind speed,17/02/2011,3.3375,,4.0,100,
Wind speed,18/02/2011,0.5042,,2.6,100,
Wind speed,19/02/2011,0.675,,1.5,100,
Wind speed,20/02/2011,2.825,,4.8,100,
Wind speed,21/02/2011,1.175,,3.7,100,
Wind speed,22/02/2011,0.3,,0.3,100,
Wind speed,23/02/2011,1.0708,,2.3,100,
Wind speed,24/02/2011,2.275,,2.7,100,
Wind speed,25/02/2011,2.5792,,3.6,100,
Wind speed,26/02/2011,3.7125,,6.0,100,
Wind speed,27/02/2011,4.2167,,7.2,100,
Wind speed,28/02/2011,3.3792,,5.5,100,
Wind speed,01/03/2011,3.375,,5.7,100,
Wind speed,02/03/2011,4.0167,,6.2,100,
Wind speed,03/03/2011,4.25,,6.0,100,
Wind speed,04/03/2011,4.3708,,6.7,100,
Wind speed,05/03/2011,3.7583,,4.7,100,
Wind speed,06/03/2011,3.4542,,4.4,100,
Wind speed,07/03/2011,1.775,,3.9,100,
Wind speed,08/03/2011,1.875,,2.8,100,
Wind speed,09/03/2011,3.0125,,3.8,100,
Wind speed,10/03/2011,3.3625,,3.9,100,
Wind speed,11/03/2011,2.5833,,3.4,100,
Wind speed,12/03/2011,1.9083,,3.2,100,
Wind speed,13/03/2011,1.7958,,2.7,100,
Wind speed,14/03/2011,3.9667,,7.2,100,
Wind speed,15/03/2011,4.0542,,6.6,100,
Wind speed,16/03/2011,3.375,,5.7,100,
Wind speed,17/03/2011,1.7167,,2.6,100,
Wind speed,18/03/2011,1.9042,,4.2,100,
Wind speed,19/03/2011,1.475,,2.0,100,
Wind speed,20/03/2011,2.1375,,2.7,100,
Wind speed,21/03/2011,1.2792,,2.5,100,
Wind speed,22/03/2011,1.6875,,3.0,100,
Wind speed,23/03/2011,2.9125,,3.9,100,
Wind speed,24/03/2011,3.1958,,4.4,100,
Wind speed,25/03/2011,1.75,,4.1,100,
Wind speed,26/03/2011,2.2833,,4.2,100,
Wind speed,27/03/2011,2.9,,4.2,100,
Wind speed,28/03/2011,2.1958,,3.6,100,
Wind speed,29/03/2011,1.875,,3.0,100,
Wind speed,30/03/2011,2.2792,,3.1,100,
Wind speed,31/03/2011,2.9833,,3.5,100,
Wind speed,01/04/2011,3.4792,,4.3,100,
Wind speed,02/04/2011,2.2792,,3.6,100,
Wind speed,03/04/2011,1.6625,,2.4,100,
Wind speed,04/04/2011,2.9083,,4.0,100,
Wind speed,05/04/2011,3.4083,,4.4,100,
Wind speed,06/04/2011,2.5417,,3.3,100,
Wind speed,07/04/2011,1.6708,,2.5,100,
Wind speed,08/04/2011,1.9375,,4.6,100,
Wind speed,09/04/2011,3.1792,,4.3,100,
Wind speed,10/04/2011,2.5917,,4.3,100,
Wind speed,11/04/2011,2.6333,,4.4,100,
Wind speed,12/04/2011,2.7542,,4.7,100,
Wind speed,13/04/2011,2.3958,,3.1,100,
Wind speed,14/04/2011,1.5417,,2.9,100,
Wind speed,15/04/2011,1.0583,,1.7,100,
Wind speed,16/04/2011,1.2458,,2.1,100,
Wind speed,17/04/2011,2.5375,,4.3,100,
Wind speed,18/04/2011,2.6542,,4.1,100,
Wind speed,19/04/2011,3.1708,,4.5,100,
Wind speed,20/04/2011,3.6667,,5.1,100,
Wind speed,21/04/2011,3.3417,,4.5,100,
Wind speed,22/04/2011,2.7375,,4.8,100,
Wind speed,23/04/2011,1.8208,,3.9,100,
Wind speed,24/04/2011,2.525,,4.0,100,
Wind speed,25/04/2011,3.7792,,5.5,100,
Wind speed,26/04/2011,4.8708,,5.4,100,
Wind speed,27/04/2011,3.9042,,5.5,100,
Wind speed,28/04/2011,4.4042,,5.7,100,
Wind speed,29/04/2011,5.8292,,7.2,100,
Wind speed,30/04/2011,6.5583,,8.5,100,
Wind speed,01/05/2011,6.9833,,8.2,100,
Wind speed,02/05/2011,8.35,,9.9,100,
Wind speed,03/05/2011,4.9583,,8.1,100,
Wind speed,04/05/2011,3.5333,,5.0,100,
Wind speed,05/05/2011,2.8583,,3.3,100,
Wind speed,06/05/2011,2.7958,,4.5,100,
Wind speed,07/05/2011,2.7125,,3.7,100,
Wind speed,08/05/2011,3.475,,4.3,100,
Wind speed,09/05/2011,3.3083,,4.3,100,
Wind speed,10/05/2011,2.4583,,3.4,100,
Wind speed,11/05/2011,1.8417,,2.6,100,
Wind speed,12/05/2011,1.9542,,3.0,100,
Wind speed,13/05/2011,1.6208,,2.3,100,
Wind speed,14/05/2011,3.2167,,5.2,100,
Wind speed,15/05/2011,2.7333,,4.4,100,
Wind speed,16/05/2011,2.2042,,2.6,100,
Wind speed,17/05/2011,1.9042,,2.2,100,
Wind speed,18/05/2011,2.0375,,2.5,100,
Wind speed,19/05/2011,1.2583,,1.9,100,
Wind speed,20/05/2011,1.9083,,2.6,100,
Wind speed,21/05/2011,2.8333,,3.8,100,
Wind speed,22/05/2011,2.775,,3.6,100,
Wind speed,23/05/2011,1.0208,,3.6,100,
Wind speed,24/05/2011,1.2083,,2.7,100,
Wind speed,25/05/2011,2.8583,,4.1,100,
Wind speed,26/05/2011,4.5417,,8.0,100,
Wind speed,27/05/2011,3.4625,,7.0,100,
Wind speed,28/05/2011,2.3917,,2.7,100,
Wind speed,29/05/2011,2.4625,,3.1,100,
Wind speed,30/05/2011,1.6667,,2.8,100,
Wind speed,31/05/2011,1.9833,,3.1,100,
Wind speed,01/06/2011,1.6625,,2.1,100,
Wind speed,02/06/2011,2.625,,4.6,100,
Wind speed,03/06/2011,4.6417,,5.2,100,
Wind speed,04/06/2011,5.075,,6.8,100,
Wind speed,05/06/2011,4.1542,,6.4,100,
Wind speed,06/06/2011,2.6333,,4.0,100,
Wind speed,07/06/2011,2.3875,,3.2,100,
Wind speed,08/06/2011,1.8708,,2.4,100,
Wind speed,09/06/2011,1.3042,,1.8,100,
Wind speed,10/06/2011,1.5042,,3.3,100,
Wind speed,11/06/2011,1.3,,2.5,100,
Wind speed,12/06/2011,3.4042,,5.4,100,
Wind speed,13/06/2011,1.925,,2.7,100,
Wind speed,14/06/2011,1.8,,2.6,100,
Wind speed,15/06/2011,2.0625,,2.8,100,
Wind speed,16/06/2011,1.8167,,2.7,100,
Wind speed,17/06/2011,2.8083,,4.9,100,
Wind speed,18/06/2011,2.1208,,2.8,100,
Wind speed,19/06/2011,1.6042,,2.5,100,
Wind speed,20/06/2011,2.1208,,3.4,100,
Wind speed,21/06/2011,2.6583,,3.4,100,
Wind speed,22/06/2011,2.0792,,3.4,100,
Wind speed,23/06/2011,2.1583,,3.0,100,
Wind speed,24/06/2011,2.0,,3.6,100,
Wind speed,25/06/2011,2.4,,2.7,100,
Wind speed,26/06/2011,2.025,,3.1,100,
Wind speed,27/06/2011,2.1708,,3.3,100,
Wind speed,28/06/2011,2.7625,,4.7,100,
Wind speed,29/06/2011,1.6542,,3.1,100,
Wind speed,30/06/2011,2.3542,,4.2,100,
Wind speed,01/07/2011,1.8125,,3.6,100,
Wind speed,02/07/2011,1.825,,3.3,100,
Wind speed,03/07/2011,1.3917,,2.0,100,
Wind speed,04/07/2011,2.2875,,3.3,100,
Wind speed,05/07/2011,2.4208,,3.9,100,
Wind speed,06/07/2011,2.5458,,3.9,100,
Wind speed,07/07/2011,2.4542,,3.8,100,
Wind speed,08/07/2011,2.6667,,3.3,100,
Wind speed,09/07/2011,1.7292,,2.9,100,
Wind speed,10/07/2011,1.1208,,1.7,100,
Wind speed,11/07/2011,1.9333,,4.1,100,
Wind speed,12/07/2011,4.0917,,5.2,100,
Wind speed,13/07/2011,2.3625,,3.8,100,
Wind speed,14/07/2011,2.3125,,3.8,100,
Wind speed,15/07/2011,1.7542,,2.5,100,
Wind speed,16/07/2011,2.45,,3.3,100,
Wind speed,17/07/2011,3.1625,,5.6,100,
Wind speed,18/07/2011,2.225,,3.6,100,
Wind speed,19/07/2011,2.8708,,4.8,100,
Wind speed,20/07/2011,1.6208,,3.1,100,
Wind speed,21/07/2011,2.0458,,3.4,100,
Wind speed,22/07/2011,2.3417,,3.3,100,
Wind speed,23/07/2011,2.2417,,3.9,100,
Wind speed,24/07/2011,2.0792,,3.4,100,
Wind speed,25/07/2011,1.9125,,3.2,100,
Wind speed,26/07/2011,2.025,,3.5,100,
Wind speed,27/07/2011,1.6708,,3.2,100,
Wind speed,28/07/2011,1.7292,,3.4,100,
Wind speed,29/07/2011,3.025,,3.6,100,
Wind speed,30/07/2011,2.1083,,3.9,100,
Wind speed,31/07/2011,1.8708,,2.6,100,
Wind speed,01/08/2011,1.1583,,1.6,100,
Wind speed,02/08/2011,1.3,,2.0,100,
Wind speed,03/08/2011,1.5542,,2.7,100,
Wind speed,04/08/2011,1.775,,2.7,100,
Wind speed,05/08/2011,1.7917,,3.9,100,
Wind speed,06/08/2011,1.2833,,2.3,100,
Wind speed,07/08/2011,1.6125,,2.3,100,
Wind speed,08/08/2011,2.6,,4.3,100,
Wind speed,09/08/2011,3.0458,,4.5,100,
Wind speed,10/08/2011,2.5333,,3.4,100,
Wind speed,11/08/2011,2.0458,,3.2,100,
Wind speed,12/08/2011,1.8083,,2.8,100,
Wind speed,13/08/2011,1.7208,,2.7,100,
Wind speed,14/08/2011,1.625,,3.3,100,
Wind speed,15/08/2011,1.8125,,2.7,100,
Wind speed,16/08/2011,2.0875,,3.1,100,
Wind speed,17/08/2011,1.6958,,3.6,100,
Wind speed,18/08/2011,2.8292,,4.1,100,
Wind speed,19/08/2011,1.85,,2.8,100,
Wind speed,20/08/2011,2.1833,,3.0,100,
Wind speed,21/08/2011,1.5333,,2.3,100,
Wind speed,22/08/2011,1.6458,,2.9,100,
Wind speed,23/08/2011,2.4042,,4.4,100,
Wind speed,24/08/2011,1.85,,2.5,100,
Wind speed,25/08/2011,2.4,,3.4,100,
Wind speed,26/08/2011,2.55,,4.4,100,
Wind speed,27/08/2011,2.0208,,2.6,100,
Wind speed,28/08/2011,1.8958,,3.0,100,
Wind speed,29/08/2011,2.075,,3.4,100,
Wind speed,30/08/2011,1.2042,,2.7,100,
Wind speed,31/08/2011,1.9625,,2.7,100,
Wind speed,01/09/2011,2.6917,,4.0,100,
Wind speed,02/09/2011,1.7667,,2.2,100,
Wind speed,03/09/2011,2.3083,,3.0,100,
Wind speed,04/09/2011,1.6083,,2.7,100,
Wind speed,05/09/2011,2.7167,,3.3,100,
Wind speed,06/09/2011,3.425,,4.9,100,
Wind speed,07/09/2011,2.8417,,3.4,100,
Wind speed,08/09/2011,2.2167,,2.8,100,
Wind speed,09/09/2011,2.45,,3.6,100,
Wind speed,10/09/2011,3.45,,4.1,100,
Wind speed,11/09/2011,3.0625,,4.2,100,
Wind speed,12/09/2011,3.6583,,4.4,100,
Wind speed,13/09/2011,2.6208,,3.2,100,
Wind speed,14/09/2011,1.6708,,2.5,100,
Wind speed,15/09/2011,1.6167,,2.7,100,
Wind speed,16/09/2011,2.325,,2.9,100,
Wind speed,17/09/2011,2.0083,,2.6,100,
Wind speed,18/09/2011,3.6458,,5.7,100,
Wind speed,19/09/2011,0.3833,,2.3,100,
Wind speed,20/09/2011,0.3,,0.3,100,
Wind speed,21/09/2011,0.3,,0.3,100,
Wind speed,22/09/2011,0.3,,0.3,100,
Wind speed,23/09/2011,0.3,,0.3,100,
Wind speed,24/09/2011,0.3,,0.3,100,
Wind speed,25/09/2011,0.3,,0.3,100,
Wind speed,26/09/2011,0.3,,0.3,100,
Wind speed,27/09/2011,1.6708,,4.7,100,
Wind speed,28/09/2011,3.3542,,4.5,100,
Wind speed,29/09/2011,2.3167,,3.5,100,
Wind speed,30/09/2011,3.0458,,4.0,100,
Wind speed,01/10/2011,2.6458,,3.6,100,
Wind speed,02/10/2011,1.9208,,2.9,100,
Wind speed,03/10/2011,2.2542,,2.9,100,
Wind speed,04/10/2011,2.0792,,2.5,100,
Wind speed,05/10/2011,2.9625,,3.5,100,
Wind speed,06/10/2011,3.4042,,5.0,100,
Wind speed,07/10/2011,4.1708,,5.3,100,
Wind speed,08/10/2011,2.3792,,3.6,100,
Wind speed,09/10/2011,2.7042,,3.2,100,
Wind speed,10/10/2011,2.9875,,3.4,100,
Wind speed,11/10/2011,2.5583,,3.5,100,
Wind speed,12/10/2011,1.6875,,2.6,100,
Wind speed,13/10/2011,1.7583,,2.7,100,
Wind speed,14/10/2011,2.1583,,3.9,100,
Wind speed,15/10/2011,2.075,,4.1,100,
Wind speed,16/10/2011,1.6,,2.2,100,
Wind speed,17/10/2011,2.8417,,4.0,100,
Wind speed,18/10/2011,2.3458,,3.2,100,
Wind speed,19/10/2011,2.3583,,4.4,100,
Wind speed,20/10/2011,1.3417,,2.0,100,
Wind speed,21/10/2011,2.3292,,3.1,100,
Wind speed,22/10/2011,3.35,,5.1,100,
Wind speed,23/10/2011,3.7875,,5.1,100,
Wind speed,24/10/2011,3.7167,,5.0,100,
Wind speed,25/10/2011,1.7667,,2.9,100,
Wind speed,26/10/2011,2.4667,,3.3,100,
Wind speed,27/10/2011,2.4625,,3.7,100,
Wind speed,28/10/2011,1.6917,,3.0,100,
Wind speed,29/10/2011,3.0167,,4.0,100,
Wind speed,30/10/2011,2.4,,3.3,100,
Wind speed,31/10/2011,3.1583,,4.5,100,
Wind speed,01/11/2011,1.8833,,3.2,100,
Wind speed,02/11/2011,3.3083,,4.3,100,
Wind speed,03/11/2011,2.7917,,4.1,100,
Wind speed,04/11/2011,1.3875,,2.5,100,
Wind speed,05/11/2011,2.3708,,4.9,100,
Wind speed,06/11/2011,2.7292,,4.5,100,
Wind speed,07/11/2011,4.2167,,6.5,100,
Wind speed,08/11/2011,0.7625,,2.5,100,
Wind speed,09/11/2011,0.3,,0.3,100,
Wind speed,10/11/2011,0.3,,0.3,100,
Wind speed,11/11/2011,0.3,,0.3,100,
Wind speed,12/11/2011,0.3,,0.3,100,
Wind speed,13/11/2011,2.3542,,6.7,100,
Wind speed,14/11/2011,3.6167,,6.6,100,
Wind speed,15/11/2011,0.3,,0.3,100,
Wind speed,16/11/2011,0.3,,0.3,100,
Wind speed,17/11/2011,0.3,,0.3,100,
Wind speed,18/11/2011,0.3,,0.3,100,
Wind speed,19/11/2011,0.3,,0.3,100,
Wind speed,20/11/2011,0.3,,0.3,100,
Wind speed,21/11/2011,0.3,,0.3,100,
Wind speed,22/11/2011,0.3,,0.3,100,
Wind speed,23/11/2011,0.3,,0.3,100,
Wind speed,24/11/2011,0.3,,0.3,100,
Wind speed,25/11/2011,0.3,,0.3,100,
Wind speed,26/11/2011,0.3,,0.3,100,
Wind speed,27/11/2011,0.3,,0.3,100,
Wind speed,28/11/2011,0.3,,0.3,100,
Wind speed,29/11/2011,0.3,,0.3,100,
Wind speed,30/11/2011,0.3,,0.3,100,
Wind speed,01/12/2011,0.3,,0.3,100,
Wind speed,02/12/2011,0.3,,0.3,100,
Wind speed,03/12/2011,0.3,,0.3,100,
Wind speed,04/12/2011,1.1375,,3.2,100,
Wind speed,05/12/2011,2.6542,,3.6,100,
Wind speed,06/12/2011,2.425,,3.5,100,
Wind speed,07/12/2011,3.5792,,4.7,100,
Wind speed,08/12/2011,2.7958,,4.4,100,
Wind speed,09/12/2011,2.475,,3.4,100,
Wind speed,10/12/2011,1.7,,2.2,100,
Wind speed,11/12/2011,2.2917,,3.4,100,
Wind speed,12/12/2011,2.8417,,4.9,100,
Wind speed,13/12/2011,2.65,,3.4,100,
Wind speed,14/12/2011,2.4083,,4.3,100,
Wind speed,15/12/2011,2.7833,,5.5,100,
Wind speed,16/12/2011,0.3,,0.3,100,
Wind speed,17/12/2011,1.9417,,6.2,100,
Wind speed,18/12/2011,0.3,,0.3,100,
Wind speed,19/12/2011,1.9125,,6.1,100,
Wind speed,20/12/2011,2.1208,,5.6,100,
Wind speed,21/12/2011,1.9833,,3.2,100,
Wind speed,22/12/2011,2.4375,,3.4,100,
Wind speed,23/12/2011,3.6583,,8.3,100,
Wind speed,24/12/2011,2.4125,,3.2,100,
Wind speed,25/12/2011,2.875,,4.2,100,
Wind speed,26/12/2011,2.8792,,3.5,100,
Wind speed,27/12/2011,1.1917,,2.7,100,
Wind speed,28/12/2011,1.4292,,4.7,100,
Wind speed,29/12/2011,4.6,,6.3,100,
Wind speed,30/12/2011,2.6792,,5.3,100,
Wind speed,31/12/2011,2.3391,,2.9,96,
Wind speed,01/01/2012,2.5792,,3.3,100,
Wind speed,02/01/2012,2.1,,3.0,100,
Wind speed,03/01/2012,4.1708,,5.3,100,
Wind speed,04/01/2012,3.8167,,4.6,100,
Wind speed,05/01/2012,6.2667,,8.2,100,
Wind speed,06/01/2012,2.9833,,6.4,100,
Wind speed,07/01/2012,3.5625,,5.7,100,
Wind speed,08/01/2012,2.1667,,4.7,100,
Wind speed,09/01/2012,2.025,,2.7,100,
Wind speed,10/01/2012,2.125,,2.5,100,
Wind speed,11/01/2012,0.4958,,2.3,100,
Wind speed,12/01/2012,0.3,,0.3,100,
Wind speed,13/01/2012,1.5333,,3.0,100,
Wind speed,14/01/2012,2.1875,,3.4,100,
Wind speed,15/01/2012,4.3542,,7.3,100,
Wind speed,16/01/2012,2.6833,,4.6,100,
Wind speed,17/01/2012,2.2042,,3.4,100,
Wind speed,18/01/2012,2.1208,,3.4,100,
Wind speed,19/01/2012,2.6958,,3.8,100,
Wind speed,20/01/2012,3.5708,,5.3,100,
Wind speed,21/01/2012,4.025,,6.8,100,
Wind speed,22/01/2012,0.3,,0.3,100,
Wind speed,23/01/2012,0.3,,0.3,100,
Wind speed,24/01/2012,0.8917,,2.2,100,
Wind speed,25/01/2012,2.7583,,4.6,100,
Wind speed,26/01/2012,1.8667,,3.3,100,
Wind speed,27/01/2012,2.625,,5.1,100,
Wind speed,28/01/2012,1.9583,,5.2,100,
Wind speed,29/01/2012,1.0458,,3.0,100,
Wind speed,30/01/2012,0.7083,,4.8,100,
