SER_REF,TIME_REF,DATA_VAL,STATUS,UNITS,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Unnamed: 10
CPIM.SE2041F,2007.09,1060.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2007.1,1062.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2007.11,1068.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2007.12,1054.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2008.01,1081.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2008.02,1121.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2008.03,1090.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2008.04,1103.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2008.05,1115.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2008.06,1099.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2008.07,1095.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2008.08,1093.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2008.09,1104.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2008.1,1109.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2008.11,1105.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2008.12,1115.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2009.01,1111.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2009.02,1141.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2009.03,1145.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2009.04,1146.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2009.05,1136.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2009.06,1115.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2009.07,1106.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2009.08,1122.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2009.09,1129.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2009.1,1127.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2009.11,1129.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2009.12,1111.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2010.01,1134.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2010.02,1179.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2010.03,1166.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2010.04,1168.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2010.05,1161.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2010.06,1143.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2010.07,1135.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2010.08,1132.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2010.09,1129.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2010.1,1130.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2010.11,1139.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2010.12,1136.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2011.01,1148.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2011.02,1178.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2011.03,1177.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2011.04,1151.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2011.05,1162.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2011.06,1141.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2011.07,1146.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2011.08,1149.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2011.09,1165.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2011.1,1168.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2011.11,1166.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2011.12,1175.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2012.01,1172.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2012.02,1214.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2012.03,1191.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2012.04,1153.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2012.05,1154.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2012.06,1163.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2012.07,1170.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2012.08,1149.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2012.09,1138.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2012.1,1166.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2012.11,1173.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2012.12,1170.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2013.01,1187.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2013.02,1213.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2013.03,1208.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2013.04,1179.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2013.05,1192.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2013.06,1187.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2013.07,1178.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2013.08,1180.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2013.09,1162.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2013.1,1179.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2013.11,1188.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2013.12,1201.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2014.01,1204.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2014.02,1226.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2014.03,1226.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2014.04,1205.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2014.05,1227.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2014.06,1216.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2014.07,1197.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2014.08,1219.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2014.09,1202.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2014.1,1200.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2014.11,1229.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2014.12,1227.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2015.01,1255.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2015.02,1261.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2015.03,1226.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2015.04,1233.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2015.05,1220.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2015.06,1222.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2015.07,1220.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2015.08,1225.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2015.09,1234.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2015.1,1243.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2015.11,1275.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2015.12,1241.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2016.01,1272.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2016.02,1302.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2016.03,1276.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2016.04,1296.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2016.05,1262.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2016.06,1265.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2016.07,1269.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2016.08,1296.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2016.09,1285.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2016.1,1302.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2016.11,1318.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2016.12,1320.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2017.01,1329.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2017.02,1366.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2017.03,1360.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2017.04,1385.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2017.05,1381.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2017.06,1394.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2017.07,1356.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2017.08,1387.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2017.09,1359.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2017.1,1399.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2017.11,1400.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2017.12,1413.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2018.01,1450.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2018.02,1467.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2018.03,1460.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2018.04,1428.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2018.05,1433.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2018.06,1437.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2018.07,1461.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2018.08,1446.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2018.09,1475.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2018.1,1478.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2018.11,1506.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2018.12,1505.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2019.01,1547.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2019.02,1575.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2019.03,1600.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2019.04,1590.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2019.05,1540.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2019.06,1550.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2019.07,1533.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2019.08,1545.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2019.09,1558.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2019.1,1556.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2019.11,1595.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2019.12,1564.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2020.01,1577.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2020.02,1611.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2020.03,1656.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2020.04,1549.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2020.05,1548.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2020.06,1572.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2020.07,1568.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2020.08,1540.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2020.09,1608.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2020.1,1597.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2020.11,1646.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2020.12,1645.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2021.01,1681.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2021.02,1654.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2021.03,1661.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2021.04,1665.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2021.05,1669.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2021.06,1661.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2021.07,1652.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE2041F,2021.08,1667.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Wellington,Actual rentals for housing,Flow,?
CPIM.SE3041F,2006.11,1000.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Rest of North Island,Actual rentals for housing,Flow,?
CPIM.SE3041F,2006.12,976.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Rest of North Island,Actual rentals for housing,Flow,?
CPIM.SE3041F,2007.01,1003.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Rest of North Island,Actual rentals for housing,Flow,?
CPIM.SE3041F,2007.02,1014.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Rest of North Island,Actual rentals for housing,Flow,?
CPIM.SE3041F,2007.03,1004.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Rest of North Island,Actual rentals for housing,Flow,?
CPIM.SE3041F,2007.04,1035.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Rest of North Island,Actual rentals for housing,Flow,?
CPIM.SE3041F,2007.05,1029.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Rest of North Island,Actual rentals for housing,Flow,?
CPIM.SE3041F,2007.06,1017.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Rest of North Island,Actual rentals for housing,Flow,?
CPIM.SE3041F,2007.07,1036.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Rest of North Island,Actual rentals for housing,Flow,?
CPIM.SE3041F,2007.08,1034.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Rest of North Island,Actual rentals for housing,Flow,?
CPIM.SE3041F,2007.09,1042.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Rest of North Island,Actual rentals for housing,Flow,?
CPIM.SE3041F,2007.1,1050.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Rest of North Island,Actual rentals for housing,Flow,?
CPIM.SE3041F,2007.11,1048.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Rest of North Island,Actual rentals for housing,Flow,?
CPIM.SE3041F,2007.12,1049.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Rest of North Island,Actual rentals for housing,Flow,?
CPIM.SE3041F,2008.01,1062.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Rest of North Island,Actual rentals for housing,Flow,?
CPIM.SE3041F,2008.02,1057.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Rest of North Island,Actual rentals for housing,Flow,?
CPIM.SE3041F,2008.03,1061.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Rest of North Island,Actual rentals for housing,Flow,?
CPIM.SE3041F,2008.04,1070.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Rest of North Island,Actual rentals for housing,Flow,?
CPIM.SE3041F,2008.05,1076.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Rest of North Island,Actual rentals for housing,Flow,?
CPIM.SE3041F,2008.06,1083.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Rest of North Island,Actual rentals for housing,Flow,?
CPIM.SE3041F,2008.07,1070.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Rest of North Island,Actual rentals for housing,Flow,?
CPIM.SE3041F,2008.08,1075.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Rest of North Island,Actual rentals for housing,Flow,?
CPIM.SE3041F,2008.09,1069.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Rest of North Island,Actual rentals for housing,Flow,?
CPIM.SE3041F,2008.1,1071.0,FINAL,Index,CPI,CPI Monthly Rents (Broad Regions),Rest of North Island,Actual rentals for housing,Flow,?
