period,status,sex,age,population
2015-06-30,F,female,20-24,163200.0
2015-06-30,F,female,25-29,156760.0
2015-06-30,F,female,30-34,148490.0
2015-06-30,F,female,35-39,142930.0
2015-06-30,F,female,40-44,162380.0
2015-06-30,F,female,40-64,766600.0
2015-06-30,F,female,45-49,163190.0
2015-06-30,F,female,5-9,153350.0
2015-06-30,F,female,50-54,164650.0
2015-06-30,F,female,55-59,147850.0
2015-06-30,F,female,60-64,128500.0
2015-06-30,F,female,65-69,115510.0
2015-06-30,F,female,65+,361600.0
2015-06-30,F,female,70-74,85620.0
2015-06-30,F,female,75-79,64010.0
2015-06-30,F,female,80-84,46030.0
2015-06-30,F,female,85-89,31500.0
2015-06-30,F,female,90+,18970.0
2015-06-30,F,female,median,38.57
2015-06-30,F,female,total,2338530.0
2015-09-30,F,female,0-14,446200.0
2015-09-30,F,female,0-4,148530.0
2015-09-30,F,female,10-14,143170.0
2015-09-30,F,female,15-19,154060.0
2015-09-30,F,female,15-39,771500.0
2015-09-30,F,female,20-24,164630.0
2015-09-30,F,female,25-29,159800.0
2015-09-30,F,female,30-34,149770.0
2015-09-30,F,female,35-39,143240.0
2015-09-30,F,female,40-44,161310.0
2015-09-30,F,female,40-64,768300.0
2015-09-30,F,female,45-49,163860.0
2015-09-30,F,female,5-9,154480.0
2015-09-30,F,female,50-54,164560.0
2015-09-30,F,female,55-59,149090.0
2015-09-30,F,female,60-64,129440.0
2015-09-30,F,female,65-69,116410.0
2015-09-30,F,female,65+,364200.0
2015-09-30,F,female,70-74,86200.0
2015-09-30,F,female,75-79,65210.0
2015-09-30,F,female,80-84,45880.0
2015-09-30,F,female,85-89,31630.0
2015-09-30,F,female,90+,18850.0
2015-09-30,F,female,median,38.51
2015-09-30,F,female,total,2350120.0
2015-12-31,F,female,0-14,446800.0
2015-12-31,F,female,0-4,148500.0
2015-12-31,F,female,10-14,143000.0
2015-12-31,F,female,15-19,153970.0
2015-12-31,F,female,15-39,778700.0
2015-12-31,F,female,20-24,165730.0
2015-12-31,F,female,25-29,163470.0
2015-12-31,F,female,30-34,151400.0
2015-12-31,F,female,35-39,144090.0
2015-12-31,F,female,40-44,159780.0
2015-12-31,F,female,40-64,769500.0
2015-12-31,F,female,45-49,164630.0
2015-12-31,F,female,5-9,155340.0
2015-12-31,F,female,50-54,164430.0
2015-12-31,F,female,55-59,150490.0
2015-12-31,F,female,60-64,130190.0
2015-12-31,F,female,65-69,117780.0
2015-12-31,F,female,65+,367700.0
2015-12-31,F,female,70-74,86750.0
2015-12-31,F,female,75-79,66350.0
2015-12-31,F,female,80-84,45980.0
2015-12-31,F,female,85-89,31820.0
2015-12-31,F,female,90+,19010.0
2015-12-31,F,female,median,38.46
2015-12-31,F,female,total,2362710.0
2016-03-31,F,female,0-14,447900.0
2016-03-31,F,female,0-4,148390.0
2016-03-31,F,female,10-14,143340.0
2016-03-31,F,female,15-19,154680.0
2016-03-31,F,female,15-39,786100.0
2016-03-31,F,female,20-24,166980.0
2016-03-31,F,female,25-29,166810.0
2016-03-31,F,female,30-34,152820.0
2016-03-31,F,female,35-39,144800.0
2016-03-31,F,female,40-44,158740.0
2016-03-31,F,female,40-64,771200.0
2016-03-31,F,female,45-49,165470.0
2016-03-31,F,female,5-9,156150.0
2016-03-31,F,female,50-54,164210.0
2016-03-31,F,female,55-59,151470.0
2016-03-31,F,female,60-64,131340.0
2016-03-31,F,female,65-69,118770.0
2016-03-31,F,female,65+,370800.0
2016-03-31,F,female,70-74,87310.0
2016-03-31,F,female,75-79,67190.0
2016-03-31,F,female,80-84,46180.0
2016-03-31,F,female,85-89,32090.0
2016-03-31,F,female,90+,19320.0
2016-03-31,F,female,median,38.4
2016-03-31,F,female,total,2376050.0
2016-06-30,F,female,0-14,448900.0
2016-06-30,F,female,0-4,148330.0
2016-06-30,F,female,10-14,143850.0
2016-06-30,F,female,15-19,154530.0
2016-06-30,F,female,15-39,788900.0
2016-06-30,F,female,20-24,166630.0
2016-06-30,F,female,25-29,168410.0
2016-06-30,F,female,30-34,154190.0
2016-06-30,F,female,35-39,145160.0
2016-06-30,F,female,40-44,157590.0
2016-06-30,F,female,40-64,772800.0
2016-06-30,F,female,45-49,166350.0
2016-06-30,F,female,5-9,156690.0
2016-06-30,F,female,50-54,163710.0
2016-06-30,F,female,55-59,152710.0
2016-06-30,F,female,60-64,132410.0
2016-06-30,F,female,65-69,119340.0
2016-06-30,F,female,65+,373600.0
2016-06-30,F,female,70-74,88050.0
2016-06-30,F,female,75-79,68070.0
2016-06-30,F,female,80-84,46400.0
2016-06-30,F,female,85-89,32250.0
2016-06-30,F,female,90+,19470.0
2016-06-30,F,female,median,38.41
2016-06-30,F,female,total,2384150.0
2016-09-30,F,female,0-14,450300.0
2016-09-30,F,female,0-4,148710.0
2016-09-30,F,female,10-14,144120.0
2016-09-30,F,female,15-19,154960.0
2016-09-30,F,female,15-39,795900.0
2016-09-30,F,female,20-24,167770.0
2016-09-30,F,female,25-29,171250.0
2016-09-30,F,female,30-34,155910.0
2016-09-30,F,female,35-39,145960.0
2016-09-30,F,female,40-44,156570.0
2016-09-30,F,female,40-64,774600.0
2016-09-30,F,female,45-49,167040.0
2016-09-30,F,female,5-9,157510.0
2016-09-30,F,female,50-54,163450.0
2016-09-30,F,female,55-59,153950.0
2016-09-30,F,female,60-64,133560.0
2016-09-30,F,female,65-69,119780.0
2016-09-30,F,female,65+,376500.0
2016-09-30,F,female,70-74,89210.0
2016-09-30,F,female,75-79,69200.0
2016-09-30,F,female,80-84,46550.0
2016-09-30,F,female,85-89,32260.0
2016-09-30,F,female,90+,19520.0
2016-09-30,F,female,median,38.35
2016-09-30,F,female,total,2397270.0
2016-12-31,F,female,0-14,451500.0
2016-12-31,F,female,0-4,149070.0
2016-12-31,F,female,10-14,144640.0
2016-12-31,F,female,15-19,154470.0
2016-12-31,F,female,15-39,802700.0
2016-12-31,F,female,20-24,169150.0
2016-12-31,F,female,25-29,174380.0
2016-12-31,F,female,30-34,158010.0
2016-12-31,F,female,35-39,146730.0
2016-12-31,F,female,40-44,155650.0
2016-12-31,F,female,40-64,776400.0
2016-12-31,F,female,45-49,167560.0
2016-12-31,F,female,5-9,157780.0
2016-12-31,F,female,50-54,163500.0
2016-12-31,F,female,55-59,155000.0
2016-12-31,F,female,60-64,134720.0
2016-12-31,F,female,65-69,120060.0
2016-12-31,F,female,65+,380000.0
2016-12-31,F,female,70-74,90900.0
2016-12-31,F,female,75-79,70180.0
2016-12-31,F,female,80-84,46830.0
2016-12-31,F,female,85-89,32330.0
2016-12-31,F,female,90+,19710.0
2016-12-31,F,female,median,38.31
2016-12-31,F,female,total,2410660.0
2017-03-31,F,female,0-14,453200.0
2017-03-31,F,female,0-4,148890.0
2017-03-31,F,female,10-14,145860.0
2017-03-31,F,female,15-19,154830.0
2017-03-31,F,female,15-39,809900.0
2017-03-31,F,female,20-24,170140.0
2017-03-31,F,female,25-29,177560.0
2017-03-31,F,female,30-34,159390.0
2017-03-31,F,female,35-39,147980.0
2017-03-31,F,female,40-44,155090.0
2017-03-31,F,female,40-64,778200.0
2017-03-31,F,female,45-49,167910.0
2017-03-31,F,female,5-9,158460.0
2017-03-31,F,female,50-54,163370.0
2017-03-31,F,female,55-59,156100.0
2017-03-31,F,female,60-64,135700.0
2017-03-31,F,female,65-69,120070.0
2017-03-31,F,female,65+,383300.0
2017-03-31,F,female,70-74,92500.0
2017-03-31,F,female,75-79,71090.0
2017-03-31,F,female,80-84,47230.0
2017-03-31,F,female,85-89,32400.0
2017-03-31,F,female,90+,20020.0
2017-03-31,F,female,median,38.25
2017-03-31,F,female,total,2424580.0
2017-06-30,F,female,0-14,454700.0
2017-06-30,F,female,0-4,148900.0
2017-06-30,F,female,10-14,147040.0
2017-06-30,F,female,15-19,154030.0
2017-06-30,F,female,15-39,812600.0
2017-06-30,F,female,20-24,170200.0
2017-06-30,F,female,25-29,178800.0
2017-06-30,F,female,30-34,160770.0
2017-06-30,F,female,35-39,148790.0
2017-06-30,F,female,40-44,154130.0
2017-06-30,F,female,40-64,779300.0
2017-06-30,F,female,45-49,168370.0
2017-06-30,F,female,5-9,158770.0
2017-06-30,F,female,50-54,162860.0
2017-06-30,F,female,55-59,157370.0
2017-06-30,F,female,60-64,136600.0
2017-06-30,F,female,65-69,120490.0
2017-06-30,F,female,65+,386100.0
2017-06-30,F,female,70-74,93690.0
2017-06-30,F,female,75-79,71830.0
2017-06-30,F,female,80-84,47590.0
2017-06-30,F,female,85-89,32370.0
2017-06-30,F,female,90+,20170.0
2017-06-30,F,female,median,38.25
2017-06-30,F,female,total,2432760.0
2017-09-30,F,female,0-14,456200.0
2017-09-30,F,female,0-4,148940.0
2017-09-30,F,female,10-14,148080.0
2017-09-30,F,female,15-19,154370.0
2017-09-30,F,female,15-39,818900.0
2017-09-30,F,female,20-24,170760.0
2017-09-30,F,female,25-29,180890.0
2017-09-30,F,female,30-34,163040.0
2017-09-30,F,female,35-39,149800.0
2017-09-30,F,female,40-44,153330.0
2017-09-30,F,female,40-64,780700.0
2017-09-30,F,female,45-49,168820.0
2017-09-30,F,female,5-9,159190.0
2017-09-30,F,female,50-54,162580.0
2017-09-30,F,female,55-59,158230.0
2017-09-30,F,female,60-64,137700.0
2017-09-30,F,female,65-69,120840.0
2017-09-30,F,female,65+,388700.0
2017-09-30,F,female,70-74,95310.0
2017-09-30,F,female,75-79,72430.0
2017-09-30,F,female,80-84,47760.0
2017-09-30,F,female,85-89,32310.0
2017-09-30,F,female,90+,20020.0
2017-09-30,F,female,median,38.2
2017-09-30,F,female,total,2444410.0
2017-12-31,F,female,0-14,457700.0
2017-12-31,F,female,0-4,148920.0
2017-12-31,F,female,10-14,149180.0
2017-12-31,F,female,15-19,153650.0
2017-12-31,F,female,15-39,825100.0
2017-12-31,F,female,20-24,171640.0
2017-12-31,F,female,25-29,183520.0
2017-12-31,F,female,30-34,164970.0
2017-12-31,F,female,35-39,151360.0
2017-12-31,F,female,40-44,152370.0
2017-12-31,F,female,40-64,782000.0
2017-12-31,F,female,45-49,169280.0
2017-12-31,F,female,5-9,159560.0
2017-12-31,F,female,50-54,162360.0
2017-12-31,F,female,55-59,159310.0
2017-12-31,F,female,60-64,138680.0
2017-12-31,F,female,65-69,121350.0
2017-12-31,F,female,65+,392500.0
2017-12-31,F,female,70-74,97290.0
2017-12-31,F,female,75-79,72740.0
2017-12-31,F,female,80-84,48410.0
2017-12-31,F,female,85-89,32530.0
2017-12-31,F,female,90+,20150.0
2017-12-31,F,female,median,38.17
2017-12-31,F,female,total,2457280.0
2018-03-31,F,female,0-14,459300.0
2018-03-31,F,female,0-4,149030.0
2018-03-31,F,female,10-14,150780.0
2018-03-31,F,female,15-19,153640.0
2018-03-31,F,female,15-39,831600.0
2018-03-31,F,female,20-24,172390.0
2018-03-31,F,female,25-29,185700.0
2018-03-31,F,female,30-34,167160.0
2018-03-31,F,female,35-39,152750.0
2018-03-31,F,female,40-44,151790.0
2018-03-31,F,female,40-64,783400.0
2018-03-31,F,female,45-49,169430.0
2018-03-31,F,female,5-9,159480.0
2018-03-31,F,female,50-54,161890.0
2018-03-31,F,female,55-59,160690.0
2018-03-31,F,female,60-64,139590.0
2018-03-31,F,female,65-69,121710.0
2018-03-31,F,female,65+,395800.0
2018-03-31,F,female,70-74,99270.0
2018-03-31,F,female,75-79,73060.0
2018-03-31,F,female,80-84,48660.0
2018-03-31,F,female,85-89,32720.0
2018-03-31,F,female,90+,20390.0
2018-03-31,F,female,median,38.13
2018-03-31,F,female,total,2470120.0
2018-06-30,P,female,0-14,460100.0
2018-06-30,P,female,0-4,149020.0
2018-06-30,P,female,10-14,151740.0
2018-06-30,P,female,15-19,153090.0
2018-06-30,P,female,15-39,833500.0
2018-06-30,P,female,20-24,171820.0
2018-06-30,P,female,25-29,186200.0
2018-06-30,P,female,30-34,168800.0
2018-06-30,P,female,35-39,153560.0
2018-06-30,P,female,40-44,151060.0
2018-06-30,P,female,40-64,784600.0
2018-06-30,P,female,45-49,169240.0
2018-06-30,P,female,5-9,159330.0
2018-06-30,P,female,50-54,161960.0
2018-06-30,P,female,55-59,161720.0
2018-06-30,P,female,60-64,140600.0
2018-06-30,P,female,65-69,121850.0
2018-06-30,P,female,65+,398400.0
2018-06-30,P,female,70-74,100890.0
2018-06-30,P,female,75-79,73290.0
2018-06-30,P,female,80-84,49090.0
2018-06-30,P,female,85-89,32730.0
2018-06-30,P,female,90+,20500.0
2018-06-30,P,female,median,38.16
2018-06-30,P,female,total,2476490.0
2008-06-30,F,male,0-14,458800.0
2008-06-30,F,male,0-4,154290.0
2008-06-30,F,male,10-14,155530.0
2008-06-30,F,male,15-19,160500.0
2008-06-30,F,male,15-39,715200.0
2008-06-30,F,male,20-24,144390.0
2008-06-30,F,male,25-29,131140.0
2008-06-30,F,male,30-34,129840.0
2008-06-30,F,male,35-39,149370.0
2008-06-30,F,male,40-44,151770.0
2008-06-30,F,male,40-64,667900.0
2008-06-30,F,male,45-49,155460.0
2008-06-30,F,male,5-9,148990.0
2008-06-30,F,male,50-54,135790.0
2008-06-30,F,male,55-59,120640.0
2008-06-30,F,male,60-64,104250.0
2008-06-30,F,male,65-69,80610.0
2008-06-30,F,male,65+,241500.0
2008-06-30,F,male,70-74,59950.0
2008-06-30,F,male,75-79,47910.0
2008-06-30,F,male,80-84,32460.0
2008-06-30,F,male,85-89,15080.0
2008-06-30,F,male,90+,5460.0
2008-06-30,F,male,median,35.59
2008-06-30,F,male,total,2083430.0
2008-09-30,F,male,0-14,459400.0
2008-09-30,F,male,0-4,155270.0
2008-09-30,F,male,10-14,155230.0
2008-09-30,F,male,15-19,160750.0
2008-09-30,F,male,15-39,715300.0
2008-09-30,F,male,20-24,144950.0
2008-09-30,F,male,25-29,131530.0
2008-09-30,F,male,30-34,129340.0
2008-09-30,F,male,35-39,148760.0
2008-09-30,F,male,40-44,151380.0
2008-09-30,F,male,40-64,670300.0
2008-09-30,F,male,45-49,155870.0
2008-09-30,F,male,5-9,148940.0
2008-09-30,F,male,50-54,136840.0
2008-09-30,F,male,55-59,120830.0
2008-09-30,F,male,60-64,105370.0
2008-09-30,F,male,65-69,81430.0
2008-09-30,F,male,65+,243000.0
2008-09-30,F,male,70-74,60490.0
2008-09-30,F,male,75-79,47730.0
2008-09-30,F,male,80-84,32680.0
2008-09-30,F,male,85-89,15250.0
2008-09-30,F,male,90+,5450.0
2008-09-30,F,male,median,35.64
2008-09-30,F,male,total,2088080.0
2008-12-31,F,male,0-14,460000.0
2008-12-31,F,male,0-4,156140.0
2008-12-31,F,male,10-14,154760.0
2008-12-31,F,male,15-19,160210.0
2008-12-31,F,male,15-39,715200.0
2008-12-31,F,male,20-24,145130.0
2008-12-31,F,male,25-29,132600.0
2008-12-31,F,male,30-34,128920.0
2008-12-31,F,male,35-39,148340.0
2008-12-31,F,male,40-44,151190.0
2008-12-31,F,male,40-64,673100.0
2008-12-31,F,male,45-49,156080.0
2008-12-31,F,male,5-9,149070.0
2008-12-31,F,male,50-54,137850.0
2008-12-31,F,male,55-59,121150.0
2008-12-31,F,male,60-64,106880.0
2008-12-31,F,male,65-69,82080.0
2008-12-31,F,male,65+,244900.0
2008-12-31,F,male,70-74,61070.0
2008-12-31,F,male,75-79,47760.0
2008-12-31,F,male,80-84,32970.0
2008-12-31,F,male,85-89,15500.0
2008-12-31,F,male,90+,5540.0
2008-12-31,F,male,median,35.71
2008-12-31,F,male,total,2093250.0
2009-03-31,F,male,0-14,461000.0
2009-03-31,F,male,0-4,157120.0
2009-03-31,F,male,10-14,154610.0
2009-03-31,F,male,15-19,160490.0
2009-03-31,F,male,15-39,716700.0
2009-03-31,F,male,20-24,146260.0
2009-03-31,F,male,25-29,133320.0
2009-03-31,F,male,30-34,128680.0
2009-03-31,F,male,35-39,147930.0
2009-03-31,F,male,40-44,151010.0
2009-03-31,F,male,40-64,675700.0
2009-03-31,F,male,45-49,156490.0
2009-03-31,F,male,5-9,149320.0
2009-03-31,F,male,50-54,138440.0
2009-03-31,F,male,55-59,121640.0
2009-03-31,F,male,60-64,108080.0
2009-03-31,F,male,65-69,82810.0
2009-03-31,F,male,65+,246800.0
2009-03-31,F,male,70-74,61400.0
2009-03-31,F,male,75-79,47880.0
2009-03-31,F,male,80-84,33280.0
2009-03-31,F,male,85-89,15840.0
2009-03-31,F,male,90+,5630.0
2009-03-31,F,male,median,35.73
2009-03-31,F,male,total,2100210.0
2009-06-30,F,male,0-14,462100.0
2009-06-30,F,male,0-4,157790.0
2009-06-30,F,male,10-14,154880.0
2009-06-30,F,male,15-19,160290.0
2009-06-30,F,male,15-39,716000.0
2009-06-30,F,male,20-24,146620.0
2009-06-30,F,male,25-29,133210.0
2009-06-30,F,male,30-34,128470.0
2009-06-30,F,male,35-39,147380.0
2009-06-30,F,male,40-44,150640.0
2009-06-30,F,male,40-64,678000.0
2009-06-30,F,male,45-49,156820.0
2009-06-30,F,male,5-9,149410.0
2009-06-30,F,male,50-54,139360.0
2009-06-30,F,male,55-59,122030.0
2009-06-30,F,male,60-64,109120.0
2009-06-30,F,male,65-69,83710.0
2009-06-30,F,male,65+,248600.0
2009-06-30,F,male,70-74,61680.0
2009-06-30,F,male,75-79,47930.0
2009-06-30,F,male,80-84,33530.0
2009-06-30,F,male,85-89,16150.0
2009-06-30,F,male,90+,5640.0
2009-06-30,F,male,median,35.78
2009-06-30,F,male,total,2104660.0
2009-09-30,F,male,0-14,463300.0
2009-09-30,F,male,0-4,158700.0
2009-09-30,F,male,10-14,155050.0
2009-09-30,F,male,15-19,160640.0
2009-09-30,F,male,15-39,717400.0
2009-09-30,F,male,20-24,148090.0
2009-09-30,F,male,25-29,133660.0
2009-09-30,F,male,30-34,128460.0
2009-09-30,F,male,35-39,146560.0
2009-09-30,F,male,40-44,150690.0
2009-09-30,F,male,40-64,680900.0
2009-09-30,F,male,45-49,157060.0
2009-09-30,F,male,5-9,149550.0
2009-09-30,F,male,50-54,140200.0
2009-09-30,F,male,55-59,122520.0
2009-09-30,F,male,60-64,110400.0
2009-09-30,F,male,65-69,84180.0
2009-09-30,F,male,65+,250400.0
2009-09-30,F,male,70-74,62410.0
2009-09-30,F,male,75-79,48070.0
2009-09-30,F,male,80-84,33620.0
2009-09-30,F,male,85-89,16500.0
2009-09-30,F,male,90+,5560.0
2009-09-30,F,male,median,35.79
2009-09-30,F,male,total,2111940.0
2009-12-31,F,male,0-14,464300.0
2009-12-31,F,male,0-4,159750.0
2009-12-31,F,male,10-14,155220.0
2009-12-31,F,male,15-19,160280.0
2009-12-31,F,male,15-39,718700.0
2009-12-31,F,male,20-24,149060.0
2009-12-31,F,male,25-29,134950.0
2009-12-31,F,male,30-34,128370.0
2009-12-31,F,male,35-39,146030.0
2009-12-31,F,male,40-44,150850.0
2009-12-31,F,male,40-64,684000.0
2009-12-31,F,male,45-49,157140.0
2009-12-31,F,male,5-9,149340.0
2009-12-31,F,male,50-54,141060.0
2009-12-31,F,male,55-59,123030.0
2009-12-31,F,male,60-64,111880.0
2009-12-31,F,male,65-69,84520.0
2009-12-31,F,male,65+,252200.0
2009-12-31,F,male,70-74,63170.0
2009-12-31,F,male,75-79,48310.0
2009-12-31,F,male,80-84,33860.0
2009-12-31,F,male,85-89,16650.0
2009-12-31,F,male,90+,5700.0
2009-12-31,F,male,median,35.83
2009-12-31,F,male,total,2119170.0
2010-03-31,F,male,0-14,465100.0
2010-03-31,F,male,0-4,160530.0
2010-03-31,F,male,10-14,155320.0
2010-03-31,F,male,15-19,161030.0
2010-03-31,F,male,15-39,720200.0
2010-03-31,F,male,20-24,150320.0
2010-03-31,F,male,25-29,135230.0
2010-03-31,F,male,30-34,128180.0
2010-03-31,F,male,35-39,145420.0
2010-03-31,F,male,40-44,150890.0
2010-03-31,F,male,40-64,686200.0
2010-03-31,F,male,45-49,156910.0
2010-03-31,F,male,5-9,149230.0
2010-03-31,F,male,50-54,141880.0
2010-03-31,F,male,55-59,123480.0
2010-03-31,F,male,60-64,112990.0
2010-03-31,F,male,65-69,85190.0
2010-03-31,F,male,65+,254300.0
2010-03-31,F,male,70-74,63770.0
2010-03-31,F,male,75-79,48390.0
2010-03-31,F,male,80-84,34110.0
2010-03-31,F,male,85-89,16900.0
2010-03-31,F,male,90+,5920.0
2010-03-31,F,male,median,35.85
2010-03-31,F,male,total,2125710.0
2010-06-30,F,male,0-14,465700.0
2010-06-30,F,male,0-4,161370.0
2010-06-30,F,male,10-14,155590.0
2010-06-30,F,male,15-19,160860.0
2010-06-30,F,male,15-39,718200.0
2010-06-30,F,male,20-24,150440.0
2010-06-30,F,male,25-29,134490.0
2010-06-30,F,male,30-34,127860.0
2010-06-30,F,male,35-39,144520.0
2010-06-30,F,male,40-44,150360.0
2010-06-30,F,male,40-64,687300.0
2010-06-30,F,male,45-49,156600.0
2010-06-30,F,male,5-9,148790.0
2010-06-30,F,male,50-54,142810.0
2010-06-30,F,male,55-59,123940.0
2010-06-30,F,male,60-64,113630.0
2010-06-30,F,male,65-69,85880.0
2010-06-30,F,male,65+,256500.0
2010-06-30,F,male,70-74,64810.0
2010-06-30,F,male,75-79,48400.0
2010-06-30,F,male,80-84,34240.0
2010-06-30,F,male,85-89,17040.0
2010-06-30,F,male,90+,6100.0
2010-06-30,F,male,median,35.91
2010-06-30,F,male,total,2127720.0
2010-09-30,F,male,0-14,466300.0
2010-09-30,F,male,0-4,161960.0
2010-09-30,F,male,10-14,155660.0
2010-09-30,F,male,15-19,161050.0
2010-09-30,F,male,15-39,719100.0
2010-09-30,F,male,20-24,152060.0
2010-09-30,F,male,25-29,134640.0
2010-09-30,F,male,30-34,127920.0
2010-09-30,F,male,35-39,143440.0
2010-09-30,F,male,40-44,150310.0
2010-09-30,F,male,40-64,689500.0
2010-09-30,F,male,45-49,156330.0
2010-09-30,F,male,5-9,148680.0
2010-09-30,F,male,50-54,143810.0
2010-09-30,F,male,55-59,124590.0
2010-09-30,F,male,60-64,114430.0
2010-09-30,F,male,65-69,86360.0
2010-09-30,F,male,65+,258500.0
2010-09-30,F,male,70-74,65940.0
2010-09-30,F,male,75-79,48390.0
2010-09-30,F,male,80-84,34570.0
2010-09-30,F,male,85-89,17100.0
2010-09-30,F,male,90+,6180.0
2010-09-30,F,male,median,35.93
2010-09-30,F,male,total,2133410.0
2010-12-31,F,male,0-14,466700.0
2010-12-31,F,male,0-4,162560.0
2010-12-31,F,male,10-14,155570.0
2010-12-31,F,male,15-19,160500.0
2010-12-31,F,male,15-39,719500.0
2010-12-31,F,male,20-24,153130.0
2010-12-31,F,male,25-29,135290.0
2010-12-31,F,male,30-34,128240.0
2010-12-31,F,male,35-39,142300.0
2010-12-31,F,male,40-44,150640.0
2010-12-31,F,male,40-64,692200.0
2010-12-31,F,male,45-49,155990.0
2010-12-31,F,male,5-9,148600.0
2010-12-31,F,male,50-54,144770.0
2010-12-31,F,male,55-59,125120.0
2010-12-31,F,male,60-64,115660.0
2010-12-31,F,male,65-69,86720.0
2010-12-31,F,male,65+,260800.0
2010-12-31,F,male,70-74,67070.0
2010-12-31,F,male,75-79,48380.0
2010-12-31,F,male,80-84,34870.0
2010-12-31,F,male,85-89,17420.0
2010-12-31,F,male,90+,6350.0
2010-12-31,F,male,median,35.98
2010-12-31,F,male,total,2139160.0
2011-03-31,F,male,0-14,466800.0
2011-03-31,F,male,0-4,163050.0
2011-03-31,F,male,10-14,155400.0
2011-03-31,F,male,15-19,160710.0
2011-03-31,F,male,15-39,719500.0
2011-03-31,F,male,20-24,154410.0
2011-03-31,F,male,25-29,134910.0
2011-03-31,F,male,30-34,128470.0
2011-03-31,F,male,35-39,140980.0
2011-03-31,F,male,40-44,150700.0
2011-03-31,F,male,40-64,693900.0
2011-03-31,F,male,45-49,155630.0
2011-03-31,F,male,5-9,148380.0
2011-03-31,F,male,50-54,145220.0
2011-03-31,F,male,55-59,125870.0
2011-03-31,F,male,60-64,116530.0
2011-03-31,F,male,65-69,87350.0
2011-03-31,F,male,65+,263000.0
2011-03-31,F,male,70-74,67880.0
2011-03-31,F,male,75-79,48500.0
2011-03-31,F,male,80-84,35140.0
2011-03-31,F,male,85-89,17660.0
2011-03-31,F,male,90+,6480.0
2011-03-31,F,male,median,36.02
2011-03-31,F,male,total,2143270.0
2011-06-30,F,male,0-14,466700.0
2011-06-30,F,male,0-4,163020.0
2011-06-30,F,male,10-14,155210.0
2011-06-30,F,male,15-19,160330.0
2011-06-30,F,male,15-39,716700.0
2011-06-30,F,male,20-24,154490.0
2011-06-30,F,male,25-29,134090.0
2011-06-30,F,male,30-34,128120.0
2011-06-30,F,male,35-39,139650.0
2011-06-30,F,male,40-44,150700.0
2011-06-30,F,male,40-64,695000.0
2011-06-30,F,male,45-49,154850.0
2011-06-30,F,male,5-9,148500.0
2011-06-30,F,male,50-54,145790.0
2011-06-30,F,male,55-59,126520.0
2011-06-30,F,male,60-64,117170.0
2011-06-30,F,male,65-69,88050.0
2011-06-30,F,male,65+,265100.0
2011-06-30,F,male,70-74,68790.0
2011-06-30,F,male,75-79,48530.0
2011-06-30,F,male,80-84,35350.0
2011-06-30,F,male,85-89,17850.0
2011-06-30,F,male,90+,6550.0
2011-06-30,F,male,median,36.09
2011-06-30,F,male,total,2143550.0
2011-09-30,F,male,0-14,466800.0
2011-09-30,F,male,0-4,163170.0
2011-09-30,F,male,10-14,154830.0
2011-09-30,F,male,15-19,160500.0
2011-09-30,F,male,15-39,716600.0
2011-09-30,F,male,20-24,155590.0
2011-09-30,F,male,25-29,134120.0
2011-09-30,F,male,30-34,128080.0
2011-09-30,F,male,35-39,138350.0
2011-09-30,F,male,40-44,150900.0
2011-09-30,F,male,40-64,696300.0
2011-09-30,F,male,45-49,154120.0
2011-09-30,F,male,5-9,148750.0
2011-09-30,F,male,50-54,146500.0
2011-09-30,F,male,55-59,127380.0
2011-09-30,F,male,60-64,117390.0
2011-09-30,F,male,65-69,89250.0
2011-09-30,F,male,65+,267700.0
2011-09-30,F,male,70-74,69630.0
2011-09-30,F,male,75-79,48720.0
2011-09-30,F,male,80-84,35550.0
2011-09-30,F,male,85-89,17910.0
2011-09-30,F,male,90+,6640.0
2011-09-30,F,male,median,36.11
2011-09-30,F,male,total,2147390.0
2011-12-31,F,male,0-14,466500.0
2011-12-31,F,male,0-4,163040.0
2011-12-31,F,male,10-14,154450.0
2011-12-31,F,male,15-19,159920.0
2011-12-31,F,male,15-39,716200.0
2011-12-31,F,male,20-24,156120.0
2011-12-31,F,male,25-29,134730.0
2011-12-31,F,male,30-34,128070.0
2011-12-31,F,male,35-39,137390.0
2011-12-31,F,male,40-44,150830.0
2011-12-31,F,male,40-64,697400.0
2011-12-31,F,male,45-49,153860.0
2011-12-31,F,male,5-9,148970.0
2011-12-31,F,male,50-54,146990.0
2011-12-31,F,male,55-59,128280.0
2011-12-31,F,male,60-64,117400.0
2011-12-31,F,male,65-69,90830.0
2011-12-31,F,male,65+,271100.0
2011-12-31,F,male,70-74,70700.0
2011-12-31,F,male,75-79,48960.0
2011-12-31,F,male,80-84,35670.0
2011-12-31,F,male,85-89,18160.0
2011-12-31,F,male,90+,6760.0
2011-12-31,F,male,median,36.17
2011-12-31,F,male,total,2151140.0
2012-03-31,F,male,0-14,466800.0
2012-03-31,F,male,0-4,162710.0
2012-03-31,F,male,10-14,154300.0
2012-03-31,F,male,15-19,159700.0
2012-03-31,F,male,15-39,715600.0
2012-03-31,F,male,20-24,157020.0
2012-03-31,F,male,25-29,134690.0
2012-03-31,F,male,30-34,128120.0
2012-03-31,F,male,35-39,136060.0
2012-03-31,F,male,40-44,151050.0
2012-03-31,F,male,40-64,697900.0
2012-03-31,F,male,45-49,152890.0
