period,status,sex,age,population
2008-12-31,F,total,75-79,103670.0
2008-12-31,F,total,80-84,77730.0
2008-12-31,F,total,85-89,43820.0
2008-12-31,F,total,90+,20270.0
2008-12-31,F,total,median,36.57
2008-12-31,F,total,total,4280280.0
2009-03-31,F,total,0-14,899300.0
2009-03-31,F,total,0-4,305890.0
2009-03-31,F,total,10-14,301420.0
2009-03-31,F,total,15-19,317300.0
2009-03-31,F,total,15-39,1462600.0
2009-03-31,F,total,20-24,291830.0
2009-03-31,F,total,25-29,272370.0
2009-03-31,F,total,30-34,269570.0
2009-03-31,F,total,35-39,311530.0
2009-03-31,F,total,40-44,313930.0
2009-03-31,F,total,40-64,1386500.0
2009-03-31,F,total,45-49,323090.0
2009-03-31,F,total,5-9,292020.0
2009-03-31,F,total,50-54,282590.0
2009-03-31,F,total,55-59,247160.0
2009-03-31,F,total,60-64,219750.0
2009-03-31,F,total,65-69,169620.0
2009-03-31,F,total,65+,545100.0
2009-03-31,F,total,70-74,128510.0
2009-03-31,F,total,75-79,103770.0
2009-03-31,F,total,80-84,78120.0
2009-03-31,F,total,85-89,44570.0
2009-03-31,F,total,90+,20470.0
2009-03-31,F,total,median,36.61
2009-03-31,F,total,total,4293500.0
2009-06-30,F,total,0-14,901100.0
2009-06-30,F,total,0-4,307200.0
2009-06-30,F,total,10-14,301870.0
2009-06-30,F,total,15-19,317020.0
2009-06-30,F,total,15-39,1461000.0
2009-06-30,F,total,20-24,292350.0
2009-06-30,F,total,25-29,272210.0
2009-06-30,F,total,30-34,268920.0
2009-06-30,F,total,35-39,310490.0
2009-06-30,F,total,40-44,313730.0
2009-06-30,F,total,40-64,1392100.0
2009-06-30,F,total,45-49,323660.0
2009-06-30,F,total,5-9,292080.0
2009-06-30,F,total,50-54,284600.0
2009-06-30,F,total,55-59,248310.0
2009-06-30,F,total,60-64,221830.0
2009-06-30,F,total,65-69,171320.0
2009-06-30,F,total,65+,548300.0
2009-06-30,F,total,70-74,129120.0
2009-06-30,F,total,75-79,103850.0
2009-06-30,F,total,80-84,78420.0
2009-06-30,F,total,85-89,45140.0
2009-06-30,F,total,90+,20490.0
2009-06-30,F,total,median,36.68
2009-06-30,F,total,total,4302590.0
2009-09-30,F,total,0-14,903200.0
2009-09-30,F,total,0-4,309130.0
2009-09-30,F,total,10-14,302080.0
2009-09-30,F,total,15-19,317750.0
2009-09-30,F,total,15-39,1463900.0
2009-09-30,F,total,20-24,294880.0
2009-09-30,F,total,25-29,273420.0
2009-09-30,F,total,30-34,268780.0
2009-09-30,F,total,35-39,309030.0
2009-09-30,F,total,40-44,314040.0
2009-09-30,F,total,40-64,1398800.0
2009-09-30,F,total,45-49,324280.0
2009-09-30,F,total,5-9,291960.0
2009-09-30,F,total,50-54,286570.0
2009-09-30,F,total,55-59,249390.0
2009-09-30,F,total,60-64,224490.0
2009-09-30,F,total,65-69,172210.0
2009-09-30,F,total,65+,551500.0
2009-09-30,F,total,70-74,130600.0
2009-09-30,F,total,75-79,104010.0
2009-09-30,F,total,80-84,78470.0
2009-09-30,F,total,85-89,45850.0
2009-09-30,F,total,90+,20360.0
2009-09-30,F,total,median,36.71
2009-09-30,F,total,total,4317300.0
2009-12-31,F,total,0-14,905000.0
2009-12-31,F,total,0-4,311270.0
2009-12-31,F,total,10-14,302240.0
2009-12-31,F,total,15-19,316900.0
2009-12-31,F,total,15-39,1466400.0
2009-12-31,F,total,20-24,296990.0
2009-12-31,F,total,25-29,275830.0
2009-12-31,F,total,30-34,268660.0
2009-12-31,F,total,35-39,308000.0
2009-12-31,F,total,40-44,314250.0
2009-12-31,F,total,40-64,1405600.0
2009-12-31,F,total,45-49,324940.0
2009-12-31,F,total,5-9,291530.0
2009-12-31,F,total,50-54,288350.0
2009-12-31,F,total,55-59,250670.0
2009-12-31,F,total,60-64,227380.0
2009-12-31,F,total,65-69,173040.0
2009-12-31,F,total,65+,555100.0
2009-12-31,F,total,70-74,132300.0
2009-12-31,F,total,75-79,104170.0
2009-12-31,F,total,80-84,78860.0
2009-12-31,F,total,85-89,46050.0
2009-12-31,F,total,90+,20710.0
2009-12-31,F,total,median,36.76
2009-12-31,F,total,total,4332130.0
2010-03-31,F,total,0-14,906900.0
2010-03-31,F,total,0-4,312900.0
2010-03-31,F,total,10-14,302620.0
2010-03-31,F,total,15-19,317800.0
2010-03-31,F,total,15-39,1468600.0
2010-03-31,F,total,20-24,299320.0
2010-03-31,F,total,25-29,276420.0
2010-03-31,F,total,30-34,268330.0
2010-03-31,F,total,35-39,306700.0
2010-03-31,F,total,40-44,314720.0
2010-03-31,F,total,40-64,1410900.0
2010-03-31,F,total,45-49,324460.0
2010-03-31,F,total,5-9,291430.0
2010-03-31,F,total,50-54,290330.0
2010-03-31,F,total,55-59,251690.0
2010-03-31,F,total,60-64,229730.0
2010-03-31,F,total,65-69,174430.0
2010-03-31,F,total,65+,559200.0
2010-03-31,F,total,70-74,133660.0
2010-03-31,F,total,75-79,104160.0
2010-03-31,F,total,80-84,79210.0
2010-03-31,F,total,85-89,46390.0
2010-03-31,F,total,90+,21390.0
2010-03-31,F,total,median,36.79
2010-03-31,F,total,total,4345670.0
2010-06-30,F,total,0-14,908100.0
2010-06-30,F,total,0-4,314350.0
2010-06-30,F,total,10-14,303000.0
2010-06-30,F,total,15-19,317130.0
2010-06-30,F,total,15-39,1464600.0
2010-06-30,F,total,20-24,299760.0
2010-06-30,F,total,25-29,275040.0
2010-06-30,F,total,30-34,267750.0
2010-06-30,F,total,35-39,304950.0
2010-06-30,F,total,40-44,314330.0
2010-06-30,F,total,40-64,1414400.0
2010-06-30,F,total,45-49,323920.0
2010-06-30,F,total,5-9,290790.0
2010-06-30,F,total,50-54,292300.0
2010-06-30,F,total,55-59,252720.0
2010-06-30,F,total,60-64,231150.0
2010-06-30,F,total,65-69,175960.0
2010-06-30,F,total,65+,563500.0
2010-06-30,F,total,70-74,135550.0
2010-06-30,F,total,75-79,104020.0
2010-06-30,F,total,80-84,79430.0
2010-06-30,F,total,85-89,46680.0
2010-06-30,F,total,90+,21850.0
2010-06-30,F,total,median,36.87
2010-06-30,F,total,total,4350670.0
2010-09-30,F,total,0-14,909400.0
2010-09-30,F,total,0-4,315740.0
2010-09-30,F,total,10-14,303070.0
2010-09-30,F,total,15-19,317340.0
2010-09-30,F,total,15-39,1465900.0
2010-09-30,F,total,20-24,302680.0
2010-09-30,F,total,25-29,275430.0
2010-09-30,F,total,30-34,267790.0
2010-09-30,F,total,35-39,302670.0
2010-09-30,F,total,40-44,314750.0
2010-09-30,F,total,40-64,1419800.0
2010-09-30,F,total,45-49,323560.0
2010-09-30,F,total,5-9,290550.0
2010-09-30,F,total,50-54,294480.0
2010-09-30,F,total,55-59,254280.0
2010-09-30,F,total,60-64,232780.0
2010-09-30,F,total,65-69,176970.0
2010-09-30,F,total,65+,567600.0
2010-09-30,F,total,70-74,138000.0
2010-09-30,F,total,75-79,103890.0
2010-09-30,F,total,80-84,79900.0
2010-09-30,F,total,85-89,46690.0
2010-09-30,F,total,90+,22120.0
2010-09-30,F,total,median,36.91
2010-09-30,F,total,total,4362690.0
2010-12-31,F,total,0-14,910100.0
2010-12-31,F,total,0-4,316830.0
2010-12-31,F,total,10-14,302930.0
2010-12-31,F,total,15-19,315830.0
2010-12-31,F,total,15-39,1465800.0
2010-12-31,F,total,20-24,304780.0
2010-12-31,F,total,25-29,276660.0
2010-12-31,F,total,30-34,268610.0
2010-12-31,F,total,35-39,299870.0
2010-12-31,F,total,40-44,315500.0
2010-12-31,F,total,40-64,1426000.0
2010-12-31,F,total,45-49,322910.0
2010-12-31,F,total,5-9,290330.0
2010-12-31,F,total,50-54,296790.0
2010-12-31,F,total,55-59,255420.0
2010-12-31,F,total,60-64,235430.0
2010-12-31,F,total,65-69,177810.0
2010-12-31,F,total,65+,572000.0
2010-12-31,F,total,70-74,140230.0
2010-12-31,F,total,75-79,103970.0
2010-12-31,F,total,80-84,80430.0
2010-12-31,F,total,85-89,47020.0
2010-12-31,F,total,90+,22520.0
2010-12-31,F,total,median,36.97
2010-12-31,F,total,total,4373870.0
2011-03-31,F,total,0-14,910600.0
2011-03-31,F,total,0-4,317570.0
2011-03-31,F,total,10-14,302860.0
2011-03-31,F,total,15-19,315740.0
2011-03-31,F,total,15-39,1465000.0
2011-03-31,F,total,20-24,307090.0
2011-03-31,F,total,25-29,276200.0
2011-03-31,F,total,30-34,268930.0
2011-03-31,F,total,35-39,297080.0
2011-03-31,F,total,40-44,316170.0
2011-03-31,F,total,40-64,1430800.0
2011-03-31,F,total,45-49,322090.0
2011-03-31,F,total,5-9,290200.0
2011-03-31,F,total,50-54,298050.0
2011-03-31,F,total,55-59,257240.0
2011-03-31,F,total,60-64,237210.0
2011-03-31,F,total,65-69,178940.0
2011-03-31,F,total,65+,576000.0
2011-03-31,F,total,70-74,141790.0
2011-03-31,F,total,75-79,104150.0
2011-03-31,F,total,80-84,80860.0
2011-03-31,F,total,85-89,47500.0
2011-03-31,F,total,90+,22800.0
2011-03-31,F,total,median,37.02
2011-03-31,F,total,total,4382480.0
2011-06-30,F,total,0-14,910700.0
2011-06-30,F,total,0-4,317460.0
2011-06-30,F,total,10-14,302680.0
2011-06-30,F,total,15-19,314550.0
2011-06-30,F,total,15-39,1459100.0
2011-06-30,F,total,20-24,307230.0
2011-06-30,F,total,25-29,274880.0
2011-06-30,F,total,30-34,268120.0
2011-06-30,F,total,35-39,294360.0
2011-06-30,F,total,40-44,316630.0
2011-06-30,F,total,40-64,1434100.0
2011-06-30,F,total,45-49,320570.0
2011-06-30,F,total,5-9,290560.0
2011-06-30,F,total,50-54,299670.0
2011-06-30,F,total,55-59,258790.0
2011-06-30,F,total,60-64,238420.0
2011-06-30,F,total,65-69,180330.0
2011-06-30,F,total,65+,580100.0
2011-06-30,F,total,70-74,143530.0
2011-06-30,F,total,75-79,104330.0
2011-06-30,F,total,80-84,81080.0
2011-06-30,F,total,85-89,47810.0
2011-06-30,F,total,90+,22980.0
2011-06-30,F,total,median,37.1
2011-06-30,F,total,total,4383980.0
2011-09-30,F,total,0-14,910700.0
2011-09-30,F,total,0-4,317830.0
2011-09-30,F,total,10-14,302060.0
2011-09-30,F,total,15-19,314660.0
2011-09-30,F,total,15-39,1458700.0
2011-09-30,F,total,20-24,309380.0
2011-09-30,F,total,25-29,275080.0
2011-09-30,F,total,30-34,268140.0
2011-09-30,F,total,35-39,291470.0
2011-09-30,F,total,40-44,317280.0
2011-09-30,F,total,40-64,1437700.0
2011-09-30,F,total,45-49,319280.0
2011-09-30,F,total,5-9,290790.0
2011-09-30,F,total,50-54,301500.0
2011-09-30,F,total,55-59,260710.0
2011-09-30,F,total,60-64,238940.0
2011-09-30,F,total,65-69,182660.0
2011-09-30,F,total,65+,584900.0
2011-09-30,F,total,70-74,145500.0
2011-09-30,F,total,75-79,104590.0
2011-09-30,F,total,80-84,81260.0
2011-09-30,F,total,85-89,47810.0
2011-09-30,F,total,90+,23100.0
2011-09-30,F,total,median,37.14
2011-09-30,F,total,total,4392040.0
2011-12-31,F,total,0-14,909800.0
2011-12-31,F,total,0-4,317340.0
2011-12-31,F,total,10-14,301330.0
2011-12-31,F,total,15-19,313460.0
2011-12-31,F,total,15-39,1457400.0
2011-12-31,F,total,20-24,310400.0
2011-12-31,F,total,25-29,276160.0
2011-12-31,F,total,30-34,268230.0
2011-12-31,F,total,35-39,289170.0
2011-12-31,F,total,40-44,317430.0
2011-12-31,F,total,40-64,1440700.0
2011-12-31,F,total,45-49,318790.0
2011-12-31,F,total,5-9,291160.0
2011-12-31,F,total,50-54,302860.0
2011-12-31,F,total,55-59,262650.0
2011-12-31,F,total,60-64,238950.0
2011-12-31,F,total,65-69,185900.0
2011-12-31,F,total,65+,591500.0
2011-12-31,F,total,70-74,147500.0
2011-12-31,F,total,75-79,105210.0
2011-12-31,F,total,80-84,81390.0
2011-12-31,F,total,85-89,48070.0
2011-12-31,F,total,90+,23420.0
2011-12-31,F,total,median,37.22
2011-12-31,F,total,total,4399440.0
2012-03-31,F,total,0-14,910400.0
2012-03-31,F,total,0-4,316790.0
2012-03-31,F,total,10-14,300960.0
2012-03-31,F,total,15-19,312820.0
2012-03-31,F,total,15-39,1455700.0
2012-03-31,F,total,20-24,311830.0
2012-03-31,F,total,25-29,275880.0
2012-03-31,F,total,30-34,268480.0
2012-03-31,F,total,35-39,286670.0
2012-03-31,F,total,40-44,317580.0
2012-03-31,F,total,40-64,1442500.0
2012-03-31,F,total,45-49,317300.0
2012-03-31,F,total,5-9,292620.0
2012-03-31,F,total,50-54,304810.0
2012-03-31,F,total,55-59,264020.0
2012-03-31,F,total,60-64,238820.0
2012-03-31,F,total,65-69,188790.0
2012-03-31,F,total,65+,597900.0
2012-03-31,F,total,70-74,149430.0
2012-03-31,F,total,75-79,105730.0
2012-03-31,F,total,80-84,81520.0
2012-03-31,F,total,85-89,48530.0
2012-03-31,F,total,90+,23890.0
2012-03-31,F,total,median,37.27
2012-03-31,F,total,total,4406450.0
2012-06-30,F,total,0-14,909800.0
2012-06-30,F,total,0-4,315730.0
2012-06-30,F,total,10-14,300000.0
2012-06-30,F,total,15-19,312840.0
2012-06-30,F,total,15-39,1450500.0
2012-06-30,F,total,20-24,310660.0
2012-06-30,F,total,25-29,274520.0
2012-06-30,F,total,30-34,268320.0
2012-06-30,F,total,35-39,284140.0
2012-06-30,F,total,40-44,317680.0
2012-06-30,F,total,40-64,1444700.0
2012-06-30,F,total,45-49,315530.0
2012-06-30,F,total,5-9,294100.0
2012-06-30,F,total,50-54,306840.0
2012-06-30,F,total,55-59,265410.0
2012-06-30,F,total,60-64,239270.0
2012-06-30,F,total,65-69,191190.0
2012-06-30,F,total,65+,603000.0
2012-06-30,F,total,70-74,151010.0
2012-06-30,F,total,75-79,106260.0
2012-06-30,F,total,80-84,81730.0
2012-06-30,F,total,85-89,48760.0
2012-06-30,F,total,90+,24060.0
2012-06-30,F,total,median,37.36
2012-06-30,F,total,total,4408050.0
2012-09-30,F,total,0-14,909600.0
2012-09-30,F,total,0-4,314920.0
2012-09-30,F,total,10-14,299180.0
2012-09-30,F,total,15-19,312990.0
2012-09-30,F,total,15-39,1450300.0
2012-09-30,F,total,20-24,311970.0
2012-09-30,F,total,25-29,274990.0
2012-09-30,F,total,30-34,268790.0
2012-09-30,F,total,35-39,281600.0
2012-09-30,F,total,40-44,317820.0
2012-09-30,F,total,40-64,1447500.0
2012-09-30,F,total,45-49,314560.0
2012-09-30,F,total,5-9,295540.0
2012-09-30,F,total,50-54,308280.0
2012-09-30,F,total,55-59,267150.0
2012-09-30,F,total,60-64,239730.0
2012-09-30,F,total,65-69,194450.0
2012-09-30,F,total,65+,608100.0
2012-09-30,F,total,70-74,152270.0
2012-09-30,F,total,75-79,106840.0
2012-09-30,F,total,80-84,81720.0
2012-09-30,F,total,85-89,48760.0
2012-09-30,F,total,90+,24090.0
2012-09-30,F,total,median,37.4
2012-09-30,F,total,total,4415640.0
2012-12-31,F,total,0-14,909400.0
2012-12-31,F,total,0-4,314560.0
2012-12-31,F,total,10-14,297880.0
2012-12-31,F,total,15-19,312430.0
2012-12-31,F,total,15-39,1451300.0
2012-12-31,F,total,20-24,312800.0
2012-12-31,F,total,25-29,276400.0
2012-12-31,F,total,30-34,270130.0
2012-12-31,F,total,35-39,279580.0
2012-12-31,F,total,40-44,317800.0
2012-12-31,F,total,40-64,1450500.0
2012-12-31,F,total,45-49,313750.0
2012-12-31,F,total,5-9,296990.0
2012-12-31,F,total,50-54,309890.0
2012-12-31,F,total,55-59,268550.0
2012-12-31,F,total,60-64,240520.0
2012-12-31,F,total,65-69,198480.0
2012-12-31,F,total,65+,614600.0
2012-12-31,F,total,70-74,152940.0
2012-12-31,F,total,75-79,107890.0
2012-12-31,F,total,80-84,81970.0
2012-12-31,F,total,85-89,49060.0
2012-12-31,F,total,90+,24230.0
2012-12-31,F,total,median,37.45
2012-12-31,F,total,total,4425850.0
2013-03-31,F,total,0-14,909400.0
2013-03-31,F,total,0-4,313360.0
2013-03-31,F,total,10-14,297360.0
2013-03-31,F,total,15-19,312600.0
2013-03-31,F,total,15-39,1453100.0
2013-03-31,F,total,20-24,314360.0
2013-03-31,F,total,25-29,277190.0
2013-03-31,F,total,30-34,271040.0
2013-03-31,F,total,35-39,277940.0
2013-03-31,F,total,40-44,317500.0
2013-03-31,F,total,40-64,1452700.0
2013-03-31,F,total,45-49,312470.0
2013-03-31,F,total,5-9,298640.0
2013-03-31,F,total,50-54,311830.0
2013-03-31,F,total,55-59,270210.0
2013-03-31,F,total,60-64,240710.0
2013-03-31,F,total,65-69,202500.0
2013-03-31,F,total,65+,620800.0
2013-03-31,F,total,70-74,153440.0
2013-03-31,F,total,75-79,108570.0
2013-03-31,F,total,80-84,82070.0
2013-03-31,F,total,85-89,49530.0
2013-03-31,F,total,90+,24650.0
2013-03-31,F,total,median,37.49
2013-03-31,F,total,total,4435980.0
2013-06-30,F,total,0-14,908800.0
2013-06-30,F,total,0-4,311930.0
2013-06-30,F,total,10-14,296770.0
2013-06-30,F,total,15-19,312480.0
2013-06-30,F,total,15-39,1452300.0
2013-06-30,F,total,20-24,314920.0
2013-06-30,F,total,25-29,277490.0
2013-06-30,F,total,30-34,271090.0
2013-06-30,F,total,35-39,276360.0
2013-06-30,F,total,40-44,316570.0
2013-06-30,F,total,40-64,1455000.0
2013-06-30,F,total,45-49,311990.0
2013-06-30,F,total,5-9,300070.0
2013-06-30,F,total,50-54,313670.0
2013-06-30,F,total,55-59,271760.0
2013-06-30,F,total,60-64,241010.0
2013-06-30,F,total,65-69,205760.0
2013-06-30,F,total,65+,626000.0
2013-06-30,F,total,70-74,154040.0
2013-06-30,F,total,75-79,109340.0
2013-06-30,F,total,80-84,82120.0
2013-06-30,F,total,85-89,49780.0
2013-06-30,F,total,90+,24940.0
2013-06-30,F,total,median,37.55
2013-06-30,F,total,total,4442100.0
2013-09-30,F,total,0-14,908700.0
2013-09-30,F,total,0-4,310850.0
2013-09-30,F,total,10-14,296060.0
2013-09-30,F,total,15-19,313210.0
2013-09-30,F,total,15-39,1459400.0
2013-09-30,F,total,20-24,317580.0
2013-09-30,F,total,25-29,280780.0
2013-09-30,F,total,30-34,272750.0
2013-09-30,F,total,35-39,275080.0
2013-09-30,F,total,40-44,315790.0
2013-09-30,F,total,40-64,1458000.0
2013-09-30,F,total,45-49,311400.0
2013-09-30,F,total,5-9,301780.0
2013-09-30,F,total,50-54,314910.0
2013-09-30,F,total,55-59,273800.0
2013-09-30,F,total,60-64,242070.0
2013-09-30,F,total,65-69,208230.0
2013-09-30,F,total,65+,631600.0
2013-09-30,F,total,70-74,155600.0
2013-09-30,F,total,75-79,110350.0
2013-09-30,F,total,80-84,82310.0
2013-09-30,F,total,85-89,50040.0
2013-09-30,F,total,90+,25130.0
2013-09-30,F,total,median,37.55
2013-09-30,F,total,total,4457700.0
2013-12-31,F,total,0-14,909400.0
2013-12-31,F,total,0-4,310150.0
2013-12-31,F,total,10-14,295960.0
2013-12-31,F,total,15-19,312260.0
2013-12-31,F,total,15-39,1466500.0
2013-12-31,F,total,20-24,320600.0
2013-12-31,F,total,25-29,284880.0
2013-12-31,F,total,30-34,274640.0
2013-12-31,F,total,35-39,274070.0
2013-12-31,F,total,40-44,315060.0
2013-12-31,F,total,40-64,1461100.0
2013-12-31,F,total,45-49,311510.0
2013-12-31,F,total,5-9,303340.0
2013-12-31,F,total,50-54,315680.0
2013-12-31,F,total,55-59,275840.0
2013-12-31,F,total,60-64,242990.0
2013-12-31,F,total,65-69,211650.0
2013-12-31,F,total,65+,638800.0
2013-12-31,F,total,70-74,156960.0
2013-12-31,F,total,75-79,111710.0
2013-12-31,F,total,80-84,82420.0
2013-12-31,F,total,85-89,50560.0
2013-12-31,F,total,90+,25520.0
2013-12-31,F,total,median,37.55
2013-12-31,F,total,total,4475810.0
2014-03-31,F,total,0-14,910600.0
2014-03-31,F,total,0-4,309360.0
2014-03-31,F,total,10-14,296290.0
2014-03-31,F,total,15-19,313190.0
2014-03-31,F,total,15-39,1476000.0
2014-03-31,F,total,20-24,324030.0
2014-03-31,F,total,25-29,288720.0
2014-03-31,F,total,30-34,276670.0
2014-03-31,F,total,35-39,273350.0
2014-03-31,F,total,40-44,314540.0
2014-03-31,F,total,40-64,1464400.0
2014-03-31,F,total,45-49,311350.0
2014-03-31,F,total,5-9,304950.0
2014-03-31,F,total,50-54,316790.0
2014-03-31,F,total,55-59,277530.0
2014-03-31,F,total,60-64,244170.0
2014-03-31,F,total,65-69,214100.0
2014-03-31,F,total,65+,645000.0
2014-03-31,F,total,70-74,158420.0
2014-03-31,F,total,75-79,112790.0
2014-03-31,F,total,80-84,82640.0
2014-03-31,F,total,85-89,51060.0
2014-03-31,F,total,90+,26010.0
2014-03-31,F,total,median,37.52
2014-03-31,F,total,total,4495960.0
2014-06-30,F,total,0-14,911100.0
2014-06-30,F,total,0-4,308810.0
2014-06-30,F,total,10-14,295830.0
2014-06-30,F,total,15-19,313580.0
2014-06-30,F,total,15-39,1481100.0
2014-06-30,F,total,20-24,325650.0
2014-06-30,F,total,25-29,291250.0
2014-06-30,F,total,30-34,277630.0
2014-06-30,F,total,35-39,273020.0
2014-06-30,F,total,40-44,313640.0
2014-06-30,F,total,40-64,1467100.0
2014-06-30,F,total,45-49,311290.0
2014-06-30,F,total,5-9,306460.0
2014-06-30,F,total,50-54,317410.0
2014-06-30,F,total,55-59,279540.0
2014-06-30,F,total,60-64,245230.0
2014-06-30,F,total,65-69,216280.0
2014-06-30,F,total,65+,650400.0
2014-06-30,F,total,70-74,160150.0
2014-06-30,F,total,75-79,113540.0
2014-06-30,F,total,80-84,82750.0
2014-06-30,F,total,85-89,51470.0
2014-06-30,F,total,90+,26220.0
2014-06-30,F,total,median,37.52
2014-06-30,F,total,total,4509750.0
2014-09-30,F,total,0-14,911300.0
2014-09-30,F,total,0-4,307640.0
2014-09-30,F,total,10-14,295140.0
2014-09-30,F,total,15-19,315400.0
2014-09-30,F,total,15-39,1494500.0
2014-09-30,F,total,20-24,329590.0
2014-09-30,F,total,25-29,296630.0
2014-09-30,F,total,30-34,279840.0
2014-09-30,F,total,35-39,273010.0
2014-09-30,F,total,40-44,312300.0
2014-09-30,F,total,40-64,1469900.0
2014-09-30,F,total,45-49,311720.0
2014-09-30,F,total,5-9,308550.0
2014-09-30,F,total,50-54,318030.0
2014-09-30,F,total,55-59,281410.0
2014-09-30,F,total,60-64,246480.0
2014-09-30,F,total,65-69,218930.0
2014-09-30,F,total,65+,655800.0
2014-09-30,F,total,70-74,161170.0
2014-09-30,F,total,75-79,114970.0
2014-09-30,F,total,80-84,82890.0
2014-09-30,F,total,85-89,51470.0
2014-09-30,F,total,90+,26410.0
2014-09-30,F,total,median,37.47
2014-09-30,F,total,total,4531570.0
2014-12-31,F,total,0-14,912200.0
2014-12-31,F,total,0-4,307130.0
2014-12-31,F,total,10-14,294290.0
2014-12-31,F,total,15-19,315350.0
2014-12-31,F,total,15-39,1506500.0
2014-12-31,F,total,20-24,332920.0
2014-12-31,F,total,25-29,302860.0
2014-12-31,F,total,30-34,282530.0
2014-12-31,F,total,35-39,272880.0
2014-12-31,F,total,40-44,311300.0
2014-12-31,F,total,40-64,1473400.0
2014-12-31,F,total,45-49,312250.0
2014-12-31,F,total,5-9,310760.0
2014-12-31,F,total,50-54,318930.0
2014-12-31,F,total,55-59,283110.0
2014-12-31,F,total,60-64,247840.0
2014-12-31,F,total,65-69,221860.0
2014-12-31,F,total,65+,662400.0
2014-12-31,F,total,70-74,162100.0
2014-12-31,F,total,75-79,116830.0
2014-12-31,F,total,80-84,83130.0
2014-12-31,F,total,85-89,51810.0
2014-12-31,F,total,90+,26680.0
2014-12-31,F,total,median,37.43
2014-12-31,F,total,total,4554570.0
2015-03-31,F,total,0-14,913400.0
2015-03-31,F,total,0-4,306440.0
2015-03-31,F,total,10-14,294200.0
2015-03-31,F,total,15-19,316860.0
2015-03-31,F,total,15-39,1521700.0
2015-03-31,F,total,20-24,337820.0
2015-03-31,F,total,25-29,308590.0
2015-03-31,F,total,30-34,285040.0
2015-03-31,F,total,35-39,273340.0
2015-03-31,F,total,40-44,310400.0
2015-03-31,F,total,40-64,1476200.0
2015-03-31,F,total,45-49,313070.0
2015-03-31,F,total,5-9,312810.0
2015-03-31,F,total,50-54,318670.0
2015-03-31,F,total,55-59,285170.0
2015-03-31,F,total,60-64,248940.0
2015-03-31,F,total,65-69,224220.0
2015-03-31,F,total,65+,668700.0
2015-03-31,F,total,70-74,163600.0
2015-03-31,F,total,75-79,118210.0
2015-03-31,F,total,80-84,83230.0
2015-03-31,F,total,85-89,52260.0
2015-03-31,F,total,90+,27160.0
2015-03-31,F,total,median,37.35
2015-03-31,F,total,total,4580030.0
2015-06-30,F,total,0-14,914300.0
2015-06-30,F,total,0-4,305740.0
2015-06-30,F,total,10-14,293470.0
2015-06-30,F,total,15-19,316800.0
2015-06-30,F,total,15-39,1528500.0
2015-06-30,F,total,20-24,338660.0
2015-06-30,F,total,25-29,312310.0
2015-06-30,F,total,30-34,286990.0
2015-06-30,F,total,35-39,273780.0
2015-06-30,F,total,40-44,309250.0
2015-06-30,F,total,40-64,1478500.0
2015-06-30,F,total,45-49,313250.0
2015-06-30,F,total,5-9,315130.0
2015-06-30,F,total,50-54,318530.0
2015-06-30,F,total,55-59,287300.0
2015-06-30,F,total,60-64,250150.0
2015-06-30,F,total,65-69,225740.0
2015-06-30,F,total,65+,674300.0
2015-06-30,F,total,70-74,165200.0
2015-06-30,F,total,75-79,120100.0
2015-06-30,F,total,80-84,83240.0
2015-06-30,F,total,85-89,52500.0
2015-06-30,F,total,90+,27580.0
2015-06-30,F,total,median,37.35
2015-06-30,F,total,total,4595730.0
2015-09-30,F,total,0-14,915400.0
2015-09-30,F,total,0-4,305060.0
2015-09-30,F,total,10-14,293020.0
2015-09-30,F,total,15-19,318080.0
2015-09-30,F,total,15-39,1544300.0
2015-09-30,F,total,20-24,342310.0
2015-09-30,F,total,25-29,319120.0
2015-09-30,F,total,30-34,289890.0
2015-09-30,F,total,35-39,274850.0
2015-09-30,F,total,40-44,307440.0
2015-09-30,F,total,40-64,1481500.0
2015-09-30,F,total,45-49,314250.0
2015-09-30,F,total,5-9,317340.0
2015-09-30,F,total,50-54,318360.0
2015-09-30,F,total,55-59,289660.0
2015-09-30,F,total,60-64,251780.0
2015-09-30,F,total,65-69,227520.0
2015-09-30,F,total,65+,679400.0
2015-09-30,F,total,70-74,166260.0
2015-09-30,F,total,75-79,122270.0
2015-09-30,F,total,80-84,83080.0
2015-09-30,F,total,85-89,52820.0
2015-09-30,F,total,90+,27470.0
2015-09-30,F,total,median,37.27
2015-09-30,F,total,total,4620580.0
2015-12-31,F,total,0-14,916900.0
2015-12-31,F,total,0-4,304910.0
2015-12-31,F,total,10-14,292810.0
2015-12-31,F,total,15-19,317760.0
2015-12-31,F,total,15-39,1559900.0
2015-12-31,F,total,20-24,345330.0
2015-12-31,F,total,25-29,327060.0
2015-12-31,F,total,30-34,293340.0
2015-12-31,F,total,35-39,276360.0
2015-12-31,F,total,40-44,305070.0
2015-12-31,F,total,40-64,1484100.0
2015-12-31,F,total,45-49,315620.0
2015-12-31,F,total,5-9,319230.0
2015-12-31,F,total,50-54,318150.0
2015-12-31,F,total,55-59,292150.0
2015-12-31,F,total,60-64,253140.0
2015-12-31,F,total,65-69,230170.0
2015-12-31,F,total,65+,686400.0
2015-12-31,F,total,70-74,167190.0
2015-12-31,F,total,75-79,124510.0
2015-12-31,F,total,80-84,83270.0
2015-12-31,F,total,85-89,53380.0
2015-12-31,F,total,90+,27840.0
2015-12-31,F,total,median,37.21
