countrycode,countryname,year,SH_UHC_NOP1_CG,SH_UHC_NOP1_TO,SH_UHC_NOP1_ZG,SH_UHC_NOP1_ZS,SH_UHC_NOP2_CG,SH_UHC_NOP2_TO,SH_UHC_NOP2_ZG,SH_UHC_NOP2_ZS,SH_UHC_OOPC_10_TO,SH_UHC_OOPC_10_ZS,SH_UHC_OOPC_25_TO,SH_UHC_OOPC_25_ZS,SH_UHC_SRVS_CV_XD
CMR,Cameroon,1996.0,0.0441890992224216,611000.0,2.325740098953247,4.4264068603515625,0.0816347002983093,323000.0,2.6333799362182617,2.3368051052093506,3158000.0,22.86651992797852,284000.0,2.0557548999786377,NaN
CMR,Cameroon,2001.0,0.0183349996805191,305000.0,0.9649999737739564,1.944700002670288,0.0455126017332077,351000.0,1.468150019645691,2.239022016525269,1643000.0,10.480690002441406,66000.0,0.4191010892391205,NaN
CMR,Cameroon,2007.0,0.0211816001683473,377000.0,1.1148200035095217,2.0514590740203857,0.0457689985632896,358000.0,1.4764200448989868,1.947327971458435,1834000.0,9.968426704406738,43000.0,0.2362338006496429,NaN
CMR,Cameroon,2014.0,0.011541100218892,415000.0,0.6074299812316895,1.864917993545532,0.0344137996435165,413000.0,1.1101200580596924,1.8584740161895752,2398000.0,10.78437042236328,663000.0,2.981826066970825,NaN
COD,Congo, Dem. Rep.,2004.0,0.0142013998702168,62000.0,0.747439980506897,0.1170673966407775,0.0158572997897863,64000.0,0.5115299820899963,0.1200866028666496,3079000.0,5.806024074554443,444000.0,0.837492823600769,NaN
COL,Colombia,1997.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8235000.0,21.30847930908203,2371000.0,6.136396884918213,NaN
COL,Colombia,2008.0,0.0026817999314516,174000.0,0.1411499977111816,0.3879353106021881,0.0108970999717712,474000.0,0.3515200018882751,1.054651975631714,8986000.0,20.01177024841309,1396000.0,3.109186887741089,NaN
COL,Colombia,2010.0,0.0019910999108105,214000.0,0.1048000007867813,0.46612548828125,0.0096503999084234,419000.0,0.3113000094890594,0.9127758145332336,7770000.0,16.921300888061523,1295000.0,2.8211770057678223,NaN
CPV,Cabo Verde,2001.0,0.0032470999285578,1000.0,0.1709000021219253,0.2605525851249695,0.0100723002105951,3000.0,0.3249100148677826,0.6965299844741821,12000.0,2.814981937408448,2000.0,0.4882336854934692,NaN
CPV,Cabo Verde,2007.0,9.344000136479E-4,1000.0,0.0491800010204315,0.141690194606781,0.0047697001136839,1000.0,0.1538600027561187,0.2630810141563415,10000.0,2.0469970703125,0.0,0.0219234004616737,NaN
CRI,Costa Rica,1992.0,5.050000036135E-4,3000.0,0.026580000296235,0.1012033000588417,0.0025621000677347,14000.0,0.0826499983668327,0.4188137054443359,41000.0,1.2597639560699463,3000.0,0.0959782004356384,NaN
CRI,Costa Rica,2004.0,4.964999970979E-4,3000.0,0.026130000129342,0.0618725009262561,0.0020592999644577,9000.0,0.066430002450943,0.2254277020692825,183000.0,4.361598968505859,20000.0,0.4746994078159332,NaN
CRI,Costa Rica,2012.0,9.080999880097E-4,4000.0,0.0478000007569789,0.0884180963039398,0.0036232001148164,20000.0,0.1168799996376037,0.4330421984195709,472000.0,10.133999824523926,84000.0,1.813475966453552,NaN
CYP,Cyprus,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179000.0,16.067859649658203,17000.0,1.501803994178772,NaN
CZE,Czech Republic,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51000.0,0.4994435906410217,0.0,0.0,NaN
CZE,Czech Republic,2010.0,0.0,0.0,0.0,0.0,1.779999911377672E-5,0.0,5.729999975301E-4,0.0,232000.0,2.219412088394165,6000.0,0.0526863001286983,NaN
DEU,Germany,1993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144000.0,1.4095220565795898,60000.0,0.0736796036362648,NaN
DJI,Djibouti,1996.0,8.052000193856E-4,1000.0,0.0423800013959407,0.1285192966461181,0.0034709998872131,0.0,0.1119699999690055,0.0499367006123065,9000.0,1.4195189476013184,0.0,0.0379364006221294,NaN
DNK,Denmark,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123000.0,2.318418025970459,20000.0,0.372892290353775,NaN
DNK,Denmark,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163000.0,2.9301540851593018,27000.0,0.4939818978309631,NaN
DOM,Dominican Republic,2007.0,0.0012370999902486,39000.0,0.0651099979877471,0.4054900109767914,0.0136406002566218,155000.0,0.4400199949741363,1.6318800449371338,1615000.0,16.997169494628906,415000.0,4.364500045776367,NaN
EAS,East Asia & Pacific,2000.0,NaN,4.5043E7,NaN,2.2634172439575195,NaN,3.8682E7,NaN,1.9427577257156368,1.9423E8,9.633209228515623,4.3588E7,2.15677261352539,NaN
EAS,East Asia & Pacific,2005.0,NaN,4.0466E7,NaN,1.9536768198013303,NaN,5.0384E7,NaN,2.40841007232666,2.71243008E8,12.878589630126951,7.0326E7,3.342524290084839,NaN
EAS,East Asia & Pacific,2010.0,NaN,2.2064E7,NaN,1.0290589332580566,NaN,3.8448E7,NaN,1.776020884513855,2.80935008E8,12.87055206298828,7.3181E7,3.3524773120880127,NaN
ECS,Europe & Central Asia,2000.0,NaN,1985000.0,NaN,0.2698919773101806,NaN,5010000.0,NaN,0.6523175239562988,5.6477E7,6.54730749130249,8359000.0,0.9800935387611388,NaN
ECS,Europe & Central Asia,2005.0,NaN,952000.0,NaN,0.1607130467891693,NaN,2189000.0,NaN,0.2498673051595688,5.9953E7,6.867602825164795,9031000.0,1.0334193706512451,NaN
ECS,Europe & Central Asia,2010.0,NaN,655000.0,NaN,NaN,NaN,1524000.0,NaN,0.1706364601850509,6.1833E7,6.952715873718262,8862000.0,0.9955548048019408,NaN
ECU,Ecuador,1998.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1852000.0,15.228730201721191,399000.0,3.280345916748047,NaN
EGY,Egypt, Arab Rep.,1997.0,0.0016993000172078,223000.0,0.0894400030374527,0.3366785049438476,0.0112848998978734,644000.0,0.3640300035476684,0.9730674028396606,5053000.0,7.638710975646973,885000.0,1.338176965713501,NaN
EGY,Egypt, Arab Rep.,2008.0,1.841000048443E-4,66000.0,0.009689999744296,0.0819943025708198,0.0037762001156806,559000.0,0.121809996664524,0.6904258131980896,1.02E7,12.552000045776367,717000.0,0.885857105255127,NaN
EGY,Egypt, Arab Rep.,2012.0,4.382999904919E-4,104000.0,0.0230700001120567,0.1189581975340843,0.0061622001230716,936000.0,0.1987800002098083,1.0657060146331787,2.3E7,26.20182037353516,3422000.0,3.89644193649292,NaN
ESP,Spain,1985.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,788000.0,2.0475900173187256,44000.0,0.1147700026631355,NaN
ESP,Spain,1996.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1574000.0,3.945611953735352,217000.0,0.5433341264724731,NaN
ESP,Spain,2010.0,0.0,0.0,0.0,0.0,1.7500000467407517E-5,0.0,5.639999872073E-4,0.0,2670000.0,5.732845783233643,565000.0,1.2135330438613892,NaN
EST,Estonia,1995.0,1.786000066203E-4,0.0,0.0093999998643994,0.0268315002322196,0.0022893000859767,6000.0,0.0738499984145164,0.387737512588501,44000.0,3.0445480346679688,1000.0,0.0721319988369941,NaN
EST,Estonia,2000.0,6.430000212276354E-5,1000.0,0.0033799998927861,0.0444566011428833,0.0021480000577867,4000.0,0.0692899972200393,0.2856053113937378,93000.0,6.627007961273193,14000.0,1.0208899974822998,NaN
EST,Estonia,2001.0,1.475000026402E-4,1000.0,0.007759999949485,0.07221619784832,0.0021450999192893,4000.0,0.0692000016570091,0.3208692967891693,94000.0,6.765950202941895,17000.0,1.1989010572433472,NaN
EST,Estonia,2002.0,1.985999988391E-4,0.0,0.0104499999433755,0.0196692999452352,0.002341799903661,4000.0,0.0755399987101554,0.2569803893566131,99000.0,7.1520538330078125,15000.0,1.1205999851226809,NaN
EST,Estonia,2003.0,3.153000143356E-4,2000.0,0.0165999997407197,0.1205466017127037,0.0033803998958319,8000.0,0.1090399995446205,0.5753558874130249,138000.0,10.04485034942627,21000.0,1.5405080318450928,NaN
EST,Estonia,2004.0,1.450999989174E-4,1000.0,0.0076399999670684,0.095765396952629,0.0026471000164747,9000.0,0.0853900015354156,0.6523178815841675,158000.0,11.570090293884276,26000.0,1.9328750371932983,NaN
EST,Estonia,2005.0,6.602000212296E-4,2000.0,0.0347499996423721,0.1641456037759781,0.0045647001825273,6000.0,0.1472499966621399,0.4257634878158569,146000.0,10.791970252990724,25000.0,1.8254090547561648,NaN
EST,Estonia,2006.0,5.518000107258E-4,2000.0,0.0290399994701147,0.1393516957759857,0.0032130000181496,4000.0,0.1036399975419044,0.3297646939754486,196000.0,14.58139991760254,41000.0,3.0497639179229736,NaN
EST,Estonia,2007.0,2.999999924213625E-5,0.0,0.0015800000401213,0.0069405999965965,0.0026652000378817,2000.0,0.0859699994325637,0.1652541011571884,171000.0,12.758910179138184,36000.0,2.661252021789551,NaN
EST,Estonia,2010.0,1.152999975602E-4,0.0,0.0060700001195073,0.0,5.73199999053E-4,1000.0,0.0184899996966123,0.0773873031139373,117000.0,8.790127754211426,16000.0,1.1882380247116089,NaN
ETH,Ethiopia,1999.0,0.0071355998516082,412000.0,0.3755599856376648,0.6380727291107178,0.0133336000144481,223000.0,0.4301199913024902,0.3447574079036712,1021000.0,1.5788439512252808,74000.0,0.114538699388504,NaN
ETH,Ethiopia,2004.0,0.0041633998043835,328000.0,0.2191299945116043,0.4392701983451843,0.0089643001556396,258000.0,0.2891699969768524,0.3462131917476654,611000.0,0.8183630704879761,132000.0,0.1763309985399246,NaN
FIN,Finland,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388000.0,7.521371841430664,58000.0,1.1231759786605835,NaN
FIN,Finland,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341000.0,6.349453926086426,52000.0,0.973046898841858,NaN
FJI,Fiji,2002.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27000.0,3.365374088287353,2000.0,0.2393577992916107,NaN
GAB,Gabon,2005.0,0.0020330001134425,9000.0,0.1070000007748603,0.6365315914154053,0.0105827003717422,16000.0,0.3413800001144409,1.113271951675415,80000.0,5.666098117828369,3000.0,0.2201959937810897,NaN
GBR,United Kingdom,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1214000.0,2.09212589263916,231000.0,0.39792600274086,NaN
GBR,United Kingdom,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474000.0,0.8068969249725342,55000.0,0.0938635990023613,NaN
GBR,United Kingdom,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176000.0,1.9965529441833496,153000.0,0.2603419125080108,NaN
GBR,United Kingdom,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1224000.0,2.0268919467926025,207000.0,0.3429566919803619,NaN
GBR,United Kingdom,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1086000.0,1.7300100326538086,276000.0,0.4393134117126465,NaN
GBR,United Kingdom,2013.0,0.0,0.0,0.0,0.0,6.769999838507346E-11,0.0,2.179999958329404E-9,0.0,1050000.0,1.6371320486068726,308000.0,0.4804449081420898,NaN
GEO,Georgia,1997.0,0.0139733999967575,60000.0,0.7354400157928467,1.3232500553131104,0.0329952985048294,67000.0,1.0643600225448608,1.4866039752960205,363000.0,8.003471374511719,127000.0,2.7943320274353027,NaN
GEO,Georgia,1998.0,0.0101763000711798,49000.0,0.5355899930000305,1.0908269882202148,0.0271502006798982,73000.0,0.8758100271224976,1.6311479806900024,305000.0,6.7972612380981445,90000.0,2.014462947845459,NaN
GEO,Georgia,1999.0,0.0136914001777768,81000.0,0.7206000089645386,1.813958048820496,0.0369375981390476,94000.0,1.1915299892425537,2.1200969219207764,356000.0,8.001299858093262,111000.0,2.4860289096832275,NaN
GEO,Georgia,2000.0,0.0190606005489826,93000.0,1.003190040588379,2.11434006690979,0.0511385016143322,126000.0,1.6496299505233765,2.853368043899536,547000.0,12.379810333251951,209000.0,4.733633041381836,NaN
GEO,Georgia,2001.0,0.0191420000046491,121000.0,1.0074700117111206,2.7565689086914062,0.0541115999221801,130000.0,1.7455400228500366,2.9641990661621094,612000.0,13.949629783630373,194000.0,4.429963111877441,NaN
GEO,Georgia,2002.0,0.017170000821352,92000.0,0.9036800265312196,2.12114691734314,0.0520678982138633,144000.0,1.679610013961792,3.2984139919281006,721000.0,16.54932975769043,231000.0,5.30230188369751,NaN
GEO,Georgia,2003.0,0.0171540006995201,93000.0,0.9028400182724,2.1686179637908936,0.0474972985684871,126000.0,1.532170057296753,2.93312406539917,630000.0,14.648449897766112,220000.0,5.119330883026123,NaN
GEO,Georgia,2004.0,0.0146466996520757,85000.0,0.7708799839019775,1.996669054031372,0.0442338995635509,128000.0,1.426900029182434,3.017920970916748,617000.0,14.538260459899902,206000.0,4.853621006011963,NaN
GEO,Georgia,2005.0,0.0180257000029087,92000.0,0.9487199783325196,2.185906887054444,0.0546495988965034,147000.0,1.7628899812698364,3.5138978958129883,729000.0,17.388479232788086,251000.0,5.99490213394165,NaN
GEO,Georgia,2006.0,0.0179194994270801,103000.0,0.9431300163269044,2.485083103179932,0.0607182011008262,191000.0,1.95864999294281,4.618720054626465,774000.0,18.71347045898437,270000.0,6.534902095794678,NaN
GEO,Georgia,2007.0,0.0233976002782583,116000.0,1.2314499616622925,2.843745946884156,0.0662154033780098,170000.0,2.1359798908233643,4.168575763702393,831000.0,20.34856033325196,282000.0,6.897853851318359,NaN
GEO,Georgia,2008.0,0.0238696001470088,123000.0,1.2562899589538574,3.0557990074157715,0.0707537978887558,192000.0,2.2823801040649414,4.771979808807373,916000.0,22.734310150146484,334000.0,8.293553352355957,NaN
GEO,Georgia,2009.0,0.0278651006519794,139000.0,1.4665900468826294,3.502985954284668,0.0881882980465889,247000.0,2.8447799682617188,6.212782859802246,1155000.0,29.02705955505371,438000.0,11.012619972229004,NaN
GEO,Georgia,2010.0,0.0298516005277633,130000.0,1.5711400508880615,3.313184976577759,0.0829609036445617,218000.0,2.6761600971221924,5.555502891540527,1118000.0,28.47052955627441,393000.0,10.004349708557127,NaN
GEO,Georgia,2011.0,0.0280678998678922,126000.0,1.4772599935531616,3.2581450939178467,0.0809163972735405,198000.0,2.6102099418640137,5.109333038330078,1092000.0,28.169649124145508,359000.0,9.26499366760254,NaN
GEO,Georgia,2012.0,0.0278213992714881,143000.0,1.4642800092697144,3.7452950477600098,0.079874500632286,192000.0,2.5766000747680664,5.031196117401123,1058000.0,27.65970039367676,351000.0,9.1870756149292,NaN
GEO,Georgia,2013.0,0.0218176990747451,116000.0,1.148300051689148,3.069550037384033,0.0727578997611999,201000.0,2.3470299243927,5.326961040496826,1103000.0,29.214130401611328,339000.0,8.977157592773438,NaN
GHA,Ghana,1991.0,0.0173316001892089,292000.0,0.9121900200843812,1.9438669681549072,0.0361835993826389,176000.0,1.1672099828720093,1.1693140268325806,712000.0,4.733201026916504,90000.0,0.5980522036552429,NaN
GHA,Ghana,1998.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1076000.0,5.96680212020874,149000.0,0.8234773278236389,NaN
GHA,Ghana,2005.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,671000.0,3.1127750873565674,106000.0,0.4922125935554504,NaN
GIN,Guinea,2002.0,0.0460663996636867,342000.0,2.4245500564575195,3.745227098464966,0.0943948999047279,292000.0,3.0450000762939453,3.190560102462769,2403000.0,26.30133056640625,400000.0,4.37758207321167,NaN
GIN,Guinea,2007.0,0.0184575002640485,168000.0,0.9714499711990356,1.6592689752578735,0.035793300718069,138000.0,1.1546200513839722,1.3715510368347168,434000.0,4.302732944488525,22000.0,0.2166981995105743,NaN
GIN,Guinea,2012.0,0.0906945019960403,279000.0,4.77338981628418,2.4768080711364746,0.116050899028778,164000.0,3.743580102920532,1.4578089714050293,786000.0,6.969151020050049,141000.0,1.2523410320281982,NaN
GRC,Greece,1998.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1644000.0,15.33230972290039,420000.0,3.915235996246338,NaN
GRC,Greece,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1628000.0,14.63677978515625,198000.0,1.779276967048645,NaN
GTM,Guatemala,2000.0,0.0010772000532597,47000.0,0.0566899999976158,0.4024876952171325,0.0108148995786905,120000.0,0.3488700091838836,1.0312379598617554,1686000.0,14.475040435791016,271000.0,2.329756021499634,NaN
GTM,Guatemala,2006.0,4.326000052969E-4,21000.0,0.0227700006216764,0.158390000462532,0.0048837000504136,57000.0,0.1575399935245514,0.4247600138187408,466000.0,3.4790101051330566,154000.0,1.151769995689392,NaN
GTM,Guatemala,2011.0,3.611999854911E-4,18000.0,0.0190099999308586,0.1215386986732482,0.0053706998005509,119000.0,0.1732500046491623,0.798374593257904,1400000.0,9.36375617980957,336000.0,2.2460169792175293,NaN
GTM,Guatemala,2014.0,3.332000051159E-4,46000.0,0.0175400003790855,0.2857581973075866,0.0025810999795794,35000.0,0.0832599997520446,0.2213287055492401,216000.0,1.3588249683380127,7000.0,0.0410199016332626,NaN
HAF,(WHO) Africa Region,2000.0,NaN,1.5354E7,NaN,2.330718278884888,NaN,1.3892E7,NaN,2.1088666915893555,5.6737E7,8.621729850769043,1.0762E7,1.6339027881622314,NaN
HAF,(WHO) Africa Region,2005.0,NaN,1.174E7,NaN,1.5664594173431396,NaN,1.0164E7,NaN,1.3562235832214355,7.1991E7,9.604376792907717,1.558E7,2.109484910964966,NaN
HAF,(WHO) Africa Region,2010.0,NaN,1.3862E7,NaN,1.617314338684082,NaN,1.2353E7,NaN,1.441497564315796,8.812E7,10.278115272521973,2.1847E7,2.5538456439971924,NaN
HAM,(WHO) America Region,2000.0,NaN,3311000.0,NaN,0.3972862660884857,NaN,7851000.0,NaN,0.941977858543396,8.74E7,10.479331970214844,1.6622E7,1.9942560195922847,NaN
HAM,(WHO) America Region,2005.0,NaN,4101000.0,NaN,NaN,NaN,8779000.0,NaN,0.992887794971466,1.15168E8,13.03580379486084,2.0934E7,2.36763596534729,NaN
HAM,(WHO) America Region,2010.0,NaN,2768000.0,NaN,0.4420706033706665,NaN,6223000.0,NaN,0.6651552319526672,1.03429E8,11.06370449066162,1.7462E7,1.866472840309143,NaN
HAS,(WHO) South-East Asia Region,2000.0,NaN,6.1809E7,NaN,3.934024572372437,NaN,3.8014E7,NaN,2.417208194732666,1.68308992E8,10.71194839477539,3.0873E7,1.9613655805587769,NaN
HAS,(WHO) South-East Asia Region,2005.0,NaN,5.66E7,NaN,3.3294496536254883,NaN,3.9221E7,NaN,2.311118125915528,1.88296E8,11.083845138549805,3.5067E7,2.0661380290985107,NaN
HAS,(WHO) South-East Asia Region,2010.0,NaN,5.6812E7,NaN,3.1273977756500244,NaN,6.1347E7,NaN,3.3762459754943848,2.3333E8,12.82080364227295,5.1819E7,2.852222681045532,NaN
HEM,(WHO) Eastern Mediterranean Region,2000.0,NaN,6754000.0,NaN,1.43324875831604,NaN,8274000.0,NaN,1.7557557821273804,3.5774E7,7.591689109802246,4821000.0,1.022999882698059,NaN
HEM,(WHO) Eastern Mediterranean Region,2005.0,NaN,4708000.0,NaN,0.8962498903274536,NaN,9649000.0,NaN,1.836830496788025,4.5937E7,8.738537788391113,5930000.0,1.128809690475464,NaN
HEM,(WHO) Eastern Mediterranean Region,2010.0,NaN,3200000.0,NaN,0.545872151851654,NaN,8152000.0,NaN,1.3906283378601074,5.5453E7,9.464863777160645,8446000.0,1.4408440589904783,NaN
HEU,(WHO) European Region,2000.0,NaN,1984000.0,NaN,0.2702870666980743,NaN,5003000.0,NaN,0.6528253555297852,5.6876E7,6.5584821701049805,8409000.0,0.9806525707244872,NaN
HEU,(WHO) European Region,2005.0,NaN,942000.0,NaN,0.1594973653554916,NaN,2174000.0,NaN,0.2465879470109939,6.0452E7,6.883345127105713,9091000.0,1.0341037511825562,NaN
HEU,(WHO) European Region,2010.0,NaN,652000.0,NaN,NaN,NaN,1500000.0,NaN,0.166816771030426,6.2202E7,6.948268890380859,8905000.0,0.9938041567802428,NaN
HND,Honduras,1998.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,214000.0,3.449258089065552,27000.0,0.4316534996032715,NaN
HRV,Croatia,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214000.0,4.76558780670166,33000.0,0.7384635210037231,NaN
HRV,Croatia,2004.0,0.0,0.0,0.0,0.0,1.29799998831E-4,0.0,0.0041899997740983,0.0,106000.0,2.394563913345337,6000.0,0.1377096027135849,NaN
HRV,Croatia,2008.0,0.0,0.0,0.0,0.0,1.7099999240599573E-5,0.0,5.530000198632E-4,0.0,101000.0,2.273897886276245,13000.0,0.2973156869411468,NaN
HRV,Croatia,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124000.0,2.799479007720948,11000.0,0.256807804107666,NaN
HUN,Hungary,1998.0,8.890000026440248E-5,0.0,0.0046799997799098,0.004507000092417,3.51499998942E-4,9000.0,0.0113399997353553,0.0910345017910003,619000.0,6.03292989730835,75000.0,0.7263556122779846,NaN
HUN,Hungary,1999.0,8.920000254875049E-5,0.0,0.0046999999321997,0.0019373999675735,3.206999972462E-4,2000.0,0.0103399995714426,0.0233185999095439,713000.0,6.960445880889893,69000.0,0.6693276166915894,NaN
HUN,Hungary,2000.0,0.0,0.0,0.0,0.0,2.870000025723E-4,9000.0,0.0092599997296929,0.0865966007113456,843000.0,8.260014533996582,80000.0,0.7797513008117676,NaN
HUN,Hungary,2001.0,0.0,0.0,0.0,0.0,7.709999772487208E-5,8000.0,0.0024900001008063,0.0755797028541565,850000.0,8.34188461303711,59000.0,0.5792691111564636,NaN
HUN,Hungary,2002.0,0.0,0.0,0.0,0.0,3.529999958118424E-5,0.0,0.0011399999493733,0.0,985000.0,9.698497772216797,76000.0,0.7456626296043396,NaN
HUN,Hungary,2003.0,0.0,0.0,0.0,0.0,2.710999979171E-4,5000.0,0.0087400004267692,0.049490500241518,1253000.0,12.368430137634276,127000.0,1.257572054862976,NaN
HUN,Hungary,2004.0,0.0,0.0,0.0,0.0,3.96899995394E-4,13000.0,0.0127999996766448,0.1330291926860809,1038000.0,10.268210411071776,91000.0,0.8997573852539062,NaN
HUN,Hungary,2005.0,0.0,0.0,0.0,0.0,2.639000013004E-4,6000.0,0.0085100000724196,0.0563626997172832,1071000.0,10.61658000946045,76000.0,0.7578762173652649,NaN
HUN,Hungary,2006.0,0.0,0.0,0.0,0.0,1.136999999289E-4,0.0,0.0036700000055134,0.0,1016000.0,10.090310096740724,59000.0,0.5879021286964417,NaN
HUN,Hungary,2007.0,0.0,0.0,0.0,0.0,4.955999902449E-4,11000.0,0.015990000218153,0.1108305975794792,1160000.0,11.53812026977539,98000.0,0.9754809141159058,NaN
HUN,Hungary,2010.0,0.0,0.0,0.0,0.0,1.810999965528E-4,3000.0,0.0058400002308189,0.0291143991053104,738000.0,7.378107070922852,31000.0,0.3096221089363098,NaN
HWP,(WHO) Western Pacific Region,2000.0,NaN,4.0964E7,NaN,2.499475240707397,NaN,3.3817E7,NaN,2.062345266342163,1.81663008E8,10.910321235656738,4.1137E7,2.4632437229156494,NaN
HWP,(WHO) Western Pacific Region,2005.0,NaN,3.7414E7,NaN,2.2023398876190186,NaN,4.6663E7,NaN,2.71366548538208,2.5796E8,14.886281967163086,6.8E7,3.9263062477111816,NaN
HWP,(WHO) Western Pacific Region,2010.0,NaN,2.0487E7,NaN,1.1698017120361328,NaN,3.3968E7,NaN,1.916904330253601,2.64716992E8,14.796944618225098,7.0556E7,3.943604469299317,NaN
IDN,Indonesia,2001.0,0.0075678001157939,3176000.0,0.3983100056648254,1.4806499481201172,0.0263132005929946,2999000.0,0.8488100171089172,1.3978619575500488,5499000.0,2.563612937927246,897000.0,0.4180552065372467,NaN
IDN,Indonesia,2002.0,0.0058611999265849,2675000.0,0.3084799945354461,1.2297719717025757,0.0228908006101846,2809000.0,0.7384099960327148,1.2913949489593506,4989000.0,2.293930053710937,720000.0,0.3311274945735931,NaN
IDN,Indonesia,2003.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4301000.0,1.9501190185546875,817000.0,0.3706654012203216,NaN
IDN,Indonesia,2004.0,0.0058160000480711,2889000.0,0.3061099946498871,1.2917380332946775,0.0227940008044242,2861000.0,0.735289990901947,1.2795560359954834,4612000.0,2.0623021125793457,739000.0,0.3303265869617462,NaN
IDN,Indonesia,2005.0,0.0053805001080036,2394000.0,0.2831799983978271,1.056030035018921,0.0199548993259668,2514000.0,0.6437100172042847,1.108962059020996,4850000.0,2.13944411277771,763000.0,0.3366177976131439,NaN
IDN,Indonesia,2006.0,0.0039492999203503,2179000.0,0.207859992980957,0.9480479955673218,0.0189948994666337,2869000.0,0.6127399802207947,1.2481600046157837,4171000.0,1.8149000406265257,567000.0,0.2468433976173401,NaN
IDN,Indonesia,2007.0,0.0039035999216139,2528000.0,0.2054499983787536,1.0849649906158447,0.0224796999245882,3770000.0,0.7251499891281128,1.618298053741455,5915000.0,2.5388100147247314,764000.0,0.327877014875412,NaN
IDN,Indonesia,2009.0,0.0019186000572517,1419000.0,0.1009799987077713,0.5930792093276978,0.017068900167942,3833000.0,0.5506100058555603,1.60132098197937,8365000.0,3.4950530529022217,1152000.0,0.4811975061893463,NaN
IDN,Indonesia,2010.0,0.0014595000538975,1115000.0,0.0768200010061264,0.4599055051803589,0.0144619001075625,3614000.0,0.466509997844696,1.490329027175903,8363000.0,3.4481658935546875,1136000.0,0.4685441851615906,NaN
IDN,Indonesia,2011.0,0.0012114000273868,1108000.0,0.0637599974870681,0.4508737027645111,0.0123383998870849,2612000.0,0.3980099856853485,1.062980055809021,9521000.0,3.87479305267334,2232000.0,0.9082815051078796,NaN
IDN,Indonesia,2012.0,9.84700047411E-4,891000.0,0.0518300011754035,0.3581675887107849,0.0106116002425551,2368000.0,0.3423100113868713,0.951450526714325,8577000.0,3.446100950241089,2223000.0,0.8933261036872864,NaN
IDN,Indonesia,2013.0,0.0013715999666601,1020000.0,0.0721900016069412,0.4047648906707763,0.0114291999489068,2609000.0,0.368690013885498,1.0352380275726318,9438000.0,3.744810104370117,2307000.0,0.9152933955192566,NaN
IDN,Indonesia,2014.0,0.0016299999551847,1387000.0,0.0857900008559227,0.5436410903930664,0.0127728004008531,2665000.0,0.4120300114154815,1.0445189476013184,1.12E7,4.380856037139893,2973000.0,1.1653889417648315,NaN
IDN,Indonesia,2015.0,1.412999990861E-4,181000.0,0.0074399998411536,0.0700706988573074,0.0039416002109646,1694000.0,0.1271499991416931,0.6560707092285156,9308000.0,3.6056740283966064,1058000.0,0.4097248017787933,49.0
IND,India,2004.0,0.028855700045824,4.65E7,1.518720030784607,4.128814220428467,0.0700232982635498,2.64E7,2.258820056915283,2.342740058898926,1.51E8,13.389949798583984,2.46E7,2.184700012207032,NaN
IND,India,2009.0,0.0207918994128704,4.4E7,1.0943100452423096,3.6202878952026367,0.0667999982833862,4.09E7,2.1548399925231934,3.367811918258667,1.62E8,13.307390213012695,3.36E7,2.763489007949829,NaN
IND,India,2011.0,0.0212689992040395,5.19E7,1.119420051574707,4.16431188583374,0.0769061967730522,5.75E7,2.4808499813079834,4.609582901000977,2.16E8,17.33148956298828,4.86E7,3.898897886276245,NaN
IRL,Ireland,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76000.0,2.021384954452514,10000.0,0.2559933066368103,NaN
