annee,commune_code_insee,id_salle,nom,adresse,code_postal,commune,notation,libelle_notation,direction_artistique,personnel_administratif_technique,scene,loges,regie,site_internet,proprietaire,exploitant,jauge_debout,jauge_assis,jauge_PV,lat,long,accessibilite,hauteur_utile
2013,56061,C_56061100,Grande Salle,9 avenue des Archers,56200,La Gacilly,3,salle peu équipée,Non,Non,Podium,3 loges,,www.la-gacilly.fr,Commune,Commune,2990,1200,nc,"47,77","-2,13198",Salle accessible aux personnes à mobilité réduite,"12,00m"
2013,56061,C_56061101,Petite Salle,9 avenue des Archers,56200,La Gacilly,3,salle peu équipée,Non,Non,Podium,3 loges,,www.la-gacilly.fr,Commune,Commune,500,450,nc,"47,77","-2,13198",Salle accessible aux personnes à mobilité réduite,"4,40m"
2013,56062,C_56062100,Salle Eric Tabarly,8 route du Polygone,56680,Gâvres,0,salle non équipée,Non,Non,Non,,,www.gavres.fr ,Commune,Commune,nc,120,904 pour l'ensemble du bâtiment,"47,7","-3,35025",Salle accessible aux personnes à mobilité réduite,"3,30m"
2013,56063,C_56063100,Salle du lain,Allée du Lain,56530,Gestel,4,salle de spectacle multifonctions,Non,Non,Oui,,,,Commune,Commune,600,300,910 pour l'ensemble du bâtiment,"47,8","-3,43895",Salle accessible aux personnes à mobilité réduite,"3,05m"
2013,56064,C_56064100,Salle Saint Léon,Rue Saint Léon,56200,La Gacilly,1,salle non équipée,Non,Non,Oui,,,www.glenac.com,Commune,Commune,100,90,89,"47,73","-2,13204",Salle accessible aux personnes à mobilité réduite,"2,75m"
2013,56065,C_56065100,Salles des fêtes,Rue de la Libération,56800,Gourhel,2,salle peu équipée,Non,Non,Oui,2 locaux à cour et jardin peuvent servir de loges,,,Commune,Commune,180,200,250,"47,94","-2,36087",Salle accessible aux personnes à mobilité réduite,"2,45m"
2013,56066,C_56066100,Salle des fêtes de Tronjoly,Tronjoly,56110,Gourin,5,salle de spectacle multifonctions,Non,Oui,Oui,"2 loges avec douche, WC, lavabo et miroir. L'une des deux a un accès salle en plus de l'accès scène",,www.gourin.fr,Commune,Commune,920,650,944,"48,14","-3,61148",Salle accessible aux personnes à mobilité réduite,"5,55m"
2013,56067,C_56067100,Espace 2000,Rue de Naves,56390,Grand-Champ,5,salle de spectacle multifonctions,Non,Non,Oui,"1 loge commune avec deux douches, deux WC et une cloison amovible",1 régie vitrée en fond de salle.,www.grandchamp.fr,Commune,Commune,1200,559,nc,"47,76","-2,85176",Salle accessible aux personnes à mobilité réduite,"11,20m"
2013,56067,C_56067101,Salle Joseph Le Cheviller,Rue de Penhoet,56390,Grand-Champ,4,salle de spectacle multifonctions,Non,Non,Oui,"1 petite loge avec accès scène et extérieur. WC, lavabo, miroir.",1 petit local régie avec ouverture vitrée sur la salle,www.grandchamp.fr,Commune,Commune,non,145,150,"47,76","-2,84593",Salle accessible aux personnes à mobilité réduite,"3,25m"
2013,56068,C_56068100,Salle polyvalente,Le Bourg,56120,La Grée-Saint-Laurent,0,salle non équipée,Non,Non,Non,,,,Commune,Commune,130,126,nc,48,"-2,500184",Salle accessible aux personnes à mobilité réduite,"3,00m"
2013,56069,C_56069100,Salles des fêtes,Place Abbé Uzel,56590,Groix,3,salle peu équipée,Non,Non,Oui,,,www.groix.fr,Commune,Commune,500,190,nc,"47,64","-3,45735",Salle accessible aux personnes à mobilité réduite,"3,50m"
2013,56071,C_56071100,Maison des associations,4 rue du Stade,56420,Guéhenno,4,salle de spectacle multifonctions,Non,Non,Oui,,,www.guehenno.fr,Commune,Commune,195,195,198,"47,85","-2,91007",Salle accessible aux personnes à mobilité réduite,"2,75m"
2013,56072,C_56072100,Salle Ellébore,Rue de la Grotte,56920,Gueltas,2,salle peu équipée,Non,Non,Oui,,,www.gueltas.fr,Commune,Commune,340,320,"350 pour la salle Ellébore, 585 pour l'ensemble du bâtiment","48,09","-2,7914",Salle accessible aux personnes à mobilité réduite,"2,60m"
2013,56073,C_56073100,Salle polyvalente,Rue Feuillet,56160,Guémené-sur-Scorff,4,salle de spectacle multifonctions,Non,Non,Oui,,1 local régie,www.guemenesurscorff.com/,Commune,Commune,400,400,408,"48,07","-3,2043",Salle accessible aux personnes à mobilité réduite,"3,80m"
2013,56074,C_56074100,Salle polyvalente,Rue de Manéguen,56150,Guénin,2,salle peu équipée,Non,Non,Oui,,,www.guenin56.fr,Commune,Commune,300,300,310 pour l'ensemble du bâtiment,"47,91","-2,97715",Salle accessible aux personnes à mobilité réduite,"4,30m"
2013,56075,C_56075100,Salle de la Gare,Place Saint-Michel,56382,Guer ,6,salle de spectacle,Non,Non,Oui,"2 loges avec sanitaires, accès à la scène côté jardin",1 régie vitrée en fond de salle,www.ville-guer.fr,Commune,Commune,470,300,nc,"47,91","-2,12351",Salle accessible aux personnes à mobilité réduite,"5,60m"
2013,56076,C_56076100,Salle polyvalente,Rue de la Vallée,56310,Guern,2,salle peu équipée,Non,Non,Oui,,,www.guern.free.fr,Commune,Commune,260,200,275,"48,03","-3,09214",Salle accessible aux personnes à mobilité réduite,"4,15m"
2013,56078,C_56078100,L'Estran,Allée de Kerprat,56520,Guidel,6,salle de spectacle,Oui,Oui,Oui,"2 loges lumineuses avec miroirs, WC douches, lavabos et 1 salon avec canapés, frigo, évier","1 régie ouverte en fond de salle, emplacement possible en salle",www.lestran.net,Commune,Commune,800,350,1321 pour l'ensemble du bâtiment,"47,79","-3,48601","Salle, scène et loges accessibles aux personnes à mobilité réduite","9,00m"
2013,56080,C_56080100,Foyer municipal,Rue du 19 mars 1962,56490,Guilliers,1,salle non équipée,Non,Non,Oui,,,,Commune,Commune,280,280,nc,"48,04","-2,40499",Salle accessible aux personnes à mobilité réduite,"2,80m"
2013,56081,C_56081100,Musée de la Gare,117 rue de la Gare,56560,Guiscriff,0,salle non équipée,Non,Oui,Non,,,www.guiscriff.fr,Commune,Association Ar Marc'h Du,nc,nc,nc,"48,06","-3,65365",Salle accessible aux personnes à mobilité réduite,"3,50m"
2013,56081,C_56081101,Salle polyvalente,Kerlabour,56560,Guiscriff,4,salle de spectacle multifonctions,Non,Non,Oui,,,www.guiscriff.fr,Commune,Commune,700,400,720,"48,05","-3,65314",Salle accessible aux personnes à mobilité réduite,"2,60m"
2013,56083,C_56083100,Bouffou Théâtre à la Coque,3 rue de la Paix,56700,Hennebont,6,salle de spectacle,Oui,Oui,Oui,1 loge au-dessus de la scène avec douche et WC,1 régie ouverte en fond de salle,www.bouffoutheatre.com,Serge Boulier et Hélène Fillault,Bail emphytéotique avec la Compagnie BOUFFOU Théâtre,nc,90,90,"47,8","-3,28272",Salle accessible aux personnes à mobilité réduite,"5,00m"
2013,56083,C_56083101,Salle polyvalente du Valon Boisé,16 rue de Tagliaferri,56700,Hennebont,1,salle non équipée,Non,Non,Oui,,,,Commune,Commune,nc,200,nc,"47,82","-3,25119",Salle accessible aux personnes à mobilité réduite,"3,00m"
2013,56083,C_56083102,Trio - Centre socioculturel,15 rue Gabriel Péri,56700,Hennebont,6,salle de spectacle,Oui,Oui,Oui,"2 loges avec miroir, 1 douche, sanitaires, lavabo et 1 loge sans miroir","régie suspendue derrière le gradin, s'installe également dans le gradin au 3e ou dernier rang et devant le gradin, selon la configuration de 184 ou 280 places",www.ville-hennebont.fr,Commune,Commune,500,280,530 pour l'ensemble du bâtiment,"47,81","-3,27554","Salle, scènes et loges accessibles aux personnes à mobilité réduite","4,00m"
2013,56084,C_56084100,L'Estran,,56450,Le Hézo,3,salle peu équipée,Non,Non,Non,"1 espace réservé aux artistes avec 2 petits vestiaires, WC, lavabo et miroir",,www.lehezo.com,Commune,Commune,250,220,nc,"47,58","-2,69139",Salle accessible aux personnes à mobilité réduite,"3,70m"
2013,56086,C_56086100,Salle Communale,Le Bourg,56170,Houat,1,salle non équipée,Non,Non,Non,,,www.communedehouat.fr,Commune,Commune,100,70,nc,"47,39","-2,95708",Salle accessible aux personnes à mobilité réduite,"2,53m"
2013,56088,C_56088100,Salle du Gourail,Rue du Gourail,56840,Ile d'Arz,2,salle peu équipée,Non,Non,Oui,,,www.iledarz.fr,Commune,Commune,150,100,nc,"47,59","-2,80411",Salle accessible aux personnes à mobilité réduite,"4,55m"
2013,56089,C_56089100,Espace du Scorff,rue du Levant,56240,Inguiniel,3,salle peu équipée,Non,Non,Oui,,,www.cc-plouay.fr,Commune,Commune,420,400,430,"47,98","-3,28071",Salle accessible aux personnes à mobilité réduite,"3,30m"
2013,56090,C_56090100,La Charpenterie,1 Mail François Giovannelli,56650,Inzinzac-Lochrist,2,salle peu équipée,Non,Oui,Non,,,www.inzinzac-lochrist.fr,Commune,Commune,330,150,nc,"47,83","-3,25313",Salle accessible aux personnes à mobilité réduite,"3,45m"
2013,56090,C_56090101,Trio - Théâtre du Blavet,Place François Mitterrand,56650,Inzinzac-Lochrist,6,salle de spectacle,Oui,Oui,Oui,"1 petite loge à jardin, 1 plus grande à l'étage, les deux avec douche, toilettes, lavabo, haut-parleur avec écoute de scène et annonce de la régie",1 régie,www.triotheatre.com/,Commune,Commune,1219,472,nc,"47,83","-3,25106",Salle accessible aux personnes à mobilité réduite,"7,50m"
2013,56091,C_56091100,Centre culturel L'Ecusson,Rue de l'Ecusson,56120,Josselin,5,salle de spectacle multifonctions,Non,Oui,Oui,2 loges avec sanitaires et douches,1 régie mobile avec 1 pupitre ADB et une console son,www.josselin.com,Commune,Commune,830,680,nc,"47,96","-2,543936",Salle accessible aux personnes à mobilité réduite,"6,40m"
2013,56092,C_56092100,Salle polyvalente,14 rue de l'Argoat,56920,Kerfourn,3,salle peu équipée,Non,Non,Oui,2 petits locaux sur scène à cour et jardin peuvent faire office de loges,,www.kerfourn.fr,Commune,Commune,340,300,350,"48,04","-2,83388",Salle accessible aux personnes à mobilité réduite,"3,20m"
2013,56093,C_56093100,Salle polyvalente,Le Bourg,56300,Kergrist,4,salle de spectacle multifonctions,Non,Non,Non,1 petite loge avec lavabo et miroir,,www.kergrist.fr,Commune,Commune,220,180,nc,"48,15","-2,95446",Salle accessible aux personnes à mobilité réduite,"3,20m"
2013,56094,C_56094100,Salle de Kernours,Kernours-Maison Rouge,56700,Kervignac,2,salle peu équipée,Non,Non,Oui,Des salles à l'étage peuvent faire office de loges,,www.kervignac.com,Commune,Commune,nc,nc,nc,"47,76","-3,28832",Salle accessible aux personnes à mobilité réduite,"3,60m"
2013,56094,C_56094101,Salle Le Patronage,Rue de l'étang,56700,Kervignac,2,salle peu équipée,Non,Non,Oui,2 loges à jardin et à cour avec accès la scène. Elles ne communiquent pas,,www.kervignac.com,Commune,Commune,nc,nc,nc,"47,76","-3,23761",Salle accessible aux personnes à mobilité réduite,"2,60m"
2013,56096,C_56096100,Centre socioculturel,Rue de l'Océan,56690,Landaul,1,salle non équipée,Non,Non,Oui,,,,Commune,Commune,225,200,235,"47,75","-3,0771",Salle accessible aux personnes à mobilité réduite,"4,10m"
2013,56097,C_56097100,Salle polyvalente,Rue du Parc des sports,56690,Landévant,3,salle peu équipée,Non,Non,Oui,,,www.landevant.fr,Commune,Commune,800,240,1420 pour l'ensemble du bâtiment,"47,76","-3,12581",Salle et scène inaccessible aux personnes à mobilité réduite,"3,20m"
2013,56098,C_56098100,Espace Jean Vilar,Place Delaune,56600,Lanester,6,salle de spectacle,Oui,Oui,Oui,"1 loge à l'étage au-dessus de la scène avec douche, WC et lavabo",1 régie en fond de scène,www.lanester.com,Commune,Commune,400,188,nc,"47,77","-3,35333",Salle et scène accessibles aux personnes à mobilité réduite,
2013,56098,C_56098101,Théâtre des 2 Rivières,Rue Jean-Paul Sartre,56600,Lanester,6,salle de spectacle,Non,Non,Oui,"2 loges avec douche, WC et lavabo, scène côté jardin",1 régie vitrée en fond de salle,www.compagniedelembarcadere.com ,Lycée Jean Macé (Région) & Commune,Lycée & Compagnie de l'Embarcadère,non,206,nc,"47,76","-3,34352",Salle accessible aux personnes à mobilité réduite,"6,30m"
2013,56098,C_56098102,Théâtre en plein air - Kerhervy,Kerhervy,56600,Lanester,3,salle peu équipée,Non,Non,Oui,Les loges sont construites lors du festival de Kerhervy,,www.lanester.com,Commune,Commune,non,350,nc,"47,77","-3,30084",Salle et scène accessibles aux personnes à mobilité réduite,
2013,56100,C_56100100,La Grande Boutique,3 rue des Milad,56630,Langonnet,4,salle de spectacle multifonctions,Oui,Oui,Oui,"1 petite loge avec douche, WC, lavabo, accès scène côté cour.",,www.lagrandeboutique.fr,Bertrand Dupont et Cécile Borne,Association La Grande Boutique,100,80,nc,"48,1","-3,49393",Salle accessible aux personnes à mobilité réduite,"2,80m"
2013,56100,C_56100101,Salle des fêtes,Route de Saint-Maur,56630,Langonnet,2,salle peu équipée,Non,Non,Oui,,,www.langonnet.fr,Commune,Commune,300,300,nc,"48,1","-3,49082",Salle accessible aux personnes à mobilité réduite,"3,60m"
2013,56101,C_56101100,"Auditorium Martine Millet, Espace des Médias et des Arts",12 Ter Rue Jean Moulin,56440,Languidic,5,salle de spectacle multifonctions,Non,Non,Oui,1 loge sans point d'eau,"1 régie en fond de salle, sans vitre mais accès devant la dernière rangée de sièges",www.languidic.fr,Commune,Commune,non,120,426 pour l'ensemble du bâtiment,"47,83","-3,15916",Salle et scène accessibles aux personnes à mobilité réduite,"5,00m"
2013,56101,C_56101101,Salle polyvalente Jo Huitel,Rue Anne de Bretagne,56440,Languidic,5,salle de spectacle multifonctions,Non,Non,Oui,,1 régie en fond de salle,www.languidic.fr,Commune,Commune,755,nc,765 pour l'ensemble du bâtiment,"47,83","-3,1559",Salle accessible aux personnes à mobilité réduite,"1,65m"
2013,56102,C_56102100,Salle Saint-Hubert,Rue de la Poste,56120,Lanouée,3,salle peu équipée,Non,Non,Oui,1 loge qui sert aussi de local rangement,,www.lanouee.fr,Commune,Commune,non,188,nc,48,"-2,581691",Salle et scène inaccessibles aux personnes à mobilité réduite,"5,40m"
2013,56102,C_56102101,Salle socioculturelle,Route de Trénédo,56120,Lanouée,3,salle peu équipée,Non,Non,Oui,,,www.lanouee.fr,Commune,Commune,460,1200,nc,48,"-2,57988",Salle accessible aux personnes à mobilité réduite,"2,35m"
2013,56103,C_56103100,Salle polyvalente,Rue des Forgerons,56120,Lantillac,1,salle non équipée,Non,Non,Oui,,,,Commune,Commune,250,160,260,"47,96","-2,654035",Salle accessible aux personnes à mobilité réduite,"2,50m"
2013,56104,C_56104100,Restaurant municipal,Le Bourg,56240,Lanvaudan,0,salle non équipée,Non,Non,Non,,,www.cc-plouay.fr,Commune,Commune,nc,nc,nc,"47,9","-3,26197",Salle accessible aux personnes à mobilité réduite,"2,30m"
2013,56104,C_56104101,Salle polyvalente,Rue Jean-Marie Pichon,56240,Lanvaudan,0,salle non équipée,Non,Non,Non,,,www.cc-plouay.fr,Commune,Commune,50,50,nc,"47,9","-3,26208",Salle accessible aux personnes à mobilité réduite,"2,60m"
2013,56105,C_56105100,Salle municipale,14 rue de la Mairie,56320,Lanvénégen,1,salle non équipée,Non,Non,Oui,,,,Commune,Commune,240,230,253,48,"-3,54008",Salle accessible aux personnes à mobilité réduite,"2,65m"
2013,56106,C_56106100,Le Cairn,Rue de Pen Lannic,56870,Larmor-Baden,6,salle de spectacle,Non,Non,Oui,"1 loge avec douche, WC et accès sur scène et l'extérieur",1 régie ouverte en fond de salle,www.larmorbaden.com,Commune,Commune,170,120,175,"47,58","-2,89489",Salle et scène accessibles aux personnes à mobilité réduite,"4,85m"
2013,56107,C_56107100,Salle des fêtes,Place Notre-Dame,56260,Larmor-Plage,4,salle de spectacle multifonctions,Non,Non,Oui,"1 loge avec WC et douche, accès direct sur l'extérieur. Accès à la scène par côté cour ",,www.larmor-plage.com,Commune,Commune,372,160,nc,"47,71","-3,38145",Salle accessible aux personnes à mobilité réduite,"2,85m"
2013,56109,C_56109100,Le Cube,Rue du Pré Fleuri,56190,Lauzach,3,salle peu équipée,Non,Non,Oui,,,,Commune,Commune,890,296,900,"47,61","-2,54195",Salle accessible aux personnes à mobilité réduite,"4,00m"
2013,56111,C_56111100,Salle polyvalente,Rue du Rodoué,56220,Limerzel,3,salle peu équipée,Non,Non,Oui,"1 loge possible dans un local qui se trouve à jardin, avec accès direct aux toilettes. Ce local sert de loge pour Festi'Mômes",,www.limerzel.fr,Commune,Commune,320,300,334,"47,64","-2,35167",Salle accessible aux personnes à mobilité réduite,"3,15m"
2013,56112,C_56112100,Salle socioculturelle,Rue du Stade,56460,Lizio,4,salle de spectacle multifonctions,Non,Non,Oui,,,www.lizio.fr,Commune,Commune,355,240,365,"47,87","-2,52282",Salle accessible aux personnes à mobilité réduite,"2,90m "
2013,56114,C_56114100,Salle de Lann Ivrec,Borvran,56360,Locmaria,0,salle non équipée,Non,Non,Non,,,www.locmaria-belle-ile.com,Commune,Commune,190,145,nc,"47,29","-3,0903",Salle non accessible aux personnes à mobilité réduite,"2,47m"
2013,56115,C_56115100,Maison des associations,Route de Pont Loho,56390,Locmaria-Grand-Champ,0,salle non équipée,Non,Non,Non,,,www.locmariagrandchamp.fr,Commune,Commune,120,120,nc,"47,76","-2,78717",Salle accessible aux personnes à mobilité réduite,"6,30m"
2013,56116,C_56116100,Salle de Locmariaquer,,56740,Locmariaquer,1,salle non équipée,Non,Non,,,,,Commune,Commune,nc,nc,nc,"47,57","-2,9451886",,
2013,56118,C_56118100,Salle Artimon,Place Jean Jaurès,56570,Locmiquélic,5,salle de spectacle multifonctions,Non,Non,Oui,"1 loge côté jardin avec WC, douche et lavabo. Petit espace peu équipé.",,www.ville-locmiquelic.fr,Commune,Commune,350,200,nc,"47,73","-3,34451",Salle accessible aux personnes à mobilité réduite,
2013,56118,C_56118101,Salle des fêtes,50 rue des Lavoirs,56570,Locmiquélic,1,salle non équipée,Non,Non,Oui,,,www.ville-locmiquelic.fr,Commune,Commune,300,250,nc,"47,73","-3,34162",Salle accessible aux personnes à mobilité réduite,"5,50m"
2013,56119,C_56119100,Salle Emeraude,Route de Locoal-Mendon,56550,Locoal-Mendon,6,salle de spectacle,Non,Oui,Oui,"1 loge avec sanitaires, accès à cour et à jardin",1 régie suspendue,www.locoal-mendon.fr,Commune,Commune,1130,600,1138 pour l'ensemble du bâtiment,"47,71","-3,11064",Salle accessible aux personnes à mobilité réduite,"5,30m"
2013,56120,C_56120100,Salle polyvalente,Route de Bignan,56390,Locqueltas,2,salle peu équipée,Non,Non,Oui,,,www.locqueltas.fr,Commune,Commune,400,300,nc,"47,76","-2,76857",Salle accessible aux personnes à mobilité réduite,"2,40m"
2013,56121,C_56121100,Auditorium de l'Ecole de Musique et Danse,7 rue Armand Guillemot,56100,Lorient,5,salle de spectacle multifonctions,Non,Oui,Oui,,1 régie en fond de salle,www.emdl.lorient.fr,Commune,Commune,non,170,640 pour l'ensemble du bâtiment,"47,74","-3,38852",Salle accessible aux personnes à mobilité réduite,"2,10m"
2013,56121,C_56121101,Espace Cosmao Dumanoir,84 boulevard Cosmao Dumanoir,56100,Lorient,6,salle de spectacle,Non,Oui,Oui,3 loges avec douche avec accès à la scène par jardin,1 régie en fond de salle,www.lorient.fr,Commune,Commune,1900,800,2210 pour l'ensemble du bâtiment,"47,75","-3,37379",Salle et scène inaccessibles aux personnes à mobilité réduite,"7,00m"
2013,56121,C_56121102,La Balise,2 rue Eugène Varlin,56100,Lorient,4,salle de spectacle multifonctions,Non,Non,Oui,"1 loge avec sanitaire, accès à la scène côté jardin",,www.lorient.fr,Commune,Commune,250,110,651 pour l'ensemble du bâtiment,"47,74","-3,39396",Salle et scène accessibles aux personnes à mobilité réduite,"5,50m"
2013,56121,C_56121103,Le City,3 rue Roger Salengro,56100,Lorient,6,salle de spectacle,Non,Oui,Oui,"1 loge avec miroir, sans sanitaires. Accès en fond de scène",1 régie en cours de travaux,www.lorient.fr,Commune,Association Plateau en toute liberté,non,130,nc,"47,76","-3,38712",Salle accessible aux personnes à mobilité réduite,"3,70m"
2013,56121,C_56121104,Le Manège,"Cité Allende, 12 rue Colbert",56100,Lorient,6,salle de spectacle,Oui,Oui,Oui,2 loges avec des sanitaires attenants avec accès direct côté cour à la scène ,1 régie en salle,www.mapl.biz,Commune,Association MAPL,350,0,350,"47,75","-3,35932",Salle accessible aux personnes à mobilité réduite,"5,50m"
2013,56121,C_56121105,Le Scenith,2 rue Georges Bizet,56100,Lorient,5,salle de spectacle multifonctions,Non,Non,Oui,2 loges avec accès à la scène côté cour,1 régie en fond de salle,www.lorient.fr,Commune,Commune,non,62,100 pour l'ensemble du bâtiment,"47,76","-3,37496",Salle accessible aux personnes à mobilité réduite,"2,60m"
2013,56121,C_56121106,Plateau des 4 Vents,2 rue du Professeur Mazé,56100,Lorient,6,salle de spectacle,Non,Oui,Oui,"1 loge avec douche, accès en",1 régie en fond de salle,www.lorient.fr,Commune,Commune,non,254,574 pour l'ensemble du bâtiment,"47,75","-3,37106",Salle accessible aux personnes à mobilité réduite,"7,00m"
2013,56121,C_56121107,Théâtre de la Chimère,"Cité Allende, 12 rue Colbert",56100,Lorient,6,salle de spectacle,Oui,Oui,Oui,1 loge sans sanitaires.,1 régie en fond de salle,http://theatredelachimere.pagesperso-orange.fr/accueil.htm,Commune,Association La Petite Chimère,non,70,nc,"47,75","-3,35966",Salle et scène accessibles aux personnes à mobilité réduite,"3,30m"
2013,56121,C_56121108,Théâtre de Lorient - CDDB,11 rue Claire Droneau,56100,Lorient,6,salle de spectacle,Oui,Oui,Oui,5 loges à l'étage dont 1 qui peut servir de buanderie. Accès en fond de scène,2 régies (1 fixe et 1 modulable en salle),www.letheatredelorient.fr,Le Clergé a signé un bail emphytéotique avec la Mairie de Lorient,Mise à disposition par la Mairie de Lorient au CDDB,338,278,nc,"47,74","-3,37441",Salle et scène accessibles aux personnes à mobilité réduite,"8,50m"
2013,56121,C_56121109,Théâtre de Lorient - Le Grand Théâtre,Place de l'Hôtel de Ville,56100,Lorient,6,salle de spectacle,Oui,Oui,Oui,"6 loges à l'étage avec sanitaires, douches, miroir. Accès en fond de scène. ",2 régies (1 fixe sous le balcon et 1 modulable en salle),www.letheatredelorient.fr,Commune,Commune,non,1034,2192 pour l'ensemble du bâtiment,"47,75","-3,36886",Salle et scène accessibles aux personnes à mobilité réduite,"16,70m"
2013,56121,C_56121110,Théâtre de Lorient - Le Studio,Place de l'Hôtel de Ville,56100,Lorient,5,salle de spectacle multifonctions,Oui,Oui,Oui,"6 loges à l'étage avec sanitaires, douches, miroir. Accès en fond de scène. ",1 régie mobile en fond de salle,www.letheatredelorient.fr,Commune,Commune,nc,150,2192 pour l'ensemble du bâtiment,"47,75","-3,36886",Salle et scène accessibles aux personnes à mobilité réduite,"6,90m"
2013,56124,C_56124100,Centre culturel le Pass'Temps,Rue Sainte-Anne,56140,Malestroit,1,salle non équipée,Non,Non,Non,,,www.malestroit.fr,Commune,Commune,190,33,nc,"47,81","-2,38291",Salle accessible aux personnes à mobilité réduite,"2,50m"
2013,56124,C_56124101,Salle des fêtes,Place Jacques Bonsergent,56140,Malestroit,4,salle de spectacle multifonctions,Non,Non,Oui,,,www.malestroit.fr,Commune,Commune,890,300,900,"47,81","-2,37841",Salle accessible aux personnes à mobilité réduite,"3,25m"
2013,56125,C_56125100,Salle multifonctions,Rue Saint-Néo,56300,Malguénac,1,salle non équipée,Non,Non,Oui,,,www.malguenac.fr,Commune,Commune,600,200,1056 pour l'ensemble du bâtiment,"48,08","-3,04928",Salle accessible aux personnes à mobilité réduite,"7,10m"
2013,56125,C_56125101,Salle polyvalente,Rue du Château d'eau,56300,Malguénac,2,salle peu équipée,Non,Non,Oui,,,www.malguenac.fr,Commune,Commune,600,200,nc,"48,08","-3,05265",Salle accessible aux personnes à mobilité réduite,"2,65m"
2013,56126,C_56126100,Salle polyvalente,Rue de la Gare,56130,Marzan,2,salle peu équipée,Non,Non,Oui,,,,Commune,Commune,395,216,652 pour l'ensemble du bâtiment,"47,54","-2,32432",Salle accessible aux personnes à mobilité réduite,"2,70m"
2013,56127,C_56127100,Centre culturel Morono?,Allée de Newmarket,56430,Mauron,6,salle de spectacle,Oui,Oui,Oui,"1 loge avec sanitaire, accès par le fond de scène",1 régie suspendue,,Commune,Commune,1200,738,937,"48,09","-2,28425",Salle accessible aux personnes à mobilité réduite,"6,00m"
2013,56128,C_56128100,Salle polyvalente,Rue St Ravalain,56310,Melrand,2,salle peu équipée,Non,Non,Oui,,,www.melrand.fr,Commune,Commune,300,300,300,"47,98","-3,10002",Salle accessible aux personnes à mobilité réduite,"2,55m"
2013,56129,C_56129100,Foyer municipal,Le Tertre Merot,56490,Ménéac,5,salle de spectacle multifonctions,Non,Non,Oui,2 loges à cour et à jardin ,,,Commune,Commune,280,230,280,"48,14","-2,45287",Salle accessible aux personnes à mobilité réduite,"2,60m"
2013,56130,C_56130100,Salle Xavier Grall,25 rue de la Mairie,56700,Merlevenez,1,salle non équipée,Non,Non,Oui,,,,Commune,Commune,380,350,nc,"47,74","-3,23036",Salle accessible aux personnes à mobilité réduite,"3,40m"
2013,56131,C_56131100,Salle communale,36 rue Joseph Le Gallo,56320,Meslan,3,salle peu équipée,Non,Non,Oui,,,www.meslan.fr,Commune,Commune,186,140,290,"47,99","-3,43096",Salle accessible aux personnes à mobilité réduite,"2,40m"
2013,56131,C_56131101,Salle des fêtes,Rue de la Fontaine,56320,Meslan,4,salle de spectacle multifonctions,Non,Non,Oui,1 loge côté cour avec lavabo et miroir,,www.meslan.fr,Commune,Commune,190,190,363,"47,99","-3,43399",Salle et scène accessibles aux personnes à mobilité réduite,"2,45m"
2013,56132,C_56132100,Le Triskell,Rue du Stade,56890,Meucon,1,salle non équipée,Non,Non,Non,,,www.meucon.fr,Commune,Commune,1000,400,nc,"47,71698","-2,76408",Salle accessible aux personnes à mobilité réduite,"3,00m"
2013,56133,C_56133100,Salle polyvalente,Le Bourg,56140,Missiriac,5,salle de spectacle multifonctions,Non,Non,Oui,1 loge avec sanitaires,,,Commune,Commune,263,200,nc,"47,84","-2,35078",Salle accessible aux personnes à mobilité réduite,"3,60m"
2013,56134,C_56134100,Salle des fêtes,Le Bourg,56490,Mohon,1,salle non équipée,Non,Non,Oui,,,www.mohon.fr,Commune,Commune,276,276,562 pour l'ensemble du bâtiment,"48,05","-2,52494",Salle accessible aux personnes à mobilité réduite,"6,00m"
2013,56135,C_56135100,Salle polyvalente,Rue Saint-Pierre,56230,Molac,3,salle peu équipée,Non,Non,Oui,1 loge possible dans une salle côté jardin,,,Commune,Commune,260,260,260,"47,73","-2,4375",Salle accessible aux personnes à mobilité réduite,"2,45m"
2013,56136,C_56136100,Salle du Chaperon Rouge,Rue du chaperon rouge,56380,Monteneuf,3,salle peu équipée,Non,Non,Oui,2 loges,,www.site-officiel-de-monteneuf.fr,Commune,Commune,350,300,385,"47,88","-2,2884",Salle accessible aux personnes à mobilité réduite,"3,20m"
2013,56137,C_56137100,Salle des fêtes,Rue des Vénètes,56250,Monterblanc,3,salle peu équipée,Non,Non,Oui,"2 petits locaux à jardin, avec WC, pourraient servir de loge individuelle. ",,www.monterblanc.fr,Commune,Commune,500,300,nc,"47,74","-2,67876",Salle accessible aux personnes à mobilité réduite.,"2,75m"
2013,56138,C_56138100,Salle polyvalente,2 rue de la Mairie,56800,Monterrein,2,salle peu équipée,Non,Non,Oui,1 vestiaire avec point d'eau en fond de salle,,,Commune,Commune,180,160,192,"47,88","-2,35871",Salle accessible aux personnes à mobilité réduite,"3,30m"
2013,56139,C_56139100,"Salle des fêtes ""Entre nous""",2 rue des forges,56800,Montertelot,1,salle non équipée,Non,Non,Oui,,,,Commune,Commune,100,100,107,"47,88","-2,422425",Salle accessible aux personnes à mobilité réduite,"2,30m"
