Code,communes 2016,part des résidences principales - 2008,nb rés. principales construites avant 2004 - 2008,nb rés. principales construites avant 1949 - 2008,nb rés. princ. construites de 1949 à 1974 - 2008,nb rés. princ. construites de 1975 à 1989 - 2008,nb rés. princ. construites de 1990 à 2003 - 2008,part rés. princ. construites avant 2004 - 2008,part rés. princ. construites avant 1949 - 2008,part rés. princ. construites de 1949 à 1974 - 2008,part rés. princ. construites de 1975 à 1989 - 2008,part rés. princ. construites de 1990 à 2003 - 2008
83019,BORMES-LES-MIMOSAS,"33,9",3202,396,741,1074,991,"96,5","11,9","22,3","32,4","29,9"
83020,LE BOURGUET,"33,4","16,32","11,52",0,"4,8",0,"94,4","66,7",0,"27,8",0
83021,BRAS,"68,4","835,613861","285,125","97,864686","172,204208","280,419967","91,7","31,3","10,7","18,9","30,8"
83022,BRENON,"36,6","9,36","1,04","6,24","1,04","1,04",90,10,60,10,10
83023,BRIGNOLES,"86,9","6086,111427","1594,874223","1862,628041","1225,265083","1403,34408","94,4","24,7","28,9",19,"21,8"
83025,BRUE-AURIAC,"77,1","446,169421","131,452066","30,704132","117,059504","166,953719","92,8","27,3","6,4","24,4","34,7"
83026,CABASSE,"75,1",663,260,57,193,153,"90,5","35,5","7,8","26,3","20,9"
83027,LA CADIERE-D'AZUR,"75,6",2089,637,322,462,668,"96,5","29,4","14,9","21,3","30,9"
83028,CALLAS,"65,1","731,365579","278,795161","107,081394","202,040366","143,44866","96,8","36,9","14,2","26,7",19
83029,CALLIAN,"70,8","1187,479027","314,743736","235,263092","302,321011","335,151188","98,5","26,1","19,5","25,1","27,8"
83030,CAMPS-LA-SOURCE,"78,4","611,085297","204,59618","101,909285","160,159","144,420833","91,3","30,6","15,2","23,9","21,6"
83031,LE CANNET-DES-MAURES,"87,5","1533,371472","223,417137","296,870593","577,558704","435,525038","96,6","14,1","18,7","36,4","27,4"
83032,CARCES,"74,7","1275,031419","488,777986","221,910945","291,736371","272,606117","89,3","34,2","15,5","20,4","19,1"
83033,CARNOULES,"86,5","1269,817983","421,792047","209,967218","382,174632","255,884086","98,4","32,7","16,3","29,6","19,8"
83034,CARQUEIRANNE,72,4387,461,1258,1558,1110,"95,8","10,1","27,5",34,"24,2"
83035,LE CASTELLET,"61,7","1830,346551","440,634589","260,104602","547,298484","582,308878","98,1","23,6","13,9","29,3","31,2"
83036,CAVALAIRE-SUR-MER,"28,7",3129,148,918,1240,823,"98,7","4,7",29,"39,1",26
83037,LA CELLE,"86,8","503,892348","103,256629","108,41946","166,243172","125,973087","99,4","20,4","21,4","32,8","24,8"
83038,CHATEAUDOUBLE,"67,3","199,277419","122,787097","25,16129","28,180645","23,148387","94,3","58,1","11,9","13,3",11
83039,CHATEAUVERT,"57,1","43,59712","18,95527","7,582108","7,582108","9,477635","76,7","33,3","13,3","13,3","16,7"
83040,CHATEAUVIEUX,"45,1","32,09589","9,726027","3,890411","11,671233","6,808219",100,"30,3","12,1","36,4","21,2"
83041,CLAVIERS,"47,5","297,69802","122,212871","47,00495","98,188119","30,292079","95,6","39,3","15,1","31,5","9,7"
83042,COGOLIN,"62,3","4681,003458","632,865236","1092,767546","1786,619553","1168,751123","96,9","13,1","22,6",37,"24,2"
83043,COLLOBRIERES,"62,3","683,394253","318,852511","78,741016","162,342589","123,458137","91,4","42,7","10,5","21,7","16,5"
83044,COMPS-SUR-ARTUBY,"51,7","155,833078","97,895139","14,98395","29,9679","12,98609","97,5","61,3","9,4","18,8","8,1"
83045,CORRENS,"63,9","350,557377","207,737705","21,972257","53,931904","66,915511","97,2","57,6","6,1",15,"18,6"
83046,COTIGNAC,53,"945,072365","381,954249","99,960355","232,96267","230,195091","96,6","39,1","10,2","23,8","23,5"
83047,LA CRAU,"93,5","6204,87091","1058,600504","866,248263","2137,188085","2142,834057",97,"16,6","13,5","33,4","33,5"
83048,LA CROIX-VALMER,"25,8","1353,865433","107,780217","383,26416","599,684469","263,136587","90,5","7,2","25,6","40,1","17,6"
83049,CUERS,"89,6",3733,1068,863,963,839,"94,4",27,"21,8","24,4","21,2"
83050,DRAGUIGNAN,"89,4","15402,59305","3179,381426","4391,642571","4722,03633","3109,532727",97,20,"27,6","29,7","19,6"
83051,ENTRECASTEAUX,"54,9","447,439961","199,195866","54,05315","114,112205","80,07874","98,5","43,8","11,9","25,1","17,6"
83052,ESPARRON,"51,6","111,210863","64,194888","24,412141","16,27476","6,329073","88,5","51,1","19,4","12,9",5
83053,EVENOS,"85,7","840,2792","208,059563","106,542578","263,341089","262,33597","97,7","24,2","12,4","30,6","30,5"
83054,LA FARLEDE,"93,5","2805,197025","435,221323","599,844967","1275,160624","494,970111","92,4","14,3","19,8",42,"16,3"
83055,FAYENCE,66,"2079,695307","448,400256","395,864874","720,085221","515,344955","97,3",21,"18,5","33,7","24,1"
83056,FIGANIERES,"77,5",915,190,137,353,235,"94,5","19,6","14,2","36,5","24,3"
83057,FLASSANS-SUR-ISSOLE,"77,6","1080,766988","384,033839","61,562677","233,547297","401,623175","92,3","32,8","5,3","19,9","34,3"
83058,FLAYOSC,"76,4","1795,217136","486,973517","337,73514","549,323175","421,185303","96,4","26,2","18,1","29,5","22,6"
83059,FORCALQUEIRET,"78,4","856,71898","93,653752","107,488965","369,293771","286,282491","97,1","10,6","12,2","41,9","32,4"
83060,FOX-AMPHOUX,62,"184,250602","86,4","20,819277","51,007229","26,024096","98,3","46,1","11,1","27,2","13,9"
83061,FREJUS,"61,2","23436,56633","1720,260898","8379,546377","7803,672208","5533,08685",98,"7,2","35,1","32,6","23,1"
83062,LA GARDE,"93,4","10668,13351","870,221698","3500,8898","3895,583283","2401,438728","96,3","7,9","31,6","35,2","21,7"
83063,LA GARDE-FREINET,"44,7","788,316151","413,993127","109,85567","128,164948","136,302405","93,7","49,2","13,1","15,2","16,2"
83064,GAREOULT,"85,5",2102,241,181,923,757,"96,6","11,1","8,3","42,4","34,8"
83065,GASSIN,"33,8","1246,434279","134,559499","293,400412","489,675171","328,799197","96,1","10,4","22,6","37,8","25,4"
83066,GINASSERVIS,"76,1","583,269175","194,075253","111,645441","149,208394","128,340087","99,5","33,1",19,"25,4","21,9"
83067,GONFARON,"80,7","1428,121219","560,734712","200,540539","270,632378","396,21359","89,6","35,2","12,6",17,"24,9"
83068,GRIMAUD,"24,8","1849,433144","306,466608","486,610265","559,254323","497,101948",97,"16,1","25,5","29,3","26,1"
83069,HYERES,70,"24487,76716","4865,592344","7401,422156","7731,653069","4489,099591","97,8","19,4","29,6","30,9","17,9"
83070,LE LAVANDOU,"26,1","2864,25675","369,342619","1080,222642","965,435857","449,255632","98,9","12,7","37,3","33,3","15,5"
83071,LA LONDE-LES-MAURES,"48,9","4372,858493","481,771981","618,351796","1837,800144","1434,934573","99,2","10,9",14,"41,7","32,6"
83072,LORGUES,"72,5","3826,078079","1055,039389","719,772993","1047,895457","1003,37024","98,6","27,2","18,6",27,"25,9"
83073,LE LUC,86,"3284,819613","784,757263","839,672192","817,874832","842,515326","89,9","21,5",23,"22,4","23,1"
83074,LA MARTRE,"34,5","64,30263","22,454887","11,227443","20,413533","10,206767","96,9","33,8","16,9","30,8","15,4"
83075,LES MAYONS,"74,2","276,28169","101,687011","23,982786","78,663537","71,948357",98,"36,1","8,5","27,9","25,5"
83076,MAZAUGUES,"66,8","287,6804","92,739076","29,33583","94,63171","70,973783","88,9","28,7","9,1","29,2","21,9"
83077,MEOUNES-LES-MONTRIEUX,"77,8",749,229,83,160,277,"97,4","29,8","10,8","20,8",36
83078,MOISSAC-BELLEVUE,"47,2","125,580997","29,068536","20,726635","29,068536","46,71729","93,1","21,5","15,4","21,5","34,6"
83079,LA MOLE,"68,6","325,275275","72,822823","36,896897","126,226226","89,329329",80,"17,9","9,1",31,22
83080,MONS,48,"349,404403","118,136732","26,030127","99,114716","106,122827","91,1","30,8","6,8","25,8","27,7"
83081,MONTAUROUX,"71,4","1890,478126","339,670841","295,255179","483,486907","772,065199","90,9","16,3","14,2","23,2","37,1"
83082,MONTFERRAT,76,"348,10469","123,806045","32,477632","92,358266","99,462748",98,"34,9","9,1",26,28
83083,MONTFORT-SUR-ARGENS,"68,3","433,363897","175,816493","31,361861","96,936661","129,248881","89,9","36,5","6,5","20,1","26,8"
83084,MONTMEYAN,"53,3","248,632075","95,09434","35,660377","62,40566","55,471698","99,6","38,1","14,3",25,"22,2"
83085,LA MOTTE,"71,3","1200,283303","321,378362","138,302281","367,526332","373,076329","98,7","26,4","11,4","30,2","30,7"
83086,LE MUY,"71,8","3532,815197","1012,193903","524,041066","1232,278957","764,301271","97,8",28,"14,5","34,1","21,2"
83087,NANS-LES-PINS,"77,4",1376,299,226,433,418,"96,4",21,"15,8","30,3","29,3"
83088,NEOULES,82,"793,379726","137,296862","101,011263","270,670957","284,400644","86,2","14,9",11,"29,4","30,9"
83089,OLLIERES,"77,4","220,134782","42,606732","25,36115","66,953436","85,213464","96,4","18,7","11,1","29,3","37,3"
83090,OLLIOULES,"86,9","5236,80411","1512,259572","1430,986555","1253,883165","1039,674818",98,"28,3","26,8","23,5","19,5"
83091,PIERREFEU-DU-VAR,90,"1947,431919","541,821541","396,446381","515,328426","493,83557","98,2","27,3",20,26,"24,9"
83092,PIGNANS,"83,3","1172,819024","494,176228","159,223775","284,466866","234,952155","91,8","38,7","12,5","22,3","18,4"
83093,PLAN-D'AUPS-SAINTE-BAUME,"68,7","430,208785","73,839388","93,704779","108,156019","154,508599","92,4","15,9","20,1","23,2","33,2"
83094,LE PLAN-DE-LA-TOUR,"58,2","1100,218958","312,104932","158,01539","302,290311","327,808325",94,"26,7","13,5","25,8",28
83095,PONTEVES,"67,4","298,331839","95,426009","39,174888","94,421525","69,309417","98,7","31,6",13,"31,2","22,9"
83096,POURCIEUX,"84,1","405,620326","139,010547","45,645254","84,028763","136,935762","98,2","33,7","11,1","20,4","33,2"
83097,POURRIERES,"87,1","1651,205896","294,443183","232,868787","557,995898","565,898028","98,2","17,5","13,8","33,2","33,6"
83098,LE PRADET,"79,9","4920,695171","541,704718","1783,591679","1585,309395","1010,089379","98,1","10,8","35,6","31,6","20,1"
83099,PUGET-SUR-ARGENS,"67,1","2610,173168","380,288751","680,427348","1043,044066","506,413003","93,4","13,6","24,4","37,3","18,1"
83100,PUGET-VILLE,"85,4","1442,635248","600,457914","195,166086","342,014442","304,996807","99,2","41,3","13,4","23,5",21
83101,RAMATUELLE,"23,9","1046,023056","221,559534","252,078442","401,547023","170,838057","99,5","21,1",24,"38,2","16,3"
83102,REGUSSE,56,"838,205624","118,253076","48,692443","290,995313","380,264792","96,8","13,7","5,6","33,6","43,9"
83103,LE REVEST-LES-EAUX,"91,2","1379,933977","245,700454","285,814813","419,19506","429,22365","96,6","17,2",20,"29,3",30
83104,RIANS,"75,4","1553,614153","333,636163","224,098989","555,720447","440,158553","94,3","20,2","13,6","33,7","26,7"
83105,RIBOUX,"72,8","14,848485","8,484848","1,060606","2,121212","3,181818","87,5",50,"6,3","12,5","18,7"
83106,ROCBARON,"85,6","1176,596944","59,41425","88,634372","477,262005","551,286316","92,8","4,7",7,"37,6","43,5"
83107,ROQUEBRUNE-SUR-ARGENS,"41,3","4699,243724","740,288031","1104,334576","1778,386014","1076,235104","95,1",15,"22,3",36,"21,8"
83108,LA ROQUEBRUSSANNE,"77,4","784,078628","222,651459","71,977842","222,651459","266,797869","92,7","26,3","8,5","26,3","31,6"
83109,LA ROQUE-ESCLAPON,"39,1",111,31,35,29,16,"95,7","26,7","30,2",25,"13,8"
83110,ROUGIERS,"80,1","565,044935","206,062452","84,594059","137,736481","136,651942","98,3","35,8","14,7",24,"23,8"
83111,SAINTE-ANASTASIE-SUR-ISSOLE,80,693,142,67,265,219,"95,3","19,5","9,2","36,5","30,1"
83112,SAINT-CYR-SUR-MER,"53,1","5017,950194","766,548212","1257,976389","1328,750022","1664,675571","97,1","14,8","24,3","25,7","32,2"
83113,SAINT-JULIEN,"60,6","656,037168","184,627603","135,893413","183,690407","151,825745","87,7","24,7","18,2","24,6","20,3"
83114,SAINT-MARTIN-DE-PALLIERES,"43,6","89,688442","29,246231","20,472362","25,346734","14,623116","98,9","32,3","22,6",28,"16,1"
83115,SAINTE-MAXIME,"39,8","6193,120773","405,644738","1620,738736","2828,558155","1338,179144","96,9","6,3","25,4","44,2","20,9"
83116,SAINT-MAXIMIN-LA-SAINTE-BAUME,"87,3","5157,315518","747,560902","707,91351","2107,524706","1594,316399","96,1","13,9","13,2","39,3","29,7"
83117,SAINT-PAUL-EN-FORET,68,"525,677488","100,039163","61,34477","175,540418","188,753137","89,4",17,"10,4","29,9","32,1"
83118,SAINT-RAPHAEL,"50,6","16054,69314","1570,755895","6069,857636","4818,362343","3595,717264","97,4","9,5","36,8","29,2","21,8"
83119,SAINT-TROPEZ,"41,2","2652,745857","692,810558","1068,631389","681,310842","209,993068","97,3","25,4","39,2",25,"7,7"
83120,SAINT-ZACHARIE,"89,7","1854,821634","580,630545","217,296666","523,735568","533,158854","99,6","31,2","11,7","28,1","28,6"
83121,SALERNES,"76,1","1431,570709","477,527473","267,091638","369,274423","317,677175","92,3","30,8","17,2","23,8","20,5"
83122,LES SALLES-SUR-VERDON,"38,3","104,755407",0,"30,18377","50,935112","23,636526","95,7",0,"27,6","46,5","21,6"
83123,SANARY-SUR-MER,"57,9","8326,364362","1229,173754","2514,391021","2994,177281","1588,622306","98,7","14,6","29,8","35,5","18,8"
83124,SEILLANS,"59,6","1077,743063","302,443831","187,47243","345,377912","242,44889","96,7","27,1","16,8",31,"21,7"
83125,SEILLONS-SOURCE-D'ARGENS,"87,2","775,227273","126,818182",90,"223,977273","334,431818","95,8","15,7","11,1","27,7","41,3"
83126,LA SEYNE-SUR-MER,"81,3","25549,2407","4366,573104","11514,45313","7038,675005","2629,539468","96,7","16,5","43,6","26,6",10
83127,SIGNES,"70,4","1052,51624","321,673551","192,002823","192,249667","346,590199","97,9","29,9","17,9","17,9","32,2"
83128,SILLANS-LA-CASCADE,"55,1","225,509688","60,274479","21,823518","85,215643","58,196049","95,2","25,4","9,2",36,"24,6"
83129,SIX-FOURS-LES-PLAGES,"66,1","15793,02212","1135,575609","5917,721782","5934,926687","2804,798043","97,4",7,"36,5","36,6","17,3"
83130,SOLLIES-PONT,"88,1","4287,253124","1121,444242","551,808582","1664,890195","949,110106","99,6",26,"12,8","38,7",22
83131,SOLLIES-TOUCAS,"86,9",1794,364,282,620,528,"95,6","19,4",15,33,"28,1"
83132,SOLLIES-VILLE,91,"897,549929","184,291606","164,368189","324,751695","224,138439","97,2",20,"17,8","35,2","24,3"
83133,TANNERON,"82,9","571,000029","106,999981","117,000108","220,999961","125,999978",96,18,"19,7","37,1","21,2"
83134,TARADEAU,"75,2","713,677686","117,095632","96,90673","276,587957","223,087367","97,1","15,9","13,2","37,6","30,4"
83135,TAVERNES,"64,4","422,746807","168,533805","45,193423","104,50979","104,50979",85,"33,9","9,1",21,21
83136,LE THORONET,70,"785,908813","174,335644","84,837132","216,288072","310,447965","87,4","19,4","9,4",24,"34,5"
83137,TOULON,"88,5","79062,16295","24900,6691","36539,17668","12410,6881","5211,629073","99,3","31,3","45,9","15,6","6,5"
83138,TOURRETTES,"58,6",1010,207,137,231,435,"91,9","18,8","12,5",21,"39,6"
83139,TOURTOUR,"37,4","236,247878","63,497453","54,159593","85,908319","32,682513","89,7","24,1","20,6","32,6","12,4"
83140,TOURVES,"77,3","1865,752275","594,628717","300,01648","470,421424","500,685654","98,2","31,3","15,8","24,8","26,4"
83141,TRANS-EN-PROVENCE,87,"2200,579964","528,643648","515,064737","637,653816","519,217763","96,9","23,3","22,7","28,1","22,9"
83142,TRIGANCE,"38,9",78,42,12,18,6,"98,7","53,2","15,2","22,8","7,6"
83143,LE VAL,"82,7","1597,665943","346,026648","211,582057","614,938785","425,118453","94,7","20,5","12,5","36,4","25,2"
83144,LA VALETTE-DU-VAR,94,"9737,92349","1264,637583","3656,69886","3295,099396","1521,487651","99,3","12,9","37,3","33,6","15,5"
83145,VARAGES,"67,3",508,213,100,116,79,"98,1","41,1","19,3","22,4","15,3"
83146,LA VERDIERE,"58,8","593,292213","187,875867","75,809561","110,967618","218,639167","96,9","30,7","12,4","18,1","35,7"
83147,VERIGNON,"37,9","8,181818","8,181818",0,0,0,100,100,0,0,0
83148,VIDAUBAN,"78,9","3663,084112","755,828824","413,403837","1093,457944","1400,393507","91,9",19,"10,4","27,4","35,1"
83149,VILLECROZE,"64,1","502,025505","188,890884","86,869604","111,112285","115,152731","98,6","37,1","17,1","21,8","22,6"
83150,VINON-SUR-VERDON,"83,3",1531,312,355,409,455,"94,9","19,3",22,"25,4","28,2"
83151,VINS-SUR-CARAMY,"78,3","309,033843","110,69869","33,209607","81,179039","83,946507","90,1","32,3","9,7","23,7","24,5"
83152,RAYOL-CANADEL-SUR-MER,"22,2","275,570839","49,394773","71,925722","90,990371","63,259972","93,8","16,8","24,5",31,"21,5"
83153,SAINT-MANDRIER-SUR-MER,"50,8","2529,806702","242,820804","799,581476","1320,782616","166,621807","99,1","9,5","31,3","51,7","6,5"
83154,SAINT-ANTONIN-DU-VAR,"61,6",249,73,44,68,64,"92,6","27,1","16,4","25,3","23,8"
84001,ALTHEN-DES-PALUDS,"93,9",852,269,120,173,290,"92,4","29,2",13,"18,8","31,5"
84002,ANSOUIS,"73,2","402,197333","143,923556","65,061333","87,734222","105,478222","92,7","33,2",15,"20,2","24,3"
84003,APT,"81,6","4903,967","1679,967662","2058,505941","823,783473","341,709923","98,4","33,7","41,3","16,5","6,9"
84004,AUBIGNAN,"90,3","1691,269742","463,82975","299,780491","406,217213","521,442288",89,"24,4","15,8","21,4","27,5"
84005,AUREL,"48,5","85,065217","38,576087","16,815217","15,826087","13,847826","93,5","42,4","18,5","17,4","15,2"
84006,AURIBEAU,"57,1",31,12,11,6,2,"96,9","37,5","34,4","18,8","6,3"
84007,AVIGNON,"86,1","41368,56019","11280,30499","16045,74756","8867,71435","5174,793297","98,6","26,9","38,3","21,1","12,3"
84008,LE BARROUX,"57,6","237,215657","96,899245","26,246236","51,483","62,587177","97,9",40,"10,8","21,3","25,8"
84009,LA BASTIDE-DES-JOURDANS,"77,1","515,704079","166,322411","93,098708","124,480295","131,802665","96,3","31,1","17,4","23,2","24,6"
84010,LA BASTIDONNE,"82,7","274,498032","54,296314","58,318263","88,482882","73,400573","94,5","18,7","20,1","30,4","25,3"
84011,LE BEAUCET,"74,8","150,853994","45,867769","18,347107","49,944904","36,694215","96,1","29,2","11,7","31,8","23,4"
84012,BEAUMES-DE-VENISE,"77,2","896,229761","384,529134","155,77784","218,877725","137,045062","92,1","39,5",16,"22,5","14,1"
84013,BEAUMETTES,"76,6","77,140606","30,626302","10,73407","26,835175","8,945058","81,9","32,5","11,4","28,5","9,5"
84014,BEAUMONT-DE-PERTUIS,"71,8","416,811654","192,069979","89,104629","69,3036","66,333446","96,1","44,3","20,5",16,"15,3"
84015,BEAUMONT-DU-VENTOUX,"44,3","142,881029","60,051447","23,813505","41,414791","17,601286","97,2","40,8","16,2","28,2",12
84016,BEDARRIDES,"93,7","2057,788256","541,837759","664,348871","585,662872","265,938753","97,2","25,6","31,4","27,7","12,6"
84017,BEDOIN,"60,8","1264,209832","404,402747","233,600555","283,657817","342,548713","93,5","29,9","17,3",21,"25,3"
84018,BLAUVAC,"64,7",173,78,20,30,45,"93,5","42,2","10,8","16,2","24,3"
84019,BOLLENE,"87,8","5483,585545","1198,773547","2269,952124","1355,203547","659,656326","97,4","21,3","40,3","24,1","11,7"
84020,BONNIEUX,"53,1","637,398876","332,123596","100,432584","103,41573","101,426966","95,8","49,9","15,1","15,5","15,2"
84021,BRANTES,"36,4","35,875","23,575","2,05","5,125","5,125","94,6","62,2","5,4","13,5","13,5"
84022,BUISSON,"66,3","128,18705","57,57554","13,035971","22,81295","34,76259","94,4","42,4","9,6","16,8","25,6"
84023,BUOUX,"63,9","52,965517","23,172414","2,206897","11,034483","16,551724","92,3","40,4","3,8","19,2","28,8"
84024,CABRIERES-D'AIGUES,"77,7","316,123662","137,488704","40,142687","47,167658","91,324614","89,5","38,9","11,4","13,4","25,9"
84025,CABRIERES-D'AVIGNON,"77,6","726,702991","135,824025","108,755519","195,959853","286,163594","95,6","17,9","14,3","25,8","37,7"
84026,CADENET,"81,2","1621,523114","658,236508","316,87228","368,202666","278,21166","97,7","39,7","19,1","22,2","16,8"
84027,CADEROUSSE,"91,7","1074,796781","601,640843","83,993144","210,033492","179,129302","98,6","55,2","7,7","19,3","16,4"
84028,CAIRANNE,"74,7","335,660224","141,330621","61,367243","63,226857","69,735504","86,6","36,5","15,8","16,3",18
84029,CAMARET-SUR-AIGUES,"90,7","1640,448348","411,697854","279,276378","368,552361","580,921756","99,1","24,9","16,9","22,3","35,1"
84030,CAROMB,"80,5","1320,620027","381,293506","220,055064","381,556025","337,715432","98,4","28,4","16,4","28,4","25,2"
84031,CARPENTRAS,"87,4","11712,09385","3413,275156","4180,84501","2277,799537","1840,174149",95,"27,7","33,9","18,5","14,9"
84032,CASENEUVE,59,"173,617185","58,8877","32,489766","38,581597","43,658123","94,5",32,"17,7",21,"23,8"
84033,CASTELLET,"56,8","47,517241","29,241379","3,655172","8,224138","6,396552","86,7","53,3","6,7",15,"11,7"
84034,CAUMONT-SUR-DURANCE,"93,6","1717,75","368,584635","276,190104","652,729167","420,246094","93,2",20,15,"35,4","22,8"
84035,CAVAILLON,"90,1","10881,61208","2710,755802","4245,799521","2565,285064","1359,771697","99,1","24,7","38,7","23,4","12,4"
84036,CHATEAUNEUF-DE-GADAGNE,92,"1294,700725","325,56525","288,590814","364,258244","316,286417","99,3",25,"22,1","27,9","24,3"
84037,CHATEAUNEUF-DU-PAPE,"85,6",875,347,240,173,115,"97,8","38,8","26,8","19,3","12,8"
84038,CHEVAL-BLANC,"90,4","1544,314896","443,594118","234,840075","407,710567","458,170136","97,4",28,"14,8","25,7","28,9"
84039,COURTHEZON,"91,5",2057,850,437,447,323,"96,2","39,7","20,4","20,9","15,1"
84040,CRESTET,63,"197,41649","75,158562","35,073996","31,065539","56,118393","97,5","37,1","17,3","15,3","27,7"
84041,CRILLON-LE-BRAVE,"62,3","186,380184","41,06682","23,165899","70,550691","51,596774","98,3","21,7","12,2","37,2","27,2"
84042,CUCURON,"74,3","758,549102","347,545883","104,75989","169,239734","137,003595","98,2",45,"13,6","21,9","17,7"
84043,ENTRAIGUES-SUR-LA-SORGUE,"94,7","2827,334438","565,466888","782,954152","689,039197","789,874201","91,1","18,2","25,2","22,2","25,4"
84044,ENTRECHAUX,"69,4","431,706349","204,809524","64,253968","83,329365","79,313492","97,1",46,"14,4","18,7","17,8"
84045,FAUCON,"60,6",171,44,23,58,46,"97,7","25,1","13,1","33,1","26,3"
84046,FLASSAN,"66,9","177,445545","73,425743","27,534653","36,712871","39,772277","99,4","41,1","15,4","20,6","22,3"
84047,GARGAS,"85,8","1227,819046","150,195736","174,584911","667,626934","235,411465","99,4","12,2","14,1","54,1","19,1"
84048,GIGNAC,"53,6","28,321429","17,428571","3,267857","4,357143","3,267857","86,7","53,3",10,"13,3",10
84049,GIGONDAS,"65,2","247,627907","124,837209","46,046512",44,"32,744186",98,"49,4","18,2","17,4",13
84050,GORDES,"52,3",905,275,156,258,216,"95,9","29,1","16,5","27,3","22,9"
84051,GOULT,"65,1","516,180441","209,393952","60,383372","130,505998","115,897118","98,9","40,1","11,6",25,"22,2"
84052,GRAMBOIS,"72,1","479,420163","124,890967","113,811929","167,192746","73,524521","97,3","25,4","23,1","33,9","14,9"
84053,GRILLON,"85,5",677,167,142,237,131,"95,5","23,6",20,"33,4","18,5"
84054,L'ISLE-SUR-LA-SORGUE,"88,9","8247,803943","1847,151431","2037,700922","2474,62879","1888,3228","96,7","21,7","23,9",29,"22,1"
84055,JONQUERETTES,"94,4","452,279823","42,985272","85,036082","208,385125","115,873343","90,3","8,6",17,"41,6","23,1"
84056,JONQUIERES,"92,8","1741,921953","596,568511","423,432602","369,888958","352,031882","99,8","34,2","24,3","21,2","20,2"
84057,JOUCAS,"49,8",142,28,26,42,46,"95,9","18,9","17,6","28,4","31,1"
84058,LACOSTE,"53,9","189,18578","65,972477","30,075688","45,598624","47,538991","95,1","33,2","15,1","22,9","23,9"
84059,LAFARE,"71,2","50,980392","17,333333","12,235294","10,196078","11,215686",100,34,24,20,22
84060,LAGARDE-D'APT,"59,8","11,675676","8,756757","1,945946","0,972973",0,"85,7","64,3","14,3","7,1",0
84061,LAGARDE-PAREOL,"79,1","108,75","30,9375","15,9375","47,8125","14,0625","91,3",26,"13,4","40,2","11,8"
84062,LAGNES,"85,6","678,620439","261,941421","90,010759","180,021517","146,646742","95,2","36,7","12,6","25,2","20,6"
84063,LAMOTTE-DU-RHONE,"89,2",159,104,20,19,16,"95,8","62,7",12,"11,4","9,6"
84064,LAPALUD,"90,5","1267,098635","368,878787","347,668257","362,423409","188,128182","91,6","26,7","25,1","26,2","13,6"
84065,LAURIS,"77,6","1281,273284","387,865241","219,350974","403,869389","270,18768","91,2","27,6","15,6","28,8","19,2"
84066,LIOUX,"58,3","103,639065","40,642771","8,128554","27,43387","27,43387",99,"38,8","7,8","26,2","26,2"
84067,LORIOL-DU-COMTAT,"89,2","816,595816","158,915481","173,275314","279,538075","204,866946","90,8","17,7","19,3","31,1","22,8"
84068,LOURMARIN,"54,4",459,159,91,120,89,"98,9","34,3","19,6","25,9","19,2"
84069,MALAUCENE,"67,6","1028,07814","436,337752","214,182127","166,364722","211,193539","91,8",39,"19,1","14,9","18,9"
84070,MALEMORT-DU-COMTAT,"81,4","540,798439","205,727466","50,92264","134,43577","149,712562","95,8","36,5",9,"23,8","26,5"
84071,MAUBEC,"81,9","707,753253","128,68241","138,895299","182,810725","257,364819","97,9","17,8","19,2","25,3","35,6"
84072,MAZAN,86,2070,478,451,624,517,"93,7","21,6","20,4","28,2","23,4"
84073,MENERBES,"59,3","477,287207","204,266968","63,771151","102,631696","106,617393","99,2","42,4","13,3","21,3","22,2"
84074,MERINDOL,"78,6","783,095626","185,418108","201,198372","251,497965","144,98118","94,4","22,4","24,3","30,3","17,5"
84075,METHAMIS,"62,4","175,552592","84,783922","25,933906","39,898316","24,936448","95,1","45,9","14,1","21,6","13,5"
84076,MIRABEAU,"80,9",410,114,52,145,99,"95,1","26,5","12,1","33,6",23
84077,MODENE,"74,3",155,49,22,34,50,"95,7","30,2","13,6",21,"30,9"
84078,MONDRAGON,"90,3",1358,456,289,374,239,"96,3","32,3","20,5","26,5",17
84079,MONIEUX,"52,1",139,86,19,20,14,"91,4","56,6","12,5","13,2","9,2"
84080,MONTEUX,"90,4","4103,842192","1135,591903","970,523378","1036,153032","961,573879","93,1","25,8",22,"23,5","21,8"
84081,MORIERES-LES-AVIGNON,"95,5","3147,503555","372,623488","709,591717","1236,023455","829,264895","99,7","11,8","22,5","39,1","26,3"
84082,MORMOIRON,"70,7",731,230,121,134,246,"93,4","29,4","15,5","17,1","31,4"
84083,MORNAS,"86,6","911,870815","280,262829","176,280406","301,969931","153,357649","98,6","30,3","19,1","32,6","16,6"
84084,LA MOTTE-D'AIGUES,"79,6","524,819665","114,449868","109,294468","134,040386","167,034942","97,7","21,3","20,3",25,"31,1"
84085,MURS,"49,8","186,444706","58,072941","30,564706","56,035294","41,771765","93,4","29,1","15,3","28,1","20,9"
84086,OPPEDE,"70,2",541,270,50,113,108,"94,7","47,3","8,8","19,8","18,9"
84087,ORANGE,"88,4","12050,09824","2819,552562","4569,327757","2881,357444","1779,860479","98,2",23,"37,2","23,5","14,5"
84088,PERNES-LES-FONTAINES,"90,5","4129,531649","1106,199715","893,453944","1114,07758","1015,80041","95,8","25,7","20,7","25,9","23,6"
