Code,communes 2016,part des résidences principales - 2008,nb rés. principales construites avant 2004 - 2008,nb rés. principales construites avant 1949 - 2008,nb rés. princ. construites de 1949 à 1974 - 2008,nb rés. princ. construites de 1975 à 1989 - 2008,nb rés. princ. construites de 1990 à 2003 - 2008,part rés. princ. construites avant 2004 - 2008,part rés. princ. construites avant 1949 - 2008,part rés. princ. construites de 1949 à 1974 - 2008,part rés. princ. construites de 1975 à 1989 - 2008,part rés. princ. construites de 1990 à 2003 - 2008
5025,BUISSARD,"70,3","73,414634","24,121951","17,829268","13,634146","17,829268","95,9","31,5","23,3","17,8","23,3"
5026,CEILLAC,"19,1","137,158249","33,777778","38,895623","46,060606","18,424242","98,5","24,3","27,9","33,1","13,2"
5027,CERVIERES,"19,4","65,538462","22,153846","35,076923","3,692308","4,615385","98,6","33,3","52,8","5,6","6,9"
5028,CHABESTAN,"62,7","43,666667","23,117647","9,418301","6,849673","4,281046","77,3","40,9","16,7","12,1","7,6"
5029,CHABOTTES,"52,2","300,198151","78,269485","65,389696","98,084544","58,454425","93,2","24,3","20,3","30,5","18,2"
5031,CHAMPCELLA,"48,7","78,853709","25,609547","18,438874","17,390796","17,414492","96,2","31,3","22,5","21,2","21,3"
5032,CHAMPOLEON,"37,8",56,29,7,9,11,"94,9","49,2","11,9","15,3","18,6"
5033,CHANOUSSE,"43,9","20,689655","13,241379","2,482759","2,482759","2,482759","96,2","61,5","11,5","11,5","11,5"
5035,CHATEAUNEUF-D'OZE,"38,1","13,962963","10,740741","2,148148","1,074074",0,100,"76,9","15,4","7,7",0
5036,CHATEAUROUX-LES-ALPES,"53,9","447,242745","174,040163","70,830299","101,186141","101,186141","96,3","37,5","15,3","21,8","21,8"
5037,CHATEAUVIEUX,"86,3",175,23,17,77,58,"98,3","12,9","9,6","43,3","32,6"
5038,CHATEAU-VILLE-VIEILLE,"35,7","138,207715","57,424332","22,385757","22,385757","36,011869","93,4","38,8","15,1","15,1","24,3"
5039,CHAUFFAYER,"54,5","165,861619","106,553525","19,099217","24,125326","16,083551","96,5",62,"11,1",14,"9,4"
5040,CHORGES,77,966,196,197,229,344,"88,4","17,9",18,21,"31,5"
5043,LES COSTES,"56,8","61,077465","38,302817","5,176056","10,352113","7,246479","95,2","59,7","8,1","16,1","11,3"
5044,CREVOUX,"30,5",49,26,3,10,10,"81,7","43,3",5,"16,7","16,7"
5045,CROTS,"52,1",346,108,60,84,94,"91,5","28,6","15,9","22,2","24,9"
5046,EMBRUN,"58,2","2764,152147","558,733461","921,042913","843,28736","441,088413","92,8","18,8","30,9","28,3","14,8"
5047,EOURRES,"68,8","44,6875","18,992188","4,46875","8,9375","12,289063",80,34,8,16,22
5048,L'EPINE,"45,4","82,173913","39,130435","5,869565","19,565217","17,608696","93,3","44,4","6,7","22,2",20
5049,ESPARRON,"57,1",16,4,5,4,3,100,25,"31,3",25,"18,8"
5050,ESPINASSES,63,306,34,185,33,54,99,11,"59,9","10,7","17,5"
5051,ETOILE-SAINT-CYRICE,"43,7","14,411765","4,117647","1,029412","3,088235","6,176471",100,"28,6","7,1","21,4","42,9"
5052,EYGLIERS,"59,3",307,79,58,110,60,"97,2",25,"18,4","34,8",19
5053,GARDE-COLOMBE,"69,3","268,715927","89,925683","54,757739","62,045485","61,987021","95,5",32,"19,5","22,1",22
5054,LA FARE-EN-CHAMPSAUR,"60,5","155,265767","93,355999","23,584673","22,601979","15,723116",100,"60,1","15,2","14,6","10,1"
5055,LA FAURIE,"48,8","123,299453","50,39195","19,299045","17,154706","36,453751","96,6","39,5","15,1","13,4","28,6"
5056,FOREST-SAINT-JULIEN,"65,5",102,29,23,22,28,"89,5","25,4","20,2","19,3","24,6"
5057,FOUILLOUSE,"79,2","61,717172","18,040404","6,646465","18,040404","18,989899","78,3","22,9","8,4","22,9","24,1"
5058,FREISSINIERES,"32,3","78,68306","33,721311","11,240437","17,371585","16,349727","95,1","40,7","13,6",21,"19,8"
5059,LA FREISSINOUSE,87,"168,470231","33,092367","23,064377","53,148347","59,165141","86,2","16,9","11,8","27,2","30,3"
5060,FURMEYER,"62,1",61,16,15,20,10,"95,3",25,"23,4","31,3","15,6"
5061,GAP,89,"17463,16689","2394,494502","6599,295983","4690,758776","3778,617629",97,"13,3","36,6",26,21
5062,LE GLAIZIL,"43,6","68,614458","34,819277","15,361446","12,289157","6,144578","93,1","47,2","20,8","16,7","8,3"
5063,LA GRAVE,"26,9","222,020877","68,240086","50,883063","50,939469","51,958258",94,"28,9","21,5","21,6",22
5064,LA CHAPELLE-EN-VALGAUDEMAR,"32,6",57,24,11,18,4,"96,6","40,7","18,6","30,5","6,8"
5065,GUILLESTRE,"58,2","1003,497583","239,068542","269,566998","274,486104","220,37594","92,9","22,1",25,"25,4","20,4"
5066,LA HAUTE-BEAUME,"69,2",6,3,0,3,0,100,50,0,50,0
5068,JARJAYES,"84,3","156,120482","53,383133","17,122892","41,296386","44,318072","96,3","32,9","10,6","25,5","27,3"
5070,LARAGNE-MONTEGLIN,"85,3",1590,399,672,344,175,"95,8",24,"40,5","20,7","10,5"
5071,LARDIER-ET-VALENCA,"73,4",89,28,10,24,27,"87,3","27,5","9,8","23,5","26,5"
5072,LAYE,"31,3","95,117647","30,088235","8,735294","44,647059","11,647059","92,5","29,2","8,5","43,4","11,3"
5073,LAZER,"86,3","137,339564","38,94704","26,647975","33,82243","37,922118","93,7","26,6","18,2","23,1","25,9"
5074,LETTRET,"83,3",59,25,2,16,16,"90,8","38,5","3,1","24,6","24,6"
5075,MANTEYER,"64,6","160,379333","51,366211","23,40277","40,664917","44,945435","97,4","31,2","14,2","24,7","27,3"
5076,MEREUIL,"64,7","35,283641","18,679575","2,075508","11,415296","3,113262","94,4",50,"5,6","30,6","8,3"
5077,MOLINES-EN-QUEYRAS,"18,9","161,345801","38,037339","17,476615","84,243086","21,58876","98,7","23,3","10,7","51,6","13,2"
5078,MONETIER-ALLEMONT,"72,6","124,55205","54,681388","27,340694","21,264984","21,264984",100,"43,9",22,"17,1","17,1"
5079,LE MONETIER-LES-BAINS,"19,9","459,989134","163,579557","79,30691","131,847738","85,254929","98,5",35,17,"28,2","18,3"
5080,MONTBRAND,"34,9","23,584906","10,377358","0,943396","2,830189","9,433962",100,44,4,12,40
5081,MONTCLUS,"45,3","21,698113","16,981132","1,886792","2,830189",0,"95,8",75,"8,3","12,5",0
5082,MONT-DAUPHIN,"34,3",54,41,3,4,6,"93,1","70,7","5,2","6,9","10,3"
5084,MONTGARDIN,"82,6","161,694961","25,98669","16,36199","69,29784","50,04844","91,3","14,7","9,2","39,1","28,3"
5085,MONTGENEVRE,"10,1","202,221646","18,790881","52,110522","97,914232","33,406011","94,6","8,8","24,4","45,8","15,6"
5086,MONTJAY,"39,2",47,32,3,6,6,"95,9","65,3","6,1","12,2","12,2"
5087,MONTMAUR,"62,9","204,393064","68,786127","33,410405","48,150289","54,046243","94,1","31,7","15,4","22,2","24,9"
5088,MONTMORIN,"29,2",37,22,2,8,5,"97,4","57,9","5,3","21,1","13,2"
5089,MONTROND,70,26,9,7,8,2,"92,9","32,1",25,"28,6","7,1"
5090,LA MOTTE-EN-CHAMPSAUR,"52,7","74,362745","35,367647","9,068627","14,509804","15,416667","90,1","42,9",11,"17,6","18,7"
5091,MOYDANS,62,"23,214286","10,714286","5,357143","2,678571","4,464286",100,"46,2","23,1","11,5","19,2"
5092,NEFFES,"87,4","261,516129","40,983871","47,814516","87,822581","84,895161","92,1","14,4","16,8","30,9","29,9"
5093,NEVACHE,"21,5","126,002836","53,280062","19,467715","24,590798","28,664261","91,8","38,8","14,2","17,9","20,9"
5094,NOSSAGE-ET-BENEVENT,52,"5,416667","4,333333","1,083333",0,0,100,80,20,0,0
5095,LE NOYER,"47,1","116,468165","49,089888","13,475655","35,614232","18,28839","94,5","39,8","10,9","28,9","14,8"
5096,ORCIERES,9,326,91,146,67,22,"97,9","27,3","43,8","20,1","6,6"
5097,ORPIERRE,"42,8","141,787247","66,303389","22,441147","33,66172","19,380991","99,3","46,4","15,7","23,6","13,6"
5098,LES ORRES,"9,2","231,043211","84,484653","51,912257","73,270666","21,375635",93,34,"20,9","29,5","8,6"
5099,OZE,"55,7",42,21,2,6,13,"95,5","47,7","4,5","13,6","29,5"
5100,PELLEAUTIER,83,210,57,28,61,64,"93,3","25,3","12,4","27,1","28,4"
5101,PELVOUX,"24,9",203,50,53,51,49,"93,5",23,"24,4","23,5","22,6"
5102,LA PIARRE,"49,2","38,608696","28,173913","3,130435","4,173913","3,130435","97,4","71,1","7,9","10,5","7,9"
5103,LE POET,"81,2","333,177442","119,136176","68,654746","89,856946","55,529574","97,6","34,9","20,1","26,3","16,3"
5104,POLIGNY,47,"117,522936","67,155963","8,394495","14,923547","27,04893","89,4","51,1","6,4","11,3","20,6"
5106,PRUNIERES,"47,9",129,16,32,36,45,"92,1","11,4","22,9","25,7","32,1"
5107,PUY-SAINT-ANDRE,"61,1","181,700431","28,422414","16,241379","65,980603","71,056034","98,9","15,5","8,8","35,9","38,7"
5108,PUY-SAINT-EUSEBE,"37,4","42,28125","14,414062","8,648437","8,648437","10,570312",80,"27,3","16,4","16,4",20
5109,PUY-SAINT-PIERRE,"62,2","200,604839","65,524194","39,314516","47,379032","48,387097","95,2","31,1","18,7","22,5",23
5110,PUY-SAINT-VINCENT,"4,9","146,533333","26,442105","40,764912","44,070175","35,25614",100,18,"27,8","30,1","24,1"
5111,PUY-SANIERES,"49,7","87,582938","6,255924","4,170616","25,023697","52,132701","94,4","6,7","4,5",27,"56,2"
5112,RABOU,"48,4","33,564103","17,769231","1,974359","7,897436","5,923077","94,4",50,"5,6","22,2","16,7"
5113,RAMBAUD,"81,9","128,491525","31,612994","18,355932","40,79096","37,731638","96,2","23,7","13,7","30,5","28,2"
5114,REALLON,"19,2","91,751369","47,748162","2,808715","21,533485","19,661008",86,"44,7","2,6","20,2","18,4"
5115,REMOLLON,"72,7","182,424594","101,566125","12,819026","42,401392","25,638051","89,4","49,8","6,3","20,8","12,6"
5116,REOTIER,"44,3","79,696517","29,766169","8,641791","10,562189","30,726368","92,2","34,4",10,"12,2","35,6"
5117,RIBEYRET,"62,6","48,537736","29,716981","1,981132","12,877358","3,962264",98,60,4,26,8
5118,VAL-BUECH-MEOUGE,"66,4","549,778256","185,426659","105,601166","147,746128","111,004303","96,2","32,4","18,5","25,9","19,4"
5119,RISOUL,"7,3",251,37,62,93,59,"91,9","13,6","22,7","34,1","21,6"
5120,RISTOLAS,"31,3","39,225806","7,225806","14,451613","10,322581","7,225806","97,4","17,9","35,9","25,6","17,9"
5121,ROCHEBRUNE,49,"66,805556","18,5","6,166667","24,666667","17,472222",100,"27,7","9,2","36,9","26,2"
5122,LA ROCHE-DE-RAME,"66,2","339,453409","91,913539","107,580619","83,557762","56,40149","97,3","26,3","30,8",24,"16,2"
5123,LA ROCHE-DES-ARNAUDS,"69,4","511,89387","158,863615","77,225368","121,35415","154,450737","98,1","30,4","14,8","23,3","29,6"
5124,LA ROCHETTE,"80,7","146,933333","24,32","35,466667","59,786667","27,36","98,6","16,3","23,8","40,1","18,4"
5126,ROSANS,"59,9","210,521632","67,845834","58,866238","60,861704","22,947856","99,1","31,9","27,7","28,6","10,8"
5127,ROUSSET,"44,8","82,479532","11,064327","35,204678","22,128655","14,081871",100,"13,4","42,7","26,8","17,1"
5128,SAINT-ANDRE-D'EMBRUN,"62,8","235,478857","81,551119","32,620448","67,279673","54,027617","88,9","30,8","12,3","25,4","20,4"
5129,SAINT-ANDRE-DE-ROSANS,"50,1","59,183673","30,612245","5,102041","11,22449","12,244898","96,7",50,"8,3","18,3",20
5130,SAINT-APOLLINAIRE,"31,6","47,083333","6,591667","5,65","16,008333","18,833333","87,7","12,3","10,5","29,8","35,1"
5131,SAINT-AUBAN-D'OZE,"55,3","30,647887","13,408451","5,746479","6,704225","4,788732","94,1","41,2","17,6","20,6","14,7"
5132,SAINT-BONNET-EN-CHAMPSAUR,"61,3","679,333622","201,137966","182,404528","166,629002","129,162126","92,1","27,3","24,7","22,6","17,5"
5133,SAINT-CHAFFREY,"23,6","724,796748","137,242971","148,409245","237,871329","201,273204","96,9","18,3","19,8","31,8","26,9"
5134,SAINT-CLEMENT-SUR-DURANCE,"51,1",105,13,20,28,44,89,11,"16,9","23,7","37,3"
5135,SAINTE-COLOMBE,"40,5","26,5","19,365385",0,"2,038462","5,096154",100,"73,1",0,"7,7","19,2"
5136,SAINT-CREPIN,"47,6","268,075472","92,404803","32,493997","76,157804","67,018868","99,2","34,2",12,"28,2","24,8"
5139,DEVOLUY,"11,2","231,769382","50,604669","72,870723","61,737696","46,556295","89,8","19,6","28,2","23,9",18
5140,SAINT-ETIENNE-LE-LAUS,"68,9","122,897311","28,029211","32,341398","26,951165","35,575537","99,1","22,6","26,1","21,7","28,7"
5141,SAINT-EUSEBE-EN-CHAMPSAUR,"49,4","60,437956","35,255474","10,072993","11,080292","4,029197","96,8","56,5","16,1","17,7","6,5"
5142,SAINT-FIRMIN,"38,1","203,219887","83,046588","37,12671","60,575159","22,47143","94,5","38,6","17,3","28,2","10,5"
5144,SAINT-JACQUES-EN-VALGODEMARD,"50,5","75,067485","44,447853","12,840491","10,865031","6,91411",100,"59,2","17,1","14,5","9,2"
5145,SAINT-JEAN-SAINT-NICOLAS,"57,7",379,86,142,82,69,"95,2","21,6","35,7","20,6","17,3"
5146,SAINT-JULIEN-EN-BEAUCHENE,"39,4","56,095238","43,301587","0,984127","3,936508","7,873016","89,1","68,8","1,6","6,3","12,5"
5147,SAINT-JULIEN-EN-CHAMPSAUR,"53,8",126,46,24,31,25,94,"34,3","17,9","23,1","18,7"
5148,SAINT-LAURENT-DU-CROS,"64,1","218,155689","107,497006","22,131737","44,263473","44,263473","99,5",49,"10,1","20,2","20,2"
5149,SAINT-LEGER-LES-MELEZES,"14,8","102,248167","14,89051","22,832115","34,744523","29,781019","85,8","12,5","19,2","29,2",25
5150,SAINTE-MARIE,"37,7",18,14,1,0,3,"94,7","73,7","5,3",0,"15,8"
5151,SAINT-MARTIN-DE-QUEYRIERES,"53,8","432,273048","166,420685","67,974111","67,988938","129,889315","95,3","36,7",15,15,"28,6"
5152,SAINT-MAURICE-EN-VALGODEMARD,"37,2","71,455532","17,861427","27,784442","15,886648","9,923015",100,25,"38,9","22,2","13,9"
5153,SAINT-MICHEL-DE-CHAILLOL,"19,4",152,23,48,64,17,"95,6","14,5","30,2","40,3","10,7"
5154,SAINT-PIERRE-D'ARGENCON,"46,8","71,183544","28,886076","11,348101","15,474684","15,474684","94,5","38,4","15,1","20,5","20,5"
5155,SAINT-PIERRE-AVEZ,"33,2","11,4424","8,5818",0,"1,907067","0,953533",100,75,0,"16,7","8,3"
5156,SAINT-SAUVEUR,"38,8","181,463303","50,688073","30,412844","57,784404","42,577982","98,9","27,6","16,6","31,5","23,2"
5157,SAINT-VERAN,"28,8","133,867704","55,961089","24,140078","30,723735","23,042802","99,2","41,5","17,9","22,8","17,1"
5158,LE SAIX,"40,1","42,244898","24,408163","1,877551","6,571429","9,387755","95,7","55,3","4,3","14,9","21,3"
5159,SALEON,"61,4","28,173913","10,565217","5,282609","7,923913","4,402174","84,2","31,6","15,8","23,7","13,2"
5160,SALERANS,"53,3","31,430636","16,222264","4,055566","6,083349","5,069457","96,9",50,"12,5","18,8","15,6"
5161,LA SALLE-LES-ALPES,"12,9","434,701906","125,757852","98,043393","122,77785","88,122811","95,9","27,7","21,6","27,1","19,4"
5162,LA SAULCE,84,"453,664914","80,762325","122,639087","104,691903","145,571599","93,2","16,6","25,2","21,5","29,9"
5163,LE SAUZE-DU-LAC,"30,8","52,264463","21,520661","5,123967","4,099174","21,520661","98,1","40,4","9,6","7,7","40,4"
5164,SAVINES-LE-LAC,"36,9","461,413709","24,594133","167,842005","135,564696","133,412875","98,2","5,2","35,7","28,8","28,4"
5165,SAVOURNON,"58,2","103,319502","54,759336","9,298755","15,497925","23,763485","90,9","48,2","8,2","13,6","20,9"
5166,SERRES,62,"591,655172","220,340547","213,199881","105,069798","53,044946","99,1","36,9","35,7","17,6","8,9"
5167,SIGOTTIER,"39,9","32,316456","20,962025","1,746835","6,113924","3,493671","94,9","61,5","5,1","17,9","10,3"
5168,SIGOYER,"71,2","248,106975","70,161399","44,740602","63,043576","70,161399","92,4","26,1","16,7","23,5","26,1"
5169,SORBIERS,"49,2","20,842105","4,736842","1,894737","12,315789","1,894737",100,"22,7","9,1","59,1","9,1"
5170,TALLARD,"80,5","746,860656","246,336432","161,934308","140,343067","198,24685","96,3","31,8","20,9","18,1","25,6"
5171,THEUS,"57,5","64,75",28,"11,375","9,625","15,75","85,1","36,8","14,9","12,6","20,7"
5172,TRESCLEOUX,"63,2","138,321543","70,675241","18,173633","33,318328","16,154341","93,8","47,9","12,3","22,6",11
5173,UPAIX,"72,1","163,631206","48,699764","21,427896","51,621749","41,881797","84,4","25,1","11,1","26,6","21,6"
5174,VAL-DES-PRES,"44,1","198,667954","87,220077","32,949807","46,517375","31,980695","87,2","38,3","14,5","20,4",14
5175,VALLOUISE,"27,9","324,90772","88,338399","57,876882","107,615567","71,076873","96,7","26,3","17,2",32,"21,1"
5176,VALSERRES,"64,5","101,619512","64,570732","10,585366","13,760976","12,702439",100,"63,5","10,4","13,5","12,5"
5177,VARS,"8,3","289,281439","47,696416","89,330876","103,528214","48,725933","98,6","16,3","30,5","35,3","16,6"
5178,VENTAVON,64,"205,669205","102,834603","27,765343","31,878727","43,190533",98,49,"13,2","15,2","20,6"
5179,VEYNES,"76,4","1458,320325","550,496797","520,472144","276,2506","111,100785","94,4","35,6","33,7","17,9","7,2"
5180,LES VIGNEAUX,"52,6","192,565121","52,238411","34,825607","52,238411","53,262693","94,5","25,6","17,1","25,6","26,1"
5181,VILLAR-D'ARENE,"40,3",118,59,13,22,24,"88,7","44,4","9,8","16,5",18
5182,VILLAR-LOUBIERE,"36,6","25,442308","14,134615","4,711538","2,826923","3,769231",100,"55,6","18,5","11,1","14,8"
5183,VILLAR-SAINT-PANCRACE,59,"580,032087","100,485833","185,053119","145,256749","149,236386","98,8","17,1","31,5","24,7","25,4"
5184,VITROLLES,"73,2","82,803922","40,392157","13,127451","5,04902","24,235294",100,"48,8","15,9","6,1","29,3"
6001,AIGLUN,"42,2",44,16,9,13,6,"95,7","34,8","19,6","28,3",13
6002,AMIRAT,"41,8","21,584906","10,792453","3,320755","5,811321","1,660377",100,50,"15,4","26,9","7,7"
6003,ANDON,"32,4",225,80,43,75,27,93,"33,1","17,8",31,"11,2"
6004,ANTIBES,"64,9","37046,3341","5593,727527","15359,68457","11652,06419","4440,857824","98,8","14,9",41,"31,1","11,8"
6005,ASCROS,"35,2","70,427586","31,641379","17,351724","16,331034","5,103448","97,2","43,7","23,9","22,5",7
6006,ASPREMONT,"88,7","780,592269","139,778187","196,870686","293,337322","150,606075","95,5","17,1","24,1","35,9","18,4"
6007,AURIBEAU-SUR-SIAGNE,"78,7","1037,780851","168,391059","164,60699","368,000685","336,782118","93,7","15,2","14,9","33,2","30,4"
6008,AUVARE,"62,9","18,679245","8,301887","4,150943","6,226415",0,100,"44,4","22,2","33,3",0
6009,BAIROLS,"66,4","50,518868","21,792453","10,896226","13,867925","3,962264","98,1","42,3","21,2","26,9","7,7"
6010,LE BAR-SUR-LOUP,"79,4",1071,366,239,318,148,"97,8","33,4","21,8",29,"13,5"
6011,BEAULIEU-SUR-MER,"56,6","1866,981141","709,101134","817,368074","205,84631","134,665622","99,7","37,9","43,7",11,"7,2"
6012,BEAUSOLEIL,"68,8","6102,340919","2602,687536","1234,131978","1385,320271","880,201134","99,7","42,5","20,2","22,6","14,4"
6013,BELVEDERE,"30,9","351,021976","175,513976","89,255417","55,161535","31,091047","99,7","49,9","25,4","15,7","8,8"
6014,BENDEJUN,"75,2","328,068118","134,906516","82,783544","66,431239","43,94682","99,1","40,7",25,"20,1","13,3"
6015,BERRE-LES-ALPES,"67,3","485,700595","157,283899","123,650864","103,866726","100,899105","94,1","30,5","23,9","20,1","19,5"
6016,BEUIL,20,"220,433637","94,32971","59,576659","45,675438","20,851831","96,9","41,5","26,2","20,1","9,2"
6017,BEZAUDUN-LES-ALPES,"57,9","69,522472","18,539326","5,561798","19,466292","25,955056","94,9","25,3","7,6","26,6","35,4"
6018,BIOT,"79,2","3659,111741","509,997502","566,039787","912,167656","1670,906795","97,8","13,6","15,1","24,4","44,7"
6019,BLAUSASC,"89,4",508,119,82,180,127,"95,8","22,5","15,5",34,24
6020,LA BOLLENE-VESUBIE,"39,8","244,53496","84,930079","62,395754","73,674286","23,534841","98,8","34,3","25,2","29,8","9,5"
6021,BONSON,"73,3",261,81,46,64,70,"94,9","29,5","16,7","23,3","25,5"
6022,BOUYON,"52,2",181,64,31,44,42,"97,3","34,4","16,7","23,7","22,6"
6023,BREIL-SUR-ROYA,54,"946,811988","530,140425","154,773328","155,125197","106,773038","99,2","55,6","16,2","16,3","11,2"
6024,BRIANCONNET,"34,8","99,460255","47,292443","13,780177","28,544652","9,842983",100,"47,5","13,9","28,7","9,9"
6025,LE BROC,"68,6",481,199,63,86,133,"94,5","39,1","12,4","16,9","26,1"
6026,CABRIS,75,"627,423251","199,116139","124,447587","157,63361","146,225915","97,1","30,8","19,3","24,4","22,6"
6027,CAGNES-SUR-MER,"79,6","22722,34783","2091,723007","9668,696116","7070,416803","3891,511906","97,5",9,"41,5","30,4","16,7"
6028,CAILLE,"33,4",133,47,32,35,19,"90,5",32,"21,8","23,8","12,9"
6029,CANNES,"53,8","36461,675","8982,069118","16275,17325","6490,350989","4714,081647","98,9","24,4","44,1","17,6","12,8"
6030,LE CANNET,"78,9","20326,36951","2336,114417","9800,175707","5712,434967","2477,644418","99,9","11,5","48,2","28,1","12,2"
6031,CANTARON,"87,4","447,385823","82,172906","96,375631","183,620939","85,216347","96,9","17,8","20,9","39,8","18,5"
6032,CAP-D'AIL,"61,6",2203,615,653,399,536,100,"27,9","29,6","18,1","24,3"
6033,CARROS,93,"4137,69109","231,011281","1069,258353","2117,995054","719,426402","97,2","5,4","25,1","49,7","16,9"
6034,CASTAGNIERS,"86,6",584,123,171,185,105,"95,9","20,2","28,1","30,4","17,2"
6035,CASTELLAR,"69,1","376,330508","47,169492","59,474576","140,483051","129,20339","92,2","11,6","14,6","34,4","31,7"
6036,CASTILLON,"70,7","128,709677","19,306452","41,370968","45,048387","22,983871","94,6","14,2","30,4","33,1","16,9"
6037,CAUSSOLS,"36,6","90,786026","18,157205","27,235808","29,253275","16,139738","91,8","18,4","27,6","29,6","16,3"
6038,CHATEAUNEUF-GRASSE,"77,5",1203,227,302,428,246,"96,3","18,2","24,2","34,3","19,7"
6039,CHATEAUNEUF-VILLEVIEILLE,"77,1","305,998683","75,228912","71,162484","90,478016","69,129271","98,4","24,2","22,9","29,1","22,2"
6040,CHATEAUNEUF-D'ENTRAUNES,"36,5",29,18,1,4,6,"93,5","58,1","3,2","12,9","19,4"
6041,CIPIERES,"55,6","163,563003","90,975871","30,002681","22,260054","20,324397","94,4","52,5","17,3","12,8","11,7"
6042,CLANS,"45,6",242,122,51,48,21,98,"49,4","20,6","19,4","8,5"
6043,COARAZE,"63,7",317,118,57,89,53,"95,5","35,5","17,2","26,8",16
6044,LA COLLE-SUR-LOUP,"84,6","2985,577781","549,018589","690,768001","1047,924207","697,866984","98,9","18,2","22,9","34,7","23,1"
6045,COLLONGUES,"58,3","47,521128","20,790493","5,940141","14,850352","5,940141",96,42,12,30,12
6046,COLOMARS,"91,9","1160,013648","194,39874","326,167664","365,823307","273,623937","94,5","15,8","26,6","29,8","22,3"
6047,CONSEGUDES,"34,4",42,17,7,15,3,"97,7","39,5","16,3","34,9",7
6048,CONTES,"87,3",2503,709,688,724,382,"97,9","27,7","26,9","28,3","14,9"
6049,COURMES,"52,6","43,102041","23,510204","2,938776","6,857143","9,795918","97,8","53,3","6,7","15,6","22,2"
6050,COURSEGOULES,"57,1",189,53,54,52,30,"94,5","26,5",27,26,15
6051,LA CROIX-SUR-ROUDOULE,"35,7",40,31,2,5,2,"97,6","75,6","4,9","12,2","4,9"
6052,CUEBRIS,"70,4","85,565657","46,762626","3,979798","25,868687","8,954545","97,7","53,4","4,5","29,5","10,2"
6053,DALUIS,"45,8","57,040541","29,797297","11,918919","6,810811","8,513514","95,7",50,20,"11,4","14,3"
6054,DRAP,"94,7","1575,854775","329,18951","241,884017","785,1487","219,632548","99,4","20,8","15,3","49,5","13,9"
6055,DURANUS,"79,3","69,152542","54,745763","2,881356","5,762712","5,762712","98,6","78,1","4,1","8,2","8,2"
6056,ENTRAUNES,"28,5","59,459874","28,211093","9,072227","17,136428","5,040126","98,3","46,7",15,"28,3","8,3"
6057,L'ESCARENE,"79,6","853,250707","404,58386","165,556107","149,882156","133,228583","95,7","45,4","18,6","16,8","14,9"
6058,ESCRAGNOLLES,"75,3","201,142999","76,800054","32,914309","53,028609","38,400027","90,9","34,7","14,9",24,"17,4"
6059,EZE,"58,1","1192,892268","220,613523","293,421692","274,672319","404,184733","99,3","18,4","24,4","22,9","33,7"
6060,FALICON,"92,2","723,461151","166,86976","164,716601","249,76635","142,10844","98,8","22,8","22,5","34,1","19,4"
6061,LES FERRES,"44,3","42,680412","34,14433","5,690722","0,948454","1,896907","95,7","76,6","12,8","2,1","4,3"
6062,FONTAN,"35,5","137,158103","101,007905","8,505929","19,13834","8,505929","98,5","72,5","6,1","13,7","6,1"
6063,GARS,"33,6",39,28,6,4,1,100,"71,8","15,4","10,3","2,6"
6064,GATTIERES,"90,9","1539,620103","264,286749","336,937498","521,385495","417,010361","98,9",17,"21,6","33,5","26,8"
6065,LA GAUDE,"91,1","2389,509128","248,182583","531,110727","889,493597","720,722221","95,7","9,9","21,3","35,6","28,9"
6066,GILETTE,"75,2","565,84127","177,777778","99,555556","144,253968","144,253968","98,4","30,9","17,3","25,1","25,1"
6067,GORBIO,"69,5","467,822768","114,488272","89,814076","150,019115","113,501304","98,3","24,1","18,9","31,5","23,9"
6068,GOURDON,72,"181,407323","73,599542","31,098398","47,684211","29,025172","99,4","40,3",17,"26,1","15,9"
6069,GRASSE,"85,9","20590,02574","5277,475292","6413,242077","5738,248722","3161,059644","97,2","24,9","30,3","27,1","14,9"
6070,GREOLIERES,"32,1","247,28972","109,009346","67,626168","47,439252","23,214953","98,8","43,5",27,19,"9,3"
6071,GUILLAUMES,"29,8","308,352617","160,222438","66,507427","58,445921","23,176831","93,3","48,5","20,1","17,7",7
6072,ILONSE,"53,4","62,299401","44,892216","5,497006","4,580838","7,329341","97,1",70,"8,6","7,1","11,4"
6073,ISOLA,"10,7","339,013323","106,916894","80,128529","120,653302","31,314597","98,1","30,9","23,2","34,9","9,1"
6074,LANTOSQUE,"53,2","547,525256","325,707332","82,362774","96,401883","43,053268","97,8","58,2","14,7","17,2","7,7"
6075,LEVENS,"78,9","1697,446716","471,815459","303,347321","441,623547","480,660389",98,"27,2","17,5","25,5","27,8"
6076,LIEUCHE,"51,4","15,454545","8,181818","3,636364",0,"3,636364",100,"52,9","23,5",0,"23,5"
6077,LUCERAM,"54,8","539,278502","266,563518","90,221498","114,827362","67,666124","98,3","48,6","16,4","20,9","12,3"
6078,MALAUSSENE,"59,7","101,64794","47,730337","13,258427","17,677903","22,981273","93,5","43,9","12,2","16,3","21,1"
6079,MANDELIEU-LA-NAPOULE,"55,9","10659,75336","518,345232","4251,353468","3701,317691","2188,736966","99,2","4,8","39,6","34,4","20,4"
6080,MARIE,"40,2",37,32,5,0,0,"97,4","84,2","13,2",0,0
6081,LE MAS,"35,9","67,218935","21,005917","14,284024","23,526627","8,402367","97,6","30,5","20,7","34,1","12,2"
