denomination_siren_libelle_forme_juridique_adresse_code_postal_ville_region_date_greffe_fiche_identite_coordonnees_code_ape
-1.54780684906;4322A
4.74664425664;
4.84116595474;4322B
2.53067518881;6420Z
5.06111954826;6420Z
-0.106402180132;9602A
-1.17886767086;5229B
""
2.31240969073;4120B
2.73226890342;6430Z
6.16129913677;5610A
-1.86528916047;6820A
1.85994599568;7111Z
4.89318102918;4634Z
-0.370004009634;9609Z
1.43229378001;7410Z
-1.93537477196;
-1.78089818288;4399C
2.8990363094;4711B
4.85184283496;7111Z
3.93142899495;6420Z
-1.92596110196;4321A
5.22284898383;5610C
5.65226081977;3319Z
""
5.71676869059;4778C
2.31240969073;4614Z
2.38445065454;6311Z
1.97527540747;4120A
7.37396481834;4332A
4.55020035776;4511Z
5.85460489762;7311Z
1.0846058718;0161Z
5.90281733737;6420Z
2.7991107386;4332A
4.81156485939;6810Z
2.39963456624;5610C
2.86625543445;4673A
2.31240969073;6622Z
-2.46008188361;8130Z
2.33300877472;7022Z
4.89959868147;6420Z
2.00818427315;5610A
2.31240969073;6622Z
4.15386729495;4399C
2.36349767904;4120A
-1.64161948487;9609Z
2.48402017104;4939A
-0.573595011059;6420Z
2.31470709398;6420Z
1.23084818739;8130Z
-1.05932787559;4721Z
2.17774350372;6810Z
4.86635397957;4619B
1.32071876619;8559A
2.40123411777;6810Z
1.50557775943;5610C
3.72064518654;6420Z
4.81977288125;4771Z
2.53852149199;4120A
6.15115955062;4619B
5.61120901003;8553Z
2.35966713643;6202A
1.81061411386;0161Z
6.92180421319;5610A
3.1593674762;7112B
4.08875764258;9329Z
5.82596357033;4759B
7.00247889833;7740Z
3.23996566024;6810Z
4.81803623959;4391A
2.12495794932;7022Z
2.56524933143;6201Z
0.371153081403;6831Z
6.84776131018;5630Z
4.88102892999;4399A
2.31240969073;6312Z
2.38445065454;4648Z
5.39796837854;5819Z
5.21911721754;5610C
2.44833244212;4941B
2.8990363094;4791A
2.32698552913;4725Z
5.93275623187;6209Z
2.29321693746;7022Z
4.34763990758;4942Z
7.23752896461;4791A
8.70148853139;
2.10696203629;7022Z
2.35736312527;8559A
2.79474571672;5610C
-0.529248165322;4520A
6.84057631169;7112B
5.66921532748;4120B
-1.634454241;7112B
2.26201220212;6820A
4.83731002266;4677Z
2.31240969073;6832A
6.09877501469;4331Z
2.30686780021;
5.22788588973;4333Z
2.44833244212;7021Z
-0.815024099624;5610C
5.78461565848;1392Z
2.55920831223;8219Z
6.01550347803;5630Z
-4.18787458821;8130Z
6.66040427296;5610A
5.45358290741;6920Z
4.88913450646;8559A
-0.293556943502;5610A
3.27171202059;4649Z
""
2.06671991119;4312A
2.37986086805;6820B
2.26727430129;4721Z
6.96458568918;8559A
4.8985536958;4799B
-0.573595011059;4778C
-1.93537477196;4759B
2.51054009656;5610C
4.80463085245;9602A
-0.604288078697;7420Z
5.15236035491;5229B
2.53498349051;9602B
-1.19508479795;4775Z
4.37886072639;6420Z
5.98907840878;
0.81820267706;5630Z
3.23996566024;4322A
1.58586539756;4399C
2.55481116435;6820B
4.37830062526;5811Z
-2.64319395081;4334Z
""
2.35134021542;7022Z
6.06869105196;5610A
7.23752896461;6201Z
2.28682447096;6622Z
3.10726820603;5610C
0.92112768815;4322B
2.38769451134;4120B
6.59333922308;7010Z
5.72079920349;7021Z
-0.513262421066;4779Z
4.65888775481;4391B
0.908654179954;0000Z
2.08477380746;5630Z
4.07809709011;4799A
3.96353926072;6420Z
-2.64319395081;7219Z
3.04758137438;6820B
2.13949842115;6430Z
5.5982047561;6920Z
-2.75698478615;8553Z
3.30178111999;5610C
""
2.31240969073;6202A
2.69409590473;4722Z
3.24769750903;5520Z
0.973499530614;4399C
5.89404491023;4754Z
2.23867632216;6420Z
2.37373132613;4120A
2.61915509749;4941B
3.39619308726;8553Z
2.11714488156;7112B
5.45602995795;4776Z
4.77874081855;4932Z
0.696297496341;7022Z
1.43229378001;6420Z
2.31240969073;6201Z
4.37830062526;5610C
2.30686780021;4399C
2.26201220212;4791B
4.80893117264;4764Z
2.48402017104;4711B
4.06412845219;5610C
2.48825429698;4711B
2.25901530016;5630Z
2.23798819786;6420Z
2.33315490092;4520A
4.80706022542;6420Z
-1.60539250036;7022Z
2.531363607;6420Z
7.12090388438;4778C
2.44833244212;4634Z
2.25901530016;5630Z
2.41818317859;5610C
5.30592844079;4690Z
5.08841952046;9603Z
2.15434312371;7311Z
2.3630123433;5610C
2.43775823084;9602A
4.08875764258;1071D
2.30599418937;4791B
2.34646436487;6201Z
2.02870519723;4399C
-3.82444218679;4520A
5.42717354435;4711B
7.15221251149;6810Z
3.19686495404;7410Z
0.0655253081546;6831Z
2.26201220212;6420Z
2.33736632955;4619B
4.7285296063;4939B
6.74310172103;5630Z
4.825926093;
5.37253592274;2620Z
2.34683719247;5630Z
2.03100125969;7022Z
2.01315963831;7120A
2.24070535988;6831Z
2.43988733867;4652Z
5.08661568402;4941B
2.30599418937;6430Z
1.36749749983;1089Z
5.34998030889;4729Z
2.23867632216;4642Z
""
1.43229378001;7022Z
5.31524145388;7721Z
2.29084588963;6420Z
2.31240969073;7022Z
4.80289812145;7021Z
6.44637854358;5610C
1.45487044416;6831Z
6.49134958977;4399C
1.80373784495;8230Z
2.03100125969;4520B
2.6135089739;4399C
0.625779253608;5610A
2.46228788074;6831Z
0.734244860964;4511Z
6.08388420751;4932Z
2.35920270384;5610C
5.11926140068;6420Z
-3.95679953662;7120B
2.33616696102;5821Z
2.39425728394;7112B
4.8239526432;6820B
2.08354530112;6420Z
