depcode,deplib,cominsee,comlib,equipementid,equnbequidentique,actcode,actlib,equactivitepraticable,equactivitepratique,equactivitesallespe,actnivlib,equutilperformance,equhauteursurfaceevo,equathnbsauthauteur,equnatureskkmlance,equnateclsub,equaccueillocalrangement,equacceshandimaire,equnatureskaltitudehaute,equacceshandisvestiaire,gestiontypeproprietaireprinclib,equnatcouloir,equathnbsauttotal,equacceshandimvestiaire,equnombatiment,equtravauxrealconformite,equnaturesktotalremontee,equpresencepataugeoir,equconfortbainvapeur,equacceshandisaire,gestiontypegestionnaireprinclib,equnatimhandi,equnom,anneetravauxreallibelle,equnatureacpubmec,equsanitairepublic,equnatureacpubped,equsaenbcouloir,equerppa,equnatprofmini,gestiontypeproprietaireseclib,equipementtir300,equutilformation,equnatureskjardinalpin,equnatureskslalom,equdemarchehqe,equsono,equipementtirautre,equtravauxrealnorme,equdatecreation,equnatureskborder,anneeservicelib,nb_ficheequipement,equnatureskhalfpipe,equnatureacsecmec,equnaturesevoies,equnatureacpubrout,equlongueurevolution,equnaturepdesi,equnatsurv,equsaehauteur,column_202,equnatriviere,equipementtypelib,equeclairage,equvestiairespochauffe,equaccueilaucun,equathnbcouloirligne,equnatlongueurbassin,equconfortbainbouillonant,equsanitairesportif,equnatnbp7,equnatnbptotal,equnatnbp5,equnatnbp3,equipnaturesituationlib,equnatureskaltitudebasse,equnbvestiairearbitre,equdatemaj,equacceshandimsanispo,equnatureloctec,equaccueildopage,equacceshandimtribune,equnatureskdebit,equnatureskjardinnordique,equacceshandimsanipub,equnaturelocped,equipementtypecode,naturesollib,equnatmm,equathnblancertotal,equipementtir10,equtravauxrealdegradation,equnatureacpubnau,equchauffagesolaire,equnatpentaglisse,equnatfm,equerpoa,equerpref,equsurfaceevolution,equathnbsautlongueur,equathnbdisque,equathnbsauttriple,equerpcategorie,equacceshandissanipub,equdatederniertravauxaucun,equaccueilclub,equaccueilsalle,equnaturesknbkmskinordique,equgestiondsp,equnatautre,equipementtir100,equnbvestiairespo,equaccueilautre,equdouche,equtravauxrealvetuste,equnatureacsecped,equhauteurevolution,equacceshandissanispo,equgpsy,equathlonglignedroite,equipementtir200,equathnbmarteaumixte,equproximite,equathriviere,equerpl,equerpo,equerpn,naturelibelle,equnaturesksnowpark,equnatmav,equutilscolaire,equnatnbp10,equnaturealert,equaccueilbuvette,equnatlargeurbassin,equgpsx,equerpx,insnom,equlargeurevolution,equerpp,column_201,equerpr,equconfortautre,equnaturesknbkmskialpin,equconfortsolarium,equipementtir50,equaccueilreception,equaccueilbureau,equchauffagegaz,equsaesurface,equathdev,equtableaufixe,equerpcts,equnatformelib,equacceshandistribune,equgpsy_x,equaccueilinfirmerie,equnatnbttotal,equathnbcouloirhorsligne,equutilindividuel,equutilclub,equnatureclassfedemaxi,column_200,equaccueilmedic,equchauffageautre,equutilautre,equnatureacsecrout,equchauffageelectricite,equerpsg,equipementtir25,equconfortsauna,equanneeservice,equnatureautorise,equnatureshnbpisteneigearti,equconfortaucun,equnatsurfacebassin,equnatnbt3,equnatnbt1,equdatederniertravauxreal,gestiontypegestionnaireseclib,equnbplacetribune,equathnbjavelot,equnaturesignal,equacceshandimaucun,equutilrecreation,equnaturesktremplin,equchauffagenon,equnattobog,equacceshandisaucun,equnbcouloirpiste,equnatureestour,equipementtirplateau,equathnbmarteau,equtravauxrealusager,equnatureclassfedemini,equathnbsautperche,equnatureaetreuil,equathnbpoids,insnumeroinstall,equchauffagefuel,equerprpe,equnatprofmax,equnatureacsecnau,equnatsurfaceplagebassin,equchrono,equnatsonorisationsub,equouvertsaison,equamenagementaucun,insaccessibiliteaucun,inscodepostal,inspartlibelle,insnbcouvert,insarrondissement,instransporttrain,insnbplaceparkinghandi,instransportmetro,insnblit,inslieudit,instransportbateau,insmulticommune,insdatecreation,insnbplaceparking,nb_equipements,instransportautre,insemprisefonciere,instransporttram,insaccessibilitehandimoteur,insnovoie,insgardiennee,inslibellevoie,insinternat,instransportbus,insdatemaj,insaccessibilitehandisens
94,Val-de-Marne,94071,Sucy-en-Brie,154503,1,3402,Gymnastique Rythmique,-1,-1,0,Loisir - Entretien - Remise en forme,,,,,,0,Non,,Non,Commune,,,Oui,,0,,,0,Non,Commune,,Salle A,A partir de 2005,,-1,,,0,,,,1.0,,,0.0,0,,0,2005-09-23T00:00:00,,1965-1974,3,,,,,20.0,,,,,,Salles polyvalentes / des fates / non specialisees,-1,-1.0,0,,,0,-1,,,,,,,0,2016-03-08T12:15:48,Non,,0,Non-concerne,,,Non,,2201,Synthetique (hors gazon),,,,0,,0,,,0.0,0,230.0,,,,5.0,Non,0,0,0,,0.0,,,4,0,-1,0,,4.0,Non,48.76242,,,,0,,0,0.0,0.0,Interieur,,,1.0,,,0,,2.53537,-1,Gymnase Du Plateau,11.5,0.0,,0,0,,0,,0,-1,-1,,,0,0,,Non-concerne,"48.76242, 2.53537",0,,,,1.0,,,0,0,1.0,,0,0,,0,1966.0,,,-1,,,,2007.0,,0,,,Non,1.0,,0,,Oui,,,,,0,,,,,940710017,0,0,,,,0,,0.0,-1,0,94370,Non,0,,0,0,0,0,,0,0.0,2005-09-23T00:00:00,10,3,0,0,0,1,52,Avec logement de gardien,Route De La Queue En Brie,0.0,1,2016-03-08T12:15:48,0
94,Val-de-Marne,94071,Sucy-en-Brie,154508,1,2901,Football / Football en salle (Futsal),-1,-1,0,Entrainement,,,,,,0,Non,,Non,Commune,,,Non,,0,,,0,Non,Commune,,Terrain De Football Synthetique,,,-1,,,-1,,,,1.0,,,0.0,0,,0,2005-09-23T00:00:00,,A partir de 2005,16,,,,,115.0,,,,,,Terrain de football,-1,-1.0,-1,,,0,-1,,,,,,,4,2016-03-08T12:10:17,Non,,0,Non-concerne,,,Non,,2802,Gazon synthetique,,,,0,,0,,,0.0,0,8625.0,,,,5.0,Non,-1,0,0,,0.0,,,8,0,-1,0,,,Non,48.75841,,,,0,,0,0.0,0.0,Decouvert,,,1.0,,,0,,2.53861,0,Parc Des Sports De Sucy En Brie,75.0,0.0,,0,0,,0,,0,0,0,,,0,0,,Non-concerne,"48.75841, 2.53861",0,,,1.0,1.0,,,0,0,1.0,,0,0,,0,2016.0,,,-1,,,,,,0,,,Oui,1.0,,-1,,Oui,,,,,0,,,,,940710018,0,0,,,,0,,0.0,-1,1,94370,Complexe sportif,0,,0,3,0,0,,0,0.0,2005-09-23T00:00:00,100,24,0,480000,0,0,,Avec logement de gardien,Route De La Queue En Brie,0.0,1,2016-03-08T12:10:16,0
94,Val-de-Marne,94071,Sucy-en-Brie,154521,1,2601,Equitation,-1,-1,0,Entrainement,,,,,,-1,Non,,Non-concerne,Etablissement prive commercial,,,Non-concerne,,0,,,0,Non,Etablissement prive commercial,,Manege 2,1995-2004,,-1,,,0,,,,1.0,,,0.0,0,,0,2005-09-23T00:00:00,,1965-1974,4,,,,,25.0,,,,,,Manage,-1,0.0,0,,,0,-1,,,,,,,0,2016-02-18T14:01:02,Non,,0,Non-concerne,,,Non,,903,Sable,,,,0,,0,,,0.0,0,425.0,,,,,Non,0,-1,0,,0.0,,,0,0,0,0,,7.0,Non,48.75499,,,,0,,0,0.0,0.0,Interieur,,,,,,-1,,2.554,0,Poney Club De Sucy,17.0,0.0,,0,0,,0,,0,-1,0,,,0,0,,Non-concerne,"48.75499, 2.554",0,,,1.0,1.0,,,0,0,1.0,,0,0,,0,1968.0,,,-1,,,,2004.0,,0,,,Oui,1.0,,-1,,Oui,,,,,0,,,,,940710019,0,0,,,,0,,0.0,-1,0,94370,Non,0,,0,0,0,0,,0,0.0,2005-09-23T00:00:00,0,4,0,5067,0,1,16-18,Non,Allee Des Blancs,0.0,1,2016-02-18T14:01:02,0
94,Val-de-Marne,94071,Sucy-en-Brie,154525,1,5201,Natation course sportive,-1,-1,0,Loisir - Entretien - Remise en forme,,4.0,,,-1.0,-1,Oui,,Non,Commune,4.0,,Oui,,-1,,-1.0,0,Non,EPCI,-1.0,Bassin Decouvrable,A partir de 2005,,-1,,,-1,0.9,,,,,,0.0,-1,,0,2005-09-23T00:00:00,,1975-1984,2,,,,,,,0.0,,,0.0,Bassin sportif de natation,-1,-1.0,0,,25.0,0,-1,0.0,0.0,0.0,0.0,,,1,2016-03-07T12:07:47,Non,,0,Non-concerne,,,Non,,102,Carrelage,0.0,,,0,,0,0.0,0.0,0.0,0,,,,,2.0,Non,0,0,0,,0.0,0.0,,3,0,-1,0,,,Non,48.76899,,,,0,,0,0.0,0.0,Decouvrable,,0.0,1.0,0.0,,0,10.0,2.53357,-1,Piscine Intercommunautaire,,0.0,,0,0,,-1,,0,-1,-1,,,0,0,Rectangulaire/carre,Non-concerne,"48.76899, 2.53357",-1,0.0,,1.0,1.0,,,0,0,1.0,,0,0,,0,1975.0,,,0,250.0,0.0,0.0,2007.0,,0,,,Non,1.0,,0,0.0,Oui,4.0,,,,0,,,,,940710021,0,0,2.0,,630.0,0,0.0,0.0,0,1,94370,Piscine,0,,0,1,0,0,,0,0.0,2005-09-23T00:00:00,64,2,0,0,0,0,29,Avec logement de gardien,Avenue Du Fort,0.0,1,2016-03-07T12:07:47,0
94,Val-de-Marne,94071,Sucy-en-Brie,356628,1,2402,Autres Danses,-1,-1,0,Loisir - Entretien - Remise en forme,,,,,,-1,Oui,,Non,Commune,,,Oui,,0,,,0,Non,Commune,,Salle De Danse,,,-1,,,0,,,,,,,,0,,0,2016-02-05T10:18:40,,A partir de 2005,2,,,,,,,,,,,Salle multisports,-1,-1.0,0,,,0,-1,,,,,,,0,2016-03-07T12:03:41,Oui,,0,Non-concerne,,,Oui,,1901,Parquet,,,,0,,0,,,0.0,0,188.81,,,,,Non,-1,0,0,,0.0,,,2,0,-1,0,,4.0,Non,48.77191,,,,0,,0,0.0,0.0,Interieur,,,1.0,,,0,,2.52259,0,Espace Cite Verte,,0.0,,0,0,,0,,0,-1,0,,,0,0,,Non-concerne,"48.77191, 2.52259",0,,,,1.0,,,0,-1,1.0,,0,0,,0,2014.0,,,-1,,,,,,0,,,Non,1.0,,0,,Oui,,,,,0,,,,,940710028,0,0,,,,0,,,-1,0,94370,Non,0,,0,0,0,0,Rue Cite Verte,0,,2016-05-02T00:00:00,100,2,0,0,0,1,,Sans logement de gardien,,,1,2016-03-07T12:03:41,0
94,Val-de-Marne,94071,Sucy-en-Brie,154475,1,3701,Handball / Mini hand / Handball de plage,-1,-1,0,Loisir - Entretien - Remise en forme,,,,,,0,Oui,,Non-concerne,Commune,,,Non-concerne,,0,,,0,Non,Commune,,City Stade,,,0,,,0,,,,,,,0.0,0,,0,2005-09-23T00:00:00,,1995-2004,2,,,,,26.0,,,,,,Plateau EPS/Multisports/city-stades,-1,0.0,-1,,,0,0,,,,,,,0,2016-03-09T09:36:28,Non-concerne,,0,Non-concerne,,,Non-concerne,,1701,Synthetique (hors gazon),,,,0,,0,,,0.0,0,364.0,,,,,Non-concerne,-1,0,0,,0.0,,,0,0,0,0,,,Non-concerne,48.77929,,,,-1,,0,0.0,0.0,Decouvert,,,,,,0,,2.50918,0,Aire De Proximite Des Noyers,14.0,0.0,,0,0,,0,,0,0,0,,,0,0,,Non-concerne,"48.77929, 2.50918",0,,,1.0,,,,0,0,,,0,0,,0,1999.0,,,-1,,,,,,0,,,Non,1.0,,-1,,Oui,,,,,0,,,,,940710003,0,0,,,,0,,0.0,-1,1,94370,Non,0,,1,0,0,0,,0,0.0,2005-09-23T00:00:00,0,2,0,0,0,0,,Non,Rue Du Moulin Bateau,0.0,1,2016-03-09T09:36:28,0
94,Val-de-Marne,94071,Sucy-en-Brie,154480,1,3701,Handball / Mini hand / Handball de plage,-1,-1,0,Scolaire,,,,,,0,Oui,,Non,Commune,,,Non,,0,,,0,Non,Commune,,La Grande Salle,1995-2004,,-1,,,0,,,,1.0,,,0.0,0,,0,2005-09-23T00:00:00,,1965-1974,2,,,,,40.0,,,,,,Salle multisports,-1,-1.0,0,,,0,-1,,,,,,,0,2016-03-09T09:35:18,Non,,0,Non-concerne,,,Non,,1901,Synthetique (hors gazon),,,,0,,0,,,0.0,0,800.0,,,,3.0,Non,0,0,0,,0.0,,,3,0,-1,-1,,5.0,Non,48.77174,,,,0,,-1,0.0,0.0,Interieur,,,1.0,,,0,,2.51494,-1,Gymnase Montaleau,20.0,0.0,,0,0,,0,,0,-1,-1,,,0,0,,Non-concerne,"48.77174, 2.51494",0,,,,1.0,,,0,0,1.0,,0,0,,0,1965.0,,,-1,,,,2001.0,,0,,,Non,1.0,,0,,Oui,,,,,0,,,,,940710006,0,0,,,,0,,0.0,-1,0,94370,Non,0,,1,0,0,0,,0,0.0,2005-09-23T00:00:00,0,2,0,0,0,1,,Avec logement de gardien,Rue De Montaleau,0.0,1,2016-03-09T09:35:18,0
94,Val-de-Marne,94071,Sucy-en-Brie,154483,1,2402,Autres Danses,-1,-1,0,Entrainement,,,,,,-1,Non,,Non,Commune,,,Oui,,0,,,0,Non,Commune,,Salle De Motricite,,,-1,,,0,,,,1.0,,,0.0,-1,,0,2005-09-23T00:00:00,,A partir de 2005,1,,,,,,,,,,,Salle de danse,-1,-1.0,0,,,0,-1,,,,,,,1,2016-03-09T09:34:21,Oui,,0,Non-concerne,,,Oui,,2105,Parquet,,,,0,,0,,,0.0,0,198.48,,,,5.0,Non,-1,0,0,,0.0,,,4,0,-1,0,,,Non,48.77183,,,,0,,0,0.0,0.0,Interieur,,,1.0,,,0,,2.52327,-1,Ecole Primaire De La Cite Verte,,0.0,,0,0,,0,,0,-1,0,,,0,0,,Non-concerne,"48.77183, 2.52327",0,,,,1.0,,,0,-1,1.0,,-1,0,,0,2014.0,,,-1,,,,,,0,,,Non,1.0,,0,,Oui,,,,,0,,,,,940710007,0,0,,,,0,,0.0,0,1,94370,Etablissement scolaire,0,,0,0,0,0,,0,0.0,2005-09-23T00:00:00,0,1,0,280,0,0,,Non,Rue De La Cite Verte,0.0,1,2016-03-09T09:34:21,0
94,Val-de-Marne,94071,Sucy-en-Brie,154490,1,1101,Basket-Ball,-1,-1,0,Loisir - Entretien - Remise en forme,,,,,,0,Oui,,Non-concerne,Commune,,,Non-concerne,,0,,,0,Non,Commune,,Espace Multisports,,,0,,,0,,,,,,,0.0,0,,0,2005-09-23T00:00:00,,1985-1994,2,,,,,36.0,,,,,,Plateau EPS/Multisports/city-stades,0,0.0,-1,,,0,0,,,,,,,0,2016-03-09T09:31:16,Non-concerne,,0,Non-concerne,,,Non-concerne,,1701,Synthetique (hors gazon),,,,0,,0,,,0.0,0,648.0,,,,,Non-concerne,-1,0,0,,0.0,,,0,0,0,0,,,Non-concerne,48.77701,,,,-1,,0,0.0,0.0,Decouvert,,,,,,0,,2.5286,0,City Stade De La Fosse-Rouge,18.0,0.0,,0,0,,0,,0,0,0,,,0,0,,Non-concerne,"48.77701, 2.5286",0,,,1.0,,,,0,0,,,0,0,,0,,,,-1,,,,,,0,,,Non,1.0,,-1,,Oui,,,,,0,,,,,940710011,0,0,,,,0,,0.0,-1,1,94370,Non,0,,0,0,0,0,,0,0.0,2005-09-23T00:00:00,0,2,0,629,0,0,,Non,Rue Du Grand-Val,0.0,1,2016-03-09T09:31:16,0
94,Val-de-Marne,94071,Sucy-en-Brie,154497,1,2901,Football / Football en salle (Futsal),-1,-1,0,Entrainement,,,,,,-1,Oui,,Non,Commune,,,Oui,,0,,,0,Non,Commune,,Gymnase Du Fort,,,-1,,,0,,,,1.0,,,0.0,-1,,0,2005-09-23T00:00:00,,1975-1984,4,,,,,46.0,,,,,,Salle multisports,-1,-1.0,0,,,0,-1,,,,,,,1,2016-03-08T17:04:33,Oui,,0,Non,,,Oui,,1901,Synthetique (hors gazon),,,,0,,0,,,0.0,0,1012.0,,,,3.0,Non,-1,0,0,,0.0,,,3,0,-1,0,,7.0,Non,48.76969,,,,0,,0,0.0,0.0,Interieur,,,1.0,,,0,,2.53348,-1,Gymnase Du Fort,22.0,0.0,,0,0,,0,,-1,0,-1,,,-1,0,,Non,"48.76969, 2.53348",0,,,,1.0,,,0,0,1.0,,0,0,,0,1976.0,,,-1,,,,,,208,,,Non,1.0,,0,,Oui,,,,,0,,,,,940710013,0,0,,,,0,,0.0,0,0,94370,Non,0,,0,0,0,0,,0,0.0,2005-09-23T00:00:00,50,5,0,0,0,1,33,Avec logement de gardien,Avenue Du Fort,0.0,1,2016-03-08T17:04:33,0
94,Val-de-Marne,94071,Sucy-en-Brie,154497,1,701,"Badminton, Jeu de volant",-1,-1,-1,Scolaire,,,,,,-1,Oui,,Non,Commune,,,Oui,,0,,,0,Non,Commune,,Gymnase Du Fort,,,-1,,,0,,,,1.0,,,0.0,-1,,0,2005-09-23T00:00:00,,1975-1984,4,,,,,46.0,,,,,,Salle multisports,-1,-1.0,0,,,0,-1,,,,,,,1,2016-03-08T17:04:33,Oui,,0,Non,,,Oui,,1901,Synthetique (hors gazon),,,,0,,0,,,0.0,0,1012.0,,,,3.0,Non,-1,0,0,,0.0,,,3,0,-1,0,,7.0,Non,48.76969,,,,0,,0,0.0,0.0,Interieur,,,1.0,,,0,,2.53348,-1,Gymnase Du Fort,22.0,0.0,,0,0,,0,,-1,0,-1,,,-1,0,,Non,"48.76969, 2.53348",0,,,,1.0,,,0,0,1.0,,0,0,,0,1976.0,,,-1,,,,,,208,,,Non,1.0,,0,,Oui,,,,,0,,,,,940710013,0,0,,,,0,,0.0,0,0,94370,Non,0,,0,0,0,0,,0,0.0,2005-09-23T00:00:00,50,5,0,0,0,1,33,Avec logement de gardien,Avenue Du Fort,0.0,1,2016-03-08T17:04:33,0
94,Val-de-Marne,94071,Sucy-en-Brie,154509,1,2901,Football / Football en salle (Futsal),-1,-1,0,Entrainement,,,,,,0,Non,,Non,Commune,,,Non,,0,,,0,Non,Commune,,Terrain De Football Gazon Annexe,,,-1,,,-1,,,,1.0,,,0.0,0,,0,2005-09-23T00:00:00,,1965-1974,16,,,,,105.0,,,,,,Terrain de football,-1,-1.0,-1,,,0,-1,,,,,,,4,2016-03-08T12:10:17,Non,,0,Non-concerne,,,Non,,2802,Gazon naturel,,,,0,,0,,,0.0,0,7140.0,,,,5.0,Non,-1,0,0,,0.0,,,8,0,-1,0,,,Non,48.75804,,,,0,,0,0.0,0.0,Decouvert,,,,,,0,,2.53754,0,Parc Des Sports De Sucy En Brie,68.0,0.0,,0,0,,0,,0,0,0,,,0,0,,Non-concerne,"48.75804, 2.53754",0,,,,1.0,,,0,0,1.0,,0,0,,0,1969.0,,,-1,,,,,,0,,,Oui,1.0,,-1,,Oui,,,,,0,,,,,940710018,0,0,,,,0,,0.0,-1,1,94370,Complexe sportif,0,,0,3,0,0,,0,0.0,2005-09-23T00:00:00,100,24,0,480000,0,0,,Avec logement de gardien,Route De La Queue En Brie,0.0,1,2016-03-08T12:10:16,0
94,Val-de-Marne,94071,Sucy-en-Brie,154519,1,2901,Football / Football en salle (Futsal),-1,-1,0,Entrainement,,,,,,0,Non,,Non,Commune,,,Non,,0,,,0,Non,Commune,,Terrain De Football Stabilise 2,,,-1,,,-1,,,,1.0,,,0.0,0,,0,2005-09-23T00:00:00,,1965-1974,16,,,,,95.0,,,,,,Terrain de football,-1,-1.0,-1,,,0,-1,,,,,,,4,2016-03-08T12:10:17,Non,,0,Non-concerne,,,Non,,2802,Stabilise/cendree,,,,0,,0,,,0.0,0,5225.0,,,,5.0,Non,-1,0,0,,0.0,,,8,0,-1,0,,,Non,48.75759,,,,-1,,0,0.0,0.0,Decouvert,,,1.0,,,0,,2.53676,0,Parc Des Sports De Sucy En Brie,55.0,0.0,,0,0,,0,,0,0,0,,,0,0,,Non-concerne,"48.75759, 2.53676",0,,,1.0,1.0,,,0,0,1.0,,0,0,,0,1969.0,,,-1,,,,,,0,,,Oui,1.0,,-1,,Oui,,,,,0,,,,,940710018,0,0,,,,0,,0.0,-1,1,94370,Complexe sportif,0,,0,3,0,0,,0,0.0,2005-09-23T00:00:00,100,24,0,480000,0,0,,Avec logement de gardien,Route De La Queue En Brie,0.0,1,2016-03-08T12:10:16,0
94,Val-de-Marne,94071,Sucy-en-Brie,309609,1,3701,Handball / Mini hand / Handball de plage,-1,-1,0,Scolaire,,,,,,-1,Oui,,Non,Etablissement d'enseignement prive,,,Non,,0,,,0,Non,Etablissement d'enseignement prive,,Gymnase,A partir de 2005,,0,,,0,,,,1.0,,,0.0,0,,0,2010-07-06T00:00:00,,1945-1964,2,,,,,15.0,,,,,,Salle multisports,-1,-1.0,0,,,0,-1,,,,,,,0,2016-10-11T00:00:00,Oui,,0,Non-concerne,,,Non-concerne,,1901,Beton,,,,0,,0,,,,0,180.0,,,,,Non-concerne,0,0,0,,0.0,,,2,0,-1,-1,,8.0,Non,48.7677,,,,0,,0,,,Interieur,,,1.0,,,0,,2.51654,0,Ecole Privee Du Petit Val,12.0,,,0,0,,0,,0,0,0,,,0,0,,Non-concerne,"48.7677, 2.51654",0,,,,,,,0,0,,,0,0,,0,1950.0,,,-1,,,,2015.0,,0,,,Non,1.0,,0,,Oui,,,,,0,,,,,940710025,-1,0,,,,0,,0.0,-1,0,94370,Etablissement scolaire,1200,,0,0,0,0,,0,0.0,2010-06-07T00:00:00,50,2,0,180,0,1,12,Non,Avenue Albert Pleuvry,0.0,1,2016-03-24T10:50:14,0
94,Val-de-Marne,94071,Sucy-en-Brie,356799,1,6401,Rugby a 15 / Rugby a 7,-1,-1,0,Entrainement,1.0,,,,,0,Non,,Non,Commune,,,Oui,,0,,,0,Non,Commune,,Terrain De Rugby D'Entrainement B Eclaire,,,-1,,,0,,,,1.0,,,0.0,0,,0,2016-02-17T15:46:04,,1975-1984,16,,,,,110.0,,,,,,Terrain de rugby,-1,-1.0,0,,,0,-1,,,,,,,2,,Non,,0,Non-concerne,,,Non,,2803,Gazon naturel,,,,0,,0,,,0.0,0,7150.0,,,,,Non,-1,0,0,,,,,16,0,-1,0,,,Non,48.77576,,,,0,,0,0.0,0.0,Decouvert,,,1.0,,,0,,2.50649,0,Stade Paul Meyer,65.0,0.0,,0,0,,0,,0,0,0,,,0,0,,Non-concerne,"48.77576, 2.50649",0,,,,1.0,,,0,0,1.0,,0,0,,0,1980.0,,,0,,,,,,0,,,Non,1.0,,-1,,Oui,,,,,0,,,,,940710002,0,0,,,,0,,0.0,-1,0,94370,Non,70,,1,6,0,0,,0,0.0,2005-09-23T00:00:00,120,33,0,200000,0,1,39,Avec logement de gardien,Rue De Paris,0.0,1,2016-02-17T15:46:04,0
94,Val-de-Marne,94071,Sucy-en-Brie,357079,1,1201,"Billard (Franaais (carambole),Snooker,Anglais,Americain)",-1,-1,0,Loisir - Entretien - Remise en forme,,,,,,0,Non,,Non-concerne,Commune,,,Non-concerne,,0,,,0,Non,Commune,,Salle De Billard,,,0,,,0,,,,,,,0.0,0,,0,2016-03-07T12:05:39,,A partir de 2005,2,,,,,10.0,,,,,,Salle de billard,-1,-1.0,-1,,,0,-1,,,,,,,0,,Oui,,0,Non-concerne,,,Non-concerne,,2103,Bitume,,,,0,,0,,,0.0,0,100.0,,,,,Non-concerne,-1,0,0,,,,,0,0,0,0,,3.0,Non,48.7721,,,,0,,0,0.0,0.0,Interieur,,,,,,0,,2.51732,0,Maison Des Seniors - Club Montaleau,10.0,0.0,,0,0,,0,,0,0,0,,,0,0,,Non-concerne,"48.7721, 2.51732",0,,,,1.0,,,0,-1,1.0,,0,0,,0,2009.0,,,-1,,,,,,0,,,Non,1.0,,0,,Oui,3.0,,,,0,,,,,940710026,0,0,,,,0,,0.0,-1,1,94370,Non,0,,1,0,0,0,,0,0.0,2010-07-07T00:00:00,0,2,0,0,0,0,,Non,Rue Des Fontaines,0.0,1,2016-03-07T12:05:39,0
94,Val-de-Marne,94071,Sucy-en-Brie,154461,1,8901,Activites de forme et de sante,-1,-1,0,Loisir - Entretien - Remise en forme,,,,,,0,Non,,Non,Etablissement d'enseignement prive,,,Non,,0,,,0,Non,Etablissement d'enseignement prive,,Salle De Fitness,,,0,,,0,,,,1.0,,,0.0,-1,,0,2005-09-23T00:00:00,,1985-1994,3,,,,,25.0,,,,,,Salle de cours collectifs,-1,-1.0,-1,,,0,-1,,,,,,,0,2016-02-17T15:48:47,Non,,0,Non-concerne,,,Non-concerne,,801,Parquet,,,,0,,0,,,0.0,0,175.0,,,,5.0,Non-concerne,-1,0,0,,0.0,,,2,0,-1,0,,2.0,Non,48.77312,,,,-1,,0,0.0,0.0,Interieur,,,,,,0,,2.50372,-1,Magic Form Sucy-En-Brie,7.0,0.0,,0,0,,0,,0,0,0,,,0,0,,Non-concerne,"48.77312, 2.50372",0,,,1.0,,,,0,0,,,-1,0,,0,1989.0,,,-1,,,,,,0,,,Oui,1.0,,0,,Oui,,,,,0,,,,,940710001,0,0,,,,0,,0.0,0,1,94370,Non,0,,1,0,0,0,,0,0.0,2005-09-23T00:00:00,4,3,0,350,0,0,6,Non,Allee Du Pacifique,0.0,1,2016-02-17T15:48:47,0
94,Val-de-Marne,94071,Sucy-en-Brie,154477,1,7103,Modelisme automobile radio-guide,-1,-1,0,Loisir - Entretien - Remise en forme,,,,,,0,Oui,,Non-concerne,Commune,,,Non-concerne,,0,,,0,Non,Association(s),,Piste Interieure,,,0,,,0,,,,1.0,,,0.0,0,,0,2005-09-23T00:00:00,,1995-2004,2,,,,,10.0,,,,,,Site de modelisme automobile,-1,0.0,-1,,,0,-1,,,,,,,0,2016-02-17T15:36:13,Non,,0,Non-concerne,,,Non-concerne,,2501,Synthetique (hors gazon),,,,0,,0,,,0.0,0,60.0,,,,5.0,Non-concerne,-1,0,0,,0.0,,,0,0,0,0,,3.0,Non,48.78088,,,,0,,0,0.0,0.0,Interieur,,,,,,0,,2.51103,-1,Robot Club 94,6.0,0.0,,0,0,,0,,0,0,0,,,0,0,,Non-concerne,"48.78088, 2.51103",0,,,,1.0,,,0,0,1.0,,-1,0,,0,2001.0,,,-1,,,,,,0,,,Non,1.0,,0,,Oui,,,,,0,,,,,940710005,0,0,,,,0,,0.0,-1,1,94370,Non,0,,1,0,0,0,,0,0.0,2005-09-23T00:00:00,80,2,0,0,0,0,,Non,Rue Du Moulin Bateau,0.0,1,2016-02-17T15:36:13,0
94,Val-de-Marne,94071,Sucy-en-Brie,154480,1,3402,Gymnastique Rythmique,-1,-1,0,Entrainement,,,,,,0,Oui,,Non,Commune,,,Non,,0,,,0,Non,Commune,,La Grande Salle,1995-2004,,-1,,,0,,,,1.0,,,0.0,0,,0,2005-09-23T00:00:00,,1965-1974,2,,,,,40.0,,,,,,Salle multisports,-1,-1.0,0,,,0,-1,,,,,,,0,2016-03-09T09:35:18,Non,,0,Non-concerne,,,Non,,1901,Synthetique (hors gazon),,,,0,,0,,,0.0,0,800.0,,,,3.0,Non,0,0,0,,0.0,,,3,0,-1,-1,,5.0,Non,48.77174,,,,0,,-1,0.0,0.0,Interieur,,,1.0,,,0,,2.51494,-1,Gymnase Montaleau,20.0,0.0,,0,0,,0,,0,-1,-1,,,0,0,,Non-concerne,"48.77174, 2.51494",0,,,,1.0,,,0,0,1.0,,0,0,,0,1965.0,,,-1,,,,2001.0,,0,,,Non,1.0,,0,,Oui,,,,,0,,,,,940710006,0,0,,,,0,,0.0,-1,0,94370,Non,0,,1,0,0,0,,0,0.0,2005-09-23T00:00:00,0,2,0,0,0,1,,Avec logement de gardien,Rue De Montaleau,0.0,1,2016-03-09T09:35:18,0
