depcode,deplib,cominsee,comlib,equipementid,equnbequidentique,actcode,actlib,equactivitepraticable,equactivitepratique,equactivitesallespe,actnivlib,equutilperformance,equhauteursurfaceevo,equathnbsauthauteur,equnatureskkmlance,equnateclsub,equaccueillocalrangement,equacceshandimaire,equnatureskaltitudehaute,equacceshandisvestiaire,gestiontypeproprietaireprinclib,equnatcouloir,equathnbsauttotal,equacceshandimvestiaire,equnombatiment,equtravauxrealconformite,equnaturesktotalremontee,equpresencepataugeoir,equconfortbainvapeur,equacceshandisaire,gestiontypegestionnaireprinclib,equnatimhandi,equnom,anneetravauxreallibelle,equnatureacpubmec,equsanitairepublic,equnatureacpubped,equsaenbcouloir,equerppa,equnatprofmini,gestiontypeproprietaireseclib,equipementtir300,equutilformation,equnatureskjardinalpin,equnatureskslalom,equdemarchehqe,equsono,equipementtirautre,equtravauxrealnorme,equdatecreation,equnatureskborder,anneeservicelib,nb_ficheequipement,equnatureskhalfpipe,equnatureacsecmec,equnaturesevoies,equnatureacpubrout,equlongueurevolution,equnaturepdesi,equnatsurv,equsaehauteur,column_202,equnatriviere,equipementtypelib,equeclairage,equvestiairespochauffe,equaccueilaucun,equathnbcouloirligne,equnatlongueurbassin,equconfortbainbouillonant,equsanitairesportif,equnatnbp7,equnatnbptotal,equnatnbp5,equnatnbp3,equipnaturesituationlib,equnatureskaltitudebasse,equnbvestiairearbitre,equdatemaj,equacceshandimsanispo,equnatureloctec,equaccueildopage,equacceshandimtribune,equnatureskdebit,equnatureskjardinnordique,equacceshandimsanipub,equnaturelocped,equipementtypecode,naturesollib,equnatmm,equathnblancertotal,equipementtir10,equtravauxrealdegradation,equnatureacpubnau,equchauffagesolaire,equnatpentaglisse,equnatfm,equerpoa,equerpref,equsurfaceevolution,equathnbsautlongueur,equathnbdisque,equathnbsauttriple,equerpcategorie,equacceshandissanipub,equdatederniertravauxaucun,equaccueilclub,equaccueilsalle,equnaturesknbkmskinordique,equgestiondsp,equnatautre,equipementtir100,equnbvestiairespo,equaccueilautre,equdouche,equtravauxrealvetuste,equnatureacsecped,equhauteurevolution,equacceshandissanispo,equgpsy,equathlonglignedroite,equipementtir200,equathnbmarteaumixte,equproximite,equathriviere,equerpl,equerpo,equerpn,naturelibelle,equnaturesksnowpark,equnatmav,equutilscolaire,equnatnbp10,equnaturealert,equaccueilbuvette,equnatlargeurbassin,equgpsx,equerpx,insnom,equlargeurevolution,equerpp,column_201,equerpr,equconfortautre,equnaturesknbkmskialpin,equconfortsolarium,equipementtir50,equaccueilreception,equaccueilbureau,equchauffagegaz,equsaesurface,equathdev,equtableaufixe,equerpcts,equnatformelib,equacceshandistribune,equgpsy_x,equaccueilinfirmerie,equnatnbttotal,equathnbcouloirhorsligne,equutilindividuel,equutilclub,equnatureclassfedemaxi,column_200,equaccueilmedic,equchauffageautre,equutilautre,equnatureacsecrout,equchauffageelectricite,equerpsg,equipementtir25,equconfortsauna,equanneeservice,equnatureautorise,equnatureshnbpisteneigearti,equconfortaucun,equnatsurfacebassin,equnatnbt3,equnatnbt1,equdatederniertravauxreal,gestiontypegestionnaireseclib,equnbplacetribune,equathnbjavelot,equnaturesignal,equacceshandimaucun,equutilrecreation,equnaturesktremplin,equchauffagenon,equnattobog,equacceshandisaucun,equnbcouloirpiste,equnatureestour,equipementtirplateau,equathnbmarteau,equtravauxrealusager,equnatureclassfedemini,equathnbsautperche,equnatureaetreuil,equathnbpoids,insnumeroinstall,equchauffagefuel,equerprpe,equnatprofmax,equnatureacsecnau,equnatsurfaceplagebassin,equchrono,equnatsonorisationsub,equouvertsaison,equamenagementaucun,insaccessibiliteaucun,inscodepostal,inspartlibelle,insnbcouvert,insarrondissement,instransporttrain,insnbplaceparkinghandi,instransportmetro,insnblit,inslieudit,instransportbateau,insmulticommune,insdatecreation,insnbplaceparking,nb_equipements,instransportautre,insemprisefonciere,instransporttram,insaccessibilitehandimoteur,insnovoie,insgardiennee,inslibellevoie,insinternat,instransportbus,insdatemaj,insaccessibilitehandisens
94,Val-de-Marne,94071,Sucy-en-Brie,154494,2,3701,Handball / Mini hand / Handball de plage,-1,-1,0,Scolaire,,,,,,0,Oui,,Non-concerne,Commune,,,Non-concerne,,0,,,0,Non,Commune,,Plateaux DEvolution,,,0,,,0,,,,,,,0.0,0,,0,2005-09-23T00:00:00,,1975-1984,4,,,,,55.0,,,,,,Plateau EPS/Multisports/city-stades,0,0.0,-1,,,0,0,,,,,,,0,2016-03-08T17:04:33,Non-concerne,,0,Non-concerne,,,Non-concerne,,1701,Bitume,,,,0,,0,,,0.0,0,2475.0,,,,,Non-concerne,-1,0,0,,0.0,,,0,0,0,0,,,Non-concerne,48.77001,,,,0,,0,0.0,0.0,Decouvert,,,1.0,,,0,,2.53281,0,Gymnase Du Fort,45.0,0.0,,0,0,,0,,0,0,0,,,0,0,,Non-concerne,"48.77001, 2.53281",0,,,1.0,1.0,,,0,0,,,0,0,,0,1976.0,,,-1,,,,,,0,,,Non,1.0,,-1,,Oui,,,,,0,,,,,940710013,0,0,,,,0,,0.0,-1,0,94370,Non,0,,0,0,0,0,,0,0.0,2005-09-23T00:00:00,50,5,0,0,0,1,33,Avec logement de gardien,Avenue Du Fort,0.0,1,2016-03-08T17:04:33,0
94,Val-de-Marne,94071,Sucy-en-Brie,154497,1,3701,Handball / Mini hand / Handball de plage,-1,-1,0,Entrainement,,,,,,-1,Oui,,Non,Commune,,,Oui,,0,,,0,Non,Commune,,Gymnase Du Fort,,,-1,,,0,,,,1.0,,,0.0,-1,,0,2005-09-23T00:00:00,,1975-1984,4,,,,,46.0,,,,,,Salle multisports,-1,-1.0,0,,,0,-1,,,,,,,1,2016-03-08T17:04:33,Oui,,0,Non,,,Oui,,1901,Synthetique (hors gazon),,,,0,,0,,,0.0,0,1012.0,,,,3.0,Non,-1,0,0,,0.0,,,3,0,-1,0,,7.0,Non,48.76969,,,,0,,0,0.0,0.0,Interieur,,,1.0,,,0,,2.53348,-1,Gymnase Du Fort,22.0,0.0,,0,0,,0,,-1,0,-1,,,-1,0,,Non,"48.76969, 2.53348",0,,,,1.0,,,0,0,1.0,,0,0,,0,1976.0,,,-1,,,,,,208,,,Non,1.0,,0,,Oui,,,,,0,,,,,940710013,0,0,,,,0,,0.0,0,0,94370,Non,0,,0,0,0,0,,0,0.0,2005-09-23T00:00:00,50,5,0,0,0,1,33,Avec logement de gardien,Avenue Du Fort,0.0,1,2016-03-08T17:04:33,0
94,Val-de-Marne,94071,Sucy-en-Brie,154502,1,401,Aikido / Aikibudo / Budo,-1,-1,0,Loisir - Entretien - Remise en forme,,,,,,0,Non,,Non,Commune,,,Oui,,0,,,0,Non,Commune,,Salle Des Arts Martiaux,A partir de 2005,,-1,,,0,,,,1.0,,,0.0,0,,0,2005-09-23T00:00:00,,1965-1974,3,,,,,16.0,,,,,,Dojo / Salle d'arts martiaux,-1,-1.0,0,,,0,-1,,,,,,,0,2016-03-08T12:15:48,Non,,0,Non-concerne,,,Non,,1801,Synthetique (hors gazon),,,,0,,0,,,0.0,0,192.0,,,,5.0,Non,0,0,0,,0.0,,,4,0,-1,0,,4.0,Non,48.76195,,,,0,,0,0.0,0.0,Interieur,,,1.0,,,0,,2.53605,-1,Gymnase Du Plateau,12.0,0.0,,0,0,,0,,0,-1,-1,,,0,0,,Non-concerne,"48.76195, 2.53605",0,,,,1.0,,,0,0,1.0,,0,0,,0,1966.0,,,-1,,,,2007.0,,0,,,Non,1.0,,0,,Oui,,,,,0,,,,,940710017,0,0,,,,0,,0.0,-1,0,94370,Non,0,,0,0,0,0,,0,0.0,2005-09-23T00:00:00,10,3,0,0,0,1,52,Avec logement de gardien,Route De La Queue En Brie,0.0,1,2016-03-08T12:15:48,0
94,Val-de-Marne,94071,Sucy-en-Brie,154512,1,2901,Football / Football en salle (Futsal),-1,-1,0,Competition regionale,1.0,,,,,0,Non,,Non,Commune,,,Non,,0,,,0,Non,Commune,,Terrain De Football Honneur,,,-1,,,-1,,,,1.0,,,0.0,0,,0,2005-09-23T00:00:00,,1965-1974,16,,,,,105.0,,,,,,Terrain de football,-1,-1.0,-1,,,0,-1,,,,,,,4,2016-03-08T12:10:17,Non,,0,Non,,,Non,,2802,Gazon naturel,,,,0,,0,,,0.0,0,6930.0,,,,3.0,Non,-1,0,0,,0.0,,,4,0,-1,0,,,Non,48.75868,,,,0,,0,0.0,0.0,Decouvert,,,,,,0,,2.5337,0,Parc Des Sports De Sucy En Brie,66.0,0.0,,0,0,,0,,0,0,0,,,0,0,,Non,"48.75868, 2.5337",0,,,,1.0,,,0,0,1.0,,0,0,,0,1971.0,,,-1,,,,,,580,,,Oui,1.0,,-1,,Oui,,,,,0,,,,,940710018,0,0,,,,0,,0.0,-1,1,94370,Complexe sportif,0,,0,3,0,0,,0,0.0,2005-09-23T00:00:00,100,24,0,480000,0,0,,Avec logement de gardien,Route De La Queue En Brie,0.0,1,2016-03-08T12:10:16,0
94,Val-de-Marne,94071,Sucy-en-Brie,280197,2,8101,Carabine (hors 300m) / Pistolet / Plateaux,-1,-1,0,Entrainement,1.0,,,,,-1,Oui,,Non-concerne,Commune,,,Non-concerne,,0,,,0,Non,Commune,,Nouveaux Pas De Tir A 10 Metres,,,0,,,0,,,0.0,1.0,,,0.0,0,0.0,0,2007-05-14T00:00:00,,A partir de 2005,4,,,,,14.0,,,,,,Pas de tir a la cible,-1,0.0,0,,,0,-1,,,,,,,0,2016-04-04T13:52:03,Oui,,0,Non-concerne,,,Non-concerne,,1402,Carrelage,,,-1.0,0,,0,,,0.0,0,140.0,,,,,Non-concerne,-1,-1,0,,0.0,,0.0,0,0,0,0,,3.0,Non,48.76854,,0.0,,0,,0,0.0,0.0,Interieur,,,,,,-1,,2.53151,0,Cercle De Tir Sucy En Brie,10.0,0.0,,0,0,,0,0.0,0,-1,0,,,0,0,,Non-concerne,"48.76854, 2.53151",0,,,,1.0,,,0,0,1.0,,-1,0,0.0,0,2005.0,,,-1,,,,,,0,,,Non,1.0,,0,,Oui,7.0,,0.0,,0,,,,,940710012,0,0,,,,0,,0.0,-1,0,94370,Non,0,,1,0,0,0,Fort De Sucy En Brie,0,0.0,2005-09-23T00:00:00,50,5,0,0,0,1,,Non,Allee Sere De Rivieres,0.0,1,2016-04-04T13:52:02,0
94,Val-de-Marne,94071,Sucy-en-Brie,154522,1,2603,Dressage,-1,-1,0,Entrainement,,,,,,-1,Non,,Non-concerne,Etablissement prive commercial,,,Non-concerne,,0,,,0,Non,Etablissement prive commercial,,Carriere,1995-2004,,-1,,,-1,,,,1.0,,,0.0,0,,0,2005-09-23T00:00:00,,1965-1974,4,,,,,40.0,,,,,,Carriare,-1,0.0,0,,,0,-1,,,,,,,0,2016-02-18T14:01:02,Non,,0,Non-concerne,,,Non,,901,Sable,,,,0,,0,,,0.0,0,1200.0,,,,5.0,Non,0,-1,0,,0.0,,,0,0,0,0,,,Non,48.755,,,,0,,0,0.0,0.0,Decouvert,,,,,,-1,,2.55308,0,Poney Club De Sucy,30.0,0.0,,0,0,,0,,0,-1,0,,,0,0,,Non-concerne,"48.755, 2.55308",0,,,1.0,1.0,,,0,0,1.0,,0,0,,0,1972.0,,,-1,,,,2001.0,,0,,,Oui,1.0,,-1,,Oui,,,,,0,,,,,940710019,0,0,,,,0,,0.0,-1,0,94370,Non,0,,0,0,0,0,,0,0.0,2005-09-23T00:00:00,0,4,0,5067,0,1,16-18,Non,Allee Des Blancs,0.0,1,2016-02-18T14:01:02,0
94,Val-de-Marne,94071,Sucy-en-Brie,280174,1,8901,Activites de forme et de sante,-1,-1,0,Loisir - Entretien - Remise en forme,,,,,,0,Non,,Non-concerne,Commune,,,Non-concerne,,0,,,0,Non,Commune,,Parcours De Sante,,,0,,,0,,,,,,,0.0,0,,0,2007-05-11T00:00:00,,A partir de 2005,16,,,,,1700.0,,,,,,Parcours sportif/sante,0,0.0,-1,,,0,0,,,,,,,0,2016-03-08T12:10:17,Non-concerne,,0,Non-concerne,,,Non-concerne,,1301,Surface naturelle,,,,0,,0,,,0.0,0,4100.0,,,,,Non-concerne,-1,0,0,,0.0,,,0,0,0,0,,,Non-concerne,48.76181,,,,-1,,0,0.0,0.0,Decouvert,,,,,,0,,2.5389,0,Parc Des Sports De Sucy En Brie,3.0,0.0,,0,0,,0,,0,0,0,,,0,0,,Non-concerne,"48.76181, 2.5389",0,,,1.0,,,,0,0,,,0,0,,0,2005.0,,,-1,,,,,,0,,,Oui,1.0,,-1,,Oui,,,,,0,,,,,940710018,0,0,,,,0,,0.0,-1,1,94370,Complexe sportif,0,,0,3,0,0,,0,0.0,2005-09-23T00:00:00,100,24,0,480000,0,0,,Avec logement de gardien,Route De La Queue En Brie,0.0,1,2016-03-08T12:10:16,0
94,Val-de-Marne,94071,Sucy-en-Brie,356795,1,2901,Football / Football en salle (Futsal),-1,-1,0,Entrainement,,,,,,0,Non,,Non,Commune,,,Oui,,0,,,0,Non,Commune,,Terrain De Football F Non Eclaire,,,-1,,,0,,,,1.0,,,,0,,0,2016-02-17T15:46:04,,1975-1984,16,,,,,105.0,,,,,,Terrain de football,0,-1.0,-1,,,0,-1,,,,,,,2,,Non,,0,Non-concerne,,,Non,,2802,Gazon naturel,,,,0,,0,,,0.0,0,6825.0,,,,,Non,-1,0,0,,0.0,,,16,0,-1,0,,,Non,48.77641,,,,0,,0,0.0,0.0,Decouvert,,,1.0,,,0,,2.50397,0,Stade Paul Meyer,65.0,0.0,,0,0,,0,,0,0,0,,,0,0,,Non-concerne,"48.77641, 2.50397",0,,,,1.0,,,0,0,1.0,,0,0,,0,1980.0,,,-1,,,,,,0,,,Non,1.0,,-1,,Oui,,,,,0,,,,,940710002,0,0,,,,0,,,-1,0,94370,Non,70,,1,6,0,0,,0,0.0,2005-09-23T00:00:00,120,33,0,200000,0,1,39,Avec logement de gardien,Rue De Paris,0.0,1,2016-02-17T15:46:04,0
94,Val-de-Marne,94071,Sucy-en-Brie,154464,1,2901,Football / Football en salle (Futsal),-1,-1,0,Competition regionale,1.0,,,,,0,Non,,Non,Commune,,,Oui,,0,,,0,Non,Commune,,Terrain De Football Honneur K Non Eclaire,1995-2004,,-1,,,0,,,,,,,0.0,0,,0,2005-09-23T00:00:00,,1975-1984,16,,,,,115.0,,,,,,Terrain de football,0,-1.0,0,,,0,-1,,,,,,,2,2016-02-17T15:46:04,Non,,0,Non-concerne,,,Non,,2802,Gazon naturel,,,,0,,0,,,0.0,0,8050.0,,,,,Non,0,-1,0,,0.0,,,16,0,-1,0,,,Non,48.7773,,,,0,,0,0.0,0.0,Decouvert,,,,,,-1,,2.50486,0,Stade Paul Meyer,70.0,0.0,,0,0,,0,,0,-1,0,,,0,0,,Non-concerne,"48.7773, 2.50486",0,,,,1.0,,,0,0,1.0,,0,0,,0,1980.0,,,-1,,,,2003.0,,0,,,Non,,,-1,,Oui,,,,,0,,,,,940710002,0,0,,,,0,,0.0,-1,0,94370,Non,70,,1,6,0,0,,0,0.0,2005-09-23T00:00:00,120,33,0,200000,0,1,39,Avec logement de gardien,Rue De Paris,0.0,1,2016-02-17T15:46:04,0
94,Val-de-Marne,94071,Sucy-en-Brie,154525,1,5208,Aquagym,-1,-1,0,Loisir - Entretien - Remise en forme,,4.0,,,-1.0,-1,Oui,,Non,Commune,4.0,,Oui,,-1,,-1.0,0,Non,EPCI,-1.0,Bassin Decouvrable,A partir de 2005,,-1,,,-1,0.9,,,,,,0.0,-1,,0,2005-09-23T00:00:00,,1975-1984,2,,,,,,,0.0,,,0.0,Bassin sportif de natation,-1,-1.0,0,,25.0,0,-1,0.0,0.0,0.0,0.0,,,1,2016-03-07T12:07:47,Non,,0,Non-concerne,,,Non,,102,Carrelage,0.0,,,0,,0,0.0,0.0,0.0,0,,,,,2.0,Non,0,0,0,,0.0,0.0,,3,0,-1,0,,,Non,48.76899,,,,0,,0,0.0,0.0,Decouvrable,,0.0,1.0,0.0,,0,10.0,2.53357,-1,Piscine Intercommunautaire,,0.0,,0,0,,-1,,0,-1,-1,,,0,0,Rectangulaire/carre,Non-concerne,"48.76899, 2.53357",-1,0.0,,1.0,1.0,,,0,0,1.0,,0,0,,0,1975.0,,,0,250.0,0.0,0.0,2007.0,,0,,,Non,1.0,,0,0.0,Oui,4.0,,,,0,,,,,940710021,0,0,2.0,,630.0,0,0.0,0.0,0,1,94370,Piscine,0,,0,1,0,0,,0,0.0,2005-09-23T00:00:00,64,2,0,0,0,0,29,Avec logement de gardien,Avenue Du Fort,0.0,1,2016-03-07T12:07:47,0
94,Val-de-Marne,94071,Sucy-en-Brie,154474,1,1101,Basket-Ball,-1,-1,0,Loisir - Entretien - Remise en forme,,,,,,0,Oui,,Non-concerne,Commune,,,Non-concerne,,0,,,0,Non,Commune,,Terrain De Basket-Ball,,,0,,,0,,,,,,,0.0,0,,0,2005-09-23T00:00:00,,1995-2004,2,,,,,35.0,,,,,,Terrain de basket-ball,0,0.0,-1,,,0,0,,,,,,,0,2016-03-09T09:36:28,Non-concerne,,0,Non-concerne,,,Non-concerne,,2901,Bitume,,,,0,,0,,,0.0,0,875.0,,,,,Non-concerne,-1,0,0,,0.0,,,0,0,0,0,,,Non-concerne,48.77826,,,,-1,,0,0.0,0.0,Decouvert,,,,,,0,,2.50883,0,Aire De Proximite Des Noyers,25.0,0.0,,0,0,,0,,0,0,0,,,0,0,,Non-concerne,"48.77826, 2.50883",0,,,1.0,,,,0,0,,,0,0,,0,1999.0,,,-1,,,,,,0,,,Non,1.0,,-1,,Oui,,,,,0,,,,,940710003,0,0,,,,0,,0.0,-1,1,94370,Non,0,,1,0,0,0,,0,0.0,2005-09-23T00:00:00,0,2,0,0,0,0,,Non,Rue Du Moulin Bateau,0.0,1,2016-03-09T09:36:28,0
94,Val-de-Marne,94071,Sucy-en-Brie,154488,1,1401,Boxe Anglaise,-1,-1,0,Entrainement,,,,,,0,Non,,Non,Commune,,,Non,,0,,,0,Non,Commune,,Dojo / Ring De Boxe,,,-1,,,0,,,,1.0,,,0.0,0,,0,2005-09-23T00:00:00,,1995-2004,3,,,,,11.22,,,,,,Dojo / Salle d'arts martiaux,-1,-1.0,-1,,,0,-1,,,,,,,0,2016-03-09T09:32:34,Oui,,0,Non-concerne,,,Oui,,1801,Synthetique (hors gazon),,,,0,,0,,,0.0,0,77.3,,,,5.0,Non,-1,0,0,,0.0,,,2,0,-1,0,,3.0,Non,48.7751,,,,0,,0,0.0,0.0,Interieur,,,1.0,,,0,,2.52617,-1,Anim'Sport,6.89,0.0,,0,0,,0,,0,0,-1,,,0,0,,Non-concerne,"48.7751, 2.52617",0,,,,1.0,,,0,0,1.0,,0,0,,0,2003.0,,,-1,,,,,,0,,,Non,1.0,,0,,Oui,,,,,0,,,,,940710009,0,0,,,,0,,0.0,-1,1,94370,Non,0,,0,0,0,0,Le Rond D'Or,0,0.0,2005-09-23T00:00:00,20,3,0,300,0,0,,Non,Place De La Fraternite,0.0,1,2016-03-09T09:32:34,0
94,Val-de-Marne,94071,Sucy-en-Brie,154494,2,2901,Football / Football en salle (Futsal),-1,-1,0,Scolaire,,,,,,0,Oui,,Non-concerne,Commune,,,Non-concerne,,0,,,0,Non,Commune,,Plateaux DEvolution,,,0,,,0,,,,,,,0.0,0,,0,2005-09-23T00:00:00,,1975-1984,4,,,,,55.0,,,,,,Plateau EPS/Multisports/city-stades,0,0.0,-1,,,0,0,,,,,,,0,2016-03-08T17:04:33,Non-concerne,,0,Non-concerne,,,Non-concerne,,1701,Bitume,,,,0,,0,,,0.0,0,2475.0,,,,,Non-concerne,-1,0,0,,0.0,,,0,0,0,0,,,Non-concerne,48.77001,,,,0,,0,0.0,0.0,Decouvert,,,1.0,,,0,,2.53281,0,Gymnase Du Fort,45.0,0.0,,0,0,,0,,0,0,0,,,0,0,,Non-concerne,"48.77001, 2.53281",0,,,1.0,1.0,,,0,0,,,0,0,,0,1976.0,,,-1,,,,,,0,,,Non,1.0,,-1,,Oui,,,,,0,,,,,940710013,0,0,,,,0,,0.0,-1,0,94370,Non,0,,0,0,0,0,,0,0.0,2005-09-23T00:00:00,50,5,0,0,0,1,33,Avec logement de gardien,Avenue Du Fort,0.0,1,2016-03-08T17:04:33,0
94,Val-de-Marne,94071,Sucy-en-Brie,154495,1,2701,Escrime (Epee / Fleuret / Sabre ),-1,-1,0,Entrainement,,,,,,-1,Oui,,Non,Commune,,,Oui,,0,,,0,Non,Commune,,Salle D'Escrime,1995-2004,,-1,,,0,,,,1.0,,,0.0,0,,0,2005-09-23T00:00:00,,1965-1974,4,,,,,14.98,,,,,,Salle d'escrime,-1,-1.0,0,,,0,-1,,,,,,,1,2016-03-08T17:04:33,Oui,,0,Non-concerne,,,Oui,,2115,Parquet,,,,0,,0,,,0.0,0,183.0,,,,3.0,Non,0,0,0,,0.0,,,3,0,-1,0,,4.0,Non,48.76978,,,,0,,0,0.0,0.0,Interieur,,,1.0,,,0,,2.53339,-1,Gymnase Du Fort,12.26,0.0,,0,0,,0,,-1,0,-1,,,0,0,,Non-concerne,"48.76978, 2.53339",0,,,,1.0,,,0,0,1.0,,0,0,,0,1965.0,,,-1,,,,2004.0,,0,,,Non,1.0,,0,,Oui,5.0,,,,0,,,,,940710013,0,0,,,,0,,0.0,-1,0,94370,Non,0,,0,0,0,0,,0,0.0,2005-09-23T00:00:00,50,5,0,0,0,1,33,Avec logement de gardien,Avenue Du Fort,0.0,1,2016-03-08T17:04:33,0
94,Val-de-Marne,94071,Sucy-en-Brie,154496,1,8001,Tennis de table,-1,-1,0,Entrainement,,,,,,-1,Oui,,Non,Commune,,,Oui,,0,,,0,Non,Commune,,Salle De Tennis De Table,1995-2004,,-1,,,0,,,,1.0,,,0.0,0,,0,2005-09-23T00:00:00,,1975-1984,4,,,,,18.07,,,,,,Salle de tennis de table,-1,-1.0,0,,,0,-1,,,,,,,1,2016-03-08T17:04:33,Oui,,0,Non-concerne,,,Oui,,2111,Parquet,,,,0,,0,,,0.0,0,224.2,,,,3.0,Non,0,0,0,,0.0,,,3,0,-1,0,,4.0,Non,48.76972,,,,0,,0,0.0,0.0,Interieur,,,1.0,,,0,,2.53347,-1,Gymnase Du Fort,12.66,0.0,,0,0,,0,,-1,0,-1,,,0,0,,Non-concerne,"48.76972, 2.53347",0,,,,1.0,,,0,0,1.0,,0,0,,0,1976.0,,,-1,,,,2004.0,,0,,,Non,1.0,,0,,Oui,12.0,,,,0,,,,,940710013,0,0,,,,0,,0.0,-1,0,94370,Non,0,,0,0,0,0,,0,0.0,2005-09-23T00:00:00,50,5,0,0,0,1,33,Avec logement de gardien,Avenue Du Fort,0.0,1,2016-03-08T17:04:33,0
94,Val-de-Marne,94071,Sucy-en-Brie,154499,1,8901,Activites de forme et de sante,-1,-1,0,Loisir - Entretien - Remise en forme,,,,,,0,Oui,,Non,Commune,,,Oui,,0,,,0,Non,Commune,,Salle De Danse Beauvilliers,,,0,,,0,,,,,,,0.0,0,,0,2005-09-23T00:00:00,,1995-2004,1,,,,,20.0,,,,,,Salle de danse,-1,-1.0,0,,,0,-1,,,,,,,0,2016-03-08T17:02:10,Oui,,0,Non-concerne,,,Non-concerne,,2105,Parquet,,,,0,,0,,,0.0,0,200.0,,,,5.0,Non-concerne,-1,0,0,,0.0,,,1,0,-1,0,,3.0,Non,48.76906,,,,0,,0,0.0,0.0,Interieur,,,1.0,,,0,,2.53529,-1,Salle De Danse Beauvilliers,10.0,0.0,,0,0,,0,,0,-1,-1,,,0,0,,Non-concerne,"48.76906, 2.53529",0,,,,1.0,,,0,0,1.0,,0,0,,0,1995.0,,,-1,,,,,,0,,,Non,1.0,,0,,Oui,,,,,0,,,,,940710015,0,0,,,,0,,0.0,-1,0,94370,Non,0,,0,0,0,0,,0,0.0,2005-09-23T00:00:00,0,1,0,0,0,1,36,Sans logement de gardien,Avenue Du Fort,0.0,1,2016-03-08T17:02:10,0
94,Val-de-Marne,94071,Sucy-en-Brie,154499,1,2402,Autres Danses,-1,-1,0,Loisir - Entretien - Remise en forme,,,,,,0,Oui,,Non,Commune,,,Oui,,0,,,0,Non,Commune,,Salle De Danse Beauvilliers,,,0,,,0,,,,,,,0.0,0,,0,2005-09-23T00:00:00,,1995-2004,1,,,,,20.0,,,,,,Salle de danse,-1,-1.0,0,,,0,-1,,,,,,,0,2016-03-08T17:02:10,Oui,,0,Non-concerne,,,Non-concerne,,2105,Parquet,,,,0,,0,,,0.0,0,200.0,,,,5.0,Non-concerne,-1,0,0,,0.0,,,1,0,-1,0,,3.0,Non,48.76906,,,,0,,0,0.0,0.0,Interieur,,,1.0,,,0,,2.53529,-1,Salle De Danse Beauvilliers,10.0,0.0,,0,0,,0,,0,-1,-1,,,0,0,,Non-concerne,"48.76906, 2.53529",0,,,,1.0,,,0,0,1.0,,0,0,,0,1995.0,,,-1,,,,,,0,,,Non,1.0,,0,,Oui,,,,,0,,,,,940710015,0,0,,,,0,,0.0,-1,0,94370,Non,0,,0,0,0,0,,0,0.0,2005-09-23T00:00:00,0,1,0,0,0,1,36,Sans logement de gardien,Avenue Du Fort,0.0,1,2016-03-08T17:02:10,0
94,Val-de-Marne,94071,Sucy-en-Brie,154500,1,8901,Activites de forme et de sante,-1,-1,0,Loisir - Entretien - Remise en forme,,,,,,-1,Oui,,Non,Commune,,,Oui,,0,,,0,Non,Commune,,Salle De Musculation,,,-1,,,0,,,,,,,0.0,0,,0,2005-09-23T00:00:00,,1995-2004,2,,,,,16.0,,,,,,Salle de musculation/cardiotraining,-1,-1.0,0,,,0,-1,,,,,,,1,2016-03-08T17:01:28,Oui,,0,Non-concerne,,,Oui,,802,Synthetique (hors gazon),,,,0,,0,,,0.0,0,160.0,,,,,Non,-1,0,0,,0.0,,,4,0,-1,0,,3.0,Non,48.75999,,,,0,,0,0.0,0.0,Interieur,,,1.0,,,-1,,2.52593,-1,Gymnase Du Piple,10.0,0.0,,0,0,,0,,-1,0,-1,,,0,0,,Non-concerne,"48.75999, 2.52593",0,,,,1.0,,,0,0,1.0,,0,0,,0,1996.0,,,-1,,,,,,0,,,Non,1.0,,0,,Oui,,,,,0,,,,,940710016,0,0,,,,0,,0.0,-1,0,94370,Non,0,,0,2,0,0,,0,0.0,2005-09-23T00:00:00,20,2,0,0,0,1,152 Bis,Avec logement de gardien,Rue De Boissy,0.0,1,2016-03-08T17:01:28,0
94,Val-de-Marne,94071,Sucy-en-Brie,154503,1,8901,Activites de forme et de sante,-1,-1,0,Scolaire,,,,,,0,Non,,Non,Commune,,,Oui,,0,,,0,Non,Commune,,Salle A,A partir de 2005,,-1,,,0,,,,1.0,,,0.0,0,,0,2005-09-23T00:00:00,,1965-1974,3,,,,,20.0,,,,,,Salles polyvalentes / des fates / non specialisees,-1,-1.0,0,,,0,-1,,,,,,,0,2016-03-08T12:15:48,Non,,0,Non-concerne,,,Non,,2201,Synthetique (hors gazon),,,,0,,0,,,0.0,0,230.0,,,,5.0,Non,0,0,0,,0.0,,,4,0,-1,0,,4.0,Non,48.76242,,,,0,,0,0.0,0.0,Interieur,,,1.0,,,0,,2.53537,-1,Gymnase Du Plateau,11.5,0.0,,0,0,,0,,0,-1,-1,,,0,0,,Non-concerne,"48.76242, 2.53537",0,,,,1.0,,,0,0,1.0,,0,0,,0,1966.0,,,-1,,,,2007.0,,0,,,Non,1.0,,0,,Oui,,,,,0,,,,,940710017,0,0,,,,0,,0.0,-1,0,94370,Non,0,,0,0,0,0,,0,0.0,2005-09-23T00:00:00,10,3,0,0,0,1,52,Avec logement de gardien,Route De La Queue En Brie,0.0,1,2016-03-08T12:15:48,0
