Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44
,,Répertoire du Parc Locatif Social (RPLS) au 1er janvier 2014 - Données redressées -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"*** Nom de la requête :Extraction tout public pour une commune ***

    Année de collecte : 2014
    Code commune INSEE : 94058",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Code région INSEE,Libellé région,Code département INSEE,Libellé département,Code EPCI INSEE,Libellé EPCI,Identifiant logement dans SI bailleur,Identifiant logement dans Répertoire RPLS,Code type de droit immobilier,Code commune INSEE,Code postal,Numéro de voirie,Indice de répétition,Type de voie,Nom de voie,Complément d’identification du logement : N° appartement,Complément d'identification du logement: N° boîte aux lettres,Complément d'identification du logement: N° escalier,Complément d'identification du logement: Couloir,Complément d’identification du logement : Etage,Complément d’identification du bâtiment autre,Complément d’identification du bâtiment : Entrée,Complément d’identification du bâtiment : Bâtiment,Complément d’identification du bâtiment : Immeuble,Complément d’identification du logement autre,Lieu dit,Code logement situé en Zone Urbaine Sensible,Code type de construction,Code nombre de pièces,Surface habitable (m²) - pour calcul,Année d'achèvement de la construction,Année de première mise en location,Année d'entrée du logement dans patrimoine locatif du bailleur,Code origine du patrimoine,Code financement initial,Code conventionnement,Numéro de la convention,Année d'expiration de la convention,Date de prise d'effet de la convention,Date de réalisation du DPE,Classe DPE - consommation d'énergie,Classe DPE - impact sur effet de serre,Code Alinéa SRU,Code financement au titre de la CUS
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,000032/010401,0047027025,1,94058,94170,10,,RUE,TANNENBOURG,,,,,,,,,,,,2,C,2,44,1999,2000,1999,3,11,1,94 1 08 1999 781307 1 1411,2032,23/08/1999,non renseigné,non renseigné,non renseigné,2,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010001,0007048780,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0001,,,,0,,,,,,ZAC du Canal,2,C,3,63,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010002,0007048798,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0002,,,,0,,,,,,ZAC du Canal,2,C,3,63,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010003,0007048805,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0003,,,,0,,,,,,ZAC du Canal,2,C,4,97,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010004,0007048813,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0004,,,,0,,,,,,ZAC du Canal,2,C,3,61,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010005,0007048821,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0005,,,,1,,,,,,ZAC du Canal,2,C,3,76,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010006,0007048839,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0006,,,,1,,,,,,ZAC du Canal,2,C,4,81,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010007,0007048847,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0007,,,,1,,,,,,ZAC du Canal,2,C,2,43,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010008,0007048855,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0008,,,,1,,,,,,ZAC du Canal,2,C,3,72,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010009,0007048863,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0009,,,,1,,,,,,ZAC du Canal,2,C,3,70,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010010,0007048871,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0010,,,,2,,,,,,ZAC du Canal,2,C,3,76,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010011,0007048889,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0011,,,,2,,,,,,ZAC du Canal,2,C,4,81,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010012,0007048897,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0012,,,,2,,,,,,ZAC du Canal,2,C,2,43,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010013,0007048904,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0013,,,,2,,,,,,ZAC du Canal,2,C,3,72,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010014,0007048912,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0014,,,,2,,,,,,ZAC du Canal,2,C,3,70,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010015,0007048920,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0015,,,,3,,,,,,ZAC du Canal,2,C,3,76,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010016,0007048938,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0016,,,,3,,,,,,ZAC du Canal,2,C,4,81,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010017,0007048946,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0017,,,,3,,,,,,ZAC du Canal,2,C,2,43,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010018,0007048954,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0018,,,,3,,,,,,ZAC du Canal,2,C,3,72,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010019,0007048962,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0019,,,,3,,,,,,ZAC du Canal,2,C,3,70,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010020,0007048970,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0020,,,,4,,,,,,ZAC du Canal,2,C,3,76,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010021,0007048988,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0021,,,,4,,,,,,ZAC du Canal,2,C,4,81,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010022,0007048996,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0022,,,,4,,,,,,ZAC du Canal,2,C,2,43,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010023,0007049001,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0023,,,,4,,,,,,ZAC du Canal,2,C,3,72,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010024,0007049019,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0024,,,,4,,,,,,ZAC du Canal,2,C,3,70,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010025,0007049027,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0025,,,,5,,,,,,ZAC du Canal,2,C,3,74,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010026,0007049035,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0026,,,,5,,,,,,ZAC du Canal,2,C,4,77,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010027,0007049043,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0027,,,,5,,,,,,ZAC du Canal,2,C,2,41,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010028,0007049051,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0028,,,,5,,,,,,ZAC du Canal,2,C,3,69,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714010029,0007049069,4,94058,94170,,,,2 RUE DE L'EMBARCADÈRE,0029,,,,5,,,,,,ZAC du Canal,2,C,3,68,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714020030,0007049077,4,94058,94170,,,,148 AVENUE DU 8 MAI 1945,0030,,,,0,,,,,,ZAC du Canal,2,C,2,40,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714020031,0007049085,4,94058,94170,,,,148 AVENUE DU 8 MAI 1945,0031,,,,0,,,,,,ZAC du Canal,2,C,3,73,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714020032,0007049093,4,94058,94170,,,,148 AVENUE DU 8 MAI 1945,0032,,,,0,,,,,,ZAC du Canal,2,C,2,49,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714020033,0007049100,4,94058,94170,,,,148 AVENUE DU 8 MAI 1945,0033,,,,0,,,,,,ZAC du Canal,2,C,2,51,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714020034,0007049118,4,94058,94170,,,,148 AVENUE DU 8 MAI 1945,0034,,,,1,,,,,,ZAC du Canal,2,C,2,47,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714020035,0007049126,4,94058,94170,,,,148 AVENUE DU 8 MAI 1945,0035,,,,1,,,,,,ZAC du Canal,2,C,3,70,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714020036,0007049134,4,94058,94170,,,,148 AVENUE DU 8 MAI 1945,0036,,,,1,,,,,,ZAC du Canal,2,C,2,53,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714020037,0007049142,4,94058,94170,,,,148 AVENUE DU 8 MAI 1945,0037,,,,1,,,,,,ZAC du Canal,2,C,3,75,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714020038,0007049150,4,94058,94170,,,,148 AVENUE DU 8 MAI 1945,0038,,,,2,,,,,,ZAC du Canal,2,C,2,47,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714020039,0007049168,4,94058,94170,,,,148 AVENUE DU 8 MAI 1945,0039,,,,2,,,,,,ZAC du Canal,2,C,3,70,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714020040,0007049176,4,94058,94170,,,,148 AVENUE DU 8 MAI 1945,0040,,,,2,,,,,,ZAC du Canal,2,C,2,53,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714020041,0007049184,4,94058,94170,,,,148 AVENUE DU 8 MAI 1945,0041,,,,2,,,,,,ZAC du Canal,2,C,3,75,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714020042,0007049192,4,94058,94170,,,,148 AVENUE DU 8 MAI 1945,0042,,,,3,,,,,,ZAC du Canal,2,C,5,107,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714020043,0007049209,4,94058,94170,,,,148 AVENUE DU 8 MAI 1945,0043,,,,3,,,,,,ZAC du Canal,2,C,2,53,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714020044,0007049217,4,94058,94170,,,,148 AVENUE DU 8 MAI 1945,0044,,,,3,,,,,,ZAC du Canal,2,C,4,88,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714020045,0007049225,4,94058,94170,,,,148 AVENUE DU 8 MAI 1945,0045,,,,4,,,,,,ZAC du Canal,2,C,5,107,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714020046,0007049233,4,94058,94170,,,,148 AVENUE DU 8 MAI 1945,0046,,,,4,,,,,,ZAC du Canal,2,C,2,53,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714020047,0007049241,4,94058,94170,,,,148 AVENUE DU 8 MAI 1945,0047,,,,4,,,,,,ZAC du Canal,2,C,4,88,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714020048,0007049259,4,94058,94170,,,,148 AVENUE DU 8 MAI 1945,0048,,,,5,,,,,,ZAC du Canal,2,C,5,99,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714020049,0007049267,4,94058,94170,,,,148 AVENUE DU 8 MAI 1945,0049,,,,5,,,,,,ZAC du Canal,2,C,2,50,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01000714020050,0007049275,4,94058,94170,,,,148 AVENUE DU 8 MAI 1945,0050,,,,5,,,,,,ZAC du Canal,2,C,4,84,2009,2009,2009,1,14,1,94 1 04 2009 99864 094036 2066,non renseigné,10/04/2009,05/2010,Consommation d¿énergie B,Impact sur l¿effet de serre C,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01001251010003,,1,94058,94170,,,,26-28 RUE CLAUDE JEAN ROMAIN,0003,,,,0,,,,,,,2,C,2,49,2013,2013,2013,1,14,1,94/a/bis/012013/99864/1/2528,non renseigné,14/01/2013,sans objet,sans objet,sans objet,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01001251010004,,1,94058,94170,,,,26-28 RUE CLAUDE JEAN ROMAIN,0004,,,,0,,,,,,,2,C,2,47,2013,2013,2013,1,14,1,94/a/bis/012013/99864/1/2528,non renseigné,14/01/2013,sans objet,sans objet,sans objet,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01001251010005,,1,94058,94170,,,,26-28 RUE CLAUDE JEAN ROMAIN,0005,,,,0,,,,,,,2,C,2,47,2013,2013,2013,1,14,1,94/a/bis/012013/99864/1/2528,non renseigné,14/01/2013,sans objet,sans objet,sans objet,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01001251010013,,1,94058,94170,,,,26-28 RUE CLAUDE JEAN ROMAIN,0013,,,,1,,,,,,,2,C,2,49,2013,2013,2013,1,14,1,94/a/bis/012013/99864/1/2528,non renseigné,14/01/2013,sans objet,sans objet,sans objet,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01001251010016,,1,94058,94170,,,,26-28 RUE CLAUDE JEAN ROMAIN,0016,,,,1,,,,,,,2,C,2,51,2013,2013,2013,1,14,1,94/a/bis/012013/99864/1/2528,non renseigné,14/01/2013,sans objet,sans objet,sans objet,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01001251010026,,1,94058,94170,,,,26-28 RUE CLAUDE JEAN ROMAIN,0026,,,,2,,,,,,,2,C,2,51,2013,2013,2013,1,14,1,94/a/bis/012013/99864/1/2528,non renseigné,14/01/2013,sans objet,sans objet,sans objet,0,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01070041010001,0047277357,3,94058,94170,,,,1 RESIDENCE DES ILES,0001,,01,,0,,,,,,BAT C Esc. 01,2,C,4,79,1975,1986,1975,1,11,1,94-1-02-2004-80-416-1-075-130-,non renseigné,17/03/2003,sans objet,sans objet,sans objet,2,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01070041010002,0047277365,3,94058,94170,,,,1 RESIDENCE DES ILES,0002,,01,,0,,,,,,BAT C Esc. 01,2,C,3,69,1975,1983,1975,1,11,1,94-1-02-2004-80-416-1-075-130-,non renseigné,17/03/2003,sans objet,sans objet,sans objet,2,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01070041010011,0047277373,3,94058,94170,,,,1 RESIDENCE DES ILES,0011,,01,,1,,,,,,BAT C Esc. 01,2,C,3,69,1975,1975,1975,1,11,1,94-1-02-2004-80-416-1-075-130-,non renseigné,17/03/2003,sans objet,sans objet,sans objet,2,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01070041010012,0047277381,3,94058,94170,,,,1 RESIDENCE DES ILES,0012,,01,,0,,,,,,BAT C Esc. 01,2,C,3,69,1975,1985,1975,1,11,1,94-1-02-2004-80-416-1-075-130-,non renseigné,17/03/2003,sans objet,sans objet,sans objet,2,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01070041010013,0047277399,3,94058,94170,,,,1 RESIDENCE DES ILES,0013,,01,,1,,,,,,BAT C Esc. 01,2,C,3,69,1975,1976,1975,1,11,1,94-1-02-2004-80-416-1-075-130-,non renseigné,17/03/2003,sans objet,sans objet,sans objet,2,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01070041010014,0047277406,3,94058,94170,,,,1 RESIDENCE DES ILES,0014,,01,,1,,,,,,BAT C Esc. 01,2,C,5,98,1975,1984,1975,1,11,1,94-1-02-2004-80-416-1-075-130-,non renseigné,17/03/2003,sans objet,sans objet,sans objet,2,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01070041010021,0047277414,3,94058,94170,,,,1 RESIDENCE DES ILES,0021,,01,,2,,,,,,BAT C Esc. 01,2,C,3,69,1975,1975,1975,1,11,1,94-1-02-2004-80-416-1-075-130-,non renseigné,17/03/2003,sans objet,sans objet,sans objet,2,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01070041010022,0047277422,3,94058,94170,,,,1 RESIDENCE DES ILES,0022,,01,,2,,,,,,BAT C Esc. 01,2,C,3,69,1975,1979,1975,1,11,1,94-1-02-2004-80-416-1-075-130-,non renseigné,17/03/2003,sans objet,sans objet,sans objet,2,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01070041010023,0047277430,3,94058,94170,,,,1 RESIDENCE DES ILES,0023,,01,,2,,,,,,BAT C Esc. 01,2,C,3,69,1975,1987,1975,1,11,1,94-1-02-2004-80-416-1-075-130-,non renseigné,17/03/2003,sans objet,sans objet,sans objet,2,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01070041010024,0047277448,3,94058,94170,,,,1 RESIDENCE DES ILES,0024,,01,,2,,,,,,BAT C Esc. 01,2,C,5,98,1975,1984,1975,1,11,1,94-1-02-2004-80-416-1-075-130-,non renseigné,17/03/2003,sans objet,sans objet,sans objet,2,0
,11,Ile-de-France,94,VAL DE MARNE,249400078,CA Vallée de la Marne,01070041010031,0047277456,3,94058,94170,,,,1 RESIDENCE DES ILES,0031,,01,,3,,,,,,BAT C Esc. 01,2,C,3,69,1975,1986,1975,1,11,1,94-1-02-2004-80-416-1-075-130-,non renseigné,17/03/2003,sans objet,sans objet,sans objet,2,0
