dispositif,volet,nombre_aides,nombre_entreprises,montant_total,reg,libelle_region,code_section,libelle_section
Fonds de solidarité,1,62327.0,23916.0,9.9149962E7,75.0,Nouvelle-Aquitaine,F,Construction
Fonds de solidarité,1,139900.0,32080.0,4.01089651E8,75.0,Nouvelle-Aquitaine,G,Commerce
Fonds de solidarité,1,29721.0,5065.0,7.634688E7,75.0,Nouvelle-Aquitaine,H,Transports et entreposage
Fonds de solidarité,1,175205.0,20200.0,1.038826006E9,75.0,Nouvelle-Aquitaine,I,Hébergement et restauration
Fonds de solidarité,1,14655.0,2981.0,3.8502967E7,75.0,Nouvelle-Aquitaine,J,Information et communication
Fonds de solidarité,1,6189.0,1544.0,1.425875E7,75.0,Nouvelle-Aquitaine,K,Activités financières et d assurance
Fonds de solidarité,1,23406.0,5864.0,4.9148874E7,75.0,Nouvelle-Aquitaine,L,Activités immobilières
Fonds de solidarité,1,77653.0,17160.0,2.27380841E8,75.0,Nouvelle-Aquitaine,M,Activités spécialisées, scientifiques et techniques
Fonds de solidarité,1,37803.0,8106.0,1.13687445E8,75.0,Nouvelle-Aquitaine,N,Activités de services administratifs et de soutien
Fonds de solidarité,1,24.0,7.0,99927.0,75.0,Nouvelle-Aquitaine,O,Administration publique
Fonds de solidarité,1,46661.0,7767.0,8.0801647E7,75.0,Nouvelle-Aquitaine,P,Enseignement
Fonds de solidarité,1,43224.0,17113.0,5.7644978E7,75.0,Nouvelle-Aquitaine,Q,Santé humaine et action sociale
Fonds de solidarité,1,68941.0,9048.0,2.09884027E8,75.0,Nouvelle-Aquitaine,R,Arts, spectacles et activités récréatives
Fonds de solidarité,1,84443.0,20032.0,1.55334202E8,75.0,Nouvelle-Aquitaine,S,Autres activités de services
Fonds de solidarité,1,31748.0,8033.0,8.6836542E7,76.0,Occitanie,A,Agriculture, sylviculture et pêche
Fonds de solidarité,1,48.0,25.0,96379.0,76.0,Occitanie,B,Industries extractives
Fonds de solidarité,1,39319.0,9513.0,7.8370788E7,76.0,Occitanie,C,Industrie manufacturière
Fonds de solidarité,1,275.0,63.0,659428.0,76.0,Occitanie,D,Production et distribution d électricité, de gaz, de vapeur et d air conditionné
Fonds de solidarité,1,1383.0,352.0,2307668.0,76.0,Occitanie,E,Production et distribution d eau ; assainissement, gestion des déchets et dépollution
Fonds de solidarité,1,88607.0,29719.0,1.38678031E8,76.0,Occitanie,F,Construction
Fonds de solidarité,1,166493.0,35674.0,4.4601615E8,76.0,Occitanie,G,Commerce
Fonds de solidarité,1,38254.0,6054.0,9.5271978E7,76.0,Occitanie,H,Transports et entreposage
Fonds de solidarité,1,208557.0,23306.0,1.181935314E9,76.0,Occitanie,I,Hébergement et restauration
Fonds de solidarité,1,18631.0,3672.0,4.1092949E7,76.0,Occitanie,J,Information et communication
Fonds de solidarité,1,6656.0,1610.0,1.3018493E7,76.0,Occitanie,K,Activités financières et d assurance
Fonds de solidarité,1,28800.0,6563.0,5.6707049E7,76.0,Occitanie,L,Activités immobilières
Fonds de solidarité,1,93405.0,19717.0,2.75607648E8,76.0,Occitanie,M,Activités spécialisées, scientifiques et techniques
Fonds de solidarité,1,42649.0,8964.0,1.32650949E8,76.0,Occitanie,N,Activités de services administratifs et de soutien
Fonds de solidarité,1,30.0,8.0,49677.0,76.0,Occitanie,O,Administration publique
Fonds de solidarité,1,59666.0,9864.0,1.00262767E8,76.0,Occitanie,P,Enseignement
Fonds de solidarité,1,48397.0,19340.0,6.509011E7,76.0,Occitanie,Q,Santé humaine et action sociale
Fonds de solidarité,1,82531.0,10300.0,2.45640759E8,76.0,Occitanie,R,Arts, spectacles et activités récréatives
Fonds de solidarité,1,89941.0,20290.0,1.61214573E8,76.0,Occitanie,S,Autres activités de services
Fonds de solidarité,1,8367.0,2443.0,2.4457646E7,52.0,Pays de la Loire,A,Agriculture, sylviculture et pêche
Fonds de solidarité,1,150.0,49.0,204671.0,52.0,Pays de la Loire,B,Industries extractives
Fonds de solidarité,1,15533.0,4114.0,3.3331495E7,52.0,Pays de la Loire,C,Industrie manufacturière
Fonds de solidarité,1,52.0,13.0,70344.0,52.0,Pays de la Loire,D,Production et distribution d électricité, de gaz, de vapeur et d air conditionné
Fonds de solidarité,1,859.0,275.0,1498652.0,52.0,Pays de la Loire,E,Production et distribution d eau ; assainissement, gestion des déchets et dépollution
Fonds de solidarité,1,24046.0,10126.0,3.8100904E7,52.0,Pays de la Loire,F,Construction
Fonds de solidarité,1,61056.0,14529.0,1.89308662E8,52.0,Pays de la Loire,G,Commerce
Fonds de solidarité,1,15392.0,2495.0,4.0311001E7,52.0,Pays de la Loire,H,Transports et entreposage
Fonds de solidarité,1,87153.0,9887.0,5.40362689E8,52.0,Pays de la Loire,I,Hébergement et restauration
Fonds de solidarité,1,8397.0,1681.0,1.9907543E7,52.0,Pays de la Loire,J,Information et communication
Fonds de solidarité,1,3698.0,967.0,8064103.0,52.0,Pays de la Loire,K,Activités financières et d assurance
Fonds de solidarité,1,11843.0,2957.0,2.3911445E7,52.0,Pays de la Loire,L,Activités immobilières
Fonds de solidarité,1,42216.0,9320.0,1.36759511E8,52.0,Pays de la Loire,M,Activités spécialisées, scientifiques et techniques
Fonds de solidarité,1,15167.0,3342.0,6.7781133E7,52.0,Pays de la Loire,N,Activités de services administratifs et de soutien
Fonds de solidarité,1,19545.0,3599.0,3.6296187E7,52.0,Pays de la Loire,P,Enseignement
Fonds de solidarité,1,23819.0,9605.0,3.1450081E7,52.0,Pays de la Loire,Q,Santé humaine et action sociale
Fonds de solidarité,1,38566.0,5196.0,1.26312049E8,52.0,Pays de la Loire,R,Arts, spectacles et activités récréatives
Fonds de solidarité,1,42904.0,10323.0,8.6221253E7,52.0,Pays de la Loire,S,Autres activités de services
Fonds de solidarité,1,14376.0,3607.0,4.6467079E7,93.0,Provence-Alpes-Côte d Azur,A,Agriculture, sylviculture et pêche
Fonds de solidarité,1,30.0,9.0,53823.0,93.0,Provence-Alpes-Côte d Azur,B,Industries extractives
Fonds de solidarité,1,39091.0,8905.0,9.1428214E7,93.0,Provence-Alpes-Côte d Azur,C,Industrie manufacturière
Fonds de solidarité,1,186.0,48.0,424601.0,93.0,Provence-Alpes-Côte d Azur,D,Production et distribution d électricité, de gaz, de vapeur et d air conditionné
Fonds de solidarité,1,668.0,177.0,1100754.0,93.0,Provence-Alpes-Côte d Azur,E,Production et distribution d eau ; assainissement, gestion des déchets et dépollution
Fonds de solidarité,1,82424.0,26084.0,1.34499513E8,93.0,Provence-Alpes-Côte d Azur,F,Construction
Fonds de solidarité,1,188497.0,37639.0,5.66805111E8,93.0,Provence-Alpes-Côte d Azur,G,Commerce
Fonds de solidarité,1,72773.0,9329.0,1.93559855E8,93.0,Provence-Alpes-Côte d Azur,H,Transports et entreposage
Fonds de solidarité,1,212420.0,23263.0,1.333327899E9,93.0,Provence-Alpes-Côte d Azur,I,Hébergement et restauration
Fonds de solidarité,1,20367.0,3849.0,4.9816352E7,93.0,Provence-Alpes-Côte d Azur,J,Information et communication
Fonds de solidarité,1,8071.0,1772.0,1.7002414E7,93.0,Provence-Alpes-Côte d Azur,K,Activités financières et d assurance
Fonds de solidarité,1,38397.0,8076.0,8.6047886E7,93.0,Provence-Alpes-Côte d Azur,L,Activités immobilières
Fonds de solidarité,1,101417.0,21141.0,2.93275173E8,93.0,Provence-Alpes-Côte d Azur,M,Activités spécialisées, scientifiques et techniques
Fonds de solidarité,1,56792.0,10833.0,2.02617039E8,93.0,Provence-Alpes-Côte d Azur,N,Activités de services administratifs et de soutien
Fonds de solidarité,1,15.0,4.0,208853.0,93.0,Provence-Alpes-Côte d Azur,O,Administration publique
Fonds de solidarité,1,65984.0,10256.0,1.22324277E8,93.0,Provence-Alpes-Côte d Azur,P,Enseignement
Fonds de solidarité,1,44777.0,17370.0,6.0143318E7,93.0,Provence-Alpes-Côte d Azur,Q,Santé humaine et action sociale
Fonds de solidarité,1,78028.0,9613.0,2.44064915E8,93.0,Provence-Alpes-Côte d Azur,R,Arts, spectacles et activités récréatives
Fonds de solidarité,1,93780.0,19864.0,1.77358541E8,93.0,Provence-Alpes-Côte d Azur,S,Autres activités de services
