X,Y,OBJECTID,TYPE_PLACE,COMMUNE,IDENTIFIANT,ADRESSE,TYPE_POSITION,NB_PLACES,MEMO,DATE_CREATION,DATE_MAJ
799735.364299998,6873215.8886,61,PMR,Châlons-en-Champagne,PMR_64,Avenue du Maréchal Leclerc - Parking face Cirque,Parking,1,,2016/06/28 09:30:51+00,2016/06/28 10:10:56+00
799226.2337,6873608.9947,62,PMR,Châlons-en-Champagne,PMR_65,Chemin de l'Ecluse - Parking Ville/VNF/CAC,Parking,1,,2016/06/28 09:30:51+00,2019/07/26 15:09:38+00
799479.236500002,6876151.2153,63,PMR,Châlons-en-Champagne,PMR_66,Rue de l'Egalité - après le n°11,Parking,1,,2016/06/28 09:30:51+00,2016/06/28 10:10:56+00
800664.316500001,6872957.7835,64,PMR,Châlons-en-Champagne,PMR_67,Rue René Lemoine - Parking Stade Lauvaux,Parking,1,,2016/06/28 09:30:51+00,2019/07/26 15:08:14+00
799879.396600001,6873667.936,65,PMR,Châlons-en-Champagne,PMR_68,Rue Emile Leroy - face au n°2,Rue,1,,2016/06/28 09:30:51+00,2016/06/28 10:10:56+00
800958.915100001,6871498.8321,66,PMR,Châlons-en-Champagne,PMR_70,Rue Pierre Maître - face au n°10,Rue,1,,2016/06/28 09:30:51+00,2016/06/28 10:10:56+00
799876.213600002,6873770.836,67,PMR,Châlons-en-Champagne,PMR_71,Place du Marché aux Fleurs N°10,Parking,1,,2016/06/28 09:30:51+00,2019/11/22 13:16:24+00
800270.406599998,6874133.9489,68,PMR,Châlons-en-Champagne,PMR_72,Rue des Martyrs de la Résistance N°103,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:17:46+00
800176.542300001,6874232.1418,69,PMR,Châlons-en-Champagne,PMR_73,Rue des Martyrs de la Résistance N°38-40,Rue,1,,2016/06/28 09:30:51+00,2019/10/23 13:25:40+00
800200.2531,6874212.7644,70,PMR,Châlons-en-Champagne,PMR_74,Rue des Martyrs de la Résistance N°79,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:40:50+00
799248.910099998,6874859.6087,71,PMR,Châlons-en-Champagne,PMR_75,Rue du Docteur Mohen N°32,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:33:46+00
800838.104099996,6871619.289,72,PMR,Châlons-en-Champagne,PMR_76,Rue Jean Moulin N°67,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:39:31+00
797865.528499998,6873499.4561,74,PMR,Châlons-en-Champagne,PMR_78,Rue Oradour N°3,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:25:30+00
797890.022200003,6873561.1178,75,PMR,Châlons-en-Champagne,PMR_79,Avenue de Paris N°198,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:24:39+00
800007.8024,6873681.6709,76,PMR,Châlons-en-Champagne,PMR_80,Rue Pasteur N°6,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:31:32+00
800231.613899998,6873842.3571,77,PMR,Châlons-en-Champagne,PMR_81,Rue Pasteur N°45,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:30:49+00
800140.831699997,6873786.1419,78,PMR,Châlons-en-Champagne,PMR_82,Rue Pasteur N°25 - après intersection Rue Baudelot,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:30:38+00
799676.404799998,6874087.5241,79,PMR,Châlons-en-Champagne,PMR_83,Quai Eugène Perrier - Parking Palais Justice,Parking,1,,2016/06/28 09:30:51+00,2019/11/22 11:28:28+00
799597.929300003,6874271.991,80,PMR,Châlons-en-Champagne,PMR_84,Place aux Chevaux N°4 - Parking police,Parking,1,,2016/06/28 09:30:51+00,2019/11/22 13:35:10+00
799427.763499998,6873596.6505,82,PMR,Châlons-en-Champagne,PMR_86,Rue René Popelin N°7,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:40:06+00
799818.8979,6873909.984,83,PMR,Châlons-en-Champagne,PMR_87,Quai Notre Dame - face Abbaye et début Quai,Rue,1,,2016/06/28 09:30:51+00,2019/10/23 13:38:04+00
798779.797499999,6873419.0161,84,PMR,Châlons-en-Champagne,PMR_88,Rue David Blondel N°28,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:26:08+00
799364.028399996,6873667.9473,86,PMR,Châlons-en-Champagne,PMR_90,Place Saint-Etienne - face au Collège,Rue,1,,2016/06/28 09:30:51+00,2016/06/28 10:10:56+00
799447.493500002,6874037.4704,87,PMR,Châlons-en-Champagne,PMR_91,Rue du Rempart - place parking côté Bld Blum,Parking,1,,2016/06/28 09:30:51+00,2019/07/26 13:14:01+00
799784.3345,6873660.3665,88,PMR,Châlons-en-Champagne,PMR_92,Place de la République - Galerie Haute Mère Dieu,Rue,1,,2016/06/28 09:30:51+00,2019/07/26 15:15:37+00
800110.362000003,6873599.6943,89,PMR,Châlons-en-Champagne,PMR_94,Rue Saint-Eloi - devant le n°3,Rue,1,,2016/06/28 09:30:51+00,2019/10/23 13:41:14+00
800595.312299997,6873729.7989,90,PMR,Châlons-en-Champagne,PMR_95,Place Saint-Jean - face au n°1,Parking,1,,2016/06/28 09:30:51+00,2016/06/28 10:10:56+00
799886.074199997,6874177.6491,91,PMR,Châlons-en-Champagne,PMR_96,Rue Saint-Joseph N°6,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:37:45+00
800125.394000001,6873651.2934,92,PMR,Châlons-en-Champagne,PMR_97,Rue Sainte-Marguerite N°5,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:37:11+00
799754.917900003,6875116.4036,93,PMR,Châlons-en-Champagne,PMR_98,Avenue du Général Sarrail N°19 - Parking Complexe,Parking,1,,2016/06/28 09:30:51+00,2019/11/22 13:23:48+00
799358.042099997,6875114.2869,94,PMR,Châlons-en-Champagne,PMR_99,Rue Emile Schmit - parking église St Antoine,Rue,1,,2016/06/28 09:30:51+00,2019/10/23 13:57:02+00
800523.423699997,6874627.3504,95,PMR,Châlons-en-Champagne,PMR_100,Rue Anaïs Ségalas N°16,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:21:19+00
798107.9384,6873620.5592,96,PMR,Châlons-en-Champagne,PMR_101,Rue Daniel Simonnot - Parking public COTOREP,Parking,1,,2016/06/28 09:30:51+00,2016/06/28 10:10:56+00
800418.374300003,6873475.6707,97,PMR,Châlons-en-Champagne,PMR_102,Rue du Maréchal des Logis de Terline N°3,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:33:17+00
799925.906400003,6873769.6921,98,PMR,Châlons-en-Champagne,PMR_103,Rue Thiers N°9 bis,Rue,1,,2016/06/28 09:30:51+00,2019/10/23 14:00:12+00
799920.155599996,6873869.2404,99,PMR,Châlons-en-Champagne,PMR_104,Place Mgr Tissier N°30 - Parking public payant,Parking,1,,2016/06/28 09:30:51+00,2019/11/22 13:28:47+00
798185.495700002,6873725.0474,100,PMR,Châlons-en-Champagne,PMR_105,Rue de la Tonnellerie N°13,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:18:09+00
800125.021799996,6873999.8508,101,PMR,Châlons-en-Champagne,PMR_106,Rue Traversiere N°2 - côté mur d'ecole et passage piéton,Rue,1,"modifié en juin 2016
modifié en nov 2016 (securité des écoles)",2016/06/28 09:30:51+00,2019/11/22 13:29:07+00
799848.227499999,6874436.95,102,PMR,Châlons-en-Champagne,PMR_107,Avenue de Valmy - Piscine Olympique,Rue,1,,2016/06/28 09:30:51+00,2019/07/26 14:48:02+00
799829.681199998,6873280.921,103,PMR,Châlons-en-Champagne,PMR_108,Boulevard Vaubécourt N°2 - Parking public gratuit,Parking,1,,2016/06/28 09:30:51+00,2019/11/22 13:28:00+00
800141.369499996,6873498.7986,104,PMR,Châlons-en-Champagne,PMR_109,Rue de Vinetz - entrée Place de l'Europe,Rue,1,,2016/06/28 09:30:51+00,2019/07/26 15:11:41+00
799661.285599999,6873971.0204,105,PMR,Châlons-en-Champagne,PMR_110,Rue des Viviers - Parking public payant,Parking,1,,2016/06/28 09:30:51+00,2019/07/26 15:12:44+00
800756.178900003,6873993.6604,106,PMR,Châlons-en-Champagne,PMR_111,Boulevard Emile Zola N°63,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:38:45+00
800813.725900002,6873772.0714,107,PMR,Châlons-en-Champagne,PMR_112,Boulevard Emile Zola N°103,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:17:24+00
799520.626900002,6873690.4753,108,PMR,Châlons-en-Champagne,PMR_113,Rue Juliette Récamier - devant ancienne Poste,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 11:35:08+00
800609.978,6872385.004,109,PMR,Châlons-en-Champagne,PMR_114,Rue du 8 mai 1945 N°3,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:32:14+00
798583.749799997,6873388.7169,110,PMR,Châlons-en-Champagne,PMR_115,Rue Pierre Songy N°3,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:25:52+00
800481.8235,6874018.7861,111,PMR,Châlons-en-Champagne,PMR_117,Rue de la Charrière N°4,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:35:48+00
800513.468199998,6873628.5828,112,PMR,Châlons-en-Champagne,PMR_118,Bd Hippolyte Faure N°37 - Clinique vétérinaire,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:34:47+00
800499.652000003,6874777.8385,113,PMR,Châlons-en-Champagne,PMR_119,Rue du Camp d'Attila N°74,Rue,1,,2016/06/28 09:30:51+00,2019/10/23 14:10:51+00
800356.901699997,6872996.4691,114,PMR,Châlons-en-Champagne,PMR_120,Allées Alphonse Karr N°7,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:39:49+00
799712.544200003,6874243.3881,115,PMR,Châlons-en-Champagne,PMR_121,Rue du Lycée N°32,Rue,1,,2016/06/28 09:30:51+00,2019/10/23 14:13:30+00
799756.690399997,6874153.2835,116,PMR,Châlons-en-Champagne,PMR_122,En face de l'entrée du lycée Bayen,Non renseigné,1,A vérifier ,2016/06/28 09:30:51+00,2018/07/23 09:12:07+00
800474.995399997,6874693.6884,118,PMR,Châlons-en-Champagne,PMR_124,Rue Anaïs Ségalas N°32,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:21:28+00
801100.212499999,6874718.885,120,PMR,Châlons-en-Champagne,PMR_126,avenue Beethoven N°2,Parking,1,,2016/06/28 09:30:51+00,2019/10/23 14:17:42+00
799163.522799999,6873423.0004,121,PMR,Châlons-en-Champagne,PMR_127,Rue Clamart coté résidence Clamart,Rue,1,                                                                          place créée en juillet 2015,2016/06/28 09:30:51+00,2016/06/28 10:10:56+00
799751.185699999,6874311.1653,122,PMR,Châlons-en-Champagne,PMR_128,Boulevard Justin Grandthille N°14,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:19:02+00
799984.380900003,6874451.4385,123,PMR,Châlons-en-Champagne,PMR_129,Place Gouzien,Parking,1,arrêté du 18/06/2014,2016/06/28 09:30:51+00,2019/07/26 14:48:40+00
799939.947899997,6874675.0302,124,PMR,Châlons-en-Champagne,PMR_130,Rue du Général Edmond Buat,Parking,1,,2016/06/28 09:30:51+00,2016/06/28 10:10:56+00
799958.733400002,6874713.1303,125,PMR,Châlons-en-Champagne,PMR_18,Rue du Général Edmond Buat,Parking,1,,2016/06/28 09:30:51+00,2019/07/26 13:39:45+00
800370.822700001,6873535.2345,126,PMR,Châlons-en-Champagne,PMR_116,Place des Buttes,Rue,1,,2016/06/28 09:30:51+00,2016/06/28 10:10:56+00
799100.3147,6873596.9948,127,PMR,Châlons-en-Champagne,PMR_138,rue Jean-Jaurès N°35,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:34:22+00
800398.919100001,6873757.1006,128,PMR,Châlons-en-Champagne,PMR_137,rue Sainte Marguerite N°50 - conservatoire musique,Parking,1,,2016/06/28 09:30:51+00,2019/10/23 13:44:54+00
800394.197300002,6872498.4197,129,PMR,Châlons-en-Champagne,PMR_136,Rue Georges Barbier - Parking Supermarché Match,Parking,1,,2016/06/28 09:30:51+00,2016/06/28 10:10:56+00
799504.3574,6874140.3612,131,PMR,Châlons-en-Champagne,PMR_134,Boulevard léon Blum devant l'entrée du Cimetière de l'Ouest,Rue,1,,2016/06/28 09:30:51+00,2016/06/28 10:10:56+00
800301.560000002,6873170.5271,132,PMR,Châlons-en-Champagne,PMR_133,avenue du Gal de Gaulle 5bis,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:11:32+00
799641.090300001,6875174.0472,133,PMR,Châlons-en-Champagne,PMR_132,rue Edouard Branly,Rue,1,Rue Edouard Branly a l'angle avec la rue Philippe Lebon cote Gymnase,2016/06/28 09:30:51+00,2019/07/26 13:28:29+00
798860.1774,6873332.5344,134,PMR,Châlons-en-Champagne,PMR_131,Rue du Lieutenant Loyer N°15,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:19:21+00
799942.7786,6873665.8078,135,PMR,Châlons-en-Champagne,PMR_93,Rue Thiers N°25,Rue,1,place PMR rue Thiers a l'angle avec rue Croix des Teinturiers,2016/06/28 09:30:51+00,2019/11/22 13:31:21+00
798662.224200003,6873241.5682,136,PMR,Châlons-en-Champagne,PMR_69,Avenue de Paris N°43,Rue,1,"GRC 5309
FAIT EN AVRIL 2016",2016/06/28 09:30:51+00,2019/11/22 13:25:07+00
800485.940800004,6874025.6004,137,PMR,Châlons-en-Champagne,PMR_50,Rue de la Charriere - en face du N°4,Rue,1,GRC 9147 JUIN 2016,2016/06/28 09:30:51+00,2019/11/22 13:36:05+00
799184.977700002,6873436.4109,138,PMR,Châlons-en-Champagne,PMR_24,Rue Clamart N°22 - proximité accès résidence,Rue,1,,2016/06/28 09:30:51+00,2019/11/22 13:30:05+00
800002.912199996,6874466.0108,3339,PMR,Châlons-en-Champagne,PMR_139,Place Gouzien - Parking Espace Coubertin,Parking,1,,,2019/07/26 14:48:30+00
799981.236500002,6874458.8003,3340,PMR,Châlons-en-Champagne,PMR_143,Place Gouzien - Parking Espace Coubertin,Parking,1,,,2019/07/26 14:48:37+00
800943.3816,6871871.9221,3341,PMR,Châlons-en-Champagne,PMR_142,Rue Jacques Duclos - Parking Stade Saché,Parking,1,,,2019/11/22 13:20:43+00
800940.052900001,6871867.6018,3342,PMR,Châlons-en-Champagne,PMR_141,Rue Jacques Duclos - Parking Stade Saché,,1,,,2019/11/22 13:20:47+00
800931.3495,6871858.9732,3343,PMR,Châlons-en-Champagne,PMR_140,Rue Jacques Duclos - Parking Stade Saché,Parking,1,,,2019/11/22 13:20:56+00
798752.928400002,6875161.41,4939,PMR,Châlons-en-Champagne,,Rue Jacques de Vaucanson,Rue,1,en face du numero 19,2016/07/26 11:37:30+00,2016/07/26 11:38:32+00
800330.991099998,6872297.513,6539,PMR,Châlons-en-Champagne,,rue du Verbeau N°4,Rue,1,arreté nov 2016,2016/11/29 11:21:40+00,2019/11/22 13:32:33+00
798384.994400002,6873458.0882,8144,PMR,Châlons-en-Champagne,,rue des Brasseries N°34,Rue,1,,2019/06/07 12:22:50+00,2019/10/23 14:26:09+00
800571.307400003,6873857.9564,8154,PMR,Châlons-en-Champagne,,Rue de la Charrière - Cité Administrative Tirlet,Parking,1,,2019/06/07 13:04:46+00,2019/07/26 13:53:23+00
800586.094999999,6873823.7387,8157,PMR,Châlons-en-Champagne,,Rue de la Charrière - Cité Administrative Tirlet,Parking,1,,2019/06/07 13:08:09+00,2019/07/26 13:53:48+00
800591.5973,6873826.8338,8158,PMR,Châlons-en-Champagne,,Cite Tirlet,Parking,1,,2019/06/07 13:08:24+00,2019/06/07 13:08:34+00
800617.045599997,6873826.6618,8159,PMR,Châlons-en-Champagne,,Cité Tirlet,Rue,1,,2019/06/07 13:09:42+00,2019/06/07 13:09:53+00
800632.005099997,6873833.3678,8160,PMR,Châlons-en-Champagne,,Cite Tirlet,Rue,1,,2019/06/07 13:09:57+00,2019/06/07 13:10:06+00
800658.829000004,6873846.4359,8161,PMR,Châlons-en-Champagne,,Rue de la Charrière - Cité Administrative Tirlet,Rue,1,,2019/06/07 13:10:22+00,2019/07/26 13:54:28+00
800350.223399997,6872435.2228,8540,PMR,Châlons-en-Champagne,,rue Georges Barbier - Parking Supermarché Match,Sur trottoir,1,,2019/07/26 13:18:56+00,2019/11/22 07:35:27+00
800078.038500004,6874236.3997,8541,PMR,Châlons-en-Champagne,,Rue Léon Bourgeois N°74 - Parking B.M.V.R.,Parking,1,,2019/07/26 13:25:07+00,2019/11/22 13:40:25+00
798556.402800001,6873011.7335,8542,PMR,Châlons-en-Champagne,,Chemin des Bourgs - face Maternelle H. Dunant,Parking,1,,2019/07/26 13:27:09+00,2019/10/23 12:45:31+00
799632.557099998,6875183.2564,8543,PMR,Châlons-en-Champagne,,rue Edouard Branly,Rue,1,,2019/07/26 13:28:17+00,2019/07/26 13:28:25+00
798996.2936,6874495.8927,8544,PMR,Châlons-en-Champagne,,rue de la briqueterie - N°27,Parking,1,,2019/07/26 13:35:35+00,2019/07/26 13:36:00+00
799001.107699998,6874488.6716,8545,PMR,Châlons-en-Champagne,,rue de la briqueterie - N°27,Parking,1,,2019/07/26 13:36:06+00,2019/07/26 13:36:14+00
799963.600299999,6874699.1378,8546,PMR,Châlons-en-Champagne,,rue Edmond Buat,Parking,1,,2019/07/26 13:39:48+00,2019/07/26 13:40:04+00
798281.843699999,6872503.9207,8547,PMR,Châlons-en-Champagne,,place de Cancal,Parking,1,,2019/07/26 13:48:23+00,2019/07/26 13:49:01+00
798281.499799997,6872477.7895,8548,PMR,Châlons-en-Champagne,,place de Cancal,Parking,1,,2019/07/26 13:48:36+00,2019/07/26 13:49:10+00
800148.456900001,6873374.4314,8549,PMR,Châlons-en-Champagne,,rue Carnot N°33,Sur trottoir,1,,2019/07/26 13:49:50+00,2019/07/26 13:50:11+00
800095.1523,6873470.2079,8550,PMR,Châlons-en-Champagne,,rue Carnot - Archive Dep,Sur trottoir,1,,2019/07/26 13:50:16+00,2019/07/26 13:50:32+00
801547.475199997,6871622.4125,8551,PMR,Châlons-en-Champagne,,rue Paul Cezanne,Sur trottoir,1,,2019/07/26 13:51:07+00,2019/07/26 13:51:22+00
800566.474200003,6873865.9253,8552,PMR,Châlons-en-Champagne,,Rue de la Charrière - Cité Administrative Tirlet,Parking,1,,2019/07/26 13:53:28+00,2019/07/26 13:53:34+00
800664.844899997,6873849.7594,8553,PMR,Châlons-en-Champagne,,Rue de la Charrière - Cité Administrative Tirlet,Parking,1,,2019/07/26 13:54:32+00,2019/07/26 13:54:39+00
800721.5973,6873926.1171,8554,PMR,Châlons-en-Champagne,,Rue de la Charrière - Cité Administrative Tirlet,Parking,1,,2019/07/26 13:55:07+00,2019/07/26 13:55:14+00
800726.412600003,6873916.8304,8555,PMR,Châlons-en-Champagne,,Rue de la Charrière - Cité Administrative Tirlet,Parking,1,,2019/07/26 13:55:49+00,2019/07/26 13:55:57+00
800673.787699997,6874004.8825,8556,PMR,Châlons-en-Champagne,,Rue de la Charrière - Cité Administrative Tirlet,Parking,1,,2019/07/26 13:56:14+00,2019/07/26 13:56:21+00
800578.1686,6873945.3786,8557,PMR,Châlons-en-Champagne,,Rue de la Charrière - Cité Administrative Tirlet,Parking,1,,2019/07/26 13:57:10+00,2019/07/26 13:57:16+00
799942.991599999,6873346.7523,8558,PMR,Châlons-en-Champagne,,Cours d'Ormeson,Rue,1,,2019/07/26 13:58:30+00,2019/07/26 13:58:43+00
799854.610100001,6873362.2277,8559,PMR,Châlons-en-Champagne,,cours d'Ormesson,Rue,1,,2019/07/26 13:58:48+00,2019/07/26 13:59:00+00
800448.176200002,6874209.5898,8560,PMR,Châlons-en-Champagne,,rue Chevalier - N°12,Rue,1,,2019/07/26 14:00:18+00,2019/07/26 14:00:30+00
800522.2513,6872914.9898,8561,PMR,Châlons-en-Champagne,,Avenue du Général de Gaulle N°45B - Espace Rigot,Parking,1,,2019/07/26 14:03:38+00,2019/11/22 13:36:46+00
800532.0528,6872858.4161,8562,PMR,Châlons-en-Champagne,,Avenue de Gaulle,Sur trottoir,1,,2019/07/26 14:04:34+00,2019/07/26 14:04:48+00
799621.9811,6874076.2738,8563,PMR,Châlons-en-Champagne,,Quai des Gadz'Arts - côté école du Mau,Rue,1,,2019/07/26 14:17:03+00,2019/07/26 14:17:10+00
799184.112800002,6874524.2382,8564,PMR,Châlons-en-Champagne,,rue Docteur Maillot - N°14,Rue,1,,2019/07/26 14:18:06+00,2019/07/26 14:18:20+00
797983.8728,6873689.3677,8565,PMR,Châlons-en-Champagne,,rue du Quai dembarquement - N°31,Rue,1,,2019/07/26 14:19:47+00,2019/07/26 14:20:01+00
798570.586199999,6872839.8239,8566,PMR,Châlons-en-Champagne,,Rue André Dusigné,Parking,1,,2019/07/26 14:23:36+00,2019/07/26 14:23:57+00
800228.5031,6874293.8152,8567,PMR,Châlons-en-Champagne,,Boulevard anatole France - N°40,Sur trottoir,1,,2019/07/26 14:29:09+00,2019/11/22 13:13:53+00
799760.024499997,6876234.5588,8568,PMR,Châlons-en-Champagne,,Rue de la Fraternité - Parking côté Lycée Ozanam,Parking,1,,2019/07/26 14:35:26+00,2019/07/26 14:35:32+00
798707.404200003,6873629.4925,8569,PMR,Châlons-en-Champagne,,Avenue de la Gare - Parvis,Parking,1,,2019/07/26 14:37:38+00,2019/07/26 14:38:28+00
798709.8112,6873644.6221,8570,PMR,Châlons-en-Champagne,,Avenue de la Gare - Parvis,Parking,1,,2019/07/26 14:38:16+00,2019/07/26 14:38:24+00
798700.527199998,6873639.1204,8571,PMR,Châlons-en-Champagne,,Avenue de la Gare - Parvis,Parking,1,,2019/07/26 14:38:53+00,2019/07/26 14:39:00+00
798690.555399999,6873633.9626,8572,PMR,Châlons-en-Champagne,,Avenue de la Gare - Parvis,Parking,1,,2019/07/26 14:39:05+00,2019/07/26 14:39:12+00
798695.369400002,6873623.647,8573,PMR,Châlons-en-Champagne,,Avenue de la Gare - Parvis,Parking,1,,2019/07/26 14:39:15+00,2019/07/26 14:39:21+00
798802.995399997,6873559.1745,8574,PMR,Châlons-en-Champagne,,Avenue de la Gare N°02,Rue,1,,2019/07/26 14:40:56+00,2019/11/22 13:15:09+00
799839.958499998,6874433.0803,8575,PMR,Châlons-en-Champagne,,Avenue de Valmy - Piscine Olympique,Sur trottoir,1,,2019/07/26 14:48:06+00,2019/07/26 14:48:13+00
801112.791699998,6871702.6961,8576,PMR,Châlons-en-Champagne,,rue Groupe Libération Nord - Biblio Diderot,Parking,1,,2019/07/26 14:51:20+00,2019/07/26 14:51:40+00
801243.121699996,6872506.2402,8577,PMR,Châlons-en-Champagne,,Capitole en Champagne - côté Avenue Roosevelt,Parking,1,,2019/07/26 14:53:00+00,2019/07/26 14:53:08+00
801265.1338,6872497.2978,8578,PMR,Châlons-en-Champagne,,Capitole en Champagne - côté Avenue Roosevelt,Parking,1,,2019/07/26 14:53:15+00,2019/07/26 14:53:21+00
801243.121699996,6872526.8765,8579,PMR,Châlons-en-Champagne,,Capitole en Champagne - côté Avenue Roosevelt,Parking,1,,2019/07/26 14:53:24+00,2019/07/26 14:53:31+00
801269.261,6872522.0613,8580,PMR,Châlons-en-Champagne,,Capitole en Champagne - côté Avenue Roosevelt,Parking,1,,2019/07/26 14:53:33+00,2019/07/26 14:53:39+00
801291.960900001,6872519.3098,8581,PMR,Châlons-en-Champagne,,Capitole en Champagne - côté Avenue Roosevelt,Parking,1,,2019/07/26 14:53:41+00,2019/07/26 14:53:48+00
801108.985799998,6872382.0785,8582,PMR,Châlons-en-Champagne,,Capitole en Champagne - côté Degreave,Parking,1,,2019/07/26 14:54:17+00,2019/07/26 14:55:06+00
801096.604099996,6872390.333,8583,PMR,Châlons-en-Champagne,,Capitole en Champagne - côté Degreave,Parking,1,,2019/07/26 14:54:20+00,2019/07/26 14:55:14+00
801085.254100002,6872398.2436,8584,PMR,Châlons-en-Champagne,,Capitole en Champagne - côté Degreave,Parking,1,,2019/07/26 14:54:22+00,2019/07/26 14:55:59+00
801076.311700001,6872407.8739,8585,PMR,Châlons-en-Champagne,,Capitole en Champagne - côté Degreave,Parking,1,,2019/07/26 14:54:28+00,2019/07/26 14:55:27+00
801063.93,6872396.8679,8586,PMR,Châlons-en-Champagne,,Capitole en Champagne - côté Degreave,Parking,1,,2019/07/26 14:54:31+00,2019/07/26 14:55:34+00
801073.904200003,6872387.2376,8587,PMR,Châlons-en-Champagne,,Capitole en Champagne - côté Degreave,Parking,1,,2019/07/26 14:54:32+00,2019/10/14 08:29:05+00
801084.9102,6872378.2952,8588,PMR,Châlons-en-Champagne,,Capitole en Champagne - côté Degreave,Parking,1,,2019/07/26 14:54:39+00,2019/07/26 14:55:55+00
801095.228299998,6872368.321,8589,PMR,Châlons-en-Champagne,,Capitole en Champagne - côté Degreave,Parking,1,,2019/07/26 14:54:45+00,2019/07/26 14:55:50+00
801105.546499997,6872359.3786,8590,PMR,Châlons-en-Champagne,,Capitole en Champagne - côté Degreave,Parking,1,,2019/07/26 14:54:48+00,2019/07/26 14:55:41+00
801171.238600001,6872316.0424,8591,PMR,Châlons-en-Champagne,,Capitole en Champagne - côté Degreave,Parking,1,,2019/07/26 14:56:29+00,2019/07/26 14:57:08+00
801159.544799998,6872326.7045,8592,PMR,Châlons-en-Champagne,,Capitole en Champagne - côté Degreave,Parking,1,,2019/07/26 14:56:32+00,2019/07/26 14:57:33+00
801147.163000003,6872339.0863,8593,PMR,Châlons-en-Champagne,,Capitole en Champagne - côté Degreave,Parking,1,,2019/07/26 14:56:35+00,2019/07/26 14:57:27+00
801136.5009,6872348.3726,8594,PMR,Châlons-en-Champagne,,Capitole en Champagne - côté Degreave,Parking,1,,2019/07/26 14:56:38+00,2019/07/26 14:57:19+00
801125.494900003,6872338.3984,8595,PMR,Châlons-en-Champagne,,Capitole en Champagne - côté Degreave,Parking,1,,2019/07/26 14:56:41+00,2019/07/26 14:58:15+00
801135.125100002,6872328.0802,8596,PMR,Châlons-en-Champagne,,Capitole en Champagne - côté Degreave,Parking,1,,2019/07/26 14:56:43+00,2019/07/26 14:58:07+00
801146.475100003,6872316.0424,8597,PMR,Châlons-en-Champagne,,Capitole en Champagne - côté Degreave,Parking,1,,2019/07/26 14:56:46+00,2019/07/26 14:58:00+00
801158.512900002,6872305.7243,8598,PMR,Châlons-en-Champagne,,Capitole en Champagne - côté Degreave,Parking,1,,2019/07/26 14:56:48+00,2019/07/26 14:57:53+00
801168.143200003,6872295.7501,8599,PMR,Châlons-en-Champagne,,Capitole en Champagne - côté Degreave,Parking,1,,2019/07/26 14:56:50+00,2019/07/26 14:57:46+00
799311.523199998,6874269.8081,8600,PMR,Châlons-en-Champagne,,Rue du Docteur Auger N°4,Parking,1,,2019/07/26 15:02:33+00,2019/11/22 13:36:22+00
