Code dossier_T0_Début suspension_Fin suspension_Date avis définitif_Date envoi CEPS
CT-18063;07/08/2019;;;15/04/2020;23/04/2020
CT-18061;11/09/2019;;;18/03/2020;19/03/2020
CT-18055;13/08/2019;;;05/02/2020;20/02/2020
CT-18046;01/08/2019;;;27/05/2020;27/05/2020
CT-18044;01/08/2019;;;05/02/2020;26/02/2020
CT-18039;01/10/2019;;;22/01/2020;29/01/2020
CT-18038;01/08/2019;06/11/2019;13/12/2019;18/03/2020;25/03/2020
CT-18023;29/07/2019;;;05/02/2020;07/02/2020
CT-18022;25/07/2019;;;04/03/2020;16/03/2020
CT-18019;25/07/2019;;;08/01/2020;17/01/2020
CT-18017;25/07/2019;;;05/02/2020;18/02/2020
CT-18015;20/08/2019;;;15/04/2020;24/04/2020
CT-18003;23/07/2019;;;19/02/2020;28/02/2020
CT-17997;17/07/2019;;;01/04/2020;16/04/2020
CT-17994;17/07/2019;17/09/2019;02/10/2019;05/02/2020;18/02/2020
CT-17991;15/07/2019;04/12/2019;07/01/2020;04/03/2020;06/03/2020
CT-17982;10/07/2019;;;22/01/2020;04/02/2020
CT-17948;28/06/2019;;;19/02/2020;06/03/2020
CT-17940;05/07/2019;;;08/01/2020;29/01/2020
CT-17939;28/06/2019;;;05/02/2020;12/02/2020
CT-17938;27/06/2019;;;05/02/2020;20/02/2020
CT-17937;05/07/2019;;;05/02/2020;06/02/2020
CT-17922;17/06/2019;;;05/02/2020;11/02/2020
CT-17920;23/08/2019;23/04/2020;27/04/2020;24/06/2020;07/07/2020
CT-17912;05/07/2019;;;19/02/2020;20/02/2020
CT-17907;14/06/2019;;;08/01/2020;14/01/2020
CT-17901;11/06/2019;;;01/04/2020;22/04/2020
CT-17898;11/06/2019;;;05/02/2020;26/02/2020
CT-17863;17/05/2019;;;08/01/2020;16/01/2020
CT-17857;04/12/2019;;;05/02/2020;19/02/2020
CT-17812;03/05/2019;;;08/01/2020;15/01/2020
CT-17809;03/05/2019;;;11/03/2020;13/03/2020
CT-17807;30/04/2019;;;08/01/2020;14/01/2020
CT-17777;19/04/2019;;;18/03/2020;26/03/2020
CT-17563;08/01/2019;16/09/2019;19/12/2019;11/03/2020;16/03/2020
CT-17563;08/01/2019;26/02/2019;23/04/2019;11/03/2020;16/03/2020
CT-17373;01/10/2018;;;04/03/2020;05/03/2020
